X1	X3	X2
RPS6KA3	activates	FOS 
MAPK1	inhibits	STK11 
CDK1	activates	SP1 
MAPK3	activates	SP1 
CDK1	activates	TP53 
MAPK3	activates	SREBF1 
MAPK1	inhibits	CEBPA 
CDK1	activates	FOXM1 
CDK1	activates	SREBF1 
MAPK3	activates	CSNK2A1 
MAPK3	activates	TWIST1 
JAZF1	inhibits	NR2C2 
MAPK3	activates	CIITA 
MAPK3	activates	MED1 
MAPK3	activates	TP53 
DUSP10	inhibits	MAPK3 
MAPK14	inhibits	MAPK1 
MAPK1	activates	SMAD3 
MAPK1	activates	ATF2 
MAPK1	activates	STAT5A 
Perturbation	inhibits	DUSP10 
Perturbation	inhibits	JAZF1 
MAPK3	activates	MAPKAPK2 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	ZNF521 
Perturbation	activates	DUSP10 
Perturbation	activates	JAZF1 
Perturbation	activates	NR0B2 
Perturbation	activates	PCIF1 
Perturbation	activates	PEX14 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
Perturbation	activates	DUSP14 
Perturbation	inhibits	DUSP14 
GSK3A	inhibits	CTNNB1 
GSK3A	inhibits	GATA6 
RPS6KA3	inhibits	GSK3A 
DUSP7	inhibits	MAPK14 
DUSP7	inhibits	MAPK3 
Perturbation	inhibits	DUSP7 
Perturbation	activates	DUSP7 
MAPK1	activates	RPS6KA3 
CDK2	activates	CEBPB 
CDK2	activates	TP53 
MAPK1	activates	CDK2 
CDK2	activates	FOXM1 
DUSP10	inhibits	MAPK1 
CDK2	inhibits	SMAD3 
MAP2K1	activates	MAPK1 
LAMTOR3	activates	MAP2K1 
LAMTOR3	activates	MAPK1 
MAP2K1	activates	STAT3 
MAP2K1	activates	MAPK14 
MAP2K1	activates	FOXM1 
Perturbation	activates	LAMTOR3 
Perturbation	inhibits	LAMTOR3 
Perturbation	inhibits	DUSP2 
Perturbation	activates	NR2C2AP 
WDR83	activates	MAP2K1 
Perturbation	activates	WDR83 
DUSP7	inhibits	MAPK1 
MAPK3	activates	CDK2 
MAP2K1	activates	MAPK3 
LAMTOR3	activates	MAPK3 
