Gene_Id	geldanamycin_HEPG2_24 h_3.33 um
CHEK1	2.482060432
CHN1	-0.879833281
CIRBP	0.482794523
CLTB	0.608138323
CLTC	2.259967804
COL1A1	-0.365018606
COL4A1	-0.853438079
CREB1	-0.133893728
CRK	-4.137804031
CRKL	0.122041911
CRYZ	1.78959775
CSK	-3.468384266
CSNK1A1	2.67684269
CSNK1E	0.500833631
CSNK2A2	0.286093533
CSRP1	1.563187718
CTNND1	0.321614981
CTSD	1.44045496
CTSL	5.077633858
CYB561	-0.958069921
DAG1	-0.757915735
DAXX	-1.817088246
DCK	-0.260967672
DCTD	1.34761107
DDB2	-0.141728789
GADD45A	-1.16526103
DDX10	-1.050347686
DECR1	-4.0647645
DFFA	1.028866291
DFFB	0.36230433
DLD	-0.088633135
DNM1	-1.284654498
DNMT1	-1.370010257
DNMT3A	0.703037918
DPH2	0.442824721
DSG2	2.461928844
TSC22D3	1.0571208
DUSP3	1.365832329
DUSP4	-0.343664348
DUSP6	-0.435063362
TOR1A	-2.068181515
E2F2	0.655839562
ECH1	3.098433971
EDN1	-1.246036649
EGF	-0.180192485
EGFR	-0.602940321
EGR1	-0.504926443
EIF4EBP1	-0.683127165
EIF4G1	1.471783638
EIF5	3.38577652
ELAVL1	-0.055774868
CTTN	1.899874091
EPB41L2	0.346761554
EPHA3	0.447200567
EPHB2	-0.177249327
EPRS	-0.059904337
NR2F6	2.836705923
ERBB2	0.338676542
ERBB3	0.784941435
ETFB	1.184119701
ETS1	1.970709801
ETV1	0.907444477
EXT1	2.571316242
EZH2	-2.35241127
FAH	1.305229783
PTK2B	2.870943069
FAT1	0.457876205
FDFT1	0.568207204
FGFR2	-2.572276831
FGFR4	-1.121314287
FHL2	0.022222757
FKBP4	-2.389234066
FOXO3	-1.931512713
FOS	0.421985328
FPGS	1.168589473
FUT1	-1.422966719
FYN	0.627774239
SLC37A4	-1.170101643
GAA	0.252873957
GABPB1	-4.007843494
GALE	-2.416613817
GAPDH	0.488093853
GATA2	-1.280758381
GATA3	0.376736313
GFPT1	-6.069297791
GHR	-2.23511529
GLI2	0.230930746
GLRX	-2.427253008
GNA11	-0.774776459
GNA15	0.520166159
GNAI1	-0.23496218
GNAI2	-1.469108462
GNAS	-1.136847258
SFN	-0.017322065
GPC1	-6.877419472
GPER1	1.66002214
GRB7	-1.499063134
GRB10	-2.459956169
GRN	1.03683424
NR3C1	0.987575889
CXCL2	-0.059962764
GSTM2	1.013022661
GSTZ1	-3.021922112
MSH6	1.168313265
GTF2A2	1.07172513
GTF2E2	-2.791300774
HSD17B10	-0.336222619
HADH	-2.199312925
HDAC2	0.020183802
HIF1A	0.390463173
HK1	-0.307289302
HLA-DMA	0.068090826
HLA-DRA	-0.100983843
HMGCR	-1.890719771
HMGCS1	0.323655605
HMOX1	0.873766065
HOXA5	1.182366848
HOXA10	0.571886301
HPRT1	0.25502646
HES1	-1.139084816
DNAJB2	0.754503906
HSPA1A	2.564250231
HSPA4	-0.342437267
HSPA8	0.849476159
HSPB1	2.229478359
HSPD1	0.499443173
DNAJB1	0.950186491
ICAM1	0.261907279
ICAM3	4.830228329
ID2	5.036577702
IDE	-1.898124099
IFNAR1	-0.304802418
IGF1R	2.148910046
IGF2R	-2.4906075
IGFBP3	-0.633927822
IGHMBP2	-0.904942274
IKBKB	1.384745121
IL1B	1.547845006
IL4R	0.65476495
IL13RA1	0.457319319
ILK	-3.490252018
INPP1	2.076835155
INSIG1	2.902653217
ITGAE	-0.097877048
ITGB5	0.760831952
JUN	-3.039861679
KCNK1	0.667401373
KIF5C	1.651936531
KIT	2.117211103
KTN1	2.244452477
LAMA3	-0.430538476
STMN1	-0.018329501
LBR	0.651944876
LGALS8	0.190120041
LIG1	1.355639219
LIPA	-2.204723597
LOXL1	-1.979294896
LRPAP1	-0.39141798
LYN	-3.616326571
SMAD3	0.011852205
MAN2B1	-0.464822471
MAT2A	0.503357768
MBNL1	-4.784535408
MCM3	1.475454926
ME2	-0.263470709
MEF2C	-0.023523189
MAP3K4	0.534847558
MEST	0.666283607
MIF	-1.570289612
FOXO4	-0.105631471
MMP1	-0.345680654
MMP2	2.285438061
MNAT1	-0.169861585
MSRA	-1.802367687
MUC1	-1.613482714
MYBL2	2.6073277
MYC	1.352357388
GADD45B	0.27306962
MYLK	-0.680826843
MYO10	-1.952147961
NCK1	0.813255131
NFATC3	-1.327108145
NFATC4	1.063458443
NFE2L2	1.995796084
NFIL3	-0.76649642
NFKB2	-3.099955082
NFKBIA	-1.832192183
NFKBIB	2.957554102
NFKBIE	-2.346673965
NIT1	-0.40820688
NMT1	2.879579306
NOS3	1.147192001
CNOT4	-1.065073729
NOTCH1	-2.840410709
PNP	-0.33528167
NPC1	2.737874985
SLC11A2	-0.472863257
NRAS	2.87802434
NUCB2	-0.167797282
NUP88	-1.885779381
NVL	-6.154528618
ORC1	-0.167188257
OXA1L	-3.66312623
OXCT1	2.527816772
PAFAH1B1	1.430711746
PAFAH1B3	-0.418281615
SERPINE1	0
PAK1	0.308673143
PCBD1	-1.047307611
PCCB	-0.383269399
PCK2	-2.356860638
PCM1	-3.445716619
PCMT1	-2.576468945
PCNA	-0.721969783
PDGFA	0.221922904
PFKL	-3.145735502
PGAM1	0.629375398
PGM1	-0.499697864
PHKA1	0.537024856
PHKB	-1.509187698
PHKG2	-0.663476229
PIK3C2B	-2.763959408
PIK3C3	2.43598938
PIK3CA	-0.213892072
PIN1	3.922900915
PLA2G4A	4.542359352
PLCB3	0.187986448
PLK1	-1.046915889
PLP2	-4.063962936
PLS1	1.742564201
PLSCR1	-0.543027043
PMAIP1	1.545838952
PMM2	0.090178326
POLB	-2.368294001
POLE2	1.510629058
POLR2I	0.339684606
POLR2K	2.725769043
PPARD	2.205841541
PPARG	0.70286268
PPIC	0.507385135
PPOX	1.104649901
PPP2R5A	0.331385732
PPP2R5E	-0.128243893
PRCP	0.594287515
PRKACA	2.246049166
PRKCD	0.479257762
PRKCH	5.445058346
PRKCQ	-4.682024956
MAPK9	2.318072319
MAPK13	-1.41023469
MAP2K5	1.262126684
PRKX	1.550662875
PROS1	-0.879453659
LGMN	-2.760978699
HTRA1	1.183042765
PSMB8	-0.545478225
PSMB10	-0.476012021
PSMD2	-1.010612011
PSMD4	-1.773463607
PSMD9	-1.75108242
PSMD10	0.184116751
PSME1	-1.494074106
PSME2	1.874731064
PTGS2	1.618275523
PTK2	0.181355804
PTPN1	0.830052674
PTPN6	0.948497236
PTPN12	-3.11588335
PTPRC	2.537680388
PTPRF	0.382184386
PTPRK	-1.316417217
PXMP2	-0.750750065
PXN	-0.718876481
PYCR1	0.616615057
PYGL	-1.068032503
RAB4A	1.014503837
RAB27A	2.704835892
RAC2	1.557365656
RAD9A	0.398369908
RAD51C	0.966107786
MOK	-0.063129015
RALA	0.821308255
RALB	2.287878752
RALGDS	-3.426405191
RAP1GAP	-0.934443951
RASA1	0.482021928
RB1	5.678655624
KDM5A	1.92466557
RELB	3.054204464
RFC2	4.21689558
RFC5	-1.409203529
RFNG	1.430504799
RFX5	0.743079901
RGS2	-3.614248753
RHEB	-1.596580625
RNH1	-0.926427603
RPA1	-0.993575811
RPA2	-0.34512645
RPA3	0.770812869
MRPL12	1.130619526
RPN1	2.201730728
RPS5	-0.635321796
RPS6	1.838533044
RPS6KA1	0.05001235
RSU1	2.59366703
RTN2	0.893468976
S100A4	0.79320091
S100A13	-0.254478037
SATB1	-0.831784368
SCP2	-0.260930449
CCL2	-0.002014667
SDHB	-0.3501634
SGCB	-3.738945007
SHB	0.449386179
SHC1	-1.750867605
SKIV2L	0.997279286
SKP1	-0.127352953
SLC1A4	0.671145558
SMARCA4	0.126728505
SMARCC1	0.899185717
SMARCD2	-0.033081234
SNAP25	3.25386095
SNCA	-0.824654222
SOX2	0.41430375
SOX4	-4.578679562
SPAG4	-1.294646382
SPP1	2.164916992
SPR	-0.192617655
SPTAN1	0.050865456
SRC	1.948362112
STAT1	-0.021942578
STAT3	3.804742813
STAT5B	0.605947256
AURKA	-0.18527481
STK10	1.199340343
STX1A	-4.211556435
STX4	1.683442235
STXBP1	-2.707640171
STXBP2	1.372967958
SUPV3L1	0.610500515
SUV39H1	1.567951202
SYK	-0.183986545
SYPL1	-0.677464724
TARBP1	0.153635591
TBP	1.877657652
TBX2	-0.141477525
TBXA2R	0.107341081
TCEA2	0.484870046
VPS72	1.350976944
TCTA	-0.668252945
DYNLT3	-1.282246351
TERT	-4.072295189
TESK1	0.627713919
TFAP2A	-1.448630333
TFDP1	4.627204418
TGFB3	0.127035499
TGFBR2	2.310872793
TIAM1	0.572638512
TIMP2	0.140372425
TJP1	0.868304789
TLE1	1.646599054
TLR4	2.495165348
TSPAN6	-0.146890938
TSPAN4	-2.407685757
TOP2A	0.790305853
TP53	-0.175751388
TP53BP1	1.877568007
TP53BP2	-1.841052771
TPD52L2	-2.479725599
TPM1	-3.405386448
TSTA3	-2.148467541
TXNRD1	0.587764323
UBE2A	-3.582408428
UGDH	0.257960796
NR1H2	2.618899345
USP1	2.631078482
VDAC1	1.178136826
WFS1	-2.002184629
WRB	0.043257982
XBP1	0.129295677
XPNPEP1	-0.74545753
ZFP36	-2.806781292
ZNF131	0.48074764
ZMYM2	0.702684641
PAX8	-3.45250845
CXCR4	-4.654848099
IFRD2	0.095522583
MAPKAPK3	0.164597243
USP7	-4.429387093
REEP5	1.215342879
ST7	-0.747351944
KAT6A	-0.583837628
PDHX	-0.467529416
FOSL1	-2.537356138
HMGA2	-3.741217852
NCOA3	0.432689577
NRIP1	-2.598059654
SMC1A	-0.021800086
LAGE3	2.17975235
AXIN1	0.659589052
CDC45	1.182106614
FZD1	1.267383456
FZD7	-3.29837656
HIST2H2BE	1.456404805
PIP4K2B	-2.076749086
NCK2	-1.270467639
DYRK3	-2.723623753
DUSP11	-4.624489307
RAE1	1.2677387
PIK3R3	1.046696067
NIPSNAP1	2.60748148
IKBKAP	1.838203073
HAT1	0.575185776
MAPKAPK5	-3.253059626
BHLHE40	-0.035108492
MKNK1	-1.924788237
CASK	0.196404696
AKR7A2	1.12836957
RUVBL1	0.520242691
PSMG1	0.190345868
BECN1	1.668539643
MBTPS1	0.6140275
EED	2.368665218
CTNNAL1	-0.969018579
RNMT	-0.009140767
PEX11A	0.127005741
CREG1	1.908481121
INPP4B	1.85652256
IQGAP1	1.213662505
SOCS2	3.195392132
CFLAR	-0.397016674
CDK5R1	0.717290401
ST3GAL5	0.563699067
IER3	0.476976275
SQSTM1	-1.094248295
SLC5A6	-0.502088547
CPNE3	1.338240623
CCNA1	0.523235738
TIMELESS	-1.763368487
P4HA2	-0.208473504
PLOD3	1.921592712
NOL3	0.095050454
SLC25A14	2.080897331
MPZL1	1.123764038
MAP7	-0.562971473
DNAJA3	-4.396866798
USP14	-2.792407274
MTA1	-0.978193939
PDLIM1	-0.765387058
SMC3	-3.62369132
PRPF4	-0.000577113
CCNB2	-1.232720017
CCNE2	-3.013595104
SYNGR3	3.342068195
LPAR2	-0.802977085
ARHGEF2	0.27239868
ZW10	1.056134701
AURKB	1.891931295
VAPB	-1.261427641
NOLC1	-2.827956676
UBE2L6	1.502888679
MAPKAPK2	-0.025130212
CYTH1	-0.467677593
ITGB1BP1	-2.074471474
BCL7B	0.177776277
COPB2	2.307121277
ADGRG1	-0.997427404
TM9SF2	0.110243216
MAP4K4	-0.777505696
HOMER2	1.683607101
SH3BP5	1.468995214
PIGB	2.518359423
PSMF1	0.316139758
SPTLC2	-0.244468287
TBPL1	-1.966470718
BAG3	-4.318129539
POLR1C	-0.05130294
SPAG7	-2.285661697
FEZ2	-2.053201675
IKBKE	-1.870700836
MTFR1	1.053303242
HS2ST1	-0.439522117
IPO13	-0.007554501
VGLL4	3.46970129
NUP93	3.047094584
UBE3C	1.110598207
EDEM1	1.492902279
TRAM2	3.168655634
CEP57	-2.966042757
KIAA0100	2.009056091
HERPUD1	-2.420327187
KIAA0355	-0.51893878
USP6NL	-0.612588882
CCP110	0.838441133
MLEC	-0.934803843
TATDN2	-4.386769295
MRPL19	-0.752863944
SCRN1	2.190351963
EFCAB14	2.039973736
KEAP1	-0.552380383
MELK	3.039003372
PLEKHM1	1.165684938
C2CD5	-3.376592159
KIAA0753	0.630759478
C2CD2L	0.204790309
TOMM70A	-1.964164972
KIAA0196	-2.200793028
KLHL21	-2.782988071
ARNT2	0.777476549
FAM20B	-0.35556674
NCAPD2	0.881435633
PAN2	2.323102713
LPGAT1	0.545374155
KIF14	0.829551101
OXSR1	1.808005095
MVP	0.407881111
DMTF1	2.507800579
GNPDA1	1.781535268
HDAC6	0.102476209
PARP2	4.768604279
MAMLD1	-0.26535812
DNAJB6	-3.637913942
SMC4	0.512993753
ABCC5	-1.000448704
ABCB6	0.370665878
DNM1L	0.752719998
TSPAN3	2.723775148
KIF20A	0.584664524
ARL4C	-0.27178815
TRAP1	-1.112095594
G3BP1	0.066665277
MBNL2	-0.422143549
CEBPZ	-0.623545587
SLC25A13	0.262620151
SORBS3	-2.647734165
RBM6	1.718836665
TXNDC9	0.630377054
TRIM13	2.456944466
TRIB1	-6.674049377
MFSD10	-0.559317112
SLC35B1	-3.268360138
TIMM17B	-0.539511263
AKAP8	0.79518503
STUB1	0.465204298
NET1	-0.178005189
SMNDC1	-3.020496845
PAK4	-1.084288001
TNIP1	1.140079975
IKZF1	-3.016310215
TMEM5	-1.884202719
HMG20B	2.047534943
MYL9	-1.789289355
LYPLA1	1.507005215
PPIE	2.113965511
VAV3	1.622221947
LRRC41	0.341817498
CRTAP	0.046660513
VAT1	-1.021550894
STK25	-2.279087305
APPBP2	1.495083213
CHERP	1.888961554
HYOU1	1.951401711
RPP38	3.121155739
SLC35A1	-2.549138784
DRAP1	1.460628033
PAICS	-1.32678318
ST6GALNAC2	1.820858359
STAMBP	-1.669339657
NPRL2	1.219242334
IGF2BP2	-1.064038754
YKT6	-1.310288668
CGRRF1	-0.242864668
RRAGA	-0.70010674
GNB5	-1.707626104
EBP	1.152718782
CNPY3	-0.590570569
YME1L1	2.413636684
TCFL5	-0.794227898
KDM5B	-2.530694485
POP4	1.66529727
ARPP19	-2.818179131
ZNF274	-1.27956903
MTHFD2	-5.571640968
WASF3	1.188078165
UTP14A	1.130135775
FRS2	-0.637028933
CLPX	-2.447555304
PGRMC1	-0.569126368
MALT1	-1.9200598
CPSF4	-0.23590669
BLCAP	1.325494885
TCERG1	-2.918152094
RNPS1	3.095283747
TOMM34	0.912805498
PDIA5	0.038672514
MLLT11	-1.07006979
EBNA1BP2	1.115849018
TMED10	1.074432373
ASCC3	1.267080784
SLC27A3	-1.449368596
KIF2C	-0.336219132
CCDC85B	0.133250475
TLK2	1.018540978
KDELR2	0.027523652
RAB31	-6.293543816
B4GAT1	1.870397806
PAPD7	0.119385451
UBE2C	-0.426643878
DUSP14	2.178816319
TOPBP1	0.084635526
PRSS23	-0.65790689
PWP1	-1.730437875
PKIG	1.116933346
CORO1A	-2.516566753
LSM6	-0.922125697
PSIP1	-1.574889183
SLC2A6	-4.749037266
NISCH	-0.547656417
CHEK2	-0.347595036
PRAF2	2.322323322
POLG2	1.996336699
CHP1	-0.531108975
PNKP	-1.230126023
ECD	1.325732708
DDX42	3.621600866
TWF2	0.568151414
CASC3	-1.899242759
COG2	-2.015892982
ATF5	0.684532404
MTF2	3.839115381
PUF60	-2.327219963
RAB11FIP2	-0.68683368
CLSTN1	1.689639926
FOXJ3	-3.625992775
KIAA0907	-0.257133543
EPN2	1.077322721
SACM1L	3.171023607
ATF6	3.409442425
RPIA	1.432903051
RAB21	1.134099603
SPEN	-5.425337315
FBXO21	-0.046094485
RBM34	-1.34269309
WDTC1	-0.28425011
XPO7	-1.865007401
TBC1D9B	0.241429612
RRP1B	2.961863041
MYCBP2	-2.26506567
CDK19	-2.912121296
GPATCH8	3.53996563
MAST2	1.210357428
DCUN1D4	0.340794623
FCHO1	-0.179690197
SNX13	0.986074805
ATP11B	-0.323322177
JMJD6	0.661401451
RRS1	-0.54961735
RRP12	-0.666366816
SYNE2	0.163509667
PDS5A	0.057332724
CAMSAP2	-1.278411627
ATMIN	0.200293213
TRIM2	1.761122942
KIAA1033	-0.259549648
USP22	1.94272387
WDR7	0.192968965
JADE2	0.219295591
ARHGEF12	-0.660156548
PPP1R13B	1.224372864
RRP8	-1.46985662
NUDCD3	-2.369700193
SIRT3	1.464766502
SLC35A3	-0.484532624
ICMT	3.94058466
MACF1	1.52739954
SUZ12	-0.610025287
KAT6B	-0.39405483
NNT	0.279353499
ADAT1	-0.118926585
TMEM50A	-5.35402298
KLHDC2	1.907576323
ACOT9	-0.409098744
SSBP2	0.964383423
NUP62	-2.698211432
ARFIP2	2.253185034
LSM5	0.449753493
PLA2G15	-2.185633898
TMEM2	0.692875743
ZNF318	0.945035696
FBXO7	-1.629183888
SPDEF	0.971206307
BAMBI	0.852828801
BACE2	-4.134406567
COG4	-0.105582684
MPC2	-2.509169102
CLIC4	0.486206621
C2CD2	4.342601776
TIPARP	-2.88142395
TSKU	0.473111808
RNF167	-2.736364365
LRP10	2.383779526
ZNF451	-2.991142988
SENP6	-0.609989524
RAI14	0.453931272
KIF1BP	0.133857667
TES	0.764573634
PHGDH	1.504768252
MYCBP	-0.027501911
CHIC2	0.074923702
TIMM9	0.255919218
AKAP8L	-0.854350746
ATP2C1	0.865662038
TRAPPC3	-3.633084536
ATP5S	-1.208031535
TNFRSF21	-1.575351954
SESN1	2.105968237
HTATSF1	-0.665635824
TMEM97	1.803851485
BZW2	8.935317993
CHMP4A	-1.673743725
GTPBP8	2.970042229
DNAJC15	-1.923061252
PACSIN3	1.842808962
RBM15B	-2.230935097
HOOK2	-3.997402906
SNX11	0.230101526
TIMM22	1.876188993
NENF	-3.152953863
UBQLN2	1.98024857
ERO1A	-0.441244602
DNTTIP2	0.760053873
PIK3R4	4.871397018
HDGFRP3	-0.003136784
COPS7A	-0.30434534
NSDHL	0.178822398
HEBP1	1.695668578
MTERF3	0.512450576
AMDHD2	2.360055685
ISOC1	-2.231076717
MRPS16	0.36299777
FIS1	-0.393772095
GOLT1B	2.583094597
GLOD4	0.616575718
GMNN	-1.286616921
LAP3	-0.97403872
NOSIP	-0.040480018
DERA	1.586160779
SCCPDH	1.149000049
MRPS2	2.754875183
VPS28	3.331535816
HSD17B11	-0.503678799
NUSAP1	0.337509781
SCAND1	-1.876470089
CD320	2.767620802
NGRN	-2.128305435
SNX7	1.930631638
ATP6V1D	1.502150536
ZNF589	-0.440213829
PRKAG2	-3.170979738
UBE2J1	2.018054247
EVL	-0.090649664
HACD3	2.350285292
UFM1	0.709508538
LSR	0.171361804
DHRS7	-1.683316231
CAB39	-0.536539912
ARID4B	0.500982225
NUDT9	-1.281961441
CYCS	-6.871641159
TERF2IP	-1.133125663
GFOD1	0.659996748
KCTD5	2.12233901
TMCO1	2.032219887
DHX29	3.337449074
EXOSC4	1.514045119
DDIT4	-3.096336126
PAF1	0.152435407
P4HTM	1.628124475
SLC35F2	0.220794678
ZNF586	1.730751753
FBXL12	0.183727846
TEX10	0.741362035
YTHDF1	-0.102446795
TXNL4B	3.853509903
HERC6	-1.277390838
PIH1D1	0.4896456
PPP2R3C	-4.000093937
FKBP14	-1.824813366
CDCA4	-1.768334627
PLEKHJ1	-5.168281555
HEATR1	-1.46041429
ANO10	1.088723779
UBR7	-1.545499563
FAIM	-0.078535609
ADI1	0.834465742
ABCF3	6.525018215
ENOSF1	0.958930254
LRRC16A	-0.78621453
ANKRD10	-1.244941354
STAP2	-0.634613454
IARS2	0.617915571
NUP133	3.243117094
CNDP2	0.669362009
FAM63A	0.261894345
KDM3A	-0.505579829
PECR	-3.184180498
EAPP	1.712352276
CISD1	-0.112847924
ZNF395	-0.804362893
KLHL9	1.720579863
NPDC1	-0.855897367
TM9SF3	-1.831755042
PAK6	1.480772972
DUSP22	-0.537974775
ADCK3	1.497625351
CIAPIN1	0.549336016
PLSCR3	-0.455644101
SCYL3	-1.247420549
LYRM1	-0.921667695
ZMIZ1	-2.740963459
MCOLN1	3.209891081
THAP11	0.108192801
ABHD6	1.879315853
TRIB3	1.975513935
POLD4	4.761176109
SQRDL	0.999465764
ENOPH1	3.14157939
PRUNE	0.368542016
SNX6	0.016166985
FASTKD5	-1.337091804
ELAC2	-1.487306476
ABHD4	4.249849319
MCUR1	-0.143687338
RBKS	0.852939606
ATG3	1.954936624
NARFL	-0.058327116
ZDHHC6	-0.070876516
ACBD3	0.971916795
CERK	-0.217092872
NT5DC2	3.447412014
ACD	1.513873816
INTS3	5.911493301
TRAK2	-0.492614359
METRN	2.225218773
ELOVL6	0.07984525
TMEM109	-0.505124152
CCDC86	0.176370442
TRAPPC6A	-2.967251062
CHAC1	-1.31039381
MBOAT7	0.270784587
PRR15L	0.299280941
CRELD2	0.186776504
FSD1	3.319422483
TCTN1	1.231087565
CHMP6	-6.442908287
NPEPL1	-0.557180524
FAM57A	1.716901302
NUP85	-0.07291618
TCEAL4	-0.411461473
DHDDS	-0.712754428
DENND2D	-0.561734319
FBXO11	1.048358083
CCDC92	1.307557702
COASY	0.475836515
WDR61	2.094958782
TSEN2	1.108197093
PRR7	-0.762102842
ITFG1	-0.541149437
GDPD5	2.123745441
GRWD1	-1.698021412
ARID5B	-2.305875778
TUBB6	2.573211432
PSRC1	-0.728962362
ADO	-5.014164448
HIST1H2BK	-0.349512458
MICALL1	-0.379384756
UBE3B	2.122437954
HN1L	-1.279911757
SLC25A46	1.284005404
COG7	-1.313441157
MAPK1IP1L	-0.012955636
TBC1D31	3.461517811
H2AFV	0.377372563
RPL39L	-0.266201496
CANT1	0.997704208
WIPF2	-1.471036077
TICAM1	-0.985837519
TXLNA	0.211574361
SPRED2	1.52712822
EML3	-0.334652811
TMEM110	1.28799367
FAM69A	-0.614669621
