Gene_Id	geldanamycin_HEPG2_24 h_0.12 um
ERBB2	1.028014421
ERBB3	-0.404928535
ETFB	-0.196417719
ETS1	-0.486708194
ETV1	-0.460181296
EXT1	8.120100975
EZH2	-0.434965551
FAH	0.28728351
PTK2B	0.568842411
FAT1	0.725577414
FDFT1	-0.448768318
FGFR2	0.09378922
FGFR4	-0.553083062
FHL2	0.841555417
FKBP4	-0.530443192
FOXO3	0.2245204
FOS	0.121435188
FPGS	-0.174133033
FUT1	0.197838247
FYN	-0.586463034
SLC37A4	0.203643501
GAA	0.116125688
GABPB1	-0.280590057
GALE	0.121556357
GAPDH	0.304410398
GATA2	-0.262527287
GATA3	-1.197669268
GFPT1	-0.472259402
GHR	-0.669668853
GLI2	-0.137109011
GLRX	0.206232607
GNA11	-0.013842442
GNA15	0.34776181
GNAI1	-0.022204557
GNAI2	0.246869385
GNAS	0.201546684
SFN	-0.498785794
GPC1	0.574498832
GPER1	0.239598379
GRB7	0.133662984
GRB10	0.362070352
GRN	-0.55134064
NR3C1	0.012681996
CXCL2	-0.079195797
GSTM2	-0.813606918
GSTZ1	-0.84681356
MSH6	0.49122104
GTF2A2	-0.053497709
GTF2E2	-1.225165248
HSD17B10	-0.193776309
HADH	-0.350583196
HDAC2	-0.254809886
HIF1A	0.085668251
HK1	-0.463664174
HLA-DMA	0.066575021
HLA-DRA	0.025793368
HMGCR	-0.006062865
HMGCS1	-0.121859267
HMOX1	0.064529061
HOXA5	0.304936916
HOXA10	0.598367035
HPRT1	0.403774321
HES1	-1.912529469
DNAJB2	-0.133499548
HSPA1A	-0.202062041
HSPA4	0.561351717
HSPA8	-0.148640558
HSPB1	-0.703734636
HSPD1	0.38688007
DNAJB1	-0.547529876
ICAM1	-0.103832826
ICAM3	-0.617939591
ID2	-0.382451683
IDE	-0.078714386
IFNAR1	-0.707259595
IGF1R	-0.398619384
IGF2R	-0.01638709
IGFBP3	0.216175333
IGHMBP2	-0.948104739
IKBKB	-0.130466446
IL1B	-0.483351469
IL4R	-0.33439362
IL13RA1	-0.245001331
ILK	-0.376765788
INPP1	-0.687821507
INSIG1	-0.260200113
ITGAE	-0.576015055
ITGB5	0.256064236
JUN	-0.365725458
KCNK1	-1.455285549
KIF5C	-0.217558175
KIT	-0.227667809
KTN1	0.252135158
LAMA3	0.534130037
STMN1	0.238396928
LBR	0.328333497
LGALS8	-0.530447841
LIG1	0.193264931
LIPA	0.390447348
LOXL1	0.50349319
LRPAP1	0.612515211
LYN	-0.011984937
SMAD3	-0.266502351
MAN2B1	-0.187710285
MAT2A	0.176738039
MBNL1	-0.522927523
MCM3	0.10558486
ME2	1.161603808
MEF2C	4.964646339
MAP3K4	0.17556946
MEST	-0.429898381
MIF	0.571453273
FOXO4	-0.112981208
MMP1	-0.17186974
MMP2	0.202077419
MNAT1	-0.43492654
MSRA	-0.301509678
MUC1	-0.118258767
MYBL2	-0.893221974
MYC	-1.008574367
GADD45B	-0.282254577
MYLK	-0.238888785
MYO10	-0.037435412
NCK1	-0.596096396
NFATC3	-0.927907288
NFATC4	0.553198218
NFE2L2	-0.463928789
NFIL3	0.32203269
NFKB2	0.060272768
NFKBIA	0.933165669
NFKBIB	-0.676398754
NFKBIE	-0.094035164
NIT1	-0.300446898
NMT1	-0.160796836
NOS3	-0.501010358
CNOT4	0.376303136
NOTCH1	0.025355689
PNP	0.221679509
NPC1	0.513906538
SLC11A2	-0.038408451
NRAS	-0.440881014
NUCB2	-0.405013829
NUP88	-0.390604973
NVL	0.437397957
ORC1	-0.434739619
OXA1L	-0.514948249
OXCT1	0.328757435
PAFAH1B1	0.021055449
PAFAH1B3	-0.649899662
SERPINE1	0
PAK1	0.566177726
PCBD1	-0.170224681
PCCB	0.305539697
PCK2	-0.468583465
PCM1	-0.174341649
PCMT1	0.04760921
PCNA	0.315947652
PDGFA	0.161184877
PFKL	0.064313263
PGAM1	-0.511447906
PGM1	0.790634036
PHKA1	-0.46113798
PHKB	0.503880501
PHKG2	0.108335525
PIK3C2B	0.122212321
PIK3C3	0.181866765
PIK3CA	0.183477119
PIN1	-0.09224242
PLA2G4A	-1.787369013
PLCB3	-0.07950341
PLK1	0.091366507
PLP2	-0.26819855
PLS1	-0.770593047
PLSCR1	-0.180480286
PMAIP1	0.330251694
PMM2	-0.296233118
POLB	0.015777934
POLE2	-0.135779619
POLR2I	0.19791016
POLR2K	-0.484399647
PPARD	0.095677204
PPARG	0.214251563
PPIC	-0.153737053
PPOX	-0.065236345
PPP2R5A	-0.178034842
PPP2R5E	0.500067174
PRCP	0.1504177
PRKACA	-0.365639269
PRKCD	0.476438701
PRKCH	-0.499289036
PRKCQ	0.210742354
MAPK9	-0.532536387
MAPK13	-0.250996411
MAP2K5	0.60922873
PRKX	-0.922409534
PROS1	0.650779843
LGMN	2.139883041
HTRA1	-0.206172928
PSMB8	0.383016765
PSMB10	0.262873054
PSMD2	0.181007281
PSMD4	0.104980506
PSMD9	1.585942626
PSMD10	-0.561528683
PSME1	0.331020057
PSME2	-0.202104196
PTGS2	-0.128487632
PTK2	0.038324557
PTPN1	0.118696034
PTPN6	0.009805329
PTPN12	0.268623918
PTPRC	0.076413535
PTPRF	-0.020298801
PTPRK	0.420762241
PXMP2	0.752244592
PXN	0.314713329
PYCR1	-0.060482662
PYGL	0.550263107
RAB4A	1.644793868
RAB27A	0.161574632
RAC2	0.115178093
RAD9A	0.171264037
RAD51C	-0.035309747
MOK	-0.670943439
RALA	-0.543354809
RALB	0.110657275
RALGDS	-0.12022499
RAP1GAP	-1.827798605
RASA1	-0.476248831
RB1	-0.3673262
KDM5A	0.578097522
RELB	0.480838627
RFC2	0.533671498
RFC5	0.513145149
RFNG	0.965848804
RFX5	0.009197354
RGS2	-0.062164843
RHEB	0.763744652
RNH1	-0.485842079
RPA1	-0.275639474
RPA2	1.109854817
RPA3	-0.091062576
MRPL12	-0.085434049
RPN1	-0.190617934
RPS5	-0.147290438
RPS6	-0.555050075
RPS6KA1	-0.097102351
RSU1	-0.030993937
RTN2	0.383768111
S100A4	-0.103744678
S100A13	0.76658541
SATB1	0.100176349
SCP2	0.028286327
CCL2	-0.304040849
SDHB	-0.061459765
SGCB	0.488137364
SHB	-0.270589054
SHC1	-0.540919423
SKIV2L	-0.095790312
SKP1	-0.45459035
SLC1A4	-0.136255741
SMARCA4	0.153296649
SMARCC1	0.496046513
SMARCD2	0.083816633
SNAP25	-0.050886564
SNCA	0.487752378
SOX2	-0.321539342
SOX4	0.065008089
SPAG4	0.847501814
SPP1	0.346533805
SPR	-0.329133689
SPTAN1	0.29148069
SRC	-0.544652343
STAT1	0.054508746
STAT3	-0.403965235
STAT5B	-0.706971288
AURKA	-0.682524562
STK10	-0.307935357
STX1A	0.827444434
STX4	-0.410393387
STXBP1	0.464851141
STXBP2	0.570141196
SUPV3L1	-0.179925263
SUV39H1	-0.614299834
SYK	-0.367836863
SYPL1	-0.115265965
TARBP1	0.649047613
TBP	-0.339025855
TBX2	-0.0980618
TBXA2R	-0.077168956
TCEA2	-0.021030195
VPS72	-0.842073023
TCTA	0.180795193
DYNLT3	0.973422885
TERT	-0.21133545
TESK1	-0.77593863
TFAP2A	1.473566413
TFDP1	-0.297530353
TGFB3	0.569473863
TGFBR2	-1.919710994
TIAM1	0.314907968
TIMP2	-1.747089982
TJP1	0.729780555
TLE1	0.472005159
TLR4	0.115025938
TSPAN6	0.235137135
TSPAN4	0.119156875
TOP2A	-0.090669796
TP53	0.098639235
TP53BP1	0.018643996
TP53BP2	-0.125231996
TPD52L2	0.108368151
TPM1	-0.417963952
TSTA3	0.62581265
TXNRD1	-0.233180568
UBE2A	0.682377994
UGDH	-0.423949659
NR1H2	-0.231528088
USP1	0.389660954
VDAC1	-0.435307622
WFS1	0.225945041
WRB	-0.152333274
XBP1	0.155999571
XPNPEP1	0.212989032
ZFP36	-0.420342743
ZNF131	0.202004611
ZMYM2	0.206423715
PAX8	0.120085992
CXCR4	0.432448447
IFRD2	-0.570903599
MAPKAPK3	-0.532702863
USP7	-0.031673349
REEP5	0.348969758
ST7	0.44708246
KAT6A	-0.644853234
PDHX	-0.609362721
FOSL1	-0.56633842
HMGA2	-0.15979439
NCOA3	0.357647359
NRIP1	0.508680403
SMC1A	-0.007437047
LAGE3	0.070270702
AXIN1	0.180168703
CDC45	0.172879741
FZD1	0.21930176
FZD7	-0.181747288
HIST2H2BE	0.056753814
PIP4K2B	0.354575694
NCK2	-0.391034275
DYRK3	-0.612492979
DUSP11	0.104650155
RAE1	0.319999993
PIK3R3	0.065682009
NIPSNAP1	-0.525858462
IKBKAP	-0.217953771
HAT1	0.128089666
MAPKAPK5	0.210566059
BHLHE40	0.695073843
MKNK1	-0.240092382
CASK	-0.597257316
AKR7A2	-0.366159976
RUVBL1	-0.83278954
PSMG1	0.168006778
BECN1	0.485743761
MBTPS1	-0.294510722
EED	1.124762058
CTNNAL1	0.167956859
RNMT	0.690293968
PEX11A	-0.112629369
CREG1	-1.582870126
INPP4B	0.413874924
IQGAP1	-0.139955401
SOCS2	-0.170804352
CFLAR	0.663433433
CDK5R1	0.139985144
ST3GAL5	-0.364027649
IER3	-0.650132
SQSTM1	0.579349995
SLC5A6	-0.227235675
CPNE3	-0.420094997
CCNA1	0.07828182
TIMELESS	-0.507116675
P4HA2	0.038973197
PLOD3	0.447208226
NOL3	3.27370882
SLC25A14	0.091811985
MPZL1	1.067613244
MAP7	0.704862952
DNAJA3	0.260357738
USP14	0.138814405
MTA1	-0.370323211
PDLIM1	-3.376623869
SMC3	0.572320044
PRPF4	2.233576298
CCNB2	1.639205813
CCNE2	0.461832315
SYNGR3	-0.828158379
LPAR2	0.325734198
ARHGEF2	-0.448541909
ZW10	-0.686868608
AURKB	-3.320619106
VAPB	-0.048614196
NOLC1	0.643772185
UBE2L6	-0.047716614
MAPKAPK2	0.67636174
CYTH1	-0.406294793
ITGB1BP1	-0.136714965
BCL7B	-0.645071983
COPB2	-0.064382397
ADGRG1	-0.221497655
TM9SF2	-0.171568826
MAP4K4	-0.226522148
HOMER2	-0.04448992
SH3BP5	0.255194277
PIGB	-0.221170679
PSMF1	0.388563693
SPTLC2	-0.275877655
TBPL1	0.91729182
BAG3	0.407065779
POLR1C	-0.113936648
SPAG7	1.033654332
FEZ2	-0.111576594
IKBKE	-0.141375735
MTFR1	-0.3556813
HS2ST1	1.109692574
IPO13	-1.010573387
VGLL4	-0.699973702
NUP93	-0.083620101
UBE3C	-0.329449803
EDEM1	0.001599081
TRAM2	0.09007176
CEP57	-0.000530772
KIAA0100	-0.494742364
HERPUD1	-0.350607216
KIAA0355	-0.782860875
USP6NL	-0.536753893
CCP110	-0.771875322
MLEC	-0.063243493
TATDN2	0.605222821
MRPL19	-0.868388772
SCRN1	-0.899986923
EFCAB14	-0.208322108
KEAP1	0.267468184
MELK	-0.698177218
PLEKHM1	0.545642018
C2CD5	-0.831684709
KIAA0753	-0.604272306
C2CD2L	0.52986145
TOMM70A	0.069047034
KIAA0196	-0.414691567
KLHL21	0.580281258
ARNT2	-0.661659479
FAM20B	0.045109622
NCAPD2	-0.657039762
PAN2	-0.367660224
LPGAT1	0.466810733
KIF14	-0.015963126
OXSR1	-0.184995994
MVP	0.109214589
DMTF1	-0.385387272
GNPDA1	-0.080944017
HDAC6	0.209226802
PARP2	0.320661277
MAMLD1	0.301454097
DNAJB6	-0.74161303
SMC4	0.111294061
ABCC5	0.529470623
ABCB6	-0.977188826
DNM1L	0.30351609
TSPAN3	-0.313608348
KIF20A	0.3742733
ARL4C	0.440449774
TRAP1	-0.184674487
G3BP1	3.061888218
MBNL2	0.007391356
CEBPZ	0.17749539
SLC25A13	0.196079314
SORBS3	-0.238158181
RBM6	-0.312600136
TXNDC9	0.448247224
TRIM13	-0.294336855
TRIB1	-6.036468506
MFSD10	5.182521343
SLC35B1	-0.207001284
TIMM17B	0.127010763
AKAP8	0.21623835
STUB1	-0.225696981
NET1	-0.070951551
SMNDC1	0.099047735
PAK4	0.322497785
TNIP1	0.095586665
IKZF1	0.51602149
TMEM5	-0.440723002
HMG20B	0.218665764
MYL9	0.434090137
LYPLA1	-0.312125117
PPIE	-0.115160987
VAV3	-0.016619988
LRRC41	-0.304177791
CRTAP	1.004774213
VAT1	0.840664983
STK25	0.178170472
APPBP2	0.00480818
CHERP	-0.278516173
HYOU1	0.319264233
RPP38	0.003333643
SLC35A1	-0.435223103
DRAP1	-0.18736051
PAICS	1.248963237
ST6GALNAC2	-0.427814305
STAMBP	0.474745393
NPRL2	-0.26077351
IGF2BP2	-0.057309717
YKT6	0.149861813
CGRRF1	0.295746624
RRAGA	0.285647899
GNB5	-0.556185126
EBP	1.381740689
CNPY3	0.295061648
YME1L1	-0.057918269
TCFL5	-0.489514172
KDM5B	-0.163058668
POP4	-0.145677835
ARPP19	0.888749719
ZNF274	0.739454865
MTHFD2	0.233286887
WASF3	0.631030977
UTP14A	-0.104775392
FRS2	-0.820492923
CLPX	-0.642071247
PGRMC1	0.194379523
MALT1	0.514996052
CPSF4	-1.078138828
BLCAP	0.18485263
TCERG1	0.178464234
RNPS1	3.970614433
TOMM34	0.03998372
PDIA5	0.233029559
MLLT11	-3.91150856
EBNA1BP2	-0.71456176
TMED10	0.358915716
ASCC3	-0.630799592
SLC27A3	-0.21576111
KIF2C	0.304840326
CCDC85B	-0.224963948
TLK2	1.533307195
KDELR2	0.182565242
RAB31	0.596145749
B4GAT1	-0.196657509
PAPD7	-0.125494659
UBE2C	0.333977222
DUSP14	-0.361501366
TOPBP1	-0.453467935
PRSS23	0.34200871
PWP1	0.172702745
PKIG	-0.479587942
CORO1A	0.57433933
LSM6	-0.277910322
PSIP1	0.094342671
SLC2A6	0.448940933
NISCH	-0.253716171
CHEK2	0.1220036
PRAF2	0.112444043
POLG2	-0.454171598
CHP1	-0.059111863
PNKP	0.510867059
ECD	-0.240799576
DDX42	-0.224774778
TWF2	-0.032819398
CASC3	-0.197778821
COG2	0.329289198
ATF5	0.335071266
MTF2	0.130221486
PUF60	0.208798289
RAB11FIP2	0.573737264
CLSTN1	-0.433048666
FOXJ3	0.469990551
KIAA0907	-0.297011256
EPN2	0.256410897
SACM1L	0.075433463
ATF6	0.604002953
RPIA	0.001429737
RAB21	-0.347620606
SPEN	-0.710335374
FBXO21	-0.130054921
RBM34	-0.505199969
WDTC1	-2.270361185
XPO7	0.820319295
TBC1D9B	-0.447319448
RRP1B	-0.214475706
MYCBP2	0.067619272
CDK19	0.606285453
GPATCH8	-0.398656428
MAST2	0.356781542
DCUN1D4	-0.577656209
FCHO1	0.289377123
SNX13	0.312524736
ATP11B	-0.57102108
JMJD6	-0.740678251
RRS1	0.107794411
RRP12	0.208781347
SYNE2	-0.235050559
PDS5A	-0.122455053
CAMSAP2	0.525073647
ATMIN	0.00861462
TRIM2	-0.048638828
KIAA1033	-0.670475781
USP22	0.037577476
WDR7	-1.048233867
JADE2	0.262546897
ARHGEF12	-0.807978094
PPP1R13B	-0.018532336
RRP8	0.413509548
NUDCD3	0.377636343
SIRT3	0.295267552
SLC35A3	-0.103267163
ICMT	0.115305483
MACF1	0.455273211
SUZ12	0.165180027
KAT6B	0.282159805
NNT	0.161738724
ADAT1	-0.795448542
TMEM50A	0.278108865
KLHDC2	-4.526305676
ACOT9	-0.507560134
SSBP2	0.424426019
NUP62	-3.336675882
ARFIP2	-0.683449209
LSM5	-0.169125289
PLA2G15	0.671293139
TMEM2	0.294826627
ZNF318	-0.018803578
FBXO7	-0.506316125
SPDEF	-0.270625293
BAMBI	0.050552264
BACE2	0.092363968
COG4	0.040641494
MPC2	0.544622242
CLIC4	0.357446074
C2CD2	-0.201876745
TIPARP	-0.292324513
TSKU	0.240618542
RNF167	-0.142899141
LRP10	-0.893607974
ZNF451	-0.082567319
SENP6	-0.56279552
RAI14	-0.070657343
KIF1BP	-0.546709955
TES	0.196782604
PHGDH	0.599834502
MYCBP	-0.260401607
CHIC2	-0.809593856
TIMM9	0.700537384
AKAP8L	-0.12160857
ATP2C1	0.063320503
TRAPPC3	-1.320156455
ATP5S	0.69199115
TNFRSF21	-0.454018205
SESN1	-0.043424226
HTATSF1	-0.249629349
TMEM97	-0.310700476
BZW2	-0.023720562
CHMP4A	-0.761234641
GTPBP8	0.032463685
DNAJC15	0.310917795
PACSIN3	-0.184864789
RBM15B	0.139190495
HOOK2	0.181628138
SNX11	1.015718937
TIMM22	0.750617981
NENF	0.376202792
UBQLN2	0.399627149
ERO1A	-0.622505128
DNTTIP2	0.242519975
PIK3R4	-0.284565836
HDGFRP3	0.03109023
COPS7A	-0.469189614
NSDHL	0.14375402
HEBP1	0.323480785
MTERF3	0.470995486
AMDHD2	-0.310627878
ISOC1	0.353954554
MRPS16	-0.266330779
FIS1	-0.356746763
GOLT1B	-0.322691172
GLOD4	0.182554945
GMNN	-0.0415654
LAP3	0.225903258
NOSIP	0.290974826
DERA	0.119209401
SCCPDH	0.205990642
MRPS2	-0.743886232
VPS28	-0.38624239
HSD17B11	-0.252650559
NUSAP1	0.34748593
SCAND1	-2.993318558
CD320	-0.455582976
NGRN	0.248478964
SNX7	-0.099992961
ATP6V1D	2.62203002
ZNF589	-0.153197616
PRKAG2	-0.252732128
UBE2J1	-0.408994377
EVL	0.691879749
HACD3	0.619827747
UFM1	-0.443486452
LSR	0.3754794
DHRS7	0.675373256
CAB39	0.881478488
ARID4B	-0.153381348
NUDT9	0.085937463
CYCS	0.95497191
TERF2IP	0.509904325
GFOD1	-0.269241333
KCTD5	-0.513600826
TMCO1	-1.033415794
DHX29	0.213083565
EXOSC4	-0.014985852
DDIT4	-0.27470234
PAF1	-0.74195981
P4HTM	3.032160044
SLC35F2	-0.208107784
ZNF586	-0.450464398
FBXL12	-0.576894701
TEX10	-0.392369449
YTHDF1	0.675232589
TXNL4B	0.452312708
HERC6	-0.255787164
PIH1D1	-1.501169801
PPP2R3C	0.213290319
FKBP14	-0.086121619
CDCA4	0.320603848
PLEKHJ1	-0.556753516
HEATR1	0.603255928
ANO10	-0.630815685
UBR7	0.68415904
FAIM	0.470450163
ADI1	-0.380084276
ABCF3	-0.231792808
ENOSF1	0.595227778
LRRC16A	0.362983912
ANKRD10	-0.038723238
STAP2	-0.451137781
IARS2	-0.303065807
NUP133	-0.247101575
CNDP2	0.538490176
FAM63A	-0.44881767
KDM3A	0.109941341
PECR	-0.220970377
EAPP	-0.206781805
CISD1	-0.36866951
ZNF395	0.030136324
KLHL9	0.089390807
NPDC1	-0.50088346
TM9SF3	0.187172651
PAK6	-1.705041647
DUSP22	-0.255715132
ADCK3	-0.100610793
CIAPIN1	-0.358713478
PLSCR3	-0.062989533
SCYL3	0.235557675
LYRM1	-3.525109768
ZMIZ1	0.827855229
MCOLN1	-0.605948269
THAP11	0.289530724
ABHD6	0.427030295
TRIB3	-0.748118997
POLD4	-0.065426275
SQRDL	0.247902706
ENOPH1	0.511642635
PRUNE	-0.24233669
SNX6	-0.597292244
FASTKD5	-0.977823496
ELAC2	-0.185028568
ABHD4	-0.568816662
MCUR1	0.767948449
RBKS	0.281013966
ATG3	-0.3362014
NARFL	0.153195828
ZDHHC6	-0.770889461
ACBD3	0.206132635
CERK	1.465398431
NT5DC2	0.0951996
ACD	-0.008240856
INTS3	-0.269063592
TRAK2	0.800100386
METRN	-0.950976372
ELOVL6	-0.285949856
TMEM109	0.736832976
CCDC86	-0.159209251
TRAPPC6A	-0.56684047
CHAC1	-0.160553321
MBOAT7	0.721783102
PRR15L	-0.528110087
CRELD2	0.079460092
FSD1	-0.922855318
TCTN1	0.461783588
CHMP6	0.125970915
NPEPL1	-0.741792858
FAM57A	0.0992992
NUP85	0.244201958
TCEAL4	0.496806353
DHDDS	-0.144231215
DENND2D	3.345935345
FBXO11	2.513618708
CCDC92	-0.1752204
COASY	-0.61830014
WDR61	0.18701458
TSEN2	0.394977272
PRR7	0.481052518
ITFG1	-0.575265288
GDPD5	0.152612597
GRWD1	-0.023007758
ARID5B	0.250321776
TUBB6	0.102643229
PSRC1	0.041509122
ADO	-0.108935006
HIST1H2BK	-0.434703588
MICALL1	0.503705382
UBE3B	-0.366425693
HN1L	0.135201588
SLC25A46	0.000503279
COG7	0.843920708
MAPK1IP1L	0.227462649
TBC1D31	0.265515447
H2AFV	0.16658251
RPL39L	-0.342969269
CANT1	-0.288325876
WIPF2	0.380752325
TICAM1	0.500943244
TXLNA	0.204902574
SPRED2	-0.194666892
EML3	-0.419309199
TMEM110	0.636618733
FAM69A	0.554117799
