Gene_Id	radicicol_HEPG2_24 h_0.12 um
TRAM2	-0.165169865
CEP57	-0.37293911
KIAA0100	1.419032454
HERPUD1	-0.077056795
KIAA0355	0.139433935
USP6NL	-0.121764213
CCP110	0.76154542
MLEC	-0.016961858
TATDN2	0.075705454
MRPL19	-0.531143904
SCRN1	0.810187042
EFCAB14	0.835627258
KEAP1	-0.387321711
MELK	4.643300533
PLEKHM1	-1.663455367
C2CD5	-0.820014477
KIAA0753	-0.451699585
C2CD2L	-0.382303476
TOMM70A	-0.935371935
KIAA0196	-1.897917032
KLHL21	0.337011904
ARNT2	0.249097854
FAM20B	-0.960259438
NCAPD2	1.096615314
PAN2	3.315336943
LPGAT1	0.30615744
KIF14	0.194858849
OXSR1	0.319128245
MVP	-1.051069021
DMTF1	2.720906496
GNPDA1	2.055843592
HDAC6	-1.648565292
PARP2	0.058780849
MAMLD1	0.113103293
DNAJB6	-0.905583739
SMC4	1.094862223
ABCC5	0.576539159
ABCB6	1.028449535
DNM1L	0.051283374
TSPAN3	1.27446115
KIF20A	-0.188060328
ARL4C	-1.121571779
TRAP1	0.542140603
G3BP1	0.149603918
MBNL2	-0.310236216
CEBPZ	0.193616375
SLC25A13	-1.574172616
SORBS3	-0.598479033
RBM6	-0.211988777
TXNDC9	-0.754193604
TRIM13	2.012959003
TRIB1	-0.412509918
MFSD10	-1.238456368
SLC35B1	-0.817570508
TIMM17B	0.878091991
AKAP8	-0.51508534
STUB1	-0.320585936
NET1	-0.776245832
SMNDC1	-0.935533047
PAK4	-0.215052381
TNIP1	0.224171758
IKZF1	-2.417201519
TMEM5	-1.065997481
HMG20B	0.297517359
MYL9	-0.609383285
LYPLA1	0.936694086
PPIE	1.094203115
VAV3	-0.652519166
LRRC41	-0.038106021
CRTAP	-0.070473053
VAT1	-0.869789243
STK25	-1.136512756
APPBP2	-0.088374995
CHERP	-0.188027218
HYOU1	1.825259328
RPP38	0.149206832
SLC35A1	-0.1699287
DRAP1	0.563826382
PAICS	0.095102362
ST6GALNAC2	0.962835014
STAMBP	1.907091022
NPRL2	0.464808047
IGF2BP2	1.501961589
YKT6	-0.015416805
CGRRF1	-1.582518816
RRAGA	-1.277026773
GNB5	0.235960767
EBP	-1.075543404
CNPY3	0.076588422
YME1L1	1.523301363
TCFL5	0.135454521
KDM5B	-0.215998277
POP4	1.23006475
ARPP19	-0.999809444
ZNF274	-0.749367595
MTHFD2	-0.021819117
WASF3	0.208918661
UTP14A	-0.718948305
FRS2	-1.34e-05
CLPX	2.109395981
PGRMC1	0.010939777
MALT1	-0.124545053
CPSF4	-0.859015405
BLCAP	0.120990843
TCERG1	-1.259090662
RNPS1	-0.529690444
TOMM34	0.329354733
PDIA5	-0.663631678
MLLT11	0.483170092
EBNA1BP2	0.75665617
TMED10	0.647077203
ASCC3	1.018509388
SLC27A3	-1.47072351
KIF2C	-0.25651449
CCDC85B	0.287385762
TLK2	1.037836432
KDELR2	-0.850820184
RAB31	-1.699793577
B4GAT1	0.42130217
PAPD7	-0.944889903
UBE2C	-0.869709194
DUSP14	0.30682826
TOPBP1	0.336847842
PRSS23	-0.450856566
PWP1	2.385162354
PKIG	1.026452303
CORO1A	-4.408669949
LSM6	0.415935159
PSIP1	-0.20257242
SLC2A6	1.123237848
NISCH	-0.366381198
CHEK2	0.657512546
PRAF2	1.94000268
POLG2	0.495157838
CHP1	-1.921064973
PNKP	-0.749455392
ECD	-0.139459386
DDX42	1.866014838
TWF2	-0.031598557
CASC3	0.727917671
COG2	0.283625245
ATF5	2.715588093
MTF2	0.642705262
PUF60	-1.347406626
RAB11FIP2	-0.646092713
CLSTN1	0.892446518
FOXJ3	-0.624754667
KIAA0907	0.130826026
EPN2	0.871902704
SACM1L	0.625564456
ATF6	0.581268907
RPIA	-0.152409732
RAB21	-0.414144665
SPEN	-0.287305444
FBXO21	0.082583785
RBM34	-0.838359237
WDTC1	-2.906102896
XPO7	-0.896618664
TBC1D9B	-0.752733409
RRP1B	1.099139452
MYCBP2	-1.106151819
CDK19	-0.831189096
GPATCH8	0.7554515
MAST2	-0.654825568
DCUN1D4	0.734476924
FCHO1	-0.475912094
SNX13	0.132228062
ATP11B	-0.816034436
JMJD6	0.839538693
RRS1	-1.047349691
RRP12	-0.961187303
SYNE2	-0.571177483
PDS5A	-0.88431716
CAMSAP2	0.228798747
ATMIN	-0.070973285
TRIM2	1.253311753
KIAA1033	5.260906219
USP22	1.332583785
WDR7	0.193639889
JADE2	-4.174850464
ARHGEF12	-0.246521562
PPP1R13B	0.14053297
RRP8	-0.115319744
NUDCD3	-1.686561823
SIRT3	1.86152935
SLC35A3	0.800762057
ICMT	0.606899858
MACF1	-0.418481737
SUZ12	2.344493389
KAT6B	0.52338618
NNT	-0.254729599
ADAT1	1.285721779
TMEM50A	-0.913782656
KLHDC2	1.521338224
ACOT9	-0.546401083
SSBP2	-0.751811862
NUP62	0.678849995
ARFIP2	0.41489768
LSM5	0.554913223
PLA2G15	-0.217071608
TMEM2	2.87991786
ZNF318	0.395868629
FBXO7	-0.242990822
SPDEF	0.845247984
BAMBI	-0.254559875
BACE2	-0.828226268
COG4	-1.857294917
MPC2	-5.159464359
CLIC4	0.566644311
C2CD2	1.400342345
TIPARP	-1.196707129
TSKU	0.622341812
RNF167	-0.823997676
LRP10	1.461585879
ZNF451	-0.19236739
SENP6	-1.071696758
RAI14	-1.150478125
KIF1BP	-0.359501839
TES	-0.686219931
PHGDH	-1.218161821
MYCBP	-0.600921512
CHIC2	3.780411482
TIMM9	-0.441775411
AKAP8L	-0.273476094
ATP2C1	0.098046556
TRAPPC3	-0.614424706
ATP5S	-0.435975641
TNFRSF21	-1.39431262
SESN1	-0.012167871
HTATSF1	0.63351649
TMEM97	-0.096201614
BZW2	0.03729932
CHMP4A	-0.606643796
GTPBP8	1.538942456
DNAJC15	-0.516761482
PACSIN3	1.001763582
RBM15B	0.626580834
HOOK2	-1.453204989
SNX11	0.379355431
TIMM22	-0.599540234
NENF	-0.017422192
UBQLN2	-0.152437523
ERO1A	0.374915749
DNTTIP2	-0.054790527
PIK3R4	-0.024500336
HDGFRP3	0.349334687
COPS7A	-0.751075029
NSDHL	1.33995676
HEBP1	0.207501069
MTERF3	-0.260749012
AMDHD2	0.191088125
ISOC1	-0.804878712
MRPS16	-0.878901124
FIS1	-0.919310987
GOLT1B	0.173672527
GLOD4	0.652059197
GMNN	-0.001118053
LAP3	0.318803161
NOSIP	0.389475673
DERA	1.557048559
SCCPDH	0.250307918
MRPS2	-0.2505216
VPS28	0.755176306
HSD17B11	-0.643291593
NUSAP1	-0.397597909
SCAND1	0.821092367
CD320	1.039080739
NGRN	-1.656212091
SNX7	1.076287627
ATP6V1D	0.2142829
ZNF589	0.788605392
PRKAG2	-2.283866644
UBE2J1	1.423059583
EVL	0.240692392
HACD3	1.081642985
UFM1	0.725582838
LSR	-1.655693889
DHRS7	0.501956046
CAB39	-0.459981382
ARID4B	0.500016093
NUDT9	-0.845779955
CYCS	-3.633800268
TERF2IP	0.19233726
GFOD1	1.617210984
KCTD5	1.033702493
TMCO1	0.693617642
DHX29	0.90438503
EXOSC4	1.505748034
DDIT4	-1.068669796
PAF1	0.373933762
P4HTM	5.558450699
SLC35F2	-1.536492109
ZNF586	0.401102424
FBXL12	0.572607338
TEX10	0.619179487
YTHDF1	-0.402181685
TXNL4B	2.020347595
HERC6	-0.042255715
PIH1D1	-0.524536371
PPP2R3C	0.739703655
FKBP14	0.43549642
CDCA4	-5.378907204
PLEKHJ1	0.685587108
HEATR1	-0.420181841
ANO10	-0.229105234
UBR7	-1.060851932
FAIM	-0.449339479
ADI1	1.195960045
ABCF3	1.792200923
ENOSF1	0.421610862
LRRC16A	-0.79485178
ANKRD10	-0.748517513
STAP2	-0.752370834
IARS2	5.063587189
NUP133	0.674261272
CNDP2	-0.978138447
FAM63A	4.900291443
KDM3A	0.284944028
PECR	-0.677302122
EAPP	0.369905323
CISD1	-0.059613444
ZNF395	-0.158325687
KLHL9	1.181471944
NPDC1	-1.369824529
TM9SF3	0.359662324
PAK6	0.102139995
DUSP22	-0.267615497
ADCK3	0.43949616
CIAPIN1	-1.026827335
PLSCR3	-0.117278025
SCYL3	0.265673667
LYRM1	1.269526601
ZMIZ1	-1.302529335
MCOLN1	0.58559835
THAP11	0.108495258
ABHD6	1.152004004
TRIB3	0.652729213
POLD4	0.856283844
SQRDL	0.899312556
ENOPH1	-0.386821061
PRUNE	1.287744999
SNX6	0.846440911
FASTKD5	0.709198177
ELAC2	-1.299431682
ABHD4	0.11960572
MCUR1	-0.402836978
RBKS	-0.294843346
ATG3	-0.120325245
NARFL	-0.559398055
ZDHHC6	0.375394434
ACBD3	0.031846132
CERK	-0.646804988
NT5DC2	1.015897512
ACD	-0.017451596
INTS3	2.146551371
TRAK2	-0.005521722
METRN	0.667986035
ELOVL6	-0.551155925
TMEM109	-1.021869063
CCDC86	0.75655818
TRAPPC6A	5.537001133
CHAC1	0.105988808
MBOAT7	-1.024384856
PRR15L	0.126234561
CRELD2	-0.982522964
FSD1	1.704003811
TCTN1	-0.313465595
CHMP6	-0.455139875
NPEPL1	2.71800518
FAM57A	0.917228878
NUP85	-0.958549201
TCEAL4	1.200834751
DHDDS	-1.115690231
DENND2D	0.496550262
FBXO11	0.756241918
CCDC92	1.042998791
COASY	0.473758847
WDR61	1.265141606
TSEN2	-0.052454092
PRR7	-0.104664758
ITFG1	0.677360415
GDPD5	0.272310793
GRWD1	0.510148883
ARID5B	-0.778743446
TUBB6	-0.894511878
PSRC1	1.922120094
ADO	-0.978456199
HIST1H2BK	3.944785595
MICALL1	-0.644327402
UBE3B	-1.452879667
HN1L	-0.948599517
SLC25A46	0.337812155
COG7	-1.035342693
MAPK1IP1L	-0.721682906
TBC1D31	-0.764310002
H2AFV	-1.663550138
RPL39L	-0.267485231
CANT1	0.305809736
WIPF2	-0.591830373
TICAM1	0.063534416
TXLNA	-1.032474041
SPRED2	0.30968973
EML3	1.638515353
TMEM110	0.7335217
FAM69A	-0.701197863
