Gene_Id	tert-butylhydroquinone_JURKAT_6 h_500 nM
CTSL	-1.556160152
CYB561	0.312904827
DAG1	1.053047597
DAXX	0.267785136
DCK	-1.437195569
DCTD	-0.417437933
DDB2	-1.523360148
GADD45A	-0.716198266
DDX10	-1.336340785
DECR1	1.147193849
DFFA	-1.312644422
DFFB	-0.159847677
DLD	1.176207721
DNM1	-1.784449667
DNMT1	-1.177196145
DNMT3A	-0.03920475
DPH2	-0.404271185
DSG2	0.642094955
TSC22D3	-0.20908241
DUSP3	-1.131920457
DUSP4	-0.785636812
DUSP6	-0.947338268
TOR1A	0.094247302
E2F2	-0.901955247
ECH1	-0.78597188
EDN1	0.72127381
EGF	-0.770581398
EGFR	0.52421777
EGR1	-0.300877862
EIF4EBP1	-1.690220356
EIF4G1	1.14314121
EIF5	-0.426331826
ELAVL1	0.585772129
CTTN	-1.220827848
EPB41L2	-0.262081586
EPHA3	-0.181621455
EPHB2	1.073812932
EPRS	-0.328083992
NR2F6	-0.838253289
ERBB2	-0.762946248
ERBB3	0.53923364
ETFB	-0.841758192
ETS1	0.012573544
ETV1	2.866250515
EXT1	0.821612492
EZH2	1.392763227
FAH	-0.416897297
PTK2B	-0.053202629
FAT1	-1.206065863
FDFT1	-0.28277988
FGFR2	-0.531249508
FGFR4	1.116213858
FHL2	-0.668228254
FKBP4	0.654274955
FOXO3	0.549069196
FOS	0.310992539
FPGS	-0.29233098
FUT1	0.249801926
FYN	2.278172608
SLC37A4	-0.336463414
GAA	1.022889197
GABPB1	-0.646110505
GALE	1.268303275
GAPDH	2.588193119
GATA2	1.13634254
GATA3	0.556875139
GFPT1	1.999147803
GHR	0.509945422
GLI2	0.508972615
GLRX	-0.641575873
GNA11	0.137132006
GNA15	1.287348866
GNAI1	0.199837223
GNAI2	0.001965061
GNAS	-1.431805044
SFN	0.149729952
GPC1	-0.669571701
GPER1	-0.015818207
GRB7	-1.612349987
GRB10	1.028288215
GRN	1.269755736
NR3C1	-1.671577573
CXCL2	-0.821638145
GSTM2	-0.240677893
GSTZ1	-0.133974232
MSH6	1.369220257
GTF2A2	-0.727947116
GTF2E2	1.278488189
HSD17B10	-0.999149263
HADH	-1.362856537
HDAC2	-0.048827205
HIF1A	-0.005802646
HK1	0.996152937
HLA-DMA	0.667724714
HLA-DRA	-1.748053372
HMGCR	0.241426468
HMGCS1	1.51447475
HMOX1	-0.444044366
HOXA5	-1.726101279
HOXA10	-1.1892021
HPRT1	0.302569777
HES1	-0.310280263
DNAJB2	0.022433028
HSPA1A	-0.496820599
HSPA4	0.154651284
HSPA8	0.493349042
HSPB1	-0.515462995
HSPD1	-2.461498022
DNAJB1	-0.110597312
ICAM1	-0.000594133
ICAM3	-0.654863596
ID2	-1.432651401
IDE	0.46540004
IFNAR1	0.872685947
IGF1R	-0.981139749
IGF2R	0.175095811
IGFBP3	-1.231119014
IGHMBP2	-0.131458767
IKBKB	-0.484048009
IL1B	1.127167583
IL4R	-0.943819493
IL13RA1	0.533033833
ILK	-2.534123123
INPP1	-0.470792651
INSIG1	-0.212193608
ITGAE	0.491733752
ITGB5	-0.677166522
JUN	0.781558156
KCNK1	-1.014188617
KIF5C	-0.022366256
KIT	-0.903552353
KTN1	0.16495347
LAMA3	0.785148472
STMN1	0.674163938
LBR	1.018902823
LGALS8	0.238715827
LIG1	-1.125958085
LIPA	2.670272812
LOXL1	-1.751827925
LRPAP1	-0.626533132
LYN	-0.243324827
SMAD3	0.61191611
MAN2B1	-0.860442542
MAT2A	0.545648627
MBNL1	-0.498980582
MCM3	-1.058894664
ME2	0.892214149
MEF2C	0.187507965
MAP3K4	0.43938861
MEST	0.633724466
MIF	0.411438376
FOXO4	-0.566006392
MMP1	-0.081081912
MMP2	1.782735825
MNAT1	-0.833534867
MSRA	-0.542644024
MUC1	-1.406208009
MYBL2	1.10382396
MYC	0.248194247
GADD45B	0.098762907
MYLK	0.818372667
MYO10	-0.759818062
NCK1	-0.974965811
NFATC3	0.783619776
NFATC4	1.741514921
NFE2L2	-0.054300755
NFIL3	-0.809117213
NFKB2	-0.774845205
NFKBIA	-1.271668851
NFKBIB	-0.366670826
NFKBIE	0.471524701
NIT1	0.339504853
NMT1	-1.047732055
NOS3	1.124364316
CNOT4	-0.180121616
NOTCH1	0.319889687
PNP	-0.581625331
NPC1	-0.639701277
SLC11A2	-0.398193143
NRAS	-0.574576706
NUCB2	0.903449744
NUP88	0.433602395
NVL	-0.25539045
ORC1	-0.395480344
OXA1L	-0.405496344
OXCT1	-0.791045964
PAFAH1B1	0.476360224
PAFAH1B3	1.324968457
SERPINE1	0.298233341
PAK1	-0.363195419
PCBD1	0.300359547
PCCB	1.098222584
PCK2	-1.468009561
PCM1	-0.179596245
PCMT1	-1.140088052
PCNA	0.527359426
PDGFA	-0.667192981
PFKL	0.063296497
PGAM1	-0.990552619
PGM1	1.227660686
PHKA1	-0.609848484
PHKB	-1.563613921
PHKG2	-1.082961053
PIK3C2B	-1.636174083
PIK3C3	0.243709311
PIK3CA	-0.471923798
PIN1	-0.527371287
PLA2G4A	0.269451454
PLCB3	-1.050460666
PLK1	0.927207947
PLP2	0.846307904
PLS1	1.331219062
PLSCR1	-0.163905948
PMAIP1	-0.702349991
PMM2	1.404126644
POLB	-0.794344991
POLE2	-0.470979691
POLR2I	-0.148334064
POLR2K	0.78228379
PPARD	-0.79156509
PPARG	0.145797312
PPIC	0.086082503
PPOX	1.334767461
PPP2R5A	1.265372694
PPP2R5E	0.699530333
PRCP	0.901491493
PRKACA	-0.996634603
PRKCD	0.600798935
PRKCH	0.142363027
PRKCQ	-0.885943025
MAPK9	-0.51477544
MAPK13	0.42443487
MAP2K5	0.671339482
PRKX	0.587099001
PROS1	0.10324502
LGMN	-0.158164501
HTRA1	-0.571883736
PSMB8	0.322365344
PSMB10	-0.425069287
PSMD2	-0.287547961
PSMD4	0.378825597
PSMD9	-0.554829806
PSMD10	-1.353868484
PSME1	-0.219369753
PSME2	-0.947432429
PTGS2	-1.561555624
PTK2	0.125379711
PTPN1	0.430068038
PTPN6	-0.893862434
PTPN12	-1.17080459
PTPRC	-0.881582797
PTPRF	-0.798238099
PTPRK	-1.091238737
PXMP2	0.311732486
PXN	-0.498584673
PYCR1	-0.598416641
PYGL	0.525812805
RAB4A	0.783364594
RAB27A	-0.122354455
RAC2	-2.341648042
RAD9A	-0.35345421
RAD51C	0.811783031
MOK	1.924913764
RALA	1.601103783
RALB	-0.547635928
RALGDS	0.887802273
RAP1GAP	-0.062903881
RASA1	-0.435914926
RB1	1.165937245
KDM5A	0.390928797
RELB	-1.207090169
RFC2	-1.317915291
RFC5	-1.504431039
RFNG	-0.780480713
RFX5	-0.340356439
RGS2	1.456600368
RHEB	-1.021078855
RNH1	1.267793149
RPA1	0.424537063
RPA2	1.073968977
RPA3	0.933598399
MRPL12	-0.567407936
RPN1	0.138986543
RPS5	0.928438932
RPS6	2.96261704
RPS6KA1	0.036079004
RSU1	2.73418675
RTN2	0.605447233
S100A4	1.500861943
S100A13	0.882023901
SATB1	0.892204925
SCP2	0.281329997
CCL2	0.182278126
SDHB	0.471046075
SGCB	-1.315343488
SHB	0.141443402
SHC1	1.115480483
SKIV2L	0.663245618
SKP1	0.187602282
SLC1A4	1.146371961
SMARCA4	1.457801759
SMARCC1	-0.632447921
SMARCD2	0.76353237
SNAP25	0.950252622
SNCA	0.845981032
SOX2	0.826733544
SOX4	0.707145095
SPAG4	-1.087658033
SPP1	-1.497410834
SPR	1.219348669
SPTAN1	-1.335011214
SRC	1.009634756
STAT1	2.219610453
STAT3	-1.360207766
STAT5B	0.964834377
AURKA	0.449340403
STK10	-0.689176045
STX1A	-0.505028814
STX4	0.028877109
STXBP1	-0.803478077
STXBP2	0.297066987
SUPV3L1	1.96689707
SUV39H1	-0.768900111
SYK	0.382454002
SYPL1	-0.006869361
TARBP1	-2.702279717
TBP	-1.054877847
TBX2	1.66242516
TBXA2R	0.509517759
TCEA2	-0.262707293
VPS72	0.444696173
TCTA	-0.146075964
DYNLT3	0.192865282
TERT	-1.663382113
TESK1	0.722102389
TFAP2A	1.180761322
TFDP1	1.055599123
TGFB3	-0.847059309
TGFBR2	0.57065627
TIAM1	-0.551218241
TIMP2	0.065271638
TJP1	1.216529995
TLE1	-0.185851561
TLR4	-0.746931553
TSPAN6	1.674778253
TSPAN4	-1.036294937
TOP2A	-0.098558307
TP53	0.64234677
TP53BP1	-0.405866548
TP53BP2	0.728848398
TPD52L2	0.289004028
TPM1	-0.620695524
TSTA3	0.48077786
TXNRD1	0.505310655
UBE2A	-1.861116827
UGDH	1.003728569
NR1H2	0.671395734
USP1	1.389247015
VDAC1	-1.282795489
WFS1	-0.844376564
WRB	0.656698883
XBP1	0.873000711
XPNPEP1	1.109864324
ZFP36	-0.492012709
ZNF131	-0.097514942
ZMYM2	0.508167814
PAX8	-1.874518931
CXCR4	0.129330751
IFRD2	2.483553678
MAPKAPK3	0.572864845
USP7	-0.394583732
REEP5	-0.607781798
ST7	0.711677417
KAT6A	-0.681181058
PDHX	-0.982551903
FOSL1	-0.113355499
HMGA2	-0.999521583
NCOA3	0.652675241
NRIP1	-0.795494005
SMC1A	-0.889421225
LAGE3	1.509154916
AXIN1	-0.684887528
CDC45	0.278930403
FZD1	-0.226348951
FZD7	0.545427285
HIST2H2BE	-1.514777273
PIP4K2B	0.863052577
NCK2	-0.772564411
DYRK3	-0.589159645
DUSP11	-0.915404022
RAE1	-0.833490893
PIK3R3	0.08268977
NIPSNAP1	-0.168587962
IKBKAP	-2.602789506
HAT1	0.671091959
MAPKAPK5	-0.817891218
BHLHE40	-1.708444595
MKNK1	1.157015383
CASK	0.980550945
AKR7A2	-0.295293301
RUVBL1	1.172435641
PSMG1	2.959875613
BECN1	0.672275797
MBTPS1	-0.876274526
EED	-0.309327066
CTNNAL1	-0.031991996
RNMT	-0.289763689
PEX11A	1.265279889
CREG1	-0.100304633
INPP4B	-0.456967503
IQGAP1	-2.379403442
SOCS2	-0.346461371
CFLAR	-1.371736705
CDK5R1	-0.659226358
ST3GAL5	0.317216903
IER3	0.953440398
SQSTM1	1.476380706
SLC5A6	-2.584309243
CPNE3	0.538630664
CCNA1	1.10481745
TIMELESS	-3.08151269
P4HA2	0.625653356
PLOD3	-1.121548086
NOL3	-0.656765774
SLC25A14	1.16109997
MPZL1	-1.437343106
MAP7	0.672341004
DNAJA3	-0.181729645
USP14	1.407223344
MTA1	0.263177425
PDLIM1	0.486483723
SMC3	0.003118932
PRPF4	0.028671503
CCNB2	-0.582975529
CCNE2	-1.93587935
SYNGR3	-1.430207133
LPAR2	1.165385455
ARHGEF2	0.573070139
ZW10	-0.702756166
AURKB	-1.36129117
VAPB	-0.300230831
NOLC1	-1.277014494
UBE2L6	-0.212591633
MAPKAPK2	-0.002948418
CYTH1	0.797986746
ITGB1BP1	0.430691153
BCL7B	-0.003241718
COPB2	-0.567706011
ADGRG1	0.600817978
TM9SF2	0.219991885
MAP4K4	0.773964092
HOMER2	-1.032118171
SH3BP5	-1.380210802
PIGB	-0.203789204
PSMF1	0.698138788
SPTLC2	1.065676808
TBPL1	-0.484390587
BAG3	-1.879706085
POLR1C	1.599346697
SPAG7	-0.501079798
FEZ2	-0.032996522
IKBKE	-0.246360183
MTFR1	0.152446926
HS2ST1	-0.800813079
IPO13	1.080666602
VGLL4	0.206269577
NUP93	0.430000402
UBE3C	-2.695601434
EDEM1	-1.472162336
TRAM2	0.404288888
CEP57	-0.43765673
KIAA0100	-0.001534931
HERPUD1	-0.200881032
KIAA0355	1.225983143
USP6NL	1.117659688
CCP110	-0.465940684
MLEC	0.309729278
TATDN2	-1.815562844
MRPL19	-0.454253286
SCRN1	-0.114438355
EFCAB14	-1.022232711
KEAP1	2.352697015
MELK	0.223963127
PLEKHM1	0.268658519
C2CD5	0.11147619
KIAA0753	-0.264927626
C2CD2L	0.327656619
TOMM70A	0.597679086
KIAA0196	0.695827961
KLHL21	0.365978599
ARNT2	-0.424613535
FAM20B	0.725178815
NCAPD2	0.644655831
PAN2	0.444419891
LPGAT1	0.719458461
KIF14	0.653842002
OXSR1	-0.787848502
MVP	-0.133374415
DMTF1	-0.01369749
GNPDA1	-0.846378937
HDAC6	-0.361149386
PARP2	-0.121154904
MAMLD1	-0.431412861
DNAJB6	0.888224065
SMC4	-0.01355844
ABCC5	-1.611277401
ABCB6	0.456640266
DNM1L	-0.391711697
TSPAN3	-1.092722416
KIF20A	-0.435823947
ARL4C	0.284260385
TRAP1	-0.307037011
G3BP1	-0.904526323
MBNL2	-0.209620323
CEBPZ	-1.529383779
SLC25A13	-0.824622869
SORBS3	1.075933263
RBM6	0.860437885
TXNDC9	0.615138512
TRIM13	0.456391543
TRIB1	0.116761889
MFSD10	-0.560214519
SLC35B1	1.012335777
TIMM17B	0.743889555
AKAP8	-1.359792054
STUB1	0.684502192
NET1	0.971540064
SMNDC1	0.714994907
PAK4	-0.447768837
TNIP1	0.776853606
IKZF1	-0.960145734
TMEM5	1.283718318
HMG20B	0.387840174
MYL9	0.091549002
LYPLA1	0.015365452
PPIE	-0.807635084
VAV3	-0.00142888
LRRC41	1.228617765
CRTAP	-0.482884943
VAT1	-1.531155527
STK25	-1.598784268
APPBP2	1.10819757
CHERP	0.294556677
HYOU1	1.098973632
RPP38	-0.885547996
SLC35A1	-1.068134934
DRAP1	0.279440686
PAICS	0.593094297
ST6GALNAC2	-1.148498476
STAMBP	0.948071793
NPRL2	0.306323327
IGF2BP2	0.652931899
YKT6	-0.929966956
CGRRF1	-0.733399615
RRAGA	0.618800983
GNB5	-0.160596192
EBP	0.969557792
CNPY3	-0.20348452
YME1L1	-1.050583154
TCFL5	0.584089398
KDM5B	-0.849499866
POP4	-1.594132096
ARPP19	0.671372324
ZNF274	-0.552403927
MTHFD2	-1.124442128
WASF3	-1.561393082
UTP14A	2.361718513
FRS2	-2.305959524
CLPX	-1.308093041
PGRMC1	-0.99038725
MALT1	1.008599058
CPSF4	0.524269581
BLCAP	-0.084681083
TCERG1	0.196025886
RNPS1	-0.821342144
TOMM34	-0.416777674
PDIA5	1.38448745
MLLT11	0.901020765
EBNA1BP2	-0.743929401
TMED10	-1.311768711
ASCC3	-0.884926945
SLC27A3	0.148178825
KIF2C	-1.484216064
CCDC85B	-1.000158161
TLK2	-0.11280781
KDELR2	1.201931849
RAB31	0.600672588
B4GAT1	-0.064524442
PAPD7	-2.054541379
UBE2C	0.861913532
DUSP14	-0.905972987
TOPBP1	0.08228571
PRSS23	-1.358843744
PWP1	-1.23745507
PKIG	0.033254832
CORO1A	0.891579062
LSM6	0.371717662
PSIP1	0.027438015
SLC2A6	0.557733029
NISCH	-1.323565364
CHEK2	-1.008230865
PRAF2	-0.742114656
POLG2	-0.823366903
CHP1	2.206464052
PNKP	0.251292393
ECD	-0.332522631
DDX42	-0.635340348
TWF2	1.162670255
CASC3	-1.243096232
COG2	0.687708227
ATF5	-0.360528797
MTF2	0.969969645
PUF60	-0.127204955
RAB11FIP2	-0.799290955
CLSTN1	-0.591741335
FOXJ3	-0.924528837
KIAA0907	1.235626817
EPN2	0.462818116
SACM1L	-0.470568307
ATF6	-0.595653266
RPIA	0.960966468
RAB21	2.112883151
SPEN	0.568906419
FBXO21	-1.34539634
RBM34	-0.644654989
WDTC1	0.777410477
XPO7	-1.947245896
TBC1D9B	0.802658811
RRP1B	-0.993555129
MYCBP2	-0.658033162
CDK19	-1.01302892
GPATCH8	0.891680554
MAST2	0.80875504
DCUN1D4	0.429026186
FCHO1	0.846534997
SNX13	1.635720372
ATP11B	-1.098310322
JMJD6	1.206239223
RRS1	1.055560917
RRP12	-0.34459541
SYNE2	0.416481912
PDS5A	0.474184528
CAMSAP2	0.167208018
ATMIN	0.664542302
TRIM2	-0.593902409
KIAA1033	0.000301547
USP22	1.662571967
WDR7	1.628464371
JADE2	0.311879943
ARHGEF12	0.59539267
PPP1R13B	1.120110892
RRP8	-1.245335519
NUDCD3	-0.302179098
SIRT3	-0.891877055
SLC35A3	0.148610055
ICMT	0.772806719
MACF1	0.34825322
SUZ12	-0.386238739
KAT6B	-0.400090069
NNT	0.708285213
ADAT1	-1.230716825
TMEM50A	-0.257639289
KLHDC2	0.630653948
ACOT9	0.242492139
SSBP2	-0.017429978
NUP62	-0.000205442
ARFIP2	1.923492372
LSM5	-0.285010844
PLA2G15	-0.340295777
TMEM2	-0.631946005
ZNF318	0.734873384
FBXO7	-0.092373274
SPDEF	-0.479636773
BAMBI	1.613896787
BACE2	0.984197013
COG4	-0.768238116
MPC2	-0.426131949
CLIC4	-0.419462316
C2CD2	-1.252191305
TIPARP	-0.576225884
TSKU	1.053340621
RNF167	1.549711883
LRP10	-2.877412528
ZNF451	-0.93143931
SENP6	-0.173267825
RAI14	0.370952301
KIF1BP	0.276236024
TES	0.873497367
PHGDH	-0.965899229
MYCBP	-1.483662479
CHIC2	0.25307031
TIMM9	0.885103241
AKAP8L	0.776750445
ATP2C1	-0.226023033
TRAPPC3	-0.485178079
ATP5S	-0.586095542
TNFRSF21	0.37878105
SESN1	-1.223385841
HTATSF1	1.197839946
TMEM97	0.773516506
BZW2	-0.033011392
CHMP4A	-0.206196614
GTPBP8	-0.670541227
DNAJC15	-1.609979689
PACSIN3	0.076909326
RBM15B	1.23456347
HOOK2	0.621717356
SNX11	-1.627722561
TIMM22	1.256925404
NENF	0.645720601
UBQLN2	1.020429745
ERO1A	0.81926769
DNTTIP2	0.516969644
PIK3R4	1.312066674
HDGFRP3	0.590925604
COPS7A	0.785096079
NSDHL	1.260306686
HEBP1	0.140916215
MTERF3	0.424087286
AMDHD2	-0.596996903
ISOC1	0.286387362
MRPS16	0.670914531
FIS1	-0.191083997
GOLT1B	1.065011531
GLOD4	-1.033514693
GMNN	0.036763817
LAP3	-1.783224165
NOSIP	0.5044595
DERA	-0.367091775
SCCPDH	0.984684497
MRPS2	0.637619883
VPS28	-0.091168825
HSD17B11	0.641386598
NUSAP1	1.038132101
SCAND1	0.780077755
CD320	1.148097038
NGRN	0.008613124
SNX7	-1.340830505
ATP6V1D	-0.871116802
ZNF589	0.386797458
PRKAG2	-2.028773248
UBE2J1	0.210083514
EVL	1.067890614
HACD3	-0.236872992
UFM1	-1.20729816
LSR	-0.03270936
DHRS7	0.01551789
CAB39	0.679341167
ARID4B	-0.536434174
NUDT9	-1.369555771
CYCS	-0.326495498
TERF2IP	0.267468538
GFOD1	-0.232831053
KCTD5	0.265881278
TMCO1	1.428950354
DHX29	-0.194484331
EXOSC4	-0.366806015
DDIT4	1.781279773
PAF1	-1.447775498
P4HTM	1.107761919
SLC35F2	0.906512594
ZNF586	-0.430207543
FBXL12	1.897625029
TEX10	1.369023174
YTHDF1	1.536684036
TXNL4B	0.715719879
HERC6	-0.160110682
PIH1D1	-0.078669427
PPP2R3C	-0.0577434
FKBP14	-0.804728359
CDCA4	-0.761277556
PLEKHJ1	0.093508042
HEATR1	-0.864312023
ANO10	1.462167427
UBR7	0.399248078
FAIM	-0.265159383
ADI1	-0.954804868
ABCF3	0.942526489
ENOSF1	0.771431282
LRRC16A	-1.389831066
ANKRD10	0.876144558
STAP2	-0.291574046
IARS2	-0.097241059
NUP133	-1.216013342
CNDP2	1.335255563
FAM63A	0.796085544
KDM3A	-0.711835369
PECR	-2.137811471
EAPP	-0.474585518
CISD1	-0.683546081
ZNF395	-0.345657855
KLHL9	-0.467186749
NPDC1	0.996975511
TM9SF3	-1.175538361
PAK6	-1.01098147
DUSP22	1.140714258
ADCK3	0.132666245
CIAPIN1	0.436150059
PLSCR3	-1.23715052
SCYL3	-0.675841197
LYRM1	-0.255930196
ZMIZ1	1.222789705
MCOLN1	0.213805504
THAP11	-0.622582197
ABHD6	0.686977655
TRIB3	0.199554503
POLD4	-1.205262363
SQRDL	-1.094621605
ENOPH1	-2.203734398
PRUNE	-0.159091353
SNX6	0.875209957
FASTKD5	-0.342440769
ELAC2	0.494585402
ABHD4	-0.705564931
MCUR1	1.262038112
RBKS	-1.451413989
ATG3	0.644632667
NARFL	1.509341538
ZDHHC6	0.019382998
ACBD3	-0.351137556
CERK	0.593279243
NT5DC2	-0.256989077
ACD	-0.496577263
INTS3	-1.358691871
TRAK2	1.109314796
METRN	0.130709626
ELOVL6	0.678396881
TMEM109	0.695858948
CCDC86	1.771841943
TRAPPC6A	-0.338532038
CHAC1	0.114305772
MBOAT7	1.025705218
PRR15L	1.00012143
CRELD2	-1.055702239
FSD1	-0.687535405
TCTN1	-0.057262983
CHMP6	-0.59402363
NPEPL1	-0.421503238
FAM57A	0.049504891
NUP85	0.582393318
TCEAL4	-1.131632745
DHDDS	0.240192264
DENND2D	1.112692118
FBXO11	1.965769216
CCDC92	0.378253654
COASY	-0.685255155
WDR61	-0.763982818
TSEN2	-0.904478908
PRR7	-1.115196913
ITFG1	1.079958767
GDPD5	1.047498152
GRWD1	-0.790606618
ARID5B	-0.503800035
TUBB6	0.995810598
PSRC1	0.290644102
ADO	-2.740117908
HIST1H2BK	0.142719174
MICALL1	-0.944764927
UBE3B	0.543243453
HN1L	0.954224646
SLC25A46	0.942953944
COG7	-1.555303633
MAPK1IP1L	0.194173262
TBC1D31	1.112459362
H2AFV	0.548331201
RPL39L	-0.590012088
CANT1	-0.919650137
WIPF2	-0.713536292
TICAM1	-1.505931854
TXLNA	-1.26128754
SPRED2	-0.943043441
EML3	0.612000406
TMEM110	-0.757130541
FAM69A	0.935734898
