Gene_Id	radicicol_HEPG2_24 h_0.04 um
FYN	0.950995803
SLC37A4	0.075692102
GAA	0.372521818
GABPB1	-0.101714566
GALE	0.191235691
GAPDH	0.243460253
GATA2	-1.808878779
GATA3	-0.30226624
GFPT1	0.279445976
GHR	0.802201092
GLI2	-0.062025279
GLRX	-0.246802479
GNA11	0.857613623
GNA15	0.504671991
GNAI1	-0.680571377
GNAI2	0.229819059
GNAS	0.008523487
SFN	0.490727544
GPC1	0.15789701
GPER1	-0.192153603
GRB7	-0.390992105
GRB10	0.176987231
GRN	1.814591646
NR3C1	0.134293646
CXCL2	0.147456303
GSTM2	0.030356957
GSTZ1	-0.201627627
MSH6	0.407115936
GTF2A2	-1.039413571
GTF2E2	-0.234037474
HSD17B10	-0.015112214
HADH	-2.449385405
HDAC2	0.19246991
HIF1A	0.431757092
HK1	1.318754435
HLA-DMA	0.253087342
HLA-DRA	-0.232636064
HMGCR	-0.45706895
HMGCS1	0.283396006
HMOX1	0.584680378
HOXA5	0.031794831
HOXA10	-0.091470979
HPRT1	-0.147144169
HES1	-0.553592324
DNAJB2	0.151502237
HSPA1A	-0.512794137
HSPA4	-0.68003422
HSPA8	0.127843261
HSPB1	0.241327018
HSPD1	-0.376089275
DNAJB1	-0.21546647
ICAM1	-0.114974178
ICAM3	-0.671578586
ID2	0.02942723
IDE	0.681830525
IFNAR1	0.161543593
IGF1R	0.605831504
IGF2R	-0.357461959
IGFBP3	0.268593669
IGHMBP2	0.686114252
IKBKB	0.212248385
IL1B	0.289937645
IL4R	-0.012520641
IL13RA1	0.572779298
ILK	0.521383941
INPP1	-0.104398191
INSIG1	0.17648831
ITGAE	-0.413559258
ITGB5	-0.107212596
JUN	0.346463829
KCNK1	-0.485609353
KIF5C	0.089518249
KIT	-0.010912061
KTN1	0.123388812
LAMA3	-0.351662785
STMN1	0.387202829
LBR	-0.128173307
LGALS8	2.31524992
LIG1	-0.212118
LIPA	-0.123733953
LOXL1	-0.727421224
LRPAP1	0.613339841
LYN	0.071711749
SMAD3	0.170106769
MAN2B1	-1.140361309
MAT2A	-0.047645949
MBNL1	0.282722056
MCM3	0.349306345
ME2	0.545646846
MEF2C	3.063338041
MAP3K4	-0.58632195
MEST	-0.027877536
MIF	0.394895911
FOXO4	-0.427431643
MMP1	-0.083425969
MMP2	0.790194273
MNAT1	0.158748165
MSRA	0.08737728
MUC1	0.630790114
MYBL2	0.112898141
MYC	0.291348487
GADD45B	-0.317081869
MYLK	0.006371647
MYO10	0.11611712
NCK1	0.252796084
NFATC3	-0.695233583
NFATC4	0.345147014
NFE2L2	-0.004936129
NFIL3	-0.221500129
NFKB2	-0.673623323
NFKBIA	-0.011284704
NFKBIB	-0.138135597
NFKBIE	0.100362167
NIT1	0.305764616
NMT1	-0.119948469
NOS3	-0.061889768
CNOT4	0.382117718
NOTCH1	-1.117612481
PNP	-0.652080774
NPC1	0.9129951
SLC11A2	-1.235297203
NRAS	-0.240756199
NUCB2	0.102039486
NUP88	-0.353051245
NVL	-0.953615963
ORC1	-0.318490028
OXA1L	-0.625993252
OXCT1	-0.704660535
PAFAH1B1	-0.107713349
PAFAH1B3	-0.083133593
SERPINE1	-0.30136314
PAK1	-0.804572284
PCBD1	-0.918748617
PCCB	-1.095910549
PCK2	-0.24297297
PCM1	-1.040685773
PCMT1	-0.138950944
PCNA	0.134803563
PDGFA	1.288247347
PFKL	0.305046082
PGAM1	-0.817165434
PGM1	1.731984615
PHKA1	0.368768096
PHKB	-0.406508774
PHKG2	0.997924685
PIK3C2B	0.139272347
PIK3C3	0.060966887
PIK3CA	0.265197128
PIN1	1.817833304
PLA2G4A	-0.827327847
PLCB3	-0.005426899
PLK1	0.109951824
PLP2	-7.142153263
PLS1	-0.412596732
PLSCR1	0.992121577
PMAIP1	-0.988528132
PMM2	-0.127176613
POLB	0.189403474
POLE2	-0.339699954
POLR2I	0.257722884
POLR2K	0.285911143
PPARD	-0.622697353
PPARG	-1.014881849
PPIC	-0.059697486
PPOX	0.091841079
PPP2R5A	-1.321514845
PPP2R5E	-0.021071225
PRCP	-0.215481281
PRKACA	-0.6714468
PRKCD	-0.112953559
PRKCH	0.070650727
PRKCQ	0.27981618
MAPK9	0.560003459
MAPK13	0.55228132
MAP2K5	0.764676988
PRKX	0.130189672
PROS1	0.205188602
LGMN	-0.919187188
HTRA1	-0.04256478
PSMB8	0.151841238
PSMB10	-0.043866575
PSMD2	-0.081268445
PSMD4	-0.052205525
PSMD9	-0.949744403
PSMD10	-0.441994071
PSME1	-1.122098327
PSME2	-0.610894561
PTGS2	-0.103643179
PTK2	-1.253961563
PTPN1	-0.237231225
PTPN6	-0.30932349
PTPN12	-0.190473855
PTPRC	-0.497287035
PTPRF	-0.089139327
PTPRK	-1.115529895
PXMP2	0.666339993
PXN	-0.729792774
PYCR1	0.481222242
PYGL	-0.433134019
RAB4A	-0.270321846
RAB27A	-0.30999729
RAC2	-0.165793642
RAD9A	-0.574551821
RAD51C	0.622383535
MOK	0.211371198
RALA	0.649998307
RALB	-0.238439426
RALGDS	-0.037314817
RAP1GAP	0.345831782
RASA1	0.015902899
RB1	-1.418096662
KDM5A	0.00779142
RELB	-2.220712423
RFC2	0.02511137
RFC5	0.126436412
RFNG	0.008311853
RFX5	-0.690277636
RGS2	0.598980665
RHEB	-0.221101448
RNH1	-0.556331992
RPA1	-0.165555805
RPA2	0.47304076
RPA3	-1.121278882
MRPL12	-0.210647032
RPN1	-0.284019917
RPS5	0.144182056
RPS6	0.137672693
RPS6KA1	0.401652873
RSU1	-0.084908277
RTN2	0.018646255
S100A4	-0.060040101
S100A13	0.067216277
SATB1	-0.157974228
SCP2	0.645269394
CCL2	0.194066688
SDHB	0.110705405
SGCB	0.58334595
SHB	0.383764386
SHC1	0.516443372
SKIV2L	-0.143758968
SKP1	0.689568758
SLC1A4	-0.013305128
SMARCA4	-0.249741018
SMARCC1	-0.685714781
SMARCD2	-0.149735734
SNAP25	-0.166906118
SNCA	0.245959356
SOX2	0.247227669
SOX4	0.856201351
SPAG4	0.592077851
SPP1	-0.081933349
SPR	0.327889413
SPTAN1	-0.084868677
SRC	-0.287436754
STAT1	-0.245285824
STAT3	-0.745622218
STAT5B	-0.203194305
AURKA	0.214984879
STK10	-0.747948647
STX1A	0.410455585
STX4	0.886990666
STXBP1	-0.411578268
STXBP2	0.263610363
SUPV3L1	0.070119843
SUV39H1	-0.302848727
SYK	-0.170939744
SYPL1	-0.827122808
TARBP1	-1.855873704
TBP	-0.195859775
TBX2	-0.134857312
TBXA2R	0.270071179
TCEA2	-0.205698222
VPS72	0.664859116
TCTA	0.576333344
DYNLT3	0.67003715
TERT	-0.389278293
TESK1	0.722413182
TFAP2A	2.239999056
TFDP1	-0.342995137
TGFB3	-0.36451757
TGFBR2	-0.008513793
TIAM1	-0.294996321
TIMP2	-0.27131483
TJP1	-0.109154761
TLE1	-0.36876297
TLR4	-0.801984727
TSPAN6	0.606279969
TSPAN4	-0.322019339
TOP2A	0.976239026
TP53	0.16065523
TP53BP1	-0.225322559
TP53BP2	-0.225671217
TPD52L2	-0.170361012
TPM1	-0.374589354
TSTA3	-0.283590198
TXNRD1	0.879113078
UBE2A	0.392630249
UGDH	0.462371379
NR1H2	-0.382571995
USP1	0.52564013
VDAC1	0.009657022
WFS1	0.015262304
WRB	0.398419082
XBP1	0.77730912
XPNPEP1	0.814139724
ZFP36	-0.597167671
ZNF131	0.258900046
ZMYM2	0.704542577
PAX8	-0.789032102
CXCR4	0.621557176
IFRD2	0.03130807
MAPKAPK3	0.863601565
USP7	-0.256724626
REEP5	0.230326712
ST7	-0.405472338
KAT6A	-0.288644344
PDHX	-0.550293088
FOSL1	-1.207571626
HMGA2	-0.502299547
NCOA3	0.5371629
NRIP1	-0.513697088
SMC1A	-0.690659285
LAGE3	0.617012799
AXIN1	-0.14597173
CDC45	-0.170723528
FZD1	0.142516255
FZD7	-1.142463565
HIST2H2BE	-0.138652846
PIP4K2B	-0.558020115
NCK2	-0.313983291
DYRK3	0.420522392
DUSP11	0.155303329
RAE1	0.826766789
PIK3R3	0.188690677
NIPSNAP1	0.417749107
IKBKAP	-0.283584118
HAT1	0.42917493
MAPKAPK5	-0.350206137
BHLHE40	-1.1172539
MKNK1	0.180975199
CASK	0.354588836
AKR7A2	-0.02724795
RUVBL1	-0.165663466
PSMG1	-0.121386155
BECN1	0.606913447
MBTPS1	-0.947304606
EED	0.508753061
CTNNAL1	0.634682357
RNMT	-0.415014148
PEX11A	-0.268408954
CREG1	-0.401680231
INPP4B	-0.28358078
IQGAP1	-0.652775943
SOCS2	2.743824482
CFLAR	-0.02444239
CDK5R1	-0.68813467
ST3GAL5	0.056943908
IER3	0.161882132
SQSTM1	0.535395682
SLC5A6	0.664308727
CPNE3	0.567981124
CCNA1	0.137725502
TIMELESS	0.40174228
P4HA2	0.164762974
PLOD3	-0.680871248
NOL3	-0.396404922
SLC25A14	-0.107743353
MPZL1	0.627528429
MAP7	-0.131763548
DNAJA3	0.337335646
USP14	0.307097912
MTA1	2.709040403
PDLIM1	-0.641470671
SMC3	0.006685369
PRPF4	-0.934306264
CCNB2	-0.080365062
CCNE2	-4.283957481
SYNGR3	0.402272522
LPAR2	0.286436409
ARHGEF2	0.165134653
ZW10	0.708980799
AURKB	-0.271778911
VAPB	0.169283792
NOLC1	1.172816515
UBE2L6	-0.599501193
MAPKAPK2	0.672797203
CYTH1	0.324822694
ITGB1BP1	3.269498587
BCL7B	-0.204811558
COPB2	0.246632993
ADGRG1	0.08912611
TM9SF2	-0.2033775
MAP4K4	-0.007679105
HOMER2	-0.024865508
SH3BP5	-0.503159344
PIGB	0.332946301
PSMF1	-0.042443961
SPTLC2	3.381940126
TBPL1	-0.267901778
BAG3	-0.722887516
POLR1C	0.080655888
SPAG7	0.435553521
FEZ2	0.357309669
IKBKE	0.087791584
MTFR1	0.577873945
HS2ST1	0.036650836
IPO13	0.594467223
VGLL4	-0.535531402
NUP93	1.463474631
UBE3C	-0.410016716
EDEM1	-0.359615803
TRAM2	0.141908735
CEP57	3.308137655
KIAA0100	-0.318475902
HERPUD1	-0.726988375
KIAA0355	-0.283370078
USP6NL	0.365060031
CCP110	0.645496309
MLEC	-0.005971
TATDN2	-0.352671921
MRPL19	-0.636530161
SCRN1	0.06648472
EFCAB14	0.022165507
KEAP1	-1.060322762
MELK	0.676081955
PLEKHM1	-0.461818457
C2CD5	-0.289827466
KIAA0753	0.019687489
C2CD2L	0.3725757
TOMM70A	-0.079912409
KIAA0196	-0.312228948
KLHL21	0.103668258
ARNT2	-0.198532373
FAM20B	0.545410335
NCAPD2	0.179995462
PAN2	-0.68522644
LPGAT1	-0.366792321
KIF14	-0.017694876
OXSR1	0.002622814
MVP	-0.41789788
DMTF1	-0.231679201
GNPDA1	0.396190643
HDAC6	-0.049396664
PARP2	-0.025331795
MAMLD1	0.760670125
DNAJB6	0.330254138
SMC4	0.513482213
ABCC5	-0.451037467
ABCB6	0.810394406
DNM1L	-0.227199644
TSPAN3	-0.136287838
KIF20A	-0.388533652
ARL4C	-0.379312575
TRAP1	-0.562914371
G3BP1	-0.066542909
MBNL2	-0.156323791
CEBPZ	0.272254497
SLC25A13	-0.326763451
SORBS3	-0.277368456
RBM6	0.272326767
TXNDC9	-0.248112261
TRIM13	0.692811608
TRIB1	-3.416300774
MFSD10	-0.132059172
SLC35B1	-0.00992991
TIMM17B	-0.174546272
AKAP8	0.033361107
STUB1	-0.187726557
NET1	0.364780545
SMNDC1	0.14177689
PAK4	-0.586107671
TNIP1	0.402959853
IKZF1	-0.881526649
TMEM5	-0.482922047
HMG20B	1.595654726
MYL9	-0.398794562
LYPLA1	-0.321930975
PPIE	-0.072601259
VAV3	-0.720394611
LRRC41	0.359119892
CRTAP	-0.004753605
VAT1	-0.080317527
STK25	1.262935162
APPBP2	0.256355613
CHERP	0.470117301
HYOU1	0.249133259
RPP38	-0.57256186
SLC35A1	-0.960591912
DRAP1	-0.759708285
PAICS	0.113011897
ST6GALNAC2	-0.967997491
STAMBP	-0.456058323
NPRL2	-0.171549514
IGF2BP2	2.175809145
YKT6	-0.444240272
CGRRF1	0.093108393
RRAGA	0.071247891
GNB5	0.071631677
EBP	-0.292825669
CNPY3	-0.496304482
YME1L1	0.025781319
TCFL5	0.337291151
KDM5B	0.769945621
POP4	0.439562351
ARPP19	0.05435453
ZNF274	-0.48028332
MTHFD2	-0.358589619
WASF3	-0.375979602
UTP14A	-0.261402965
FRS2	-0.282524377
CLPX	-0.200294927
PGRMC1	-0.194068253
MALT1	0.621109188
CPSF4	0.356448203
BLCAP	0.124111488
TCERG1	-0.321214199
RNPS1	-1.375282526
TOMM34	-0.9507792
PDIA5	0.045771308
MLLT11	0.61437875
EBNA1BP2	-0.690882564
TMED10	-0.193973646
ASCC3	0.158183783
SLC27A3	0.049469352
KIF2C	-0.2897394
CCDC85B	0.121171057
TLK2	-0.143247321
KDELR2	0.205012992
RAB31	-0.526408374
B4GAT1	-0.42214033
PAPD7	0.425726235
UBE2C	-0.205959216
DUSP14	-0.578906298
TOPBP1	-0.071652353
PRSS23	0.05341208
PWP1	-0.790730238
PKIG	-0.171258271
CORO1A	0.180797011
LSM6	-0.130842656
PSIP1	1.763074279
SLC2A6	0.713547409
NISCH	-0.432776093
CHEK2	-0.039977834
PRAF2	0.234245136
POLG2	-0.37210688
CHP1	-0.181897432
PNKP	0.049447332
ECD	0.119305432
DDX42	0.276920915
TWF2	0.159197628
CASC3	0.256210178
COG2	0.809417129
ATF5	0.853479207
MTF2	0.550131083
PUF60	0.201319024
RAB11FIP2	-0.211950615
CLSTN1	-0.781344295
FOXJ3	0.458022237
KIAA0907	-2.635395527
EPN2	-0.382257789
SACM1L	-0.409486651
ATF6	0.127721071
RPIA	0.083791249
RAB21	0.023086712
SPEN	-0.088998742
FBXO21	-0.48780331
RBM34	-0.469410837
WDTC1	-2.164919853
XPO7	-0.26222828
TBC1D9B	0.322945803
RRP1B	-0.173457772
MYCBP2	-0.029284239
CDK19	-0.433188856
GPATCH8	0.186070696
MAST2	0.398439407
DCUN1D4	-0.009622961
FCHO1	0.018975198
SNX13	0.582840085
ATP11B	0.244412333
JMJD6	0.361274868
RRS1	0.165493682
RRP12	0.332255065
SYNE2	0.300808907
PDS5A	-0.064800516
CAMSAP2	0.422723234
ATMIN	0.019900218
TRIM2	0.397886306
KIAA1033	-0.09851484
USP22	0.013193563
WDR7	-0.322899461
JADE2	-0.31187588
ARHGEF12	0.31757006
PPP1R13B	0.42046842
RRP8	-0.386003733
NUDCD3	0.240184724
SIRT3	-0.095067531
SLC35A3	0.912992358
ICMT	-0.609362543
MACF1	-1.118197799
SUZ12	0.93542254
KAT6B	0.203101307
NNT	-1.206404328
ADAT1	-0.168551698
TMEM50A	0.333885729
KLHDC2	0.061977178
ACOT9	0.318690181
SSBP2	0.058090568
NUP62	-0.203637496
ARFIP2	-0.09589868
LSM5	0.10879796
PLA2G15	-0.533542395
TMEM2	1.798189282
ZNF318	-0.30754745
FBXO7	0.711361051
SPDEF	-0.004257739
BAMBI	1.181060314
BACE2	-0.362700403
COG4	0.081387967
MPC2	-0.296715498
CLIC4	0.173223078
C2CD2	-0.228221044
TIPARP	-1.246487856
TSKU	-0.385252923
RNF167	0.514995813
LRP10	0.189787805
ZNF451	0.40107733
SENP6	-0.309296787
RAI14	-0.069804907
KIF1BP	-0.125648081
TES	0.126662254
PHGDH	0.284620643
MYCBP	0.127555564
CHIC2	-0.016421616
TIMM9	-0.336251557
AKAP8L	0.036715351
ATP2C1	-0.946630478
TRAPPC3	-0.032120265
ATP5S	-0.004510999
TNFRSF21	0.398077101
SESN1	-0.072411567
HTATSF1	0.797601223
TMEM97	0.210582733
BZW2	-0.152430311
CHMP4A	-0.332552522
GTPBP8	-0.073814452
DNAJC15	-0.103664935
PACSIN3	0.231532931
RBM15B	0.435346216
HOOK2	-0.020679682
SNX11	-0.53645277
TIMM22	-0.043560654
NENF	-0.322368532
UBQLN2	-0.320910215
ERO1A	-2.900495529
DNTTIP2	-0.099284098
PIK3R4	-0.243693262
HDGFRP3	0.20105803
COPS7A	0.317586958
NSDHL	0.437133133
HEBP1	-0.211065665
MTERF3	-0.128516018
AMDHD2	-0.021107554
ISOC1	-0.076081902
MRPS16	0.370509386
FIS1	0.10188514
GOLT1B	0.104093701
GLOD4	-0.370791584
GMNN	0.879864216
LAP3	0.074457847
NOSIP	-0.432156742
DERA	0.280782312
SCCPDH	-0.513739347
MRPS2	0.328794837
VPS28	0.141070575
HSD17B11	0.343160748
NUSAP1	0.505855978
SCAND1	1.119589806
CD320	-2.260439634
NGRN	0.190413088
SNX7	0.247428283
ATP6V1D	0.226093024
ZNF589	0.282631814
PRKAG2	-1.233256817
UBE2J1	0.273609579
EVL	0.855118454
HACD3	-0.463952661
UFM1	-0.022781208
LSR	-0.603760123
DHRS7	-0.165469348
CAB39	-0.335278869
ARID4B	-0.082905918
NUDT9	-0.880454421
CYCS	-1.066013217
TERF2IP	0.098018363
GFOD1	0.177948177
KCTD5	-0.085528299
TMCO1	0.049509704
DHX29	-0.09244597
EXOSC4	-0.004088402
DDIT4	-0.953706145
PAF1	-0.071537614
P4HTM	-0.372649997
SLC35F2	0.069721654
ZNF586	0.018418998
FBXL12	1.797529697
TEX10	1.065431595
YTHDF1	0.584795058
TXNL4B	0.074872293
HERC6	0.195247859
PIH1D1	0.002910405
PPP2R3C	0.429583758
FKBP14	-0.574377418
CDCA4	-0.008491322
PLEKHJ1	-1.981579304
HEATR1	0.207116112
ANO10	0.176209569
UBR7	1.004733562
FAIM	0.41040051
ADI1	0.559026122
ABCF3	-0.661716342
ENOSF1	0.188943267
LRRC16A	1.060101151
ANKRD10	0.021449536
STAP2	0.156210572
IARS2	-0.358772397
NUP133	-0.531402588
CNDP2	-0.00494127
FAM63A	0.73678565
KDM3A	-0.094875649
PECR	-0.313342005
EAPP	0.544218719
CISD1	-0.890718579
ZNF395	0.435497969
KLHL9	-0.222405598
NPDC1	0.030205071
TM9SF3	-2.088205099
PAK6	0.246521026
DUSP22	0.341058582
ADCK3	-0.899689913
CIAPIN1	0.311410278
PLSCR3	-0.445127964
SCYL3	0.041170597
LYRM1	0.468079597
ZMIZ1	0.547595978
MCOLN1	-0.484185994
THAP11	0.574152112
ABHD6	0.019690625
TRIB3	0.038666517
POLD4	-0.575310826
SQRDL	0.671523213
ENOPH1	-0.122878388
PRUNE	0.274000704
SNX6	0.058863975
FASTKD5	0.467482954
ELAC2	-0.065483354
ABHD4	-0.457009435
MCUR1	0.278005093
RBKS	-3.954057217
ATG3	0.098028533
NARFL	0.11225374
ZDHHC6	-1.016787767
ACBD3	-0.975307703
CERK	-0.316666245
NT5DC2	-0.127489388
ACD	0.315693706
INTS3	0.024935886
TRAK2	0.299925148
METRN	-0.492982
ELOVL6	0.057755187
TMEM109	-0.011103138
CCDC86	-0.698066235
TRAPPC6A	0.542296648
CHAC1	0.242516011
MBOAT7	-0.123432994
PRR15L	0.176412433
CRELD2	0.337231249
FSD1	-0.315849215
TCTN1	0.079144582
CHMP6	-1.363266945
NPEPL1	3.586650133
FAM57A	0.205891818
NUP85	0.401059389
TCEAL4	-0.063298337
DHDDS	-0.024227858
DENND2D	0.067799509
FBXO11	-0.519103169
CCDC92	0.399235338
COASY	-0.710958779
WDR61	0.016296074
TSEN2	-0.877808213
PRR7	0.132476956
ITFG1	0.898975611
GDPD5	0.102331385
GRWD1	-0.537665784
ARID5B	0.277622283
TUBB6	0.282423288
PSRC1	0.070308089
ADO	-0.766753554
HIST1H2BK	3.574103832
MICALL1	0.88757813
UBE3B	-0.864195466
HN1L	0.351824999
SLC25A46	3.411212444
COG7	-0.110571496
MAPK1IP1L	0.317353547
TBC1D31	-0.072997078
H2AFV	0.095375374
RPL39L	0.284439862
CANT1	-0.591599345
WIPF2	0.389905155
TICAM1	0.336769342
TXLNA	0.048020773
SPRED2	-1.035565138
EML3	-0.039274514
TMEM110	0.371397883
FAM69A	1.098471045
