Gene_Id	geldanamycin_HEPG2_24 h_1.11 um
EPHB2	0.1665923
EPRS	-0.760586023
NR2F6	2.330027819
ERBB2	0.646737814
ERBB3	0.978851736
ETFB	0.637841225
ETS1	1.420128465
ETV1	-0.181787089
EXT1	1.011961699
EZH2	-1.738445401
FAH	0.310323387
PTK2B	1.513075709
FAT1	-0.375185847
FDFT1	0.845259964
FGFR2	-2.911480904
FGFR4	0.300943017
FHL2	-0.6799016
FKBP4	-3.078859091
FOXO3	-1.173690677
FOS	0.551092684
FPGS	0.889348269
FUT1	0.629729986
FYN	-1.401982903
SLC37A4	1.428891659
GAA	1.150402069
GABPB1	-4.43607235
GALE	-4.637359142
GAPDH	0.871672511
GATA2	-1.001453519
GATA3	0.416869432
GFPT1	-5.075118065
GHR	-1.621810913
GLI2	3.200968266
GLRX	-1.651386261
GNA11	-0.647324562
GNA15	0.915681362
GNAI1	1.414640188
GNAI2	-1.386685371
GNAS	-1.699581146
SFN	0.63321358
GPC1	-6.450003147
GPER1	1.32142508
GRB7	-2.502961636
GRB10	-0.895379305
GRN	1.408987761
NR3C1	0.438201606
CXCL2	0.191928953
GSTM2	0.319384784
GSTZ1	-3.628547668
MSH6	1.076807141
GTF2A2	0.726758897
GTF2E2	-1.920481443
HSD17B10	-0.144782737
HADH	-5.424012184
HDAC2	0.132046878
HIF1A	0.583200336
HK1	0.556003332
HLA-DMA	0.178787678
HLA-DRA	0.048555762
HMGCR	-1.256590128
HMGCS1	0.874341726
HMOX1	0.36593017
HOXA5	0.541721702
HOXA10	-0.507731259
HPRT1	0.709980547
HES1	-1.20156765
DNAJB2	0.884860039
HSPA1A	1.854024053
HSPA4	0.522290707
HSPA8	1.505393982
HSPB1	1.25070858
HSPD1	0.461819649
DNAJB1	0.37053436
ICAM1	0.596500516
ICAM3	4.095107555
ID2	2.723205328
IDE	-1.556135297
IFNAR1	0.385045022
IGF1R	2.469514132
IGF2R	-1.941521406
IGFBP3	-1.103269577
IGHMBP2	-0.356969237
IKBKB	0.507221341
IL1B	1.051026106
IL4R	0.751066566
IL13RA1	0.392982841
ILK	-2.910681963
INPP1	1.900612831
INSIG1	2.607262135
ITGAE	-0.260526955
ITGB5	-0.33960706
JUN	-0.94360888
KCNK1	1.303478956
KIF5C	2.210870504
KIT	1.993841171
KTN1	1.637965441
LAMA3	-0.115072653
STMN1	0.128480852
LBR	0.861055374
LGALS8	1.998017311
LIG1	0.549172103
LIPA	-2.764806032
LOXL1	-2.083931446
LRPAP1	1.379965425
LYN	-3.063564539
SMAD3	0.170593351
MAN2B1	-0.122135103
MAT2A	0.733104229
MBNL1	-2.606373549
MCM3	-0.095099524
ME2	-0.116239369
MEF2C	-0.191807568
MAP3K4	0.245799333
MEST	0.284486592
MIF	-1.146760583
FOXO4	-0.058291223
MMP1	-0.57917273
MMP2	0.508575261
MNAT1	-0.373562872
MSRA	-0.489327312
MUC1	-1.524999022
MYBL2	1.517598391
MYC	0.185209721
GADD45B	0.302852929
MYLK	-0.178256243
MYO10	-1.99639976
NCK1	0.876979411
NFATC3	-0.380593747
NFATC4	-0.099284589
NFE2L2	0.478631854
NFIL3	-1.204964042
NFKB2	-3.512011528
NFKBIA	-2.280206203
NFKBIB	2.089083433
NFKBIE	-2.674784422
NIT1	-0.335976899
NMT1	2.257949114
NOS3	0.853420496
CNOT4	-0.995952606
NOTCH1	-3.60509944
PNP	-1.016244888
NPC1	1.746757984
SLC11A2	0.790087879
NRAS	1.694906354
NUCB2	0.749895751
NUP88	-1.525822401
NVL	-7.161108017
ORC1	3.267272711
OXA1L	-2.875195503
OXCT1	2.229794741
PAFAH1B1	0.708912313
PAFAH1B3	3.553743124
SERPINE1	-0.000622851
PAK1	0.515958011
PCBD1	-0.496679366
PCCB	-0.338610739
PCK2	-1.791586161
PCM1	-2.72996664
PCMT1	-2.507675171
PCNA	0.390534371
PDGFA	-0.868994355
PFKL	-0.122257099
PGAM1	-0.002736464
PGM1	-1.059743881
PHKA1	0.561420679
PHKB	-1.440082192
PHKG2	-2.728241444
PIK3C2B	-2.285358191
PIK3C3	0.076228045
PIK3CA	0.508217633
PIN1	2.728241205
PLA2G4A	2.866261005
PLCB3	0.62723732
PLK1	-1.834305525
PLP2	-0.075765133
PLS1	1.642248631
PLSCR1	-0.136134565
PMAIP1	0.369559169
PMM2	1.307573199
POLB	-2.42882061
POLE2	1.684110284
POLR2I	0.602954745
POLR2K	1.315891504
PPARD	0.823081255
PPARG	-0.541703463
PPIC	0.242821977
PPOX	1.540042162
PPP2R5A	0.741231918
PPP2R5E	1.176494002
PRCP	0.191670746
PRKACA	1.700595021
PRKCD	0.221459016
PRKCH	3.841752052
PRKCQ	-4.41345644
MAPK9	1.605012178
MAPK13	-0.608893394
MAP2K5	0.794488192
PRKX	0.839354038
PROS1	-0.146795496
LGMN	0.850097418
HTRA1	-0.243284076
PSMB8	-0.271421373
PSMB10	-1.129752755
PSMD2	-0.656177402
PSMD4	-0.780492842
PSMD9	-2.301661491
PSMD10	3.093972206
PSME1	-2.145585299
PSME2	1.150067091
PTGS2	1.065636396
PTK2	-1.302864313
PTPN1	0.6342206
PTPN6	0.411689937
PTPN12	-3.352057934
PTPRC	1.235103726
PTPRF	0.368655473
PTPRK	-1.003180742
PXMP2	-0.840340614
PXN	-0.366470158
PYCR1	0.667207241
PYGL	2.059268475
RAB4A	3.171280622
RAB27A	1.769840717
RAC2	0.892268419
RAD9A	0.218149006
RAD51C	0.412433386
MOK	0.034697652
RALA	0.602218151
RALB	1.055536032
RALGDS	-1.24271667
RAP1GAP	-1.357788682
RASA1	0.986841619
RB1	3.245437145
KDM5A	2.206935883
RELB	2.359894037
RFC2	3.911151886
RFC5	-1.866262674
RFNG	0.85319519
RFX5	1.023830414
RGS2	-2.626932621
RHEB	-1.642086029
RNH1	-0.432658166
RPA1	-2.146231651
RPA2	1.227487564
RPA3	0.002971351
MRPL12	-0.052337602
RPN1	1.779957533
RPS5	0.581318021
RPS6	0.845072091
RPS6KA1	-0.021855384
RSU1	1.257254601
RTN2	1.153456092
S100A4	0.597440004
S100A13	0.833828926
SATB1	-0.623464465
SCP2	-0.775542974
CCL2	-0.362228006
SDHB	-0.19498466
SGCB	-2.420213938
SHB	0.08670146
SHC1	0.147234023
SKIV2L	1.349232316
SKP1	-0.503325284
SLC1A4	-0.745368242
SMARCA4	2.612077236
SMARCC1	1.262650609
SMARCD2	0.37198019
SNAP25	3.215948582
SNCA	-1.164642572
SOX2	3.135540962
SOX4	-2.187721968
SPAG4	-1.512932777
SPP1	1.657475114
SPR	0.94650209
SPTAN1	-1.078993917
SRC	0.597986519
STAT1	0.86389178
STAT3	2.609980345
STAT5B	1.777108073
AURKA	0.18880409
STK10	0.832901359
STX1A	-2.832800627
STX4	0.273347974
STXBP1	-2.220641136
STXBP2	0.954191804
SUPV3L1	0.112202734
SUV39H1	1.699074149
SYK	0.020231158
SYPL1	-1.532749891
TARBP1	-2.372273445
TBP	1.383086443
TBX2	0.947316349
TBXA2R	0.05621624
TCEA2	3.091716766
VPS72	3.643668652
TCTA	-0.930921674
DYNLT3	-1.690220833
TERT	-3.593253136
TESK1	1.371700048
TFAP2A	2.964681149
TFDP1	4.566935062
TGFB3	-0.459333509
TGFBR2	-0.220380902
TIAM1	-0.291705251
TIMP2	0.371265471
TJP1	0.968521476
TLE1	1.479003668
TLR4	1.507519603
TSPAN6	-0.243293762
TSPAN4	-2.285749674
TOP2A	1.126369596
TP53	-0.079821497
TP53BP1	1.403527617
TP53BP2	-1.423958898
TPD52L2	-0.77605027
TPM1	-2.674795628
TSTA3	-1.138189793
TXNRD1	0.397402376
UBE2A	-3.672809362
UGDH	0.283838034
NR1H2	2.603953362
USP1	1.536200762
VDAC1	-0.427340209
WFS1	-2.527509689
WRB	0.973672152
XBP1	0.298107296
XPNPEP1	0.184880793
ZFP36	-2.885126591
ZNF131	0.90777725
ZMYM2	0.593671441
PAX8	-5.886006832
CXCR4	-4.735960484
IFRD2	-0.239566356
MAPKAPK3	-0.194747329
USP7	-2.536113262
REEP5	0.084146574
ST7	-0.115745291
KAT6A	1.206204534
PDHX	-0.266873598
FOSL1	-1.914416075
HMGA2	-3.767141819
NCOA3	-0.680064142
NRIP1	-2.826134682
SMC1A	-0.59479022
LAGE3	1.226808071
AXIN1	0.029063731
CDC45	1.232089162
FZD1	0.605677962
FZD7	-2.971838236
HIST2H2BE	1.317101598
PIP4K2B	-1.632987857
NCK2	-1.414109707
DYRK3	-2.400218964
DUSP11	-4.350978851
RAE1	0.395919383
PIK3R3	0.873672724
NIPSNAP1	-0.32409212
IKBKAP	0.566641092
HAT1	0.866598785
MAPKAPK5	-4.41971159
BHLHE40	-0.450197875
MKNK1	1.699855566
CASK	0.171194404
AKR7A2	0.794666529
RUVBL1	0.264383167
PSMG1	0.987108588
BECN1	1.453093052
MBTPS1	0.728878856
EED	1.584465623
CTNNAL1	0.473358333
RNMT	-1.000618458
PEX11A	-0.537039101
CREG1	1.907480836
INPP4B	2.46085906
IQGAP1	0.634994626
SOCS2	-0.482102275
CFLAR	-0.381776541
CDK5R1	0.267516404
ST3GAL5	-0.08776392
IER3	1.456062317
SQSTM1	0.747800589
SLC5A6	0.952007532
CPNE3	0.203024209
CCNA1	1.808555961
TIMELESS	-1.316976666
P4HA2	0.68121779
PLOD3	0.047281906
NOL3	-0.006856367
SLC25A14	2.034724474
MPZL1	-3.32252264
MAP7	1.124174118
DNAJA3	-3.915025949
USP14	-1.872194886
MTA1	0.000489332
PDLIM1	-0.225363791
SMC3	-4.233345509
PRPF4	-1.078745842
CCNB2	1.412824869
CCNE2	-3.477692127
SYNGR3	3.19460392
LPAR2	-0.995879173
ARHGEF2	0.472460896
ZW10	-0.054965779
AURKB	1.584937215
VAPB	-1.394041657
NOLC1	-2.742110252
UBE2L6	0.653396606
MAPKAPK2	-0.627003491
CYTH1	0.61885649
ITGB1BP1	2.42655611
BCL7B	0.857468724
COPB2	0.900496244
ADGRG1	-0.763870001
TM9SF2	-0.061404929
MAP4K4	-0.897738457
HOMER2	0.97181052
SH3BP5	0.848781168
PIGB	2.274107218
PSMF1	0.500267744
SPTLC2	-0.256279856
TBPL1	-1.15282023
BAG3	-3.921221972
POLR1C	-0.119505942
SPAG7	-0.703616321
FEZ2	-1.790665388
IKBKE	-2.030642033
MTFR1	0.172333047
HS2ST1	-0.953139782
IPO13	0.31992656
VGLL4	2.87564826
NUP93	2.601328611
UBE3C	0.536212444
EDEM1	0.403400868
TRAM2	1.623675108
CEP57	-2.288219929
KIAA0100	1.422178864
HERPUD1	-2.990745306
KIAA0355	-0.729231
USP6NL	0.465087175
CCP110	-0.105977394
MLEC	0.173786804
TATDN2	-4.233529568
MRPL19	-0.964677393
SCRN1	2.230580807
EFCAB14	2.342196703
KEAP1	-0.640372694
MELK	0.726143718
PLEKHM1	-1.487930775
C2CD5	-2.824815035
KIAA0753	1.218261719
C2CD2L	1.808268905
TOMM70A	0.580581844
KIAA0196	-1.642077804
KLHL21	-3.528234005
ARNT2	1.289489985
FAM20B	-0.21374917
NCAPD2	0.362914056
PAN2	1.59751606
LPGAT1	0.197397262
KIF14	0.077198654
OXSR1	0.674828053
MVP	0.059518628
DMTF1	2.276794434
GNPDA1	2.03374815
HDAC6	-0.492135465
PARP2	3.226315737
MAMLD1	-1.264972329
DNAJB6	-0.474750251
SMC4	0.333591759
ABCC5	0.22189194
ABCB6	-0.889941156
DNM1L	-0.005081236
TSPAN3	3.015080452
KIF20A	-0.164898157
ARL4C	0.388279438
TRAP1	0.331823081
G3BP1	0.951173127
MBNL2	-1.335450053
CEBPZ	-0.914418221
SLC25A13	0.124090046
SORBS3	3.485351563
RBM6	1.158957124
TXNDC9	0.810502172
TRIM13	1.446213722
TRIB1	-0.936127663
MFSD10	0.477487266
SLC35B1	-2.474804878
TIMM17B	-0.927388072
AKAP8	0.452820778
STUB1	1.077452064
NET1	0.286639512
SMNDC1	-2.329656601
PAK4	-2.0484972
TNIP1	1.995568633
IKZF1	-3.692765713
TMEM5	-1.405808449
HMG20B	3.155433655
MYL9	-1.847764134
LYPLA1	2.262504816
PPIE	0.679269552
VAV3	-1.709717393
LRRC41	-0.011325121
CRTAP	1.20489049
VAT1	-1.530641794
STK25	-1.242101908
APPBP2	0.634305239
CHERP	0.905875802
HYOU1	1.450885296
RPP38	3.264348507
SLC35A1	-2.400022984
DRAP1	2.512422085
PAICS	-1.100681186
ST6GALNAC2	1.68259275
STAMBP	-0.438356757
NPRL2	0.086973354
IGF2BP2	0.932464659
YKT6	-1.108158469
CGRRF1	-1.735116839
RRAGA	0.098857075
GNB5	-2.24285531
EBP	1.52760148
CNPY3	-0.845228195
YME1L1	1.548222661
TCFL5	-0.163991451
KDM5B	-1.594910741
POP4	1.902115345
ARPP19	0.118028864
ZNF274	-1.88781929
MTHFD2	-5.837086201
WASF3	-0.249386609
UTP14A	-0.356822222
FRS2	-0.141727656
CLPX	0.726748288
PGRMC1	-0.979554296
MALT1	-2.10554266
CPSF4	-0.057047941
BLCAP	0.795053601
TCERG1	-3.181388617
RNPS1	2.307684898
TOMM34	0.975778162
PDIA5	2.134715557
MLLT11	1.098507404
EBNA1BP2	1.483290672
TMED10	-0.047627404
ASCC3	0.462737501
SLC27A3	-2.040841103
KIF2C	-0.161987916
CCDC85B	0.489067972
TLK2	0.852871537
KDELR2	0.706583023
RAB31	-6.222148895
B4GAT1	1.003202558
PAPD7	0.314889193
UBE2C	-0.292228341
DUSP14	1.117531419
TOPBP1	0.321778655
PRSS23	-1.782662392
PWP1	-2.375669479
PKIG	0.781230688
CORO1A	-3.650898457
LSM6	-0.070550978
PSIP1	-1.228580475
SLC2A6	0.326495707
NISCH	-0.687717021
CHEK2	-1.396375895
PRAF2	2.250751495
POLG2	1.53472805
CHP1	1.112022519
PNKP	0.081877805
ECD	0.75045073
DDX42	2.992523193
TWF2	1.027214766
CASC3	-1.501491547
COG2	-0.505461693
ATF5	0.85811621
MTF2	2.819589615
PUF60	0.245255679
RAB11FIP2	-0.746062398
CLSTN1	1.89146626
FOXJ3	-3.057292461
KIAA0907	-0.235595733
EPN2	0.832057118
SACM1L	2.247452974
ATF6	2.362851143
RPIA	0.51898092
RAB21	0.969359219
SPEN	-3.100091219
FBXO21	-0.205790713
RBM34	-1.674514532
WDTC1	-0.158953398
XPO7	-1.80602169
TBC1D9B	0.931605875
RRP1B	2.941936255
MYCBP2	-1.574583769
CDK19	-3.109606981
GPATCH8	2.623930931
MAST2	1.832146883
DCUN1D4	0.843487799
FCHO1	0.326434016
SNX13	0.967444301
ATP11B	-2.3641994
JMJD6	-0.916834831
RRS1	-0.423251867
RRP12	-0.302743673
SYNE2	0.460548401
PDS5A	0.393301547
CAMSAP2	-1.286872387
ATMIN	-0.054853082
TRIM2	1.1030792
KIAA1033	-1.16122663
USP22	1.867630124
WDR7	1.625898123
JADE2	0.35117802
ARHGEF12	-0.892243981
PPP1R13B	1.045281887
RRP8	-2.568060875
NUDCD3	-2.389800072
SIRT3	1.026691437
SLC35A3	-0.504989147
ICMT	3.786000729
MACF1	1.917168975
SUZ12	-1.319273829
KAT6B	-1.242072105
NNT	-0.014705047
ADAT1	0.007970288
TMEM50A	-4.448025703
KLHDC2	-2.11673522
ACOT9	0.973459601
SSBP2	-0.062922344
NUP62	-0.829640031
ARFIP2	0.240339041
LSM5	0.688682795
PLA2G15	-2.660398722
TMEM2	-1.289864421
ZNF318	-0.427710295
FBXO7	-1.961052895
SPDEF	0.346589923
BAMBI	1.613349438
BACE2	-2.449928284
COG4	0.178687766
MPC2	-3.606469154
CLIC4	-0.458570659
C2CD2	3.723801374
TIPARP	-2.388096333
TSKU	-0.252857983
RNF167	-3.35136342
LRP10	2.480734587
ZNF451	-3.064468861
SENP6	-0.158677787
RAI14	0.520430684
KIF1BP	0.336450607
TES	0.782748818
PHGDH	0.7209692
MYCBP	0.603313446
CHIC2	2.190792799
TIMM9	-2.644127369
AKAP8L	-0.071240067
ATP2C1	0.861055434
TRAPPC3	-3.295880318
ATP5S	-0.354427576
TNFRSF21	-1.897108316
SESN1	1.733520627
HTATSF1	0.397655785
TMEM97	-0.048905108
BZW2	6.744930267
CHMP4A	-2.093925953
GTPBP8	1.276561379
DNAJC15	-2.010893345
PACSIN3	2.465714931
RBM15B	-2.283919811
HOOK2	-2.620390177
SNX11	-0.404686689
TIMM22	1.013024211
NENF	-3.739247799
UBQLN2	1.134789586
ERO1A	-3.489650726
DNTTIP2	1.471076488
PIK3R4	4.033534527
HDGFRP3	0.135150895
COPS7A	0.42455703
NSDHL	1.333829522
HEBP1	-1.062369227
MTERF3	1.526943684
AMDHD2	3.340888023
ISOC1	-0.751277089
MRPS16	0.155031294
FIS1	2.383970022
GOLT1B	2.589233875
GLOD4	1.995749831
GMNN	-0.553750634
LAP3	-1.072244167
NOSIP	-0.604322135
DERA	1.197199821
SCCPDH	1.653798461
MRPS2	0.084077865
VPS28	1.888502479
HSD17B11	0.641135335
NUSAP1	-0.026675284
SCAND1	-1.558010578
CD320	2.546346188
NGRN	-2.201503992
SNX7	0.977775872
ATP6V1D	-3.014012814
ZNF589	0.415809333
PRKAG2	-3.747538567
UBE2J1	2.195256948
EVL	-0.788352072
HACD3	2.361401558
UFM1	0.18025443
LSR	0.032450892
DHRS7	-1.721269846
CAB39	1.120815516
ARID4B	1.0218606
NUDT9	-0.843819857
CYCS	-5.542106628
TERF2IP	-1.885538578
GFOD1	1.104118466
KCTD5	2.45003581
TMCO1	1.789661765
DHX29	3.142643452
EXOSC4	-0.531966209
DDIT4	-2.850921154
PAF1	-0.007972449
P4HTM	-0.050197124
SLC35F2	-0.411326826
ZNF586	1.619356632
FBXL12	0.442246079
TEX10	1.679680824
YTHDF1	-0.608035386
TXNL4B	2.923208475
HERC6	-1.4460603
PIH1D1	-0.137548089
PPP2R3C	-3.720173359
FKBP14	-1.862493992
CDCA4	-2.320942879
PLEKHJ1	-3.980742216
HEATR1	-1.778092861
ANO10	0.547433078
UBR7	-1.160429239
FAIM	0.390719593
ADI1	0.812447667
ABCF3	5.383705616
ENOSF1	-0.018682541
LRRC16A	-1.44873476
ANKRD10	-1.556744814
STAP2	-0.623589337
IARS2	0.251564145
NUP133	1.28646338
CNDP2	-1.045436859
FAM63A	-0.132946789
KDM3A	-1.310021758
PECR	-0.243230224
EAPP	1.235396028
CISD1	-0.668374658
ZNF395	-1.032478452
KLHL9	2.013945103
NPDC1	-0.604413509
TM9SF3	-2.561330795
PAK6	1.378314734
DUSP22	1.47e-05
ADCK3	2.066356659
CIAPIN1	0.523438692
PLSCR3	-1.631712794
SCYL3	-0.361636013
LYRM1	-0.118087515
ZMIZ1	-3.163472652
MCOLN1	0.303735048
THAP11	-1.381190777
ABHD6	2.39657402
TRIB3	1.128283143
POLD4	3.548874617
SQRDL	0.624066949
ENOPH1	1.913926482
PRUNE	0.641420245
SNX6	0.864799082
FASTKD5	-0.856930733
ELAC2	-1.317551255
ABHD4	2.810365677
MCUR1	0.136535585
RBKS	-0.261099726
ATG3	1.687927723
NARFL	0.223046094
ZDHHC6	0.568531632
ACBD3	0.879302263
CERK	-0.340746135
NT5DC2	2.449052811
ACD	0.172021076
INTS3	3.779879093
TRAK2	-0.368414819
METRN	1.39661479
ELOVL6	0.225788534
TMEM109	0.493100882
CCDC86	0.151250422
TRAPPC6A	-0.737859786
CHAC1	-1.622526169
MBOAT7	0.437852383
PRR15L	0.235535398
CRELD2	0.829203844
FSD1	2.651166677
TCTN1	-0.750125706
CHMP6	-4.918026924
NPEPL1	2.433568001
FAM57A	1.643995643
NUP85	0.344091415
TCEAL4	-1.04774189
DHDDS	-1.492201805
DENND2D	-0.16527538
FBXO11	2.925651312
CCDC92	-0.353642702
COASY	-0.048654392
WDR61	1.921960711
TSEN2	0.231501207
PRR7	-0.671423495
ITFG1	0.582508266
GDPD5	2.608871698
GRWD1	-0.821151376
ARID5B	-2.451171398
TUBB6	-2.143143177
PSRC1	0.745257974
ADO	-3.767116547
HIST1H2BK	1.001408458
MICALL1	0.379796505
UBE3B	0.727120459
HN1L	-0.995029807
SLC25A46	0.111411646
COG7	-1.515027285
MAPK1IP1L	0.432107896
TBC1D31	2.704771996
H2AFV	0.146480322
RPL39L	-1.202327371
CANT1	0.142357588
WIPF2	-2.064752579
TICAM1	-0.834300458
TXLNA	-1.075392365
SPRED2	1.460978031
EML3	0.20782432
TMEM110	-0.077664733
FAM69A	-0.823166609
