Gene_Id	radicicol_HEPG2_24 h_3.33 um
OXA1L	-3.702589035
OXCT1	2.079680204
PAFAH1B1	1.392863154
PAFAH1B3	2.110716581
SERPINE1	0
PAK1	-0.222713485
PCBD1	0.966917992
PCCB	0.002702504
PCK2	-0.639295638
PCM1	-3.848014832
PCMT1	-1.585584044
PCNA	1.030458093
PDGFA	0.318659008
PFKL	-0.948915601
PGAM1	0.759581387
PGM1	-1.386425138
PHKA1	0.4675017
PHKB	-1.626439571
PHKG2	-0.153897554
PIK3C2B	-4.624857426
PIK3C3	2.373961449
PIK3CA	0.885120511
PIN1	4.427275181
PLA2G4A	3.945080757
PLCB3	1.208085775
PLK1	-2.212553024
PLP2	-1.759248257
PLS1	1.444481611
PLSCR1	-1.789964676
PMAIP1	0.402599692
PMM2	0.345681578
POLB	-2.180289507
POLE2	2.834175587
POLR2I	0.002866335
POLR2K	1.143537283
PPARD	2.323456049
PPARG	0.151546121
PPIC	2.104883194
PPOX	1.731377125
PPP2R5A	-0.611424088
PPP2R5E	-0.184253171
PRCP	-0.55503583
PRKACA	1.944959641
PRKCD	0.078528501
PRKCH	2.00172472
PRKCQ	-5.289404392
MAPK9	1.754526734
MAPK13	-1.495524168
MAP2K5	0.38602525
PRKX	-0.402518511
PROS1	-0.006199304
LGMN	-2.823671818
HTRA1	-1.167214513
PSMB8	0.240929469
PSMB10	0.462266326
PSMD2	0.415188879
PSMD4	-2.959173203
PSMD9	-2.927185059
PSMD10	2.51680851
PSME1	-1.685287714
PSME2	1.171803713
PTGS2	1.199950218
PTK2	-0.568088293
PTPN1	1.197309732
PTPN6	1.156430483
PTPN12	-5.903473377
PTPRC	1.263608456
PTPRF	-3.110571623
PTPRK	0.367165148
PXMP2	-0.607085526
PXN	-0.230148539
PYCR1	1.402836323
PYGL	0.762230158
RAB4A	0.947310209
RAB27A	0.272695601
RAC2	1.287310719
RAD9A	2.263329744
RAD51C	0.474843025
MOK	-1.124589205
RALA	0.908302784
RALB	1.834704995
RALGDS	-1.85317421
RAP1GAP	-1.300430775
RASA1	0.298582971
RB1	-0.518164873
KDM5A	1.203039169
RELB	2.099599123
RFC2	3.905518055
RFC5	-1.49473393
RFNG	1.391066432
RFX5	0.410068959
RGS2	-2.279881477
RHEB	-0.377901375
RNH1	0.018517762
RPA1	-1.585030079
RPA2	-0.242808476
RPA3	0.288467169
MRPL12	3.364783049
RPN1	2.545712233
RPS5	-0.14588654
RPS6	3.230857134
RPS6KA1	1.059236288
RSU1	1.654287577
RTN2	0.648644924
S100A4	0.636798918
S100A13	1.475841165
SATB1	-0.557868719
SCP2	0.170519173
CCL2	-0.017516807
SDHB	0.094775885
SGCB	-2.684645653
SHB	-0.433878124
SHC1	-0.867798209
SKIV2L	0.627683043
SKP1	-0.386588663
SLC1A4	0.258895636
SMARCA4	0.78304559
SMARCC1	1.694966912
SMARCD2	0.610765576
SNAP25	2.878102064
SNCA	-1.018831849
SOX2	5.656675816
SOX4	-3.754444122
SPAG4	-2.234447241
SPP1	1.026071906
SPR	0.407984257
SPTAN1	-0.173505336
SRC	1.012213588
STAT1	-0.6972242
STAT3	3.345006943
STAT5B	1.186672926
AURKA	1.042227864
STK10	1.277507663
STX1A	-4.654920101
STX4	-0.925484002
STXBP1	-2.52602005
STXBP2	1.150857329
SUPV3L1	0.757474959
SUV39H1	1.007645011
SYK	-2.910600901
SYPL1	-1.074103475
TARBP1	0.371271372
TBP	1.662119508
TBX2	1.943063855
TBXA2R	-0.127345398
TCEA2	-0.00750652
VPS72	0.065441221
TCTA	-0.283235788
DYNLT3	-1.393342495
TERT	-3.024120331
TESK1	1.788332105
TFAP2A	0.878575444
TFDP1	3.292505741
TGFB3	-0.621709228
TGFBR2	0.025613785
TIAM1	0.648719728
TIMP2	0.750735879
TJP1	0.462792933
TLE1	0.346228719
TLR4	1.568868876
TSPAN6	-0.525247574
TSPAN4	-2.489483833
TOP2A	1.110621214
TP53	0.063170791
TP53BP1	2.363364935
TP53BP2	-2.86507988
TPD52L2	-2.228752375
TPM1	-2.542703629
TSTA3	2.914506674
TXNRD1	0.408703804
UBE2A	-2.898406267
UGDH	0.823108315
NR1H2	1.919211864
USP1	1.489067554
VDAC1	1.764451504
WFS1	-2.458904505
WRB	-0.09596286
XBP1	-0.47758922
XPNPEP1	-1.495101452
ZFP36	-4.492191315
ZNF131	0.206342995
ZMYM2	0.411683232
PAX8	-4.213712215
CXCR4	-2.018429279
IFRD2	0.83615303
MAPKAPK3	0.414409518
USP7	-2.963937283
REEP5	0.667321205
ST7	1.257977247
KAT6A	0.4592219
PDHX	-0.830231547
FOSL1	-1.830911875
HMGA2	-3.08459425
NCOA3	2.66362381
NRIP1	-2.326038599
SMC1A	-0.180622399
LAGE3	1.677524447
AXIN1	-0.09197399
CDC45	0.082873717
FZD1	0.641033888
FZD7	0.973661005
HIST2H2BE	2.224989414
PIP4K2B	-1.356311083
NCK2	-2.200591564
DYRK3	-1.746109247
DUSP11	-1.411816359
RAE1	-2.877445698
PIK3R3	0.62307924
NIPSNAP1	-0.481426001
IKBKAP	0.65817678
HAT1	0.578062654
MAPKAPK5	-2.644247532
BHLHE40	-0.328261048
MKNK1	0.540253937
CASK	-1.239018679
AKR7A2	-2.383505583
RUVBL1	1.34378469
PSMG1	0.053276263
BECN1	0.922076702
MBTPS1	1.112217069
EED	2.308142662
CTNNAL1	-0.205515116
RNMT	0.164759055
PEX11A	1.882749796
CREG1	2.202963352
INPP4B	0.700680852
IQGAP1	0.643362522
SOCS2	0.266072184
CFLAR	0.148058653
CDK5R1	-0.084866881
ST3GAL5	1.396739483
IER3	0.339160681
SQSTM1	0.161815569
SLC5A6	1.682506323
CPNE3	0.079956472
CCNA1	0.490430415
TIMELESS	-0.524660408
P4HA2	-0.270450205
PLOD3	2.030158997
NOL3	0.75413084
SLC25A14	1.128112197
MPZL1	-0.045686211
MAP7	-0.550942361
DNAJA3	-3.899052858
USP14	-2.565005779
MTA1	-0.348307431
PDLIM1	-2.133974552
SMC3	-3.46160984
PRPF4	-0.794615507
CCNB2	-0.873666465
CCNE2	-3.20612359
SYNGR3	2.743401527
LPAR2	-0.996789038
ARHGEF2	0.990436971
ZW10	1.026544452
AURKB	2.329754829
VAPB	-1.560289145
NOLC1	-2.590485573
UBE2L6	2.852221966
MAPKAPK2	0.59395957
CYTH1	0.980207264
ITGB1BP1	-2.669267654
BCL7B	3.372829914
COPB2	1.898260474
ADGRG1	-0.464063883
TM9SF2	0.104776382
MAP4K4	-0.163682118
HOMER2	1.379878759
SH3BP5	1.16229403
PIGB	4.088095188
PSMF1	-0.984354377
SPTLC2	1.826049328
TBPL1	0.444143146
BAG3	-4.579136372
POLR1C	0.270745277
SPAG7	-1.93253243
FEZ2	-1.89636445
IKBKE	-1.402415752
MTFR1	0.399234951
HS2ST1	-1.122126698
IPO13	0.114479579
VGLL4	2.87787652
NUP93	2.672515869
UBE3C	0.919740081
EDEM1	2.331264257
TRAM2	0.965608358
CEP57	-2.142974377
KIAA0100	2.392563105
HERPUD1	-1.717158318
KIAA0355	-1.201472044
USP6NL	-0.173343062
CCP110	-5.163124084
MLEC	-0.822592974
TATDN2	-5.470153332
MRPL19	1.563751459
SCRN1	3.151768208
EFCAB14	4.590716362
KEAP1	-0.889210939
MELK	-0.859370053
PLEKHM1	4.229447365
C2CD5	-3.069127083
KIAA0753	0.554421484
C2CD2L	-0.054168239
TOMM70A	-1.759246588
KIAA0196	-2.040488482
KLHL21	-3.738589764
ARNT2	-0.248346299
FAM20B	-0.016951308
NCAPD2	-0.579411864
PAN2	2.646279573
LPGAT1	0.29263562
KIF14	0.893917561
OXSR1	2.367913961
MVP	0.773362815
DMTF1	1.95944047
GNPDA1	1.527189374
HDAC6	-2.6332376
PARP2	2.946882248
MAMLD1	-1.010473847
DNAJB6	-3.428260088
SMC4	2.501345158
ABCC5	0.645472586
ABCB6	-1.32283473
DNM1L	0.789950132
TSPAN3	2.758717775
KIF20A	0.245542809
ARL4C	-2.034071207
TRAP1	0.024503112
G3BP1	1.071240664
MBNL2	-1.446866632
CEBPZ	-0.543878436
SLC25A13	-0.944294095
SORBS3	2.639282227
RBM6	0.15931496
TXNDC9	-0.028906733
TRIM13	2.887162924
TRIB1	-0.767549098
MFSD10	0.083582938
SLC35B1	-2.513839006
TIMM17B	-1.606794953
AKAP8	0.186375737
STUB1	0.198941708
NET1	-0.619143665
SMNDC1	-2.134280205
PAK4	-1.387859344
TNIP1	1.137037277
IKZF1	-4.068227291
TMEM5	-2.529559135
HMG20B	-0.687130332
MYL9	-4.931573391
LYPLA1	1.631748438
PPIE	0.564866126
VAV3	-1.937936902
LRRC41	-0.13904947
CRTAP	0.882066429
VAT1	2.971366405
STK25	-1.301593065
APPBP2	0.202718288
CHERP	-0.007730693
HYOU1	2.244719505
RPP38	1.910356283
SLC35A1	-1.381788015
DRAP1	0.654475391
PAICS	-1.078100801
ST6GALNAC2	4.189484596
STAMBP	-1.805690885
NPRL2	0.278530538
IGF2BP2	-1.572666526
YKT6	-0.7862131
CGRRF1	0.203421921
RRAGA	-1.425637126
GNB5	-1.578093648
EBP	-0.075470254
CNPY3	1.267010331
YME1L1	3.105346918
TCFL5	1.072824121
KDM5B	-2.46679759
POP4	1.761677504
ARPP19	-2.485265255
ZNF274	-1.232602
MTHFD2	-4.151267052
WASF3	2.595490932
UTP14A	0.355653167
FRS2	-0.212069288
CLPX	1.422109127
PGRMC1	-0.584440589
MALT1	-1.479227185
CPSF4	-0.164417133
BLCAP	0.703653336
TCERG1	-2.823375225
RNPS1	-0.533340991
TOMM34	1.461316824
PDIA5	-0.355269372
MLLT11	-0.91530025
EBNA1BP2	2.454792023
TMED10	0.632047892
ASCC3	0.215883657
SLC27A3	-1.250589609
KIF2C	-0.451988399
CCDC85B	0.408806443
TLK2	1.723374128
KDELR2	0.091629036
RAB31	-6.145441532
B4GAT1	1.596463561
PAPD7	-0.275561929
UBE2C	-0.319813907
DUSP14	1.441150308
TOPBP1	-0.991179824
PRSS23	-1.848275423
PWP1	-0.973188043
PKIG	1.370239854
CORO1A	-2.107178926
LSM6	-1.424299717
PSIP1	-2.760591269
SLC2A6	-0.457824796
NISCH	-1.090421915
CHEK2	-1.247461081
PRAF2	0.764387488
POLG2	2.05796051
CHP1	3.45745182
PNKP	-0.168013319
ECD	2.578480482
DDX42	4.558473587
TWF2	-0.013820997
CASC3	-2.173197269
COG2	0.154815257
ATF5	1.03495419
MTF2	2.935111046
PUF60	-2.0380373
RAB11FIP2	-1.165814638
CLSTN1	1.771607399
FOXJ3	-3.31058526
KIAA0907	-0.375252873
EPN2	0.70007956
SACM1L	3.29239893
ATF6	2.371706963
RPIA	0.610388041
RAB21	1.885831475
SPEN	-6.046787262
FBXO21	0.813784599
RBM34	-0.456498802
WDTC1	0.05916094
XPO7	-1.955961227
TBC1D9B	0.484667003
RRP1B	3.048564196
MYCBP2	-1.071285129
CDK19	-2.506914854
GPATCH8	1.379393578
MAST2	0.581907094
DCUN1D4	0.492284089
FCHO1	-0.018881634
SNX13	0.122311227
ATP11B	-2.205062389
JMJD6	0.557183325
RRS1	0.147965461
RRP12	-0.832156181
SYNE2	-0.025372185
PDS5A	0.06542889
CAMSAP2	-0.966004729
ATMIN	0.147458121
TRIM2	0.970534086
KIAA1033	-0.044004269
USP22	2.66438508
WDR7	0.380755186
JADE2	-0.269148439
ARHGEF12	2.883188963
PPP1R13B	1.365687728
RRP8	-1.744517565
NUDCD3	-2.46739912
SIRT3	1.729998469
SLC35A3	-0.388546169
ICMT	3.255514145
MACF1	1.742496729
SUZ12	-1.158532262
KAT6B	-0.17354852
NNT	-1.362667203
ADAT1	3.291856527
TMEM50A	-5.420442581
KLHDC2	-0.508082867
ACOT9	-0.320936412
SSBP2	-0.116970137
NUP62	0.186636567
ARFIP2	2.494421959
LSM5	-1.249648094
PLA2G15	-3.366464138
TMEM2	0.576448619
ZNF318	-0.60251832
FBXO7	-0.239247113
SPDEF	0.889474273
BAMBI	2.051290989
BACE2	-3.598631859
COG4	-0.177397221
MPC2	-2.771842003
CLIC4	-1.016515732
C2CD2	3.388408422
TIPARP	-0.881859243
TSKU	1.166313767
RNF167	-3.413481236
LRP10	2.879877329
ZNF451	-2.539877415
SENP6	1.053126454
RAI14	-0.433032513
KIF1BP	0.872901917
TES	0.280339032
PHGDH	0.404318541
MYCBP	-0.423271805
CHIC2	3.952301264
TIMM9	-3.066563129
AKAP8L	-0.533721566
ATP2C1	1.123104334
TRAPPC3	-3.30850482
ATP5S	-0.819836736
TNFRSF21	-1.844649076
SESN1	1.875699639
HTATSF1	0.966353655
TMEM97	-0.573352218
BZW2	8.213273048
CHMP4A	-2.550681591
GTPBP8	3.242946625
DNAJC15	-1.803984165
PACSIN3	-0.393706381
RBM15B	-1.062307596
HOOK2	-2.709726334
SNX11	0.753914058
TIMM22	1.362027764
NENF	-4.647060394
UBQLN2	1.344734192
ERO1A	-3.994684696
DNTTIP2	0.708040476
PIK3R4	3.942770243
HDGFRP3	-2.607480764
COPS7A	-0.108207285
NSDHL	0.359001935
HEBP1	-0.204934731
MTERF3	0.290564597
AMDHD2	3.124502182
ISOC1	-1.661849856
MRPS16	0.073978543
FIS1	-0.830885649
GOLT1B	2.271844149
GLOD4	2.351765394
GMNN	-0.77002877
LAP3	-1.435712695
NOSIP	0.291501254
DERA	1.216464758
SCCPDH	0.038362861
MRPS2	-0.002664991
VPS28	1.927650571
HSD17B11	0.550804019
NUSAP1	0.736294329
SCAND1	-3.980153322
CD320	1.735529423
NGRN	-2.128600121
SNX7	3.07226491
ATP6V1D	-3.797781706
ZNF589	0.454091489
PRKAG2	-3.757309198
UBE2J1	1.438939691
EVL	0.146592081
HACD3	3.196740866
UFM1	1.61341095
LSR	-1.7744807
DHRS7	-0.196640074
CAB39	-1.831689358
ARID4B	1.389582396
NUDT9	-1.488895178
CYCS	-6.544939041
TERF2IP	-1.10329318
GFOD1	0.110333204
KCTD5	1.510386825
TMCO1	1.438331246
DHX29	2.889151096
EXOSC4	0.090381742
DDIT4	-2.175548553
PAF1	1.325786829
P4HTM	2.461162329
SLC35F2	-0.384572983
ZNF586	1.878739119
FBXL12	-0.828136265
TEX10	0.474435568
YTHDF1	-1.094367504
TXNL4B	2.522313833
HERC6	-0.208965734
PIH1D1	2.540287256
PPP2R3C	-2.072293758
FKBP14	-0.203324795
CDCA4	-4.120567322
PLEKHJ1	-4.333284378
HEATR1	-2.609275579
ANO10	0.407167196
UBR7	-2.038709641
FAIM	0.430965513
ADI1	0.704923511
ABCF3	6.734305382
ENOSF1	0.474723518
LRRC16A	0.57066226
ANKRD10	-1.937919617
STAP2	-0.821385026
IARS2	0.092042156
NUP133	3.018984795
CNDP2	-1.215197682
FAM63A	-0.81723088
KDM3A	-0.386678845
PECR	-0.997102916
EAPP	1.756357193
CISD1	-0.984333396
ZNF395	-2.204465389
KLHL9	1.255695343
NPDC1	-0.582236052
TM9SF3	-2.198853254
PAK6	0.407218784
DUSP22	-0.723497868
ADCK3	-1.026902676
CIAPIN1	0.281863064
PLSCR3	0.653108716
SCYL3	-0.122705176
LYRM1	-0.708245218
ZMIZ1	-1.828223705
MCOLN1	1.293465137
THAP11	0.63368237
ABHD6	1.010787368
TRIB3	1.816054583
POLD4	3.754933119
SQRDL	-0.238353491
ENOPH1	4.327171326
PRUNE	1.874239087
SNX6	0.277869612
FASTKD5	-1.237968445
ELAC2	-1.852747679
ABHD4	2.726158857
MCUR1	0.325833887
RBKS	-0.815025687
ATG3	2.870001793
NARFL	-0.012977661
ZDHHC6	-0.014146805
ACBD3	1.079392791
CERK	-0.263982326
NT5DC2	4.234532356
ACD	0.487312019
INTS3	1.956902981
TRAK2	-1.16922152
METRN	1.080999017
ELOVL6	0.060255911
TMEM109	-0.161724031
CCDC86	-0.469930977
TRAPPC6A	-3.089365244
CHAC1	-1.465292454
MBOAT7	-0.469035238
PRR15L	-0.295522928
CRELD2	-0.812776923
FSD1	2.482167244
TCTN1	-0.173816681
CHMP6	-4.57750988
NPEPL1	4.413623333
FAM57A	1.423236132
NUP85	0.645224333
TCEAL4	-0.092989489
DHDDS	-2.36759305
DENND2D	-0.325294793
FBXO11	0.035432227
CCDC92	0.58990097
COASY	1.061185837
WDR61	3.615197897
TSEN2	1.021419764
PRR7	-1.105192184
ITFG1	-0.147185817
GDPD5	2.500752687
GRWD1	-0.69440937
ARID5B	-1.829192281
TUBB6	-3.379853249
PSRC1	-0.256887943
ADO	-5.523210526
HIST1H2BK	0.136015952
MICALL1	-0.007159784
UBE3B	-0.349529028
HN1L	-1.390271425
SLC25A46	0.996177733
COG7	-1.477791071
MAPK1IP1L	-0.424653232
TBC1D31	3.615086317
H2AFV	-0.820901752
RPL39L	-0.875982046
CANT1	0.096196234
WIPF2	-1.805732369
TICAM1	-0.536740839
TXLNA	-0.919923544
SPRED2	1.532038808
EML3	0.884908795
TMEM110	1.216412187
FAM69A	-1.823786497
