Gene_Id	tert-butylhydroquinone_JURKAT_6 h_100 nM
CEBPD	-3.316175938
CENPE	-0.28442356
CETN3	0.67183727
CHEK1	-0.528408349
CHN1	-0.626445115
CIRBP	-5.940258026
CLTB	-0.491699219
CLTC	0.030146357
COL1A1	-1.691935897
COL4A1	-0.807230473
CREB1	-0.619043708
CRK	0.053423729
CRKL	1.105215549
CRYZ	-0.296855479
CSK	-0.159653425
CSNK1A1	0.127814025
CSNK1E	-0.720749021
CSNK2A2	1.76590395
CSRP1	-1.273137927
CTNND1	0.235182583
CTSD	-0.675734162
CTSL	-1.080811977
CYB561	0.388466358
DAG1	0.986352444
DAXX	-0.492657185
DCK	-1.821743727
DCTD	-0.260547191
DDB2	-1.30990386
GADD45A	-0.495351464
DDX10	-0.390161425
DECR1	1.002747893
DFFA	-0.845892966
DFFB	0.828659773
DLD	1.298126817
DNM1	-1.654261112
DNMT1	-1.188629985
DNMT3A	0.032396749
DPH2	-0.780033231
DSG2	0.679477811
TSC22D3	-0.251477718
DUSP3	-1.083418846
DUSP4	-1.278846622
DUSP6	0.594443917
TOR1A	1.101124883
E2F2	-2.109923601
ECH1	-1.196196079
EDN1	0.95447439
EGF	-0.172958314
EGFR	0.864841461
EGR1	-0.009222753
EIF4EBP1	-0.537930846
EIF4G1	1.469031572
EIF5	-0.078055292
ELAVL1	-0.627953649
CTTN	-0.258934468
EPB41L2	0.495572686
EPHA3	-0.04225269
EPHB2	0.937376916
EPRS	-1.03269887
NR2F6	-0.682891011
ERBB2	-0.086683169
ERBB3	0.456495553
ETFB	-0.672571719
ETS1	-0.372262448
ETV1	3.343270302
EXT1	0.449887991
EZH2	1.213910818
FAH	-0.78910166
PTK2B	0.685599566
FAT1	-0.847413242
FDFT1	0.419326514
FGFR2	-0.838598728
FGFR4	0.014290989
FHL2	-0.28441444
FKBP4	-0.530241609
FOXO3	0.790473163
FOS	-0.347119302
FPGS	2.894167185
FUT1	-0.346890479
FYN	0.313654959
SLC37A4	-0.000523698
GAA	0.754733264
GABPB1	-0.6948663
GALE	0.447612256
GAPDH	1.461557984
GATA2	0.437114447
GATA3	-0.470358729
GFPT1	0.741094232
GHR	1.13097024
GLI2	0.163368657
GLRX	-0.10706266
GNA11	0.004062375
GNA15	1.3129493
GNAI1	4.267958164
GNAI2	0.332081854
GNAS	0.06838575
SFN	-0.221168935
GPC1	-0.022570215
GPER1	0.263922036
GRB7	-1.464466095
GRB10	0.781289399
GRN	1.260146618
NR3C1	-0.946786106
CXCL2	-0.302861661
GSTM2	-0.052471548
GSTZ1	-0.305086672
MSH6	1.404376626
GTF2A2	0.589250743
GTF2E2	0.965036392
HSD17B10	-0.369407117
HADH	-1.565818906
HDAC2	-0.25967741
HIF1A	-0.33348763
HK1	2.402472734
HLA-DMA	0.357650846
HLA-DRA	-1.233113289
HMGCR	1.384159327
HMGCS1	1.452739954
HMOX1	-0.270273387
HOXA5	-0.800648451
HOXA10	-0.342599809
HPRT1	0.12544626
HES1	0.174319997
DNAJB2	-0.692210674
HSPA1A	-0.311775923
HSPA4	0.083642751
HSPA8	0.77197808
HSPB1	-0.622702777
HSPD1	-3.733456612
DNAJB1	-0.101693802
ICAM1	-0.001208041
ICAM3	-0.783753872
ID2	-0.697930157
IDE	0.80035156
IFNAR1	1.314012647
IGF1R	-0.516626358
IGF2R	0.082594201
IGFBP3	-2.931731939
IGHMBP2	-1.062533021
IKBKB	0.023561671
IL1B	0.253562212
IL4R	-2.026360989
IL13RA1	-0.547072828
ILK	-1.016189814
INPP1	-0.16918233
INSIG1	0.263235122
ITGAE	0.414267123
ITGB5	-0.345203251
JUN	0.731653988
KCNK1	-2.607300043
KIF5C	0.329313904
KIT	0.756828368
KTN1	-0.133013725
LAMA3	0.696805775
STMN1	0.390506744
LBR	1.085700035
LGALS8	0.502366006
LIG1	-4.253665924
LIPA	0.389533728
LOXL1	-0.158380345
LRPAP1	-0.833980858
LYN	-0.100573279
SMAD3	0.085123837
MAN2B1	0.630852282
MAT2A	0.640011251
MBNL1	-1.275664568
MCM3	-1.145513296
ME2	0.135856882
MEF2C	-0.958460212
MAP3K4	1.244629622
MEST	1.073597789
MIF	0.068828374
FOXO4	-0.086132355
MMP1	1.319194674
MMP2	0.037894342
MNAT1	-0.693590045
MSRA	-0.786662042
MUC1	-0.637745619
MYBL2	1.378715754
MYC	0.505477369
GADD45B	-0.14462328
MYLK	1.052730083
MYO10	-0.483860672
NCK1	-0.194906428
NFATC3	1.359953761
NFATC4	1.219017386
NFE2L2	-0.805643201
NFIL3	-1.019472599
NFKB2	-0.921238005
NFKBIA	-2.905963182
NFKBIB	-1.735164285
NFKBIE	1.734294534
NIT1	0.559294939
NMT1	-1.966496825
NOS3	1.419138312
CNOT4	-0.00085695
NOTCH1	0.091825992
PNP	-0.515526175
NPC1	-0.548802257
SLC11A2	-0.609979987
NRAS	-0.878350019
NUCB2	0.739951968
NUP88	-0.36015901
NVL	-0.361863881
ORC1	-0.434944957
OXA1L	-0.547113895
OXCT1	-0.697443843
PAFAH1B1	3.144839287
PAFAH1B3	0.705427885
SERPINE1	-0.000172869
PAK1	-0.415133148
PCBD1	0.027724411
PCCB	6.620677948
PCK2	-1.591750741
PCM1	-0.200756148
PCMT1	-0.34693855
PCNA	0.474168152
PDGFA	0.306896776
PFKL	0.493835628
PGAM1	-1.15136826
PGM1	-0.124536663
PHKA1	-0.718292594
PHKB	-1.321565032
PHKG2	-3.03425312
PIK3C2B	-1.87404108
PIK3C3	-1.09868288
PIK3CA	0.041793346
PIN1	-0.044516474
PLA2G4A	0.227658942
PLCB3	-1.561454058
PLK1	-0.603434026
PLP2	1.107589722
PLS1	0.315626681
PLSCR1	0.19801715
PMAIP1	-0.771578491
PMM2	1.163773417
POLB	-0.489269912
POLE2	-0.804234624
POLR2I	1.039176464
POLR2K	0.272346944
PPARD	-1.196213245
PPARG	0.605946243
PPIC	-0.127978116
PPOX	1.193039775
PPP2R5A	2.523520708
PPP2R5E	0.557264745
PRCP	0.915752292
PRKACA	-1.151556611
PRKCD	1.007627249
PRKCH	1.135931849
PRKCQ	-1.075292706
MAPK9	0.256026238
MAPK13	0.600368202
MAP2K5	1.539254665
PRKX	0.270247161
PROS1	-0.518398821
LGMN	-0.254506975
HTRA1	-0.484393507
PSMB8	0.583064258
PSMB10	-0.155874833
PSMD2	-0.728776097
PSMD4	0.458073229
PSMD9	-1.029777169
PSMD10	-1.224220395
PSME1	0.163618624
PSME2	-0.909212768
PTGS2	-1.050644994
PTK2	-0.456118733
PTPN1	-0.334466219
PTPN6	-1.293477535
PTPN12	-0.881032765
PTPRC	-0.891862392
PTPRF	-0.774270177
PTPRK	-1.452497363
PXMP2	0.146980494
PXN	-0.31014809
PYCR1	-0.859701812
PYGL	0.277007759
RAB4A	-0.157973856
RAB27A	1.637156367
RAC2	-4.813986778
RAD9A	0.555173278
RAD51C	1.050363898
MOK	0.597789764
RALA	0.84916997
RALB	0.107487038
RALGDS	3.280592442
RAP1GAP	0.103411719
RASA1	-0.686542928
RB1	1.185257077
KDM5A	0.291725338
RELB	-0.803236604
RFC2	-1.533770084
RFC5	-5.346450806
RFNG	-0.647681594
RFX5	-1.056092262
RGS2	0.488685638
RHEB	-1.100369453
RNH1	-0.830958247
RPA1	0.135657728
RPA2	0.660522878
RPA3	0.130817741
MRPL12	-0.720485449
RPN1	0.250991166
RPS5	0.449429214
RPS6	-0.401018947
RPS6KA1	0.125832707
RSU1	0.549072802
RTN2	1.12915206
S100A4	1.052755952
S100A13	0.983702362
SATB1	1.246540546
SCP2	0.215568498
CCL2	0.213029191
SDHB	-0.300472707
SGCB	-1.021396041
SHB	0.642194152
SHC1	1.169544816
SKIV2L	1.469835877
SKP1	0.079793625
SLC1A4	0.676881969
SMARCA4	0.68743062
SMARCC1	-0.346005142
SMARCD2	0.328081787
SNAP25	1.668522954
SNCA	0.715885818
SOX2	0.041014273
SOX4	-0.01122234
SPAG4	-3.428652763
SPP1	-1.068176985
SPR	0.962560356
SPTAN1	-1.223082066
SRC	1.195893884
STAT1	3.501701832
STAT3	-0.996215165
STAT5B	0.537879348
AURKA	0.945039988
STK10	-1.070367455
STX1A	0.044555206
STX4	-1.089137793
STXBP1	-0.736354172
STXBP2	-0.17704989
SUPV3L1	1.059196234
SUV39H1	-0.699996352
SYK	0.322848111
SYPL1	-0.484342575
TARBP1	0.207732439
TBP	-1.243958712
TBX2	1.646210909
TBXA2R	0.611599088
TCEA2	-0.384125769
VPS72	1.735117316
TCTA	-0.16030629
DYNLT3	1.00815773
TERT	-2.732284784
TESK1	-0.094079509
TFAP2A	-0.318445802
TFDP1	0.94660753
TGFB3	-0.68913573
TGFBR2	-0.154323354
TIAM1	-0.562209904
TIMP2	0.883414626
TJP1	1.225058317
TLE1	0.623302221
TLR4	-0.4726578
TSPAN6	1.68326807
TSPAN4	-1.279971838
TOP2A	-1.917934299
TP53	0.573099613
TP53BP1	-0.067922518
TP53BP2	0.077017851
TPD52L2	-1.887958407
TPM1	0.090676554
TSTA3	0.422687531
TXNRD1	-0.52494216
UBE2A	-1.270697594
UGDH	0.480103284
NR1H2	1.023571968
USP1	1.484193683
VDAC1	-2.13332963
WFS1	-1.322261214
WRB	0.306569397
XBP1	-2.5226717
XPNPEP1	1.413850665
ZFP36	-0.701886654
ZNF131	-0.235071793
ZMYM2	1.243148565
PAX8	-5.484293461
CXCR4	0.203911617
IFRD2	-0.187094256
MAPKAPK3	0.05127193
USP7	0.062592313
REEP5	-0.0378149
ST7	-1.646456003
KAT6A	-0.497943103
PDHX	-0.496711254
FOSL1	0.133756295
HMGA2	-0.582020164
NCOA3	-0.005484025
NRIP1	-0.08820954
SMC1A	-2.307098866
LAGE3	1.924499869
AXIN1	-0.594943821
CDC45	0.208352685
FZD1	-0.227472514
FZD7	0.401045948
HIST2H2BE	-0.523100793
PIP4K2B	0.473928005
NCK2	-0.062794425
DYRK3	-0.33285144
DUSP11	-0.392645717
RAE1	-2.900035143
PIK3R3	0.166461661
NIPSNAP1	-0.766443312
IKBKAP	-1.930580258
HAT1	1.260138869
MAPKAPK5	-2.009835005
BHLHE40	-1.031847477
MKNK1	-0.369845569
CASK	0.119229227
AKR7A2	0.468872279
RUVBL1	0.189032212
PSMG1	1.787767887
BECN1	1.12790072
MBTPS1	-0.410751909
EED	1.246138215
CTNNAL1	0.518070102
RNMT	0.203006715
PEX11A	1.897318602
CREG1	0.393005162
INPP4B	0.702040553
IQGAP1	-0.872535706
SOCS2	0.366705298
CFLAR	-3.376660347
CDK5R1	-0.753232181
ST3GAL5	1.133523107
IER3	0.262761593
SQSTM1	1.819881082
SLC5A6	-0.280458391
CPNE3	0.932309568
CCNA1	1.054166675
TIMELESS	-4.619044781
P4HA2	-0.102235369
PLOD3	-1.080611944
NOL3	-0.273486912
SLC25A14	0.716330349
MPZL1	-1.599182487
MAP7	1.426865697
DNAJA3	1.655217409
USP14	1.383313894
MTA1	-0.274202764
PDLIM1	-0.306561321
SMC3	0.967416644
PRPF4	0.095121086
CCNB2	-0.100193985
CCNE2	-3.35286212
SYNGR3	-1.401764393
LPAR2	1.589732528
ARHGEF2	0.455814123
ZW10	-0.273131162
AURKB	-1.698502779
VAPB	-0.000158445
NOLC1	-1.617938638
UBE2L6	-0.294400632
MAPKAPK2	-0.575582325
CYTH1	0.854581952
ITGB1BP1	0.896353364
BCL7B	0.740748346
COPB2	0.222788826
ADGRG1	-0.136231974
TM9SF2	-0.276155978
MAP4K4	0.764442921
HOMER2	0.320199221
SH3BP5	-1.301954508
PIGB	0.32288897
PSMF1	1.364071727
SPTLC2	-0.91120106
TBPL1	-0.605062306
BAG3	-1.104979277
POLR1C	0.002341614
SPAG7	-0.865272164
FEZ2	0.446951836
IKBKE	-0.1189861
MTFR1	-0.266720533
HS2ST1	-0.402100056
IPO13	1.383018017
VGLL4	0.239395022
NUP93	0.18275407
UBE3C	-3.53360033
EDEM1	-0.39173463
TRAM2	0.480977982
CEP57	-0.879928529
KIAA0100	2.308619499
HERPUD1	-0.581051886
KIAA0355	0.893987954
USP6NL	0.933225095
CCP110	-0.177289113
MLEC	0.455934346
TATDN2	-0.923608184
MRPL19	0.489599943
SCRN1	0.501542985
EFCAB14	-1.155930161
KEAP1	-0.741300702
MELK	0.742845535
PLEKHM1	0.606033027
C2CD5	-1.124246597
KIAA0753	-0.734624505
C2CD2L	0.138569817
TOMM70A	0.738354743
KIAA0196	0.618556201
KLHL21	0.185803056
ARNT2	0.240102425
FAM20B	0.969622731
NCAPD2	-0.5427863
PAN2	0.366008431
LPGAT1	0.782366097
KIF14	0.71715647
OXSR1	0.256947219
MVP	-0.226287514
DMTF1	-1.085894704
GNPDA1	-3.220472097
HDAC6	1.338043332
PARP2	-0.372454762
MAMLD1	-0.177805215
DNAJB6	-0.159230337
SMC4	-0.325719267
ABCC5	-1.239740252
ABCB6	-0.579798877
DNM1L	-0.462427199
TSPAN3	-1.161581159
KIF20A	-1.783835769
ARL4C	0.29398042
TRAP1	2.193458319
G3BP1	-1.250428438
MBNL2	-0.693089187
CEBPZ	-0.044216193
SLC25A13	0.458421469
SORBS3	1.551665783
RBM6	2.504495859
TXNDC9	0.760334611
TRIM13	0.098438568
TRIB1	0.247572988
MFSD10	-0.822759032
SLC35B1	0.38651529
TIMM17B	1.584717393
AKAP8	-0.23360835
STUB1	0.873863876
NET1	0.686949015
SMNDC1	1.006198406
PAK4	-0.767153621
TNIP1	0.430955768
IKZF1	-1.14463675
TMEM5	1.874068379
HMG20B	0.029132698
MYL9	0.328479499
LYPLA1	0.261166453
PPIE	-0.59300673
VAV3	0.138361871
LRRC41	1.758620977
CRTAP	-0.689259529
VAT1	-1.061607361
STK25	0.205945045
APPBP2	0.880265653
CHERP	0.25297159
HYOU1	2.466376781
RPP38	-0.179565862
SLC35A1	-1.139128566
DRAP1	-0.851063907
PAICS	-1.108429194
ST6GALNAC2	0.823400855
STAMBP	-1.224786401
NPRL2	0.412908852
IGF2BP2	2.649017811
YKT6	-0.663762033
CGRRF1	-0.028365213
RRAGA	0.353329837
GNB5	-3.856147289
EBP	2.428734541
CNPY3	-0.741788805
YME1L1	-0.33885774
TCFL5	0.424460441
KDM5B	-0.048044339
POP4	-1.212252378
ARPP19	0.842462778
ZNF274	0.322725743
MTHFD2	-0.003287044
WASF3	-3.150121212
UTP14A	0.641671956
FRS2	0.000174261
CLPX	-1.385757923
PGRMC1	-0.353581101
MALT1	1.447219014
CPSF4	0.056006562
BLCAP	-0.421425819
TCERG1	-0.445713907
RNPS1	0.334358543
TOMM34	-0.382556587
PDIA5	0.287414819
MLLT11	0.703406096
EBNA1BP2	-0.896468818
TMED10	-1.42569077
ASCC3	-0.710213542
SLC27A3	1.875328183
KIF2C	-0.807800293
CCDC85B	-1.228823423
TLK2	-1.13266921
KDELR2	0.710802972
RAB31	0.936207891
B4GAT1	-0.790648878
PAPD7	0.171610445
UBE2C	1.142973065
DUSP14	-1.187108994
TOPBP1	0.167479217
PRSS23	-0.687553942
PWP1	-1.685304642
PKIG	0.91238302
CORO1A	0.739539742
LSM6	0.871512711
PSIP1	-0.201873034
SLC2A6	0.696715057
NISCH	-1.276833534
CHEK2	-0.309231997
PRAF2	-1.074479938
POLG2	-0.881566644
CHP1	1.562273264
PNKP	0.884363592
ECD	-1.16683352
DDX42	-0.585408509
TWF2	0.963747859
CASC3	-1.276183605
COG2	0.793320835
ATF5	0.764990807
MTF2	0.092963912
PUF60	0.388204217
RAB11FIP2	-1.104864717
CLSTN1	-0.040696502
FOXJ3	-1.80624187
KIAA0907	1.054616809
EPN2	0.458229184
SACM1L	1.3977952
ATF6	-0.53922081
RPIA	0.816759109
RAB21	6.620677948
SPEN	0.832056224
FBXO21	-0.705685318
RBM34	-0.152889505
WDTC1	0.526667714
XPO7	-1.836604714
TBC1D9B	0.000147604
RRP1B	-3.838963509
MYCBP2	-0.900314927
CDK19	-0.872223496
GPATCH8	1.212018371
MAST2	1.178980231
DCUN1D4	0.285574526
FCHO1	1.005363941
SNX13	1.60642302
ATP11B	0.841316819
JMJD6	0.037519619
RRS1	0.658605933
RRP12	-0.404582173
SYNE2	1.198384047
PDS5A	0.762498617
CAMSAP2	-0.646044075
ATMIN	0.854946196
TRIM2	-0.298597276
KIAA1033	1.297545075
USP22	1.695671797
WDR7	0.70255971
JADE2	0.010675387
ARHGEF12	0.120299399
PPP1R13B	0.41793251
RRP8	0.399071455
NUDCD3	-1.709107637
SIRT3	-0.53405571
SLC35A3	0.428400069
ICMT	0.099157482
MACF1	1.161303163
SUZ12	-0.021301104
KAT6B	-1.08687675
NNT	1.568318844
ADAT1	-0.622576594
TMEM50A	0.172878042
KLHDC2	0.424776465
ACOT9	0.774038434
SSBP2	-0.035716467
NUP62	0.417202055
ARFIP2	0.443614066
LSM5	-0.429255515
PLA2G15	0.169314548
TMEM2	0.271549881
ZNF318	0.126838401
FBXO7	1.151351571
SPDEF	-0.077117436
BAMBI	0.604566395
BACE2	1.399741292
COG4	-0.636892438
MPC2	0.138232887
CLIC4	0.644962251
C2CD2	-1.24331677
TIPARP	0.053380266
TSKU	0.380503416
RNF167	0.085587606
LRP10	-0.851567507
ZNF451	-3.350257397
SENP6	0.560206115
RAI14	-0.200151175
KIF1BP	0.578463674
TES	1.236418128
PHGDH	-0.880098999
MYCBP	0.141264647
CHIC2	0.597285807
TIMM9	1.395842075
AKAP8L	0.359057933
ATP2C1	-0.120960914
TRAPPC3	1.757826805
ATP5S	-0.935070693
TNFRSF21	1.122574568
SESN1	-1.060560107
HTATSF1	3.095190525
TMEM97	-0.076525033
BZW2	0.912175298
CHMP4A	0.253907949
GTPBP8	-1.041580558
DNAJC15	-1.400779366
PACSIN3	-0.486005694
RBM15B	1.716139436
HOOK2	0.268541604
SNX11	-3.061779737
TIMM22	1.494960904
NENF	-0.006809315
UBQLN2	0.390416145
ERO1A	0.522866249
DNTTIP2	1.158811808
PIK3R4	0.574354887
HDGFRP3	0.3538903
COPS7A	1.743518949
NSDHL	-0.678357065
HEBP1	0.574689507
MTERF3	0.407914162
AMDHD2	-0.856736541
ISOC1	0.021898847
MRPS16	0.12180005
FIS1	0.829954326
GOLT1B	1.330633283
GLOD4	-1.321101785
GMNN	0.886615098
LAP3	-1.003666997
NOSIP	-0.566783786
DERA	-0.448854327
SCCPDH	0.585364223
MRPS2	0.33508122
VPS28	0.527450144
HSD17B11	0.09528552
NUSAP1	1.051338673
SCAND1	0.892631054
CD320	0.157926634
NGRN	0.449400693
SNX7	-1.473431706
ATP6V1D	-0.672313929
ZNF589	-0.959902704
PRKAG2	-1.678270102
UBE2J1	0.674629927
EVL	0.81614089
HACD3	0.063456699
UFM1	-0.783849955
LSR	0.371603578
DHRS7	1.897262931
CAB39	0.980463922
ARID4B	0.198812038
NUDT9	-2.434535503
CYCS	-1.703901649
TERF2IP	-0.650582075
GFOD1	-0.381186455
KCTD5	-0.834634364
TMCO1	1.276311874
DHX29	0.044622846
EXOSC4	0.973957658
DDIT4	1.605739713
PAF1	-1.242617011
P4HTM	0.605020463
SLC35F2	1.711684227
ZNF586	-0.294775277
FBXL12	0.815588951
TEX10	1.360167146
YTHDF1	1.962626696
TXNL4B	0.959412038
HERC6	0.136526272
PIH1D1	-0.780821741
PPP2R3C	0.087637454
FKBP14	-0.614161432
CDCA4	-0.258334249
PLEKHJ1	0.322388411
HEATR1	-0.77434516
ANO10	1.782573342
UBR7	0.033804595
FAIM	-0.174153
ADI1	-0.639731467
ABCF3	2.566231012
ENOSF1	0.341900349
LRRC16A	-1.709210753
ANKRD10	-0.168590203
STAP2	0.928440273
IARS2	1.24823451
NUP133	-0.956643522
CNDP2	1.373301387
FAM63A	0.466496199
KDM3A	-0.103308119
PECR	-0.914569557
EAPP	-0.410637319
CISD1	-2.693630219
ZNF395	-1.116986156
KLHL9	-0.128435671
NPDC1	1.108506203
TM9SF3	0.173740461
PAK6	0.342978567
DUSP22	-0.195546359
ADCK3	0.867844105
CIAPIN1	0.563725114
PLSCR3	-1.065115571
SCYL3	-1.596179247
LYRM1	0.370101631
ZMIZ1	0.507092178
MCOLN1	-0.369345695
THAP11	-0.47090894
ABHD6	0.45221287
TRIB3	0.130273834
POLD4	-0.850509048
SQRDL	0.261231512
ENOPH1	-0.775343895
PRUNE	0.094665602
SNX6	1.036192894
FASTKD5	0.303416848
ELAC2	0.971486747
ABHD4	-0.618783832
MCUR1	0.10177023
RBKS	0.017883601
ATG3	-0.936172485
NARFL	0.109378576
ZDHHC6	-0.446828902
ACBD3	0.681737721
CERK	0.508418977
NT5DC2	-1.315520763
ACD	-0.735860884
INTS3	-2.399891377
TRAK2	1.483766913
METRN	-0.081082001
ELOVL6	0.751706779
TMEM109	1.204951525
CCDC86	0.402493477
TRAPPC6A	-0.084877238
CHAC1	0.991990745
MBOAT7	1.295979619
PRR15L	2.347045898
CRELD2	1.194074154
FSD1	-0.571531773
TCTN1	-0.992836714
CHMP6	0.844263852
NPEPL1	-0.118338466
FAM57A	-0.185793221
NUP85	0.745138645
TCEAL4	-0.931296825
DHDDS	-0.313966751
DENND2D	0.629181087
FBXO11	-0.055394769
CCDC92	2.2812078
COASY	-1.044580102
WDR61	-3.554971457
TSEN2	-1.327538013
PRR7	-0.54978931
ITFG1	0.895048678
GDPD5	1.019133806
GRWD1	-1.215083003
ARID5B	-0.403021485
TUBB6	-0.366764486
PSRC1	1.093183875
ADO	-0.460272431
HIST1H2BK	0.173145533
MICALL1	-0.500202835
UBE3B	0.64255774
HN1L	1.110364795
SLC25A46	-0.65017885
COG7	-1.110946178
MAPK1IP1L	0.114082411
TBC1D31	1.307947636
H2AFV	0.907947659
RPL39L	-0.657357275
CANT1	-0.763597429
WIPF2	-1.307058334
TICAM1	-1.660341978
TXLNA	-0.246227071
SPRED2	-1.052200437
EML3	0.588720381
TMEM110	0.303213269
FAM69A	1.777999401
