Gene_Id	geldanamycin_HEPG2_24 h_0.04 um
PDGFA	0.862101734
PFKL	-1.400279045
PGAM1	-0.330167592
PGM1	-0.237834275
PHKA1	0.554338038
PHKB	0.618475437
PHKG2	-0.287398845
PIK3C2B	1.117879987
PIK3C3	0.393994808
PIK3CA	-0.717047453
PIN1	-0.59495604
PLA2G4A	-1.283278346
PLCB3	0.560500979
PLK1	0.960125625
PLP2	-0.929119051
PLS1	1.08302021
PLSCR1	-1.494519472
PMAIP1	-2.38974762
PMM2	-1.112718344
POLB	0.797403097
POLE2	-0.158590466
POLR2I	-1.502481699
POLR2K	-0.653074145
PPARD	0.434511185
PPARG	0.107934654
PPIC	0.701896489
PPOX	-0.861287534
PPP2R5A	4.819067955
PPP2R5E	-0.123556666
PRCP	-0.204089731
PRKACA	0.37338388
PRKCD	0.049853265
PRKCH	-0.290146708
PRKCQ	0.839799583
MAPK9	1.974249125
MAPK13	0.986151099
MAP2K5	1.218546629
PRKX	-0.839337707
PROS1	-1.045075178
LGMN	-0.597740173
HTRA1	-0.29513523
PSMB8	1.385019422
PSMB10	-0.191424713
PSMD2	-0.308015883
PSMD4	-0.63772434
PSMD9	-0.186216146
PSMD10	0.371459484
PSME1	-0.073916584
PSME2	0.160465628
PTGS2	-0.455425084
PTK2	1.002535105
PTPN1	0.392937928
PTPN6	0.780392647
PTPN12	-0.63180542
PTPRC	-0.096265793
PTPRF	0.852803349
PTPRK	0.165296435
PXMP2	-0.246758521
PXN	4.580247879
PYCR1	1.426266432
PYGL	0.172893018
RAB4A	-0.791810274
RAB27A	-0.42095685
RAC2	0.497695744
RAD9A	0.587560713
RAD51C	-0.685965538
MOK	0.05855339
RALA	-1.114722252
RALB	1.278156281
RALGDS	-0.191585392
RAP1GAP	1.262506723
RASA1	-0.261956155
RB1	0.644724131
KDM5A	-0.319300234
RELB	0.400794387
RFC2	0.775687277
RFC5	1.011346936
RFNG	0.15582481
RFX5	1.515644073
RGS2	0.820748925
RHEB	0.920651793
RNH1	0.238380075
RPA1	0.3450225
RPA2	-1.246554971
RPA3	0.101810068
MRPL12	0.878544033
RPN1	0.273060083
RPS5	-1.016715884
RPS6	-0.203756392
RPS6KA1	-1.27775979
RSU1	1.100505233
RTN2	-0.413121521
S100A4	-1.115334868
S100A13	-0.991646528
SATB1	-0.199694902
SCP2	1.213711858
CCL2	0.747047603
SDHB	-0.779606462
SGCB	0.236977816
SHB	0.842553973
SHC1	-0.077787623
SKIV2L	-0.030365989
SKP1	0.904069126
SLC1A4	-0.54798007
SMARCA4	-0.377475679
SMARCC1	0.606881022
SMARCD2	-1.498187542
SNAP25	-0.705740273
SNCA	0.867267191
SOX2	0.025260689
SOX4	1.145057321
SPAG4	1.29408443
SPP1	0.628758669
SPR	-0.73478961
SPTAN1	0.698355794
SRC	0.145119846
STAT1	-0.381155014
STAT3	0.430684447
STAT5B	0.326929212
AURKA	0.297410786
STK10	0.189929932
STX1A	0.057611749
STX4	0.785309255
STXBP1	-0.075506195
STXBP2	1.637417316
SUPV3L1	-1.04727757
SUV39H1	0.69691062
SYK	-2.153270245
SYPL1	0.150856704
TARBP1	0.012508162
TBP	-0.530345082
TBX2	-1.047677875
TBXA2R	-1.465658665
TCEA2	1.228531957
VPS72	0.514842749
TCTA	0.089499831
DYNLT3	-0.118148446
TERT	0.150433749
TESK1	0.191233814
TFAP2A	-0.537764907
TFDP1	-0.713687062
TGFB3	1.433027625
TGFBR2	0.276558846
TIAM1	0.274807513
TIMP2	-2.079510689
TJP1	-0.93616575
TLE1	-0.544873059
TLR4	0.276595861
TSPAN6	-0.416356206
TSPAN4	0.690470576
TOP2A	0.435530901
TP53	-1.189355016
TP53BP1	0.81557405
TP53BP2	-1.984559298
TPD52L2	-0.919867814
TPM1	-0.085057825
TSTA3	-0.316607714
TXNRD1	-1.380073309
UBE2A	1.04556632
UGDH	1.451594472
NR1H2	0.524426579
USP1	0.077869251
VDAC1	-0.131437942
WFS1	0.953527868
WRB	-0.434340596
XBP1	-1.235042095
XPNPEP1	-4.420221806
ZFP36	0.43602407
ZNF131	-0.810823083
ZMYM2	-1.544191718
PAX8	0.678361297
CXCR4	0.887001157
IFRD2	-1.076385736
MAPKAPK3	-1.043615103
USP7	-0.101660728
REEP5	0.167190135
ST7	-0.320015132
KAT6A	1.00055325
PDHX	0.382202655
FOSL1	-0.815529704
HMGA2	0.506687939
NCOA3	-0.652281404
NRIP1	0.394466788
SMC1A	-0.120231263
LAGE3	0.817184687
AXIN1	0.797021985
CDC45	0.963175535
FZD1	-1.504381299
FZD7	-0.501166523
HIST2H2BE	0.525077939
PIP4K2B	-0.043904625
NCK2	0.485914499
DYRK3	0.585575819
DUSP11	1.080414534
RAE1	0.338170975
PIK3R3	0.595717907
NIPSNAP1	-0.397601277
IKBKAP	0.349471956
HAT1	-0.398777783
MAPKAPK5	-2.163612843
BHLHE40	-0.454017401
MKNK1	0.391671479
CASK	-1.43817997
AKR7A2	1.079587221
RUVBL1	-1.017099977
PSMG1	-0.636104107
BECN1	-0.950375795
MBTPS1	0.287172288
EED	-0.652443349
CTNNAL1	0.116742596
RNMT	-0.035381436
PEX11A	0.035018578
CREG1	0.990695
INPP4B	0.472468138
IQGAP1	0.190607667
SOCS2	-0.228205889
CFLAR	0.575810611
CDK5R1	0.596399188
ST3GAL5	-1.110746861
IER3	0.599553525
SQSTM1	0.449433267
SLC5A6	-0.592422724
CPNE3	0.503659368
CCNA1	-0.589421988
TIMELESS	0.613871157
P4HA2	-1.000734091
PLOD3	0.841548085
NOL3	3.087709904
SLC25A14	0.32347703
MPZL1	1.082897186
MAP7	-1.6769526
DNAJA3	0.735759258
USP14	0.671328485
MTA1	-0.669519246
PDLIM1	-0.678289533
SMC3	0.34778589
PRPF4	-0.474618644
CCNB2	0.967880368
CCNE2	0.370219171
SYNGR3	0.558743477
LPAR2	0.403501004
ARHGEF2	-1.118573546
ZW10	1.199147224
AURKB	1.267939091
VAPB	-0.434576035
NOLC1	0.428442836
UBE2L6	-0.227681622
MAPKAPK2	-0.932168961
CYTH1	-0.990300417
ITGB1BP1	0.241087511
BCL7B	-0.672986269
COPB2	-1.33170867
ADGRG1	0.946916997
TM9SF2	-0.941064119
MAP4K4	-1.099692583
HOMER2	1.016889572
SH3BP5	-0.077226043
PIGB	-0.555612266
PSMF1	-1.327556133
SPTLC2	1.247661352
TBPL1	-1.312208653
BAG3	1.052289724
POLR1C	1.911902905
SPAG7	1.163126826
FEZ2	0.614058018
IKBKE	0.636832058
MTFR1	0.587268054
HS2ST1	0.22369498
IPO13	-1.450142622
VGLL4	-0.925011873
NUP93	1.397544384
UBE3C	-1.517618179
EDEM1	0.711412966
TRAM2	0.515532374
CEP57	0.25188002
KIAA0100	-0.076776505
HERPUD1	-0.53085959
KIAA0355	-0.799132824
USP6NL	-1.11088562
CCP110	0.908389568
MLEC	-0.025582217
TATDN2	1.035968423
MRPL19	-0.109623045
SCRN1	0.206072181
EFCAB14	-0.418875217
KEAP1	-0.182281092
MELK	-0.681169271
PLEKHM1	3.400044203
C2CD5	-2.420663834
KIAA0753	-0.713263929
C2CD2L	-0.085235491
TOMM70A	-0.622420073
KIAA0196	-1.250622511
KLHL21	0.501825154
ARNT2	-0.450506806
FAM20B	-1.432795644
NCAPD2	0.674586356
PAN2	1.592906117
LPGAT1	-1.340838075
KIF14	-0.074206226
OXSR1	0.472047329
MVP	-1.548575401
DMTF1	1.018254042
GNPDA1	1.077688932
HDAC6	-0.256458193
PARP2	-0.36776942
MAMLD1	0.432152182
DNAJB6	0.619902253
SMC4	-0.427157372
ABCC5	-2.337350369
ABCB6	0.750377059
DNM1L	0.869417906
TSPAN3	0.193582743
KIF20A	0.30965662
ARL4C	-1.168574214
TRAP1	0.125116035
G3BP1	-0.042853303
MBNL2	0.704956412
CEBPZ	0.932772756
SLC25A13	0.428859115
SORBS3	-0.620329916
RBM6	-0.490172267
TXNDC9	-0.481365234
TRIM13	-0.824924946
TRIB1	-0.773630798
MFSD10	0.137239546
SLC35B1	-1.00892961
TIMM17B	0.520188153
AKAP8	-1.264216185
STUB1	-1.251183748
NET1	-0.934663296
SMNDC1	-1.092961073
PAK4	0.05881194
TNIP1	-0.082962669
IKZF1	0.392441332
TMEM5	-0.18935968
HMG20B	0.562295437
MYL9	0.384054005
LYPLA1	0.130181313
PPIE	1.0479182
VAV3	0.358889252
LRRC41	-0.72761929
CRTAP	-0.117923781
VAT1	0.592000484
STK25	0.580757022
APPBP2	-0.518308461
CHERP	0.202447101
HYOU1	0.516169727
RPP38	-0.229950845
SLC35A1	0.473947436
DRAP1	0.790508747
PAICS	-0.612874389
ST6GALNAC2	-0.057470873
STAMBP	0.568585157
NPRL2	-0.394914925
IGF2BP2	0.002917975
YKT6	0.068458274
CGRRF1	0.60108906
RRAGA	-1.440106511
GNB5	-0.360352039
EBP	0.96674931
CNPY3	0.358856678
YME1L1	1.133298159
TCFL5	-0.03255567
KDM5B	-0.261952251
POP4	1.144014359
ARPP19	0.190709189
ZNF274	1.014382601
MTHFD2	0.923339963
WASF3	0.751346111
UTP14A	-1.201479673
FRS2	-0.007955384
CLPX	0.43373704
PGRMC1	0.37929678
MALT1	-0.482675374
CPSF4	-1.646577597
BLCAP	0.273538321
TCERG1	0.660603583
RNPS1	4.852042675
TOMM34	0.846093774
PDIA5	-1.283358216
MLLT11	-0.361151397
EBNA1BP2	-0.059557125
TMED10	0.907229185
ASCC3	1.577495098
SLC27A3	0.013006866
KIF2C	0.821302712
CCDC85B	1.222074986
TLK2	1.881166935
KDELR2	-0.612636805
RAB31	0.767303228
B4GAT1	0.149862081
PAPD7	-1.27027905
UBE2C	-1.12488091
DUSP14	0.693662643
TOPBP1	-1.728857756
PRSS23	0.654304147
PWP1	0.585244358
PKIG	0.854849637
CORO1A	-2.663093328
LSM6	0.753855586
PSIP1	-0.773494363
SLC2A6	0.199490368
NISCH	0.488845766
CHEK2	0.528361142
PRAF2	-0.119736232
POLG2	-0.096478619
CHP1	-0.374797285
PNKP	-0.523106813
ECD	1.066016793
DDX42	1.189534664
TWF2	-1.098912358
CASC3	0.712492883
COG2	0.862115204
ATF5	0.904549062
MTF2	0.900873661
PUF60	0.220074832
RAB11FIP2	0.719927192
CLSTN1	-0.111002773
FOXJ3	0.946096659
KIAA0907	1.106311202
EPN2	-0.315429062
SACM1L	0.485128641
ATF6	0.995072961
RPIA	-0.959090531
RAB21	-0.571767867
SPEN	-0.979376078
FBXO21	0.075460993
RBM34	-0.073765121
WDTC1	-1.608023882
XPO7	0.610920846
TBC1D9B	-0.788994193
RRP1B	0.641583085
MYCBP2	0.506730556
CDK19	0.787509382
GPATCH8	-0.5992589
MAST2	0.534399867
DCUN1D4	-0.974678755
FCHO1	-1.471577883
SNX13	-0.605851054
ATP11B	-0.788400888
JMJD6	1.753220797
RRS1	-1.632097244
RRP12	0.609374642
SYNE2	-1.41718936
PDS5A	-1.668286085
CAMSAP2	0.73676008
ATMIN	-1.190110207
TRIM2	0.52980727
KIAA1033	-0.531505287
USP22	-1.04584682
WDR7	-0.673843801
JADE2	0.592846453
ARHGEF12	-0.008894965
PPP1R13B	1.258413553
RRP8	-2.018228292
NUDCD3	1.048250914
SIRT3	0.916772842
SLC35A3	-0.070984215
ICMT	-1.139564395
MACF1	-0.839502931
SUZ12	1.640820742
KAT6B	1.261973143
NNT	-0.882165313
ADAT1	0.512544334
TMEM50A	0.803559959
KLHDC2	0.533471465
ACOT9	1.624612451
SSBP2	0.91742003
NUP62	1.122917414
ARFIP2	0.717787504
LSM5	0.292661548
PLA2G15	0.795126557
TMEM2	1.233205915
ZNF318	-1.244110584
FBXO7	-0.800970972
SPDEF	0.522469521
BAMBI	-0.636838078
BACE2	0.493209481
COG4	-0.969355404
MPC2	0.090988815
CLIC4	-0.106831938
C2CD2	0.732367873
TIPARP	0.093690112
TSKU	0.236422405
RNF167	-0.07975316
LRP10	1.376598835
ZNF451	-5.588543892
SENP6	-1.289554358
RAI14	-1.49847734
KIF1BP	-0.432344049
TES	-0.873338223
PHGDH	-0.64720118
MYCBP	-1.32682395
CHIC2	-0.709236622
TIMM9	0.723742485
AKAP8L	-0.853972793
ATP2C1	0.092641853
TRAPPC3	0.682915926
ATP5S	0.773809612
TNFRSF21	-0.768431306
SESN1	0.586908162
HTATSF1	-0.359463632
TMEM97	-0.738677979
BZW2	0.353744745
CHMP4A	-0.49797079
GTPBP8	1.176293969
DNAJC15	0.99780786
PACSIN3	0.778682709
RBM15B	-2.162473202
HOOK2	-0.584094822
SNX11	0.532212377
TIMM22	-0.734850287
NENF	0.816353023
UBQLN2	0.527909279
ERO1A	0.418827355
DNTTIP2	-0.514294088
PIK3R4	-0.741847456
HDGFRP3	0.878023267
COPS7A	0.233179837
NSDHL	0.114129692
HEBP1	0.570227146
MTERF3	0.257392198
AMDHD2	-0.119943835
ISOC1	-0.476682812
MRPS16	-1.340008497
FIS1	-0.084981054
GOLT1B	-1.15790844
GLOD4	-0.322198808
GMNN	0.544693828
LAP3	0.920620203
NOSIP	0.493261874
DERA	-0.347865045
SCCPDH	-1.016599178
MRPS2	-1.306298971
VPS28	0.790125251
HSD17B11	-1.054085493
NUSAP1	-1.20220542
SCAND1	-8.07431221
CD320	0.096401297
NGRN	-1.250256777
SNX7	1.21995461
ATP6V1D	1.125151753
ZNF589	-1.077790022
PRKAG2	-0.253332317
UBE2J1	0.617628694
EVL	-2.084060431
HACD3	0.75669837
UFM1	1.337056398
LSR	-0.847900867
DHRS7	0.020636756
CAB39	-1.275048733
ARID4B	0.493085325
NUDT9	-0.057618067
CYCS	-0.291497499
TERF2IP	0.951090097
GFOD1	0.877762675
KCTD5	-0.606849194
TMCO1	-0.92903018
DHX29	1.016023397
EXOSC4	1.187817812
DDIT4	-0.803996325
PAF1	0.415931702
P4HTM	-0.299057096
SLC35F2	-0.230418161
ZNF586	0.393250585
FBXL12	-0.828697503
TEX10	-0.725006282
YTHDF1	-1.076695561
TXNL4B	1.046560645
HERC6	-0.361835867
PIH1D1	-0.559516907
PPP2R3C	0.877500236
FKBP14	0.282666504
CDCA4	0.980698705
PLEKHJ1	1.507420063
HEATR1	0.663995743
ANO10	-0.869455814
UBR7	-0.728880703
FAIM	-0.429521859
ADI1	-0.131298065
ABCF3	0.545756042
ENOSF1	0.428010702
LRRC16A	0.492649466
ANKRD10	-1.177891016
STAP2	-1.484616041
IARS2	-0.668233991
NUP133	0.624712467
CNDP2	-0.623406827
FAM63A	-1.048754573
KDM3A	0.931057334
PECR	-0.818986833
EAPP	-0.377291262
CISD1	-0.744488835
ZNF395	1.231755733
KLHL9	-0.133617938
NPDC1	-1.155588508
TM9SF3	0.539122283
PAK6	1.233003378
DUSP22	0.089005232
ADCK3	1.132654428
CIAPIN1	-1.358900785
PLSCR3	0.953058362
SCYL3	-0.033980191
LYRM1	-0.378994763
ZMIZ1	-1.039446354
MCOLN1	0.912334919
THAP11	0.541946769
ABHD6	-0.290352404
TRIB3	0.917410016
POLD4	0.692787945
SQRDL	1.07368803
ENOPH1	0.393160373
PRUNE	1.186061144
SNX6	-0.355381817
FASTKD5	1.905380964
ELAC2	-0.524394453
ABHD4	0.693981409
MCUR1	-0.380126685
RBKS	0.063651353
ATG3	-0.39606145
NARFL	-1.088559151
ZDHHC6	-0.067535535
ACBD3	0.699055135
CERK	-1.493049979
NT5DC2	1.157245874
ACD	1.603407621
INTS3	1.53455162
TRAK2	0.082158715
METRN	0.203271076
ELOVL6	-1.257703066
TMEM109	-0.731825411
CCDC86	1.816785812
TRAPPC6A	0.893493891
CHAC1	-0.144069985
MBOAT7	-1.148167372
PRR15L	1.179711819
CRELD2	-0.588736176
FSD1	0.67123431
TCTN1	0.560480475
CHMP6	0.522030592
NPEPL1	-0.640649498
FAM57A	1.14248085
NUP85	-0.591613889
TCEAL4	0.823120475
DHDDS	-0.184733897
DENND2D	3.052681684
FBXO11	3.152501822
CCDC92	0.655975282
COASY	0.600718856
WDR61	0.706591964
TSEN2	0.51387465
PRR7	1.314645648
ITFG1	-0.307353854
GDPD5	-0.164424911
GRWD1	-0.316290051
ARID5B	1.1631217
TUBB6	3.466928244
PSRC1	-1.561493516
ADO	0.092528164
HIST1H2BK	-1.051600099
MICALL1	-0.277012855
UBE3B	0.264576375
HN1L	-1.470795393
SLC25A46	0.800418198
COG7	0.781023622
MAPK1IP1L	-1.364513278
TBC1D31	-0.644721031
H2AFV	-1.357086897
RPL39L	0.782995164
CANT1	0.918834925
WIPF2	0.788277388
TICAM1	1.132058263
TXLNA	0.883989215
SPRED2	0.296789259
EML3	0.705287039
TMEM110	1.057785749
FAM69A	-0.119239032
