Gene_Id	tert-butylhydroquinone_JURKAT_24 h_500 nM
SLC25A13	-1.032586504
SORBS3	0.334156513
RBM6	0.683485091
TXNDC9	-0.313420266
TRIM13	0.131599203
TRIB1	-0.250175644
MFSD10	-0.055232257
SLC35B1	-0.211343028
TIMM17B	0.538335025
AKAP8	-0.009515777
STUB1	-0.239007086
NET1	0.816533297
SMNDC1	0.395210817
PAK4	-0.116858363
TNIP1	-0.40915088
IKZF1	-0.005263112
TMEM5	-0.42621126
HMG20B	0.468370266
MYL9	0.292818638
LYPLA1	0.340209663
PPIE	-0.037556775
VAV3	0.098472178
LRRC41	-0.177228622
CRTAP	-0.54784064
VAT1	-0.221990407
STK25	-0.151673809
APPBP2	0.032158807
CHERP	-0.186738074
HYOU1	0.680085927
RPP38	0.16688855
SLC35A1	-0.184655786
DRAP1	0.386293665
PAICS	0.285567347
ST6GALNAC2	0.043470278
STAMBP	1.181798153
NPRL2	-0.031053156
IGF2BP2	-0.44876527
YKT6	0.929533496
CGRRF1	-0.128405491
RRAGA	1.021939546
GNB5	0.120637514
EBP	-0.242406223
CNPY3	-0.192739271
YME1L1	0.318933733
TCFL5	-0.899912477
KDM5B	-0.153708208
POP4	0.27802144
ARPP19	-0.243778696
ZNF274	0.236113086
MTHFD2	-0.301151305
WASF3	0.69736461
UTP14A	-0.16043596
FRS2	-0.225215062
CLPX	-1.222450078
PGRMC1	0.206229419
MALT1	0.303899743
CPSF4	-0.070641547
BLCAP	-0.880972356
TCERG1	-0.041484643
RNPS1	-0.071925163
TOMM34	0.575923383
PDIA5	-0.508660957
MLLT11	-0.055378854
EBNA1BP2	-0.583639957
TMED10	-0.14053008
ASCC3	-0.570980933
SLC27A3	0.156141836
KIF2C	-0.451144941
CCDC85B	-0.135942832
TLK2	0.356116414
KDELR2	-0.209496593
RAB31	0.396840669
B4GAT1	1.129382685
PAPD7	0.022418141
UBE2C	0.171183603
DUSP14	0.589988276
TOPBP1	0.7686221
PRSS23	-0.44772416
PWP1	0.30735302
PKIG	0.686173946
CORO1A	0.212086394
LSM6	0.60257858
PSIP1	0.565801196
SLC2A6	-0.137608007
NISCH	0.396867216
CHEK2	0.155196562
PRAF2	0.170746315
POLG2	-0.223697811
CHP1	0.518832207
PNKP	0.284261346
ECD	0.291917272
DDX42	0.510374695
TWF2	-0.221453182
CASC3	-1.502474427
COG2	-0.393865883
ATF5	0.145717219
MTF2	0.309349375
PUF60	-0.577249497
RAB11FIP2	-0.558570527
CLSTN1	-0.03299585
FOXJ3	0.33696723
KIAA0907	0.108189366
EPN2	0.008623417
SACM1L	-0.03943406
ATF6	-0.056039602
RPIA	-0.254268296
RAB21	0.57815218
SPEN	-0.431164294
FBXO21	0.820826977
RBM34	-2.435101874
WDTC1	-0.195869099
XPO7	0.210223291
TBC1D9B	0.13000664
RRP1B	-0.06011948
MYCBP2	0.118850946
CDK19	0.744436666
GPATCH8	0.367162645
MAST2	0.015424401
DCUN1D4	-0.138096873
FCHO1	-0.117698811
SNX13	2.012733996
ATP11B	-0.124565747
JMJD6	-0.116396945
RRS1	-0.169965677
RRP12	-0.480737619
SYNE2	-0.195589423
PDS5A	-0.2144247
CAMSAP2	-0.248327017
ATMIN	-0.100610435
TRIM2	-0.385512872
KIAA1033	0.365228724
USP22	0.026965131
WDR7	0.224667333
JADE2	-0.2399901
ARHGEF12	-0.332382865
PPP1R13B	-1.169533856
RRP8	0.154503513
NUDCD3	0.429429531
SIRT3	0.63293593
SLC35A3	-0.704523921
ICMT	0.00565305
MACF1	-0.007004946
SUZ12	0.103773575
KAT6B	-0.54391405
NNT	-0.205806855
ADAT1	1.034984291
TMEM50A	-0.074847132
KLHDC2	0.385137834
ACOT9	-0.116361372
SSBP2	0.299425479
NUP62	-0.097947866
ARFIP2	0.14155674
LSM5	0.230146632
PLA2G15	1.243769258
TMEM2	-0.192763105
ZNF318	-0.259592928
FBXO7	-0.016645953
SPDEF	0.218343291
BAMBI	-0.137830611
BACE2	0.037232876
COG4	-1.349302128
MPC2	0.196559489
CLIC4	-0.52795738
C2CD2	0.485374257
TIPARP	-0.786674365
TSKU	-0.230657056
RNF167	0.940792061
LRP10	0.367312014
ZNF451	-1.436449163
SENP6	-0.113876533
RAI14	-0.547304884
KIF1BP	1.122667849
TES	-0.442995012
PHGDH	-0.642027527
MYCBP	0.346523099
CHIC2	-0.154770203
TIMM9	0.48060517
AKAP8L	-0.037361369
ATP2C1	0.099659659
TRAPPC3	0.239817742
ATP5S	0.557463296
TNFRSF21	-0.079902597
SESN1	-0.040282182
HTATSF1	-0.017563423
TMEM97	0.306159742
BZW2	1.338441133
CHMP4A	0.237382531
GTPBP8	0.597610772
DNAJC15	0.08002618
PACSIN3	-0.257797673
RBM15B	-0.442332543
HOOK2	0.971081913
SNX11	-0.08051528
TIMM22	-0.205115087
NENF	0.243289232
UBQLN2	-0.08683528
ERO1A	0.9125861
DNTTIP2	-0.315775931
PIK3R4	-0.020950221
HDGFRP3	-0.17508395
COPS7A	0.166813336
NSDHL	-0.254661638
HEBP1	-0.126349419
MTERF3	0.197569042
AMDHD2	-0.291754081
ISOC1	-0.963929474
MRPS16	-0.606702939
FIS1	-0.132520951
GOLT1B	-0.761060953
GLOD4	0.023160122
GMNN	-0.227029558
LAP3	0.212863326
NOSIP	0.119868845
DERA	0.064937696
SCCPDH	0.578871086
MRPS2	1.032589704
VPS28	0.012155075
HSD17B11	0.188251421
NUSAP1	-2.800072327
SCAND1	-0.035649277
CD320	0.265867345
NGRN	-0.192890845
SNX7	0.2208471
ATP6V1D	-0.119939983
ZNF589	0.438761503
PRKAG2	0.181807905
UBE2J1	0.407859154
EVL	0.440592319
HACD3	-0.843124732
UFM1	0.663928032
LSR	1.65210411
DHRS7	-0.894944221
CAB39	-1.11889863
ARID4B	-0.12898618
NUDT9	0.406170897
CYCS	0.382851884
TERF2IP	0.277910726
GFOD1	0.245896488
KCTD5	-0.285103582
TMCO1	0.407547489
DHX29	0.172388658
EXOSC4	1.289936364
DDIT4	-0.265811976
PAF1	0.288430031
P4HTM	0.548686311
SLC35F2	0.167706735
ZNF586	0.22364632
FBXL12	-0.314807307
TEX10	0.28569039
YTHDF1	-0.430575714
TXNL4B	0.958580226
HERC6	0.928140312
PIH1D1	-0.159440797
PPP2R3C	0.089775771
FKBP14	0.469904214
CDCA4	-0.514090896
PLEKHJ1	-0.325369164
HEATR1	0.424464196
ANO10	2.04496944
UBR7	-1.329834968
FAIM	0.063081004
ADI1	0.578028888
ABCF3	0.170421056
ENOSF1	-1.177980095
LRRC16A	-0.830110043
ANKRD10	0.323311478
STAP2	-0.449944541
IARS2	1.167508245
NUP133	-1.80085969
CNDP2	0.046712315
FAM63A	2.838710487
KDM3A	-0.126078725
PECR	-0.879612893
EAPP	0.207681879
CISD1	0.518262019
ZNF395	0.177506566
KLHL9	0.313546795
NPDC1	-0.10819456
TM9SF3	0.160704762
PAK6	-2.271770634
DUSP22	1.042809308
ADCK3	-0.037477843
CIAPIN1	-0.4003748
PLSCR3	0.398488082
SCYL3	-0.001448479
LYRM1	-0.155402243
ZMIZ1	-0.17914965
MCOLN1	0.239984646
THAP11	0.151217721
ABHD6	0.201119959
TRIB3	-0.281625971
POLD4	0.635212243
SQRDL	-0.651133895
ENOPH1	0.40106079
PRUNE	-0.896308541
SNX6	-0.438000843
FASTKD5	-0.116260394
ELAC2	-0.624148279
ABHD4	-0.084858567
MCUR1	-0.279072665
RBKS	0.242993876
ATG3	-0.876743257
NARFL	-0.135619745
ZDHHC6	0.721398145
ACBD3	-0.246124089
CERK	-0.275103264
NT5DC2	0.394612372
ACD	0.332211122
INTS3	-1.225099042
TRAK2	-0.831169784
METRN	0.354953267
ELOVL6	0.002696261
TMEM109	-0.820858061
CCDC86	1.246859312
TRAPPC6A	-0.301039658
CHAC1	0.368536267
MBOAT7	-0.814596897
PRR15L	0.09710747
CRELD2	-0.421849295
FSD1	0.144385129
TCTN1	0.335005075
CHMP6	0.683865935
NPEPL1	-0.013841167
FAM57A	-0.324660756
NUP85	-0.141844247
TCEAL4	0.249200374
DHDDS	-0.067820013
DENND2D	0.970113307
FBXO11	0.398228429
CCDC92	-0.188671768
COASY	-0.12118192
WDR61	-0.468829453
TSEN2	0.236640243
PRR7	0.302202262
ITFG1	0.011901438
GDPD5	-0.453269467
GRWD1	0.484337136
ARID5B	-1.725651875
TUBB6	0.185646772
PSRC1	-0.278246351
ADO	0.369185651
HIST1H2BK	-0.268134058
MICALL1	0.133347403
UBE3B	0.169862464
HN1L	-0.419787325
SLC25A46	0.240444526
COG7	-0.174343213
MAPK1IP1L	-0.115226407
TBC1D31	0.857775889
H2AFV	-0.047596648
RPL39L	0.179547213
CANT1	0.295627497
WIPF2	0.431576759
TICAM1	-0.000382446
TXLNA	-0.365226865
SPRED2	0.152873393
EML3	-0.488386214
TMEM110	-0.362844206
FAM69A	-0.258051395
