ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-202670	ERKs are inactivated	2/27	12/3250	0.00416818975617596	0.0262146434354192	0.0162757162205408	5594/5595	2
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	4/27	82/3250	0.00424567393445155	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	4/27	83/3250	0.00443536018133377	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	4/27	83/3250	0.00443536018133377	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-975155	MyD88 dependent cascade initiated on endosome	4/27	83/3250	0.00443536018133377	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	4/27	84/3250	0.00463073042721477	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	4/27	84/3250	0.00463073042721477	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	4/27	84/3250	0.00463073042721477	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	4/27	84/3250	0.00463073042721477	0.0262146434354192	0.0162757162205408	5594/5595/9261/2002	4
R-HSA-1295596	Spry regulation of FGF signaling	2/27	13/3250	0.00490087130097258	0.0262964593287989	0.0163265127254125	5594/5595	2
R-HSA-169893	Prolonged ERK activation events	2/27	13/3250	0.00490087130097258	0.0262964593287989	0.0163265127254125	5594/5595	2
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	2/27	13/3250	0.00490087130097258	0.0262964593287989	0.0163265127254125	6774/4089	2
R-HSA-166166	MyD88-independent TLR4 cascade 	4/27	86/3250	0.00503884250611715	0.0262964593287989	0.0163265127254125	5594/5595/9261/2002	4
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	4/27	86/3250	0.00503884250611715	0.0262964593287989	0.0163265127254125	5594/5595/9261/2002	4
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	4/27	87/3250	0.00525174243721045	0.0269858765235122	0.0167545467227605	5594/5595/9261/2002	4
R-HSA-1181150	Signaling by NODAL	2/27	14/3250	0.00568847944082759	0.0287871535338851	0.0178728939368905	4088/4089	2
R-HSA-383280	Nuclear Receptor transcription pathway	3/27	46/3250	0.00612048816612043	0.0305110902609586	0.0189432233892494	2099/5914/7182	3
R-HSA-9008059	Interleukin-37 signaling	2/27	15/3250	0.00653012003032653	0.0316095665236096	0.0196252272459852	4088/6774	2
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	2/27	15/3250	0.00653012003032653	0.0316095665236096	0.0196252272459852	4088/4089	2
R-HSA-9006925	Intracellular signaling by second messengers	6/27	213/3250	0.00682197297702456	0.0325265256756989	0.0201945337475975	10645/1457/2099/2932/5594/5595	6
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	4/27	94/3250	0.00691432132627132	0.0325265256756989	0.0201945337475975	6774/7291/604/3726	4
R-HSA-111471	Apoptotic factor-mediated response	2/27	16/3250	0.00742490904300868	0.0341547088200509	0.0212054132919951	5594/5595	2
R-HSA-3700989	Transcriptional Regulation by TP53	6/27	217/3250	0.00746495132893329	0.0341547088200509	0.0212054132919951	1387/1457/5562/6794/1869/604	6
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	2/27	17/3250	0.00837197247461355	0.0372831840869457	0.0231477695087561	5594/5595	2
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	2/27	17/3250	0.00837197247461355	0.0372831840869457	0.0231477695087561	1387/4088	2
R-HSA-157118	Signaling by NOTCH	4/27	102/3250	0.00920712753643884	0.0391216130818704	0.0242891830353876	1387/4088/10320/1869	4
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	2/27	18/3250	0.00937044624715459	0.0391216130818704	0.0242891830353876	4088/4089	2
R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	2/27	18/3250	0.00937044624715459	0.0391216130818704	0.0242891830353876	5562/6794	2
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	2/27	18/3250	0.00937044624715459	0.0391216130818704	0.0242891830353876	5594/5595	2
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	2/27	18/3250	0.00937044624715459	0.0391216130818704	0.0242891830353876	1387/10320	2
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	4/27	106/3250	0.0105211680928685	0.0433835820125688	0.0269352841363884	5594/5595/9261/2002	4
R-HSA-201681	TCF dependent signaling in response to WNT	4/27	110/3250	0.0119524553766146	0.0486843914120644	0.0302263634042757	1387/1457/2932/6932	4
