ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-449147	Signaling by Interleukins	34/125	369/3951	3.90239083350049e-09	1.23519153338624e-07	6.42956842132804e-08	836/2308/2625/3725/4609/4088/6772/7157/5594/1432/5595/1026/1398/5599/5295/6464/6774/5290/29110/1385/5970/6095/7189/2534/5771/6197/207/5602/5601/5062/5515/2309/3091/4208	34
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	15/125	73/3951	4.22906791937299e-09	1.28281726887647e-07	6.67747566216788e-08	1956/2099/2253/2064/2066/2261/2264/5155/5156/5159/6714/5295/5290/2534/5879	15
R-HSA-4420097	VEGFA-VEGFR2 Pathway	17/125	97/3951	4.81627166569509e-09	1.40249830905041e-07	7.30045389326415e-08	1499/1432/5580/6714/1398/5170/5295/5290/2534/207/5058/5062/5879/857/5747/387/10451	17
R-HSA-187037	Signaling by NTRK1 (TRKA)	15/125	76/3951	7.62382894608157e-09	2.13467210490284e-07	1.11116535246533e-07	5594/1432/5595/4914/6714/1398/5295/6464/6774/5290/1385/6197/5515/387/4208	15
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	16/125	88/3951	8.15921905991678e-09	2.19996721319238e-07	1.14515355226902e-07	3725/5594/1432/5595/5599/9641/29110/148022/1385/5970/7189/6197/5602/5601/5515/4208	16
R-HSA-9009391	Extra-nuclear estrogen signaling	14/125	66/3951	9.32252518815399e-09	2.42385654892004e-07	1.2616951382464e-07	1956/2099/5594/5595/6714/5170/5295/6464/5290/1385/207/857/5747/2309	14
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	19/125	128/3951	9.97258694027340e-09	2.50346320431691e-07	1.30313295771268e-07	367/2099/8856/2908/142/7341/7157/7329/4193/10891/2033/3065/5468/1387/9641/9063/5970/6095/10155	19
R-HSA-2990846	SUMOylation	19/125	130/3951	1.29918870618753e-08	3.08265046690442e-07	1.60461851949912e-07	367/2099/8856/2908/142/7341/7157/7329/4193/10891/2033/3065/5468/1387/9641/9063/5970/6095/10155	19
R-HSA-166166	MyD88-independent TLR4 cascade 	16/125	91/3951	1.3550111942437e-08	3.08265046690442e-07	1.60461851949912e-07	3725/5594/1432/5595/5599/9641/29110/148022/1385/5970/7189/6197/5602/5601/5515/4208	16
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	16/125	91/3951	1.3550111942437e-08	3.08265046690442e-07	1.60461851949912e-07	3725/5594/1432/5595/5599/9641/29110/148022/1385/5970/7189/6197/5602/5601/5515/4208	16
R-HSA-2262752	Cellular responses to stress	26/125	241/3951	1.57429885762924e-08	3.47299869198207e-07	1.80780730062688e-07	367/1869/3725/2908/7157/898/2932/4193/2033/5594/1432/5595/1026/1387/5599/6774/5970/6667/5052/2288/6197/5602/5601/1051/3091/7027	26
R-HSA-157118	Signaling by NOTCH	18/125	118/3951	1.6342893531719e-08	3.49930190914454e-07	1.82149896947952e-07	1869/1956/3725/4609/4088/6772/7157/55294/8850/2033/3065/9794/4851/1387/1385/207/3091/7027	18
R-HSA-194138	Signaling by VEGF	17/125	105/3951	1.6887462008031e-08	3.51259209767045e-07	1.82841693921539e-07	1499/1432/5580/6714/1398/5170/5295/5290/2534/207/5058/5062/5879/857/5747/387/10451	17
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	7/125	12/3951	1.86472728470443e-08	3.77089295351341e-07	1.96287082600467e-07	1869/983/3065/1874/5933/4605/7027	7
R-HSA-8953897	Cellular responses to external stimuli	26/125	244/3951	2.04653672654959e-08	4.02669928899487e-07	2.09602623487298e-07	367/1869/3725/2908/7157/898/2932/4193/2033/5594/1432/5595/1026/1387/5599/6774/5970/6667/5052/2288/6197/5602/5601/1051/3091/7027	26
R-HSA-1912408	Pre-NOTCH Transcription and Translation	9/125	25/3951	3.17394840421861e-08	6.08061694281881e-07	3.1651563033759e-07	1869/3725/7157/8850/2033/9794/4851/1387/7027	9
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	9/125	27/3951	6.90118073128768e-08	1.2882204031737e-06	6.70560071056293e-07	4609/4088/4089/3065/6667/1874/5933/4087/7027	9
R-HSA-1227986	Signaling by ERBB2	11/125	45/3951	8.33582531124081e-08	1.51712020664583e-06	7.89709766328077e-07	1956/2064/2066/5580/6714/5295/6464/5290/2534/207/387	11
R-HSA-2559580	Oxidative Stress Induced Senescence	11/125	46/3951	1.06647955497329e-07	1.89365150248915e-06	9.85706392273128e-07	1869/3725/7157/4193/5594/1432/5595/5599/5602/5601/7027	11
R-HSA-400253	Circadian Clock	12/125	57/3951	1.25133117236784e-07	2.16897403210426e-06	1.12902060664768e-06	2908/1453/10891/2033/1387/406/1385/6095/9575/8553/3091/4208	12
R-HSA-186763	Downstream signal transduction	9/125	29/3951	1.39767740391365e-07	2.31525359331886e-06	1.20516381375765e-06	6772/5155/5156/5159/6714/1398/5295/6774/5290	9
R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	7/125	15/3951	1.39932909486305e-07	2.31525359331886e-06	1.20516381375765e-06	1869/4149/4609/3065/1874/5933/7027	7
R-HSA-4090294	SUMOylation of intracellular receptors	9/125	30/3951	1.94386332070562e-07	3.14473888327487e-06	1.63693753322579e-06	367/2099/8856/2908/7341/7329/5468/9063/6095	9
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	10/125	39/3951	2.04742327183765e-07	3.2402698736909e-06	1.68666448023239e-06	4609/142/4088/4089/3065/6667/1874/5933/4087/7027	10
R-HSA-8848021	Signaling by PTK6	11/125	49/3951	2.14853021069897e-07	3.25860415289343e-06	1.69620806107813e-06	1956/2908/898/2064/2066/1398/6774/207/5879/387/3091	11
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	11/125	49/3951	2.14853021069897e-07	3.25860415289343e-06	1.69620806107813e-06	1956/2908/898/2064/2066/1398/6774/207/5879/387/3091	11
R-HSA-450294	MAP kinase activation	12/125	60/3951	2.28373866305516e-07	3.37830834241647e-06	1.75851793416705e-06	3725/5594/1432/5595/5599/1385/7189/6197/5602/5601/5515/4208	12
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	14/125	84/3951	2.35777870898834e-07	3.37830834241647e-06	1.75851793416705e-06	3725/5594/1432/5595/5599/148022/1385/5970/7189/6197/5602/5601/5515/4208	14
R-HSA-453279	Mitotic G1-G1/S phases	15/125	97/3951	2.36667205306648e-07	3.37830834241647e-06	1.75851793416705e-06	1869/4149/4609/898/983/3065/25/6714/1026/207/1874/5515/5933/4605/7027	15
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	7/125	16/3951	2.42268046973214e-07	3.39175265762499e-06	1.7655161317886e-06	2308/4088/4089/1026/857/4087/2309	7
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	13/125	72/3951	2.47660156555744e-07	3.40182252778456e-06	1.77075782244425e-06	25/5594/5595/5580/6714/1398/5295/5290/2534/5058/5879/5747/10451	13
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	14/125	85/3951	2.74789028655201e-07	3.63720750656339e-06	1.89328325963392e-06	3725/5594/1432/5595/5599/148022/1385/5970/7189/6197/5602/5601/5515/4208	14
R-HSA-975155	MyD88 dependent cascade initiated on endosome	14/125	85/3951	2.74789028655201e-07	3.63720750656339e-06	1.89328325963392e-06	3725/5594/1432/5595/5599/148022/1385/5970/7189/6197/5602/5601/5515/4208	14
R-HSA-9607240	FLT3 Signaling	22/125	208/3951	3.43307271648615e-07	4.46299453143199e-06	2.32313191341168e-06	1956/2253/2064/2066/2261/2264/5594/5595/5155/5156/5159/5979/6714/5170/5295/6464/5290/1843/2534/4296/5515/5747	22
R-HSA-389356	CD28 co-stimulation	9/125	32/3951	3.61196175682525e-07	4.61317220871715e-06	2.40130421506388e-06	6714/5170/5295/5290/2534/207/5058/5062/5879	9
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	8/125	24/3951	3.85843688380379e-07	4.84300353691234e-06	2.52093879885547e-06	2308/2908/4088/4089/10891/3065/4087/2309	8
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	16/125	115/3951	4.10347881863761e-07	5.0632755592681e-06	2.6355974571089e-06	3725/5594/1432/5595/5599/9641/29110/148022/1385/5970/7189/6197/5602/5601/5515/4208	16
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	14/125	89/3951	4.95763972957988e-07	6.01526953855692e-06	3.13114088183992e-06	3725/5594/1432/5595/5599/148022/1385/5970/7189/6197/5602/5601/5515/4208	14
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	8/125	25/3951	5.52480961010113e-07	6.59354327238299e-06	3.43215092258224e-06	2308/2932/4193/1026/5170/1385/207/2309	8
R-HSA-9018519	Estrogen-dependent gene expression	12/125	65/3951	5.74570983096014e-07	6.74657541441772e-06	3.51180906476341e-06	2099/2625/3725/4602/4609/8850/2033/3065/2066/1387/6667/2288	12
R-HSA-1912422	Pre-NOTCH Expression and Processing	9/125	34/3951	6.40183723613268e-07	7.39767858397554e-06	3.85072916459109e-06	1869/3725/7157/8850/2033/9794/4851/1387/7027	9
R-HSA-170834	Signaling by TGF-beta Receptor Complex	12/125	66/3951	6.83603184069822e-07	7.77598621879422e-06	4.04765043199237e-06	4609/142/4088/4089/3065/7048/6667/1874/5933/4087/387/7027	12
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	13/125	79/3951	7.63613859334534e-07	8.29717745664986e-06	4.31894720126367e-06	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	13/125	79/3951	7.63613859334534e-07	8.29717745664986e-06	4.31894720126367e-06	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-975871	MyD88 cascade initiated on plasma membrane	13/125	79/3951	7.63613859334534e-07	8.29717745664986e-06	4.31894720126367e-06	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-448424	Interleukin-17 signaling	12/125	68/3951	9.58200342760956e-07	1.02583801401467e-05	5.33981615160904e-06	3725/5594/1432/5595/5599/1385/7189/6197/5602/5601/5515/4208	12
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	9/125	36/3951	1.08908481000165e-06	1.14906339374087e-05	5.98124380778936e-06	1869/7157/898/983/2033/1026/1874/5933/7027	9
R-HSA-5688426	Deubiquitination	17/125	139/3951	1.13889257980186e-06	1.18444828299394e-05	6.16543351471686e-06	367/2099/2625/4609/4088/4089/7157/983/8850/4193/2033/7048/7189/5728/4087/387/3091	17
R-HSA-3700989	Transcriptional Regulation by TP53	23/125	242/3951	1.23971836352037e-06	1.27114784315891e-05	6.61673255548307e-06	1020/1869/3725/7157/898/983/4193/10971/2033/3065/1432/1026/1387/5170/5052/6794/207/1874/5515/5728/5933/6872/7027	23
R-HSA-5654741	Signaling by FGFR3	9/125	37/3951	1.40109850569967e-06	1.41666626687411e-05	7.37420266157722e-06	2253/2261/5594/5595/6714/5295/6464/5290/5515	9
R-HSA-5654743	Signaling by FGFR4	9/125	38/3951	1.78738677769992e-06	1.78248982762403e-05	9.27843172273932e-06	2253/2264/5594/5595/6714/5295/6464/5290/5515	9
R-HSA-5218920	VEGFR2 mediated vascular permeability	8/125	29/3951	1.97065762556926e-06	1.93560264672792e-05	1.0075433094593e-05	1499/5170/207/5058/5062/5879/857/10451	8
R-HSA-597592	Post-translational protein modification	35/125	496/3951	1.99409613330486e-06	1.93560264672792e-05	1.0075433094593e-05	367/2099/2625/4609/8856/2908/142/4088/4089/7341/7157/7329/983/1453/55294/8850/4193/10891/10987/2033/3065/5468/1387/7048/9641/9063/5970/6095/7189/5728/4087/10155/7704/387/3091	35
R-HSA-5684996	MAPK1/MAPK3 signaling	20/125	196/3951	2.24191219927451e-06	2.1387884703354e-05	1.11330805280617e-05	1956/2253/983/2064/2066/2261/2264/5594/5595/5155/5156/5159/5979/6714/6464/1843/2534/4296/5515/5747	20
R-HSA-5687128	MAPK6/MAPK4 signaling	9/125	39/3951	2.26218011285475e-06	2.1387884703354e-05	1.11330805280617e-05	2308/3725/4609/983/5058/5062/5879/2309/2118	9
R-HSA-109606	Intrinsic Pathway for Apoptosis	10/125	50/3951	2.46156487160466e-06	2.29746054683102e-05	1.1959019619132e-05	836/1869/7157/10971/5594/5595/5599/6774/207/7027	10
R-HSA-186712	Regulation of beta-cell development	8/125	30/3951	2.61657445956878e-06	2.41122304628616e-05	1.25511899459661e-05	2308/8850/2033/9794/4851/1387/207/3172	8
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	13/125	88/3951	2.7265672446281e-06	2.45054438776451e-05	1.27558701503069e-05	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	13/125	88/3951	2.7265672446281e-06	2.45054438776451e-05	1.27558701503069e-05	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-168898	Toll-like Receptor Cascades	16/125	134/3951	3.34796426602741e-06	2.97233900691214e-05	1.54719786363269e-05	3725/5594/1432/5595/5599/9641/29110/148022/1385/5970/7189/6197/5602/5601/5515/4208	16
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	13/125	90/3951	3.53641378964796e-06	3.03602611518484e-05	1.58034904781166e-05	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	13/125	90/3951	3.53641378964796e-06	3.03602611518484e-05	1.58034904781166e-05	3725/5594/1432/5595/5599/1385/5970/7189/6197/5602/5601/5515/4208	13
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	9/125	41/3951	3.54481071141087e-06	3.03602611518484e-05	1.58034904781166e-05	4609/55294/8850/2033/3065/9794/4851/1387/3091	9
R-HSA-69205	G1/S-Specific Transcription	7/125	23/3951	4.31399965006421e-06	3.65185086656598e-05	1.9009055985595e-05	1869/898/983/3065/1874/5933/7027	7
R-HSA-69206	G1/S Transition	12/125	79/3951	5.01114775235272e-06	4.19323628012963e-05	2.18271408450935e-05	1869/4149/4609/898/983/3065/1026/207/1874/5515/5933/7027	12
R-HSA-109581	Apoptosis	15/125	123/3951	5.33683428939949e-06	4.41501745759413e-05	2.29815830643997e-05	836/1499/1869/7157/10971/5594/5595/5580/5599/6774/148022/207/5062/5747/7027	15
R-HSA-5673001	RAF/MAP kinase cascade	19/125	190/3951	5.61755240432585e-06	4.59503162960586e-05	2.3918614613333e-05	1956/2253/2064/2066/2261/2264/5594/5595/5155/5156/5159/5979/6714/6464/1843/2534/4296/5515/5747	19
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	7/125	24/3951	5.931475634287e-06	4.6936024584358e-05	2.44317074181158e-05	5594/1432/5595/1385/6197/5515/4208	7
R-HSA-2559585	Oncogene Induced Senescence	7/125	24/3951	5.931475634287e-06	4.6936024584358e-05	2.44317074181158e-05	1869/7157/4193/5594/5595/6667/7027	7
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	7/125	24/3951	5.931475634287e-06	4.6936024584358e-05	2.44317074181158e-05	1956/5594/5595/1385/207/5747/2309	7
R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	5/125	10/3951	6.4963290845117e-06	5.08529846615539e-05	2.64706108706759e-05	2308/8850/2033/1387/2309	5
R-HSA-5357801	Programmed Cell Death	15/125	126/3951	7.22482039368676e-06	5.56526934807144e-05	2.89690133792036e-05	836/1499/1869/7157/10971/5594/5595/5580/5599/6774/148022/207/5062/5747/7027	15
R-HSA-388841	Costimulation by the CD28 family	10/125	56/3951	7.26237071520311e-06	5.56526934807144e-05	2.89690133792036e-05	6714/5170/5295/5290/2534/207/5058/5062/5879/5515	10
R-HSA-9006115	Signaling by NTRK2 (TRKB)	7/125	25/3951	8.02330689611687e-06	6.08434106288863e-05	3.16709482741456e-05	1020/6714/5295/6464/5290/2534/5879	7
R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	6/125	17/3951	8.27227389991669e-06	6.20846948364881e-05	3.23170765487793e-05	7157/983/2033/1874/5933/7027	6
R-HSA-186797	Signaling by PDGF	9/125	49/3951	1.67793393546362e-05	0.000124646520920154	6.48825152273794e-05	6772/5155/5156/5159/6714/1398/5295/6774/5290	9
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	6/125	19/3951	1.72133676985316e-05	0.000126579107924556	6.58884887982073e-05	4088/8850/2033/9794/4851/1387	6
R-HSA-9006936	Signaling by TGF-beta family members	12/125	89/3951	1.7744850904442e-05	0.000129182514584338	6.72436455326223e-05	4609/142/4088/4089/3065/7048/6667/1874/5933/4087/387/7027	12
R-HSA-190236	Signaling by FGFR	10/125	62/3951	1.86657737769977e-05	0.000134541418907468	7.0033127250851e-05	2253/2261/2264/5594/5595/6714/5295/6464/5290/5515	10
R-HSA-114604	GPVI-mediated activation cascade	7/125	29/3951	2.34391815488416e-05	0.000165667224927735	8.62351084065709e-05	5170/5295/5290/2534/5879/387/10451	7
R-HSA-8939902	Regulation of RUNX2 expression and activity	7/125	29/3951	2.34391815488416e-05	0.000165667224927735	8.62351084065709e-05	2099/2908/6772/55294/2932/10891/2101	7
R-HSA-5621575	CD209 (DC-SIGN) signaling	6/125	20/3951	2.3957634952467e-05	0.000167703444667269	8.72950261425923e-05	2033/1387/5970/2534/5058/5062	6
R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	5/125	13/3951	3.07264288316315e-05	0.000211026794239884	0.000109846220252109	8850/2033/9794/4851/1387	5
R-HSA-8941856	RUNX3 regulates NOTCH signaling	5/125	13/3951	3.07264288316315e-05	0.000211026794239884	0.000109846220252109	8850/2033/9794/4851/1387	5
R-HSA-74751	Insulin receptor signalling cascade	9/125	53/3951	3.25205898287285e-05	0.000220272395259604	0.000114658852361853	2253/2261/2264/5594/5595/5170/5295/6464/5290	9
R-HSA-198753	ERK/MAPK targets	6/125	21/3951	3.2677772923128e-05	0.000220272395259604	0.000114658852361853	5594/1432/5595/6197/5515/4208	6
R-HSA-76002	Platelet activation, signaling and aggregation	17/125	178/3951	3.37955856232075e-05	0.000225717305813716	0.000117493103084063	5594/1432/5595/5155/5580/6714/1398/5170/5295/6464/5290/2534/207/5879/5747/387/10451	17
R-HSA-74752	Signaling by Insulin receptor	9/125	54/3951	3.79946539193125e-05	0.000244796454370201	0.00012742441233845	2253/2261/2264/5594/5595/5170/5295/6464/5290	9
R-HSA-1433557	Signaling by SCF-KIT	8/125	42/3951	3.83335107118171e-05	0.000244796454370201	0.00012742441233845	6772/6714/5295/6774/2241/5290/2534/5879	8
R-HSA-5654736	Signaling by FGFR1	8/125	42/3951	3.83335107118171e-05	0.000244796454370201	0.00012742441233845	2253/5594/5595/6714/5295/6464/5290/5515	8
R-HSA-69231	Cyclin D associated events in G1	8/125	42/3951	3.83335107118171e-05	0.000244796454370201	0.00012742441233845	1869/25/6714/1026/1874/5515/5933/7027	8
R-HSA-69236	G1 Phase	8/125	42/3951	3.83335107118171e-05	0.000244796454370201	0.00012742441233845	1869/25/6714/1026/1874/5515/5933/7027	8
R-HSA-1640170	Cell Cycle	25/125	339/3951	3.9758839733971e-05	0.000251690741968094	0.000131013110336197	1869/4149/4609/7341/7157/7329/898/983/1453/2932/4193/10971/2033/3065/25/5594/5595/6714/1026/207/1874/5515/5933/4605/7027	25
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	6/125	22/3951	4.37763950912259e-05	0.000274734617469073	0.000143008187230865	6772/8850/2033/9794/4851/1387	6
R-HSA-109582	Hemostasis	27/125	385/3951	4.533491950713e-05	0.00028208394359992	0.000146833747391514	1020/2625/4602/7157/3065/25/5594/1432/5595/5155/5580/6714/1398/5170/5295/6464/5290/2534/207/5879/857/5515/5747/387/10451/3660/2624	27
R-HSA-69202	Cyclin E associated events during G1/S transition 	8/125	43/3951	4.5859286982308e-05	0.000282928482399324	0.00014727335694586	1869/4149/4609/898/1026/207/1874/7027	8
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	5/125	14/3951	4.65906601763851e-05	0.000285025215196709	0.00014836477367093	6772/5295/6774/5290/1523	5
R-HSA-195258	RHO GTPase Effectors	17/125	185/3951	5.56376986610655e-05	0.000337535371877131	0.000175697995771786	367/1499/1855/10971/25/5594/1432/5595/5580/6714/5170/5058/5062/5879/5515/5747/387	17
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	8/125	45/3951	6.46384822997322e-05	0.000385711599296763	0.000200775268575527	1869/4149/4609/898/1026/207/1874/7027	8
R-HSA-9013694	Signaling by NOTCH4	8/125	45/3951	6.46384822997322e-05	0.000385711599296763	0.000200775268575527	4088/55294/8850/2033/9794/4851/1387/207	8
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	5/125	15/3951	6.81236242251772e-05	0.000403203239316496	0.000209880228678338	5170/5295/6464/5290/2534	5
R-HSA-187687	Signalling to ERKs	7/125	34/3951	7.08061789081654e-05	0.000414426168685269	0.000215722123664975	5594/1432/5595/4914/6714/1398/6464	7
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	12/125	102/3951	7.11583394033772e-05	0.000414426168685269	0.000215722123664975	2308/2625/4609/6772/7157/1026/5295/6774/6095/207/2309/3091	12
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	8/125	46/3951	7.61938700223579e-05	0.000440231249018068	0.000229154496307843	3725/5594/5595/1026/6774/5970/6197/1051	8
