ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	8/37	82/3250	2.48107893861216e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	6/37	37/3250	2.5699036279981e-06	4.86302786015704e-05	3.75690979655099e-05	5594/6195/6196/6197/6774/1051	6
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	8/37	83/3250	2.72361753146341e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	8/37	83/3250	2.72361753146341e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-975155	MyD88 dependent cascade initiated on endosome	8/37	83/3250	2.72361753146341e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-9006931	Signaling by Nuclear Receptors	10/37	145/3250	2.83547853940583e-06	4.86302786015704e-05	3.75690979655099e-05	1956/5594/7391/1386/2002/6720/6722/5451/2494/3169	10
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	8/37	84/3250	2.98606973869292e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	8/37	84/3250	2.98606973869292e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	8/37	84/3250	2.98606973869292e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	8/37	84/3250	2.98606973869292e-06	4.86302786015704e-05	3.75690979655099e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-437239	Recycling pathway of L1	6/37	39/3250	3.54761558783742e-06	5.09590578754949e-05	3.93681856778985e-05	5594/6195/6196/6197/8986/9252	6
R-HSA-166166	MyD88-independent TLR4 cascade 	8/37	86/3250	3.57607423687683e-06	5.09590578754949e-05	3.93681856778985e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	8/37	86/3250	3.57607423687683e-06	5.09590578754949e-05	3.93681856778985e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	8/37	87/3250	3.90647534223501e-06	5.22885815368346e-05	4.03953030647753e-05	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-8939211	ESR-mediated signaling	9/37	117/3250	3.97515532151375e-06	5.22885815368346e-05	4.03953030647753e-05	1956/5594/7391/1386/2002/6722/5451/2494/3169	9
R-HSA-8878166	Transcriptional regulation by RUNX2	7/37	62/3250	4.28172237036883e-06	5.42351500246719e-05	4.18991155930829e-05	983/2932/5594/10413/4089/7291/4086	7
R-HSA-166520	Signaling by NTRKs	8/37	91/3250	5.50065700907962e-06	6.71865963251867e-05	5.19046958375558e-05	5594/9261/6195/6196/6197/9252/6774/2002	8
R-HSA-1266738	Developmental Biology	16/37	448/3250	1.03882220345676e-05	0.000122509377097314	9.46440555599443e-05	1050/1956/2932/5594/5371/6195/6196/6197/8986/9252/4088/6774/1051/4089/6720/2494	16
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	8/37	106/3250	1.72845313153899e-05	0.000195669049597986	0.000151163223912264	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-400253	Circadian Clock	6/37	51/3250	1.77360834430923e-05	0.000195669049597986	0.000151163223912264	406/6095/23411/9575/1386/6720	6
R-HSA-373760	L1CAM interactions	7/37	78/3250	2.0173943809396e-05	0.00021560902446292	0.000166567759742052	1956/5594/6195/6196/6197/8986/9252	7
R-HSA-168898	Toll-like Receptor Cascades	8/37	124/3250	5.45089456087919e-05	0.000564910890854752	0.000436419309339929	5594/9261/6195/6196/6197/9252/1386/2002	8
R-HSA-2559583	Cellular Senescence	7/37	93/3250	6.39567764451703e-05	0.000643329927772007	0.000497001575471757	5594/9261/6195/6196/6197/6774/1051	7
R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	4/37	24/3250	0.000128475173592093	0.00122051414912488	0.000942902589813313	5594/6195/6196/6197	4
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	4/37	24/3250	0.000128475173592093	0.00122051414912488	0.000942902589813313	1956/5594/2002/6722	4
R-HSA-8941326	RUNX2 regulates bone development	4/37	25/3250	0.000151705051239376	0.00140224668983423	0.00108329922791133	5594/10413/4089/4086	4
R-HSA-9616222	Transcriptional regulation of granulopoiesis	4/37	28/3250	0.00023961610779016	0.00215654497011144	0.00166602889349945	1050/5371/6774/1051	4
R-HSA-9614085	FOXO-mediated transcription	5/37	54/3250	0.000305381211458575	0.0026779583158675	0.00206884437452368	23411/4088/4089/6720/604	5
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	4/37	30/3250	0.000315533538972358	0.00269781175821366	0.00208418206005426	2932/5594/9261/23411	4
R-HSA-2262752	Cellular responses to stress	9/37	206/3250	0.000362940166480685	0.00302745212039986	0.00233884420504883	2932/5594/9261/6195/6196/6197/23411/6774/1051	9
R-HSA-8953897	Cellular responses to external stimuli	9/37	209/3250	0.000404490154452576	0.00329370554339954	0.00254453706184452	2932/5594/9261/6195/6196/6197/23411/6774/1051	9
R-HSA-9018519	Estrogen-dependent gene expression	5/37	59/3250	0.000463879885175252	0.00368946327278921	0.00285027787463864	7391/1386/5451/2494/3169	5
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	6/37	94/3250	0.000561885941193489	0.00436738617927666	0.00337400409664033	6095/6774/7291/604/5451/3726	6
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3/37	22/3250	0.00180283329195938	0.0137015330188913	0.0105850562872937	4088/4089/6720	3
R-HSA-1989781	PPARA activates gene expression	4/37	50/3250	0.00225338797708314	0.0157277283298456	0.0121503841514043	406/6095/9575/6720	4
R-HSA-3371556	Cellular response to heat stress	4/37	50/3250	0.00225338797708314	0.0157277283298456	0.0121503841514043	2932/5594/9261/23411	4
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	4/37	50/3250	0.00225338797708314	0.0157277283298456	0.0121503841514043	406/6095/9575/6720	4
R-HSA-8878159	Transcriptional regulation by RUNX3	4/37	50/3250	0.00225338797708314	0.0157277283298456	0.0121503841514043	4088/10413/4089/7003	4
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	10/37	325/3250	0.00258004507576542	0.0176362878312478	0.0136248330121366	1956/5594/9261/6195/6196/6197/9252/6774/10413/2002	10
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3/37	25/3250	0.00262997274676502	0.0176362878312478	0.0136248330121366	4088/4089/3726	3
R-HSA-9009391	Extra-nuclear estrogen signaling	4/37	63/3250	0.00524448741013363	0.0344925902743404	0.0266470919016911	1956/5594/2002/6722	4
R-HSA-450341	Activation of the AP-1 family of transcription factors	2/37	10/3250	0.00535912452068456	0.0345815204919645	0.0267157945321117	5594/1386	2
R-HSA-1502540	Signaling by Activin	2/37	11/3250	0.00650324291876747	0.0406234828730133	0.0313834847680097	4088/4089	2
R-HSA-438064	Post NMDA receptor activation events	4/37	67/3250	0.00653301625150799	0.0406234828730133	0.0313834847680097	5594/6195/6196/6197	4
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3/37	36/3250	0.00749141026537883	0.0456875071385548	0.0352956734126724	4088/4089/3726	3
R-HSA-1368082	RORA activates gene expression	2/37	12/3250	0.00774817372525199	0.0456875071385548	0.0352956734126724	6095/6720	2
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	2/37	12/3250	0.00774817372525199	0.0456875071385548	0.0352956734126724	10413/7003	2
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	4/37	71/3250	0.00801745221446405	0.0464740450397747	0.0359033096490719	5594/6195/6196/6197	4
