ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-8878159	Transcriptional regulation by RUNX3	8/53	50/3250	9.21881984290612e-07	4.45855650584187e-05	3.0523556609048e-05	6714/1499/4609/4851/4088/7157/51176/6932	8
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	6/53	23/3250	1.15025238759161e-06	5.09945225165615e-05	3.49111689567279e-05	208/207/10000/1147/2308/4303	6
R-HSA-1266738	Developmental Biology	21/53	448/3250	2.3839327706678e-06	9.75578641534825e-05	6.67887237774138e-05	208/5566/6714/207/10000/1499/3725/4609/4851/6195/6196/8986/9252/4088/51176/4208/7471/2308/2624/4654/7528	21
R-HSA-9018519	Estrogen-dependent gene expression	8/53	59/3250	3.40315213565083e-06	0.000129319781154732	8.85331307470067e-05	2099/3725/10524/4609/6667/2353/7528/3169	8
R-HSA-4086400	PCP/CE pathway	7/53	43/3250	4.19437680063734e-06	0.000148760563862604	0.000101842412141791	1855/8321/7976/8323/8325/6259/7471	7
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	6/53	30/3250	6.19916115139974e-06	0.000206122108284041	0.000141112484104231	3725/6195/6196/9252/4208/2353	6
R-HSA-1643685	Disease	20/53	457/3250	1.36567300240579e-05	0.000383007490436476	0.000262209322696915	208/5566/6714/207/10000/1499/2099/55294/3725/4609/4791/4851/4088/1147/8323/8325/2308/4303/6772/2100	20
R-HSA-2219528	PI3K/AKT Signaling in Cancer	9/53	93/3250	1.36788389441599e-05	0.000383007490436476	0.000262209322696915	208/6714/207/10000/2099/1147/2308/4303/2100	9
R-HSA-2559583	Cellular Senescence	9/53	93/3250	1.36788389441599e-05	0.000383007490436476	0.000262209322696915	472/3725/10524/5925/6195/6196/6667/7157/2353	9
R-HSA-9614085	FOXO-mediated transcription	7/53	54/3250	2.0085879602423e-05	0.000534284397424451	0.000365774439075703	208/207/10000/4088/2308/4303/4801	7
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	5/53	23/3250	2.56466382088224e-05	0.000571652110297454	0.000391356608949187	1499/10524/4609/51176/6932	5
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	8/53	77/3250	2.57888170059002e-05	0.000571652110297454	0.000391356608949187	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	8/53	77/3250	2.57888170059002e-05	0.000571652110297454	0.000391356608949187	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-975871	MyD88 cascade initiated on plasma membrane	8/53	77/3250	2.57888170059002e-05	0.000571652110297454	0.000391356608949187	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-450294	MAP kinase activation	7/53	59/3250	3.6342647757106e-05	0.000765919782073105	0.000524353471700226	3725/6195/6196/9252/1147/4208/2353	7
R-HSA-198323	AKT phosphorylates targets in the cytosol	4/53	13/3250	4.04532612504145e-05	0.000765919782073105	0.000524353471700226	208/207/10000/1147	4
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	8/53	82/3250	4.10332841341326e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	8/53	83/3250	4.48455368570893e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	8/53	83/3250	4.48455368570893e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-975155	MyD88 dependent cascade initiated on endosome	8/53	83/3250	4.48455368570893e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	8/53	84/3250	4.89497605084315e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	8/53	84/3250	4.89497605084315e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	8/53	84/3250	4.89497605084315e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	8/53	84/3250	4.89497605084315e-05	0.000765919782073105	0.000524353471700226	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-210745	Regulation of gene expression in beta cells	4/53	14/3250	5.59522296395895e-05	0.000835453779565893	0.000571956881143251	208/207/10000/2308	4
R-HSA-166166	MyD88-independent TLR4 cascade 	8/53	86/3250	5.81048681277031e-05	0.000835453779565893	0.000571956881143251	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	8/53	86/3250	5.81048681277031e-05	0.000835453779565893	0.000571956881143251	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	8/53	87/3250	6.31929946303833e-05	0.000884701924825366	0.000605672469310599	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-6804757	Regulation of TP53 Degradation	5/53	28/3250	7.04120672932991e-05	0.000937705546516661	0.000641959080124189	208/207/10000/472/7157	5
R-HSA-4086398	Ca2+ pathway	6/53	45/3250	7.05041764298242e-05	0.000937705546516661	0.000641959080124189	55970/1499/7976/8323/51176/6932	6
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	4/53	15/3250	7.53794959500797e-05	0.000978094923059571	0.000669609899838962	208/55970/207/10000	4
R-HSA-448424	Interleukin-17 signaling	7/53	67/3250	8.38079962855722e-05	0.000993481189762767	0.000680143434226192	3725/6195/6196/9252/1147/4208/2353	7
R-HSA-114452	Activation of BH3-only proteins	5/53	29/3250	8.4035063043843e-05	0.000993481189762767	0.000680143434226192	208/207/10000/7157/8626	5
R-HSA-186712	Regulation of beta-cell development	5/53	29/3250	8.4035063043843e-05	0.000993481189762767	0.000680143434226192	208/207/10000/4851/2308	5
R-HSA-6806003	Regulation of TP53 Expression and Degradation	5/53	29/3250	8.4035063043843e-05	0.000993481189762767	0.000680143434226192	208/207/10000/472/7157	5
R-HSA-1257604	PIP3 activates AKT signaling	11/53	176/3250	8.91959162546353e-05	0.00103157016190143	0.000706219382702604	208/6714/207/10000/2099/3725/7157/1147/2308/4303/2100	11
R-HSA-9006925	Intracellular signaling by second messengers	12/53	213/3250	0.00011163968346257	0.00126366620429973	0.000865113784502784	208/5566/6714/207/10000/2099/3725/7157/1147/2308/4303/2100	12
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	4/53	17/3250	0.00012828515310854	0.00142182711361966	0.000973391731920066	208/207/10000/7157	4
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	5/53	32/3250	0.000137309439704908	0.00149078820251043	0.00102060292455205	208/207/1499/51176/6932	5
R-HSA-157118	Signaling by NOTCH	8/53	102/3250	0.000196537718582262	0.00209116132571526	0.001431622118515	207/55294/3725/4609/4851/4088/7157/6772	8
R-HSA-449147	Signaling by Interleukins	15/53	342/3250	0.000234348838796296	0.0024445800439143	0.00167357478273516	5566/207/3725/4609/4791/6195/6196/9252/4088/7157/1147/4208/2308/6772/2353	15
R-HSA-69202	Cyclin E associated events during G1/S transition 	5/53	36/3250	0.000244650754142636	0.00250296540776697	0.00171354576788162	208/207/10000/4609/5925	5
R-HSA-389513	CTLA4 inhibitory signaling	4/53	20/3250	0.000251838738223349	0.00252789073084569	0.00173060979990623	208/6714/207/10000	4
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	8/53	106/3250	0.000257066603268393	0.00253258209145899	0.0017338215347147	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-198753	ERK/MAPK targets	4/53	21/3250	0.000307354087156452	0.00291986382798629	0.00199895703301	6195/6196/9252/4208	4
R-HSA-397795	G-protein beta:gamma signalling	4/53	21/3250	0.000307354087156452	0.00291986382798629	0.00199895703301	208/55970/207/10000	4
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	5/53	38/3250	0.000317784788902347	0.00296599136308857	0.00203053623195221	208/207/10000/4609/5925	5
R-HSA-437239	Recycling pathway of L1	5/53	39/3250	0.000360041416998148	0.00330244885936232	0.00226087713759272	6714/6195/6196/8986/9252	5
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	3/53	10/3250	0.000453444910927161	0.00405373830023803	0.0027752145862334	208/207/10000	3
R-HSA-5628897	TP53 Regulates Metabolic Genes	5/53	41/3250	0.000457188530102034	0.00405373830023803	0.0027752145862334	208/207/10000/7157/8626	5
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	4/53	24/3250	0.00052624985458658	0.00444388766095334	0.00304231327797755	6195/6196/9252/4208	4
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	4/53	24/3250	0.00052624985458658	0.00444388766095334	0.00304231327797755	472/10524/5925/7157	4
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	4/53	24/3250	0.00052624985458658	0.00444388766095334	0.00304231327797755	208/207/10000/2353	4
R-HSA-5218920	VEGFR2 mediated vascular permeability	4/53	26/3250	0.000722718666729771	0.00600759891719122	0.00411283978106087	208/207/10000/1499	4
R-HSA-168898	Toll-like Receptor Cascades	8/53	124/3250	0.000748747098569755	0.00612820702214015	0.00419540884380786	3725/4791/6195/6196/9252/1147/4208/2353	8
R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	3/53	12/3250	0.000812301887031324	0.00654764551364643	0.00448255905762102	472/7157/8626	3
R-HSA-5621481	C-type lectin receptors (CLRs)	6/53	70/3250	0.000830632242314094	0.00659546795389699	0.00451529859922509	5566/6714/4791/9252/1147/5971	6
R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs	3/53	13/3250	0.0010438564747656	0.00812603477270878	0.00556313421321179	208/207/10000	3
R-HSA-109606	Intrinsic Pathway for Apoptosis	5/53	49/3250	0.00105394060021975	0.00812603477270878	0.00556313421321179	208/207/10000/7157/8626	5
R-HSA-389356	CD28 co-stimulation	4/53	29/3250	0.00110733889976041	0.00829724358693719	0.0056803448379111	208/6714/207/10000	4
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	4/53	29/3250	0.00110733889976041	0.00829724358693719	0.0056803448379111	1499/1855/8321/7471	4
R-HSA-5633007	Regulation of TP53 Activity	7/53	105/3250	0.00136215215194345	0.010064790900471	0.00689041878029874	208/207/10000/472/10524/7157/8626	7
R-HSA-373080	Class B/2 (Secretin family receptors)	6/53	78/3250	0.00147260931862386	0.0106190947574948	0.00726989866658728	55970/8321/7976/8323/8325/7471	6
R-HSA-2262752	Cellular responses to stress	10/53	206/3250	0.00147709212792221	0.0106190947574948	0.00726989866658728	367/472/3725/10524/5925/6195/6196/6667/7157/2353	10
R-HSA-5687128	MAPK6/MAPK4 signaling	4/53	32/3250	0.00161697476138224	0.0109279618864923	0.00748135103428241	5566/3725/4609/2308	4
R-HSA-111447	Activation of BAD and translocation to mitochondria 	3/53	15/3250	0.00162276125758062	0.0109279618864923	0.00748135103428241	208/207/10000	3
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	3/53	15/3250	0.00162276125758062	0.0109279618864923	0.00748135103428241	4791/1147/5971	3
R-HSA-9614657	FOXO-mediated transcription of cell death genes	3/53	15/3250	0.00162276125758062	0.0109279618864923	0.00748135103428241	2308/4303/4801	3
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	3/53	15/3250	0.00162276125758062	0.0109279618864923	0.00748135103428241	4088/2308/4303	3
R-HSA-8953897	Cellular responses to external stimuli	10/53	209/3250	0.0016492904108922	0.0109677812324332	0.00750861160748293	367/472/3725/10524/5925/6195/6196/6667/7157/2353	10
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	3/53	16/3250	0.00197433022042403	0.0129672058921677	0.00887743023088648	4791/1147/5971	3
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	4/53	34/3250	0.00203567392239446	0.0132070552038274	0.00904163256930015	1499/4791/5591/1147	4
R-HSA-4420097	VEGFA-VEGFR2 Pathway	6/53	84/3250	0.00216246513474748	0.0138606198998272	0.0094890670465774	208/5566/6714/207/10000/1499	6
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	4/53	35/3250	0.00227081999634768	0.0143818599768686	0.00984591126235961	472/3725/7157/2353	4
R-HSA-453279	Mitotic G1-G1/S phases	6/53	87/3250	0.00258785584824439	0.0161969330737178	0.0110885216531586	208/6714/207/10000/4609/5925	6
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	4/53	37/3250	0.00279617460688632	0.0168046423989429	0.011504563256894	3725/6195/6196/2353	4
R-HSA-4608870	Asymmetric localization of PCP proteins	3/53	18/3250	0.00281130295771789	0.0168046423989429	0.011504563256894	8321/7976/8325	3
R-HSA-5621575	CD209 (DC-SIGN) signaling	3/53	18/3250	0.00281130295771789	0.0168046423989429	0.011504563256894	5566/9252/5971	3
R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	3/53	18/3250	0.00281130295771789	0.0168046423989429	0.011504563256894	472/7157/8626	3
R-HSA-6807070	PTEN Regulation	5/53	62/3250	0.00304704557577551	0.01787827446884	0.0122395784848014	208/207/10000/3725/7157	5
R-HSA-9013694	Signaling by NOTCH4	4/53	38/3250	0.00308774987959031	0.01787827446884	0.0122395784848014	207/55294/4851/4088	4
R-HSA-5688426	Deubiquitination	7/53	121/3250	0.00309173167506256	0.01787827446884	0.0122395784848014	367/2099/4609/4088/7157/4303/7528	7
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	3/53	19/3250	0.00330018654814001	0.0188784864904353	0.0129243298885845	6714/367/5925	3
R-HSA-194138	Signaling by VEGF	6/53	92/3250	0.00343345337836232	0.0194318850775399	0.0133031900214262	208/5566/6714/207/10000/1499	6
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	6/53	94/3250	0.00382399262709338	0.0212696386311307	0.0145613275947195	207/4609/7157/2308/6772/2353	6
R-HSA-389357	CD28 dependent PI3K/Akt signaling	3/53	20/3250	0.00383813027930177	0.0212696386311307	0.0145613275947195	208/207/10000	3
R-HSA-69206	G1/S Transition	5/53	69/3250	0.00485524400079331	0.0264275057495264	0.0180924356733995	208/207/10000/4609/5925	5
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	12/53	325/3250	0.00496646521139784	0.0264275057495264	0.0180924356733995	208/5566/6714/207/10000/1499/2099/6195/6196/9252/4208/6772	12
R-HSA-2559585	Oncogene Induced Senescence	3/53	22/3250	0.00506692779408212	0.0264275057495264	0.0180924356733995	5925/6667/7157	3
R-HSA-392518	Signal amplification	3/53	22/3250	0.00506692779408212	0.0264275057495264	0.0180924356733995	2770/55970/6714	3
R-HSA-8948751	Regulation of PTEN stability and activity	3/53	22/3250	0.00506692779408212	0.0264275057495264	0.0180924356733995	208/207/10000	3
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3/53	22/3250	0.00506692779408212	0.0264275057495264	0.0180924356733995	4088/2308/4303	3
R-HSA-1227986	Signaling by ERBB2	4/53	44/3250	0.00528342137243049	0.0272891278653691	0.0186823075611747	208/6714/207/10000	4
R-HSA-199418	Negative regulation of the PI3K/AKT network	6/53	102/3250	0.00572433426653242	0.0289106155353849	0.0197923881583759	208/6714/207/10000/2099/2100	6
R-HSA-1912408	Pre-NOTCH Transcription and Translation	3/53	23/3250	0.00576038580216316	0.0289106155353849	0.0197923881583759	3725/4851/7157	3
R-HSA-9007101	Rab regulation of trafficking	3/53	23/3250	0.00576038580216316	0.0289106155353849	0.0197923881583759	208/207/10000	3
R-HSA-69242	S Phase	5/53	73/3250	0.00617772744288261	0.0302628441069538	0.020718132293245	208/207/10000/4609/5925	5
R-HSA-390466	Chaperonin-mediated protein folding	4/53	46/3250	0.00620046993920669	0.0302628441069538	0.020718132293245	2770/55970/55294/7157	4
R-HSA-391251	Protein folding	4/53	46/3250	0.00620046993920669	0.0302628441069538	0.020718132293245	2770/55970/55294/7157	4
R-HSA-8863795	Downregulation of ERBB2 signaling	3/53	24/3250	0.0065081195089598	0.0313663708120995	0.021473613575359	208/207/10000	3
R-HSA-187037	Signaling by NTRK1 (TRKA)	5/53	74/3250	0.00654448714312603	0.0313663708120995	0.021473613575359	6714/6195/6196/9252/4208	5
R-HSA-388841	Costimulation by the CD28 family	4/53	47/3250	0.00669642097349062	0.0318079996240805	0.0217759554213135	208/6714/207/10000	4
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3/53	25/3250	0.00731118626862373	0.0335306128871364	0.022955267231795	4609/4088/6667	3
R-HSA-525793	Myogenesis	3/53	25/3250	0.00731118626862373	0.0335306128871364	0.022955267231795	1499/4208/4654	3
R-HSA-8939902	Regulation of RUNX2 expression and activity	3/53	25/3250	0.00731118626862373	0.0335306128871364	0.022955267231795	2099/55294/6772	3
R-HSA-8941326	RUNX2 regulates bone development	3/53	25/3250	0.00731118626862373	0.0335306128871364	0.022955267231795	6714/367/5925	3
R-HSA-3700989	Transcriptional Regulation by TP53	9/53	217/3250	0.00747813054751162	0.0337915414303654	0.0231339005439383	208/207/10000/472/3725/10524/7157/8626/2353	9
R-HSA-1640170	Cell Cycle	11/53	299/3250	0.0074951163322991	0.0337915414303654	0.0231339005439383	208/5566/6714/207/10000/472/10524/4609/5347/5925/7157	11
R-HSA-373760	L1CAM interactions	5/53	78/3250	0.00816566080514788	0.0365053071288964	0.0249917615089002	6714/6195/6196/8986/9252	5
R-HSA-109581	Apoptosis	6/53	111/3250	0.00860557684953726	0.0381513906996152	0.0261186806135078	208/207/10000/1499/7157/8626	6
R-HSA-5689880	Ub-specific processing proteases	5/53	80/3250	0.00907309307436874	0.0396256818918035	0.0271279895816463	367/4609/4088/7157/4303	5
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	3/53	27/3250	0.00908709246390983	0.0396256818918035	0.0271279895816463	2099/4609/7528	3
R-HSA-5357801	Programmed Cell Death	6/53	113/3250	0.00936660947421575	0.0405124897583966	0.0277351037918584	208/207/10000/1499/7157/8626	6
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	6/53	114/3250	0.00976477286199722	0.0418940255046977	0.0286809118017915	2770/55970/5566/6714/6195/6196	6
R-HSA-9616222	Transcriptional regulation of granulopoiesis	3/53	28/3250	0.0100616003344224	0.0428221710233017	0.0293163260270328	4609/51176/2624	3
R-HSA-5607764	CLEC7A (Dectin-1) signaling	4/53	53/3250	0.0102308481166357	0.0431969142702396	0.0295728775969587	6714/4791/1147/5971	4
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	2/53	10/3250	0.010800380910456	0.0448890831590826	0.0307313469985013	55294/7157	2
R-HSA-450341	Activation of the AP-1 family of transcription factors	2/53	10/3250	0.010800380910456	0.0448890831590826	0.0307313469985013	3725/2353	2
R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	3/53	29/3250	0.0110947843461142	0.0457552346676956	0.031324319736887	472/10524/5591	3
R-HSA-1912422	Pre-NOTCH Expression and Processing	3/53	30/3250	0.0121872742391904	0.0494933579790024	0.0338834623283237	3725/4851/7157	3
R-HSA-4791275	Signaling by WNT in cancer	3/53	30/3250	0.0121872742391904	0.0494933579790024	0.0338834623283237	1499/8323/8325	3
