ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-9018519	Estrogen-dependent gene expression	6/43	65/3951	5.93874384217428e-05	0.000552176821070247	0.000363107966162056	1387/2033/7391/1386/5451/3169	6
R-HSA-373760	L1CAM interactions	7/43	96/3951	6.32464256639986e-05	0.000575806000315987	0.000378646364172623	1956/5594/6195/6196/6197/8986/9252	7
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	4/43	24/3951	0.000110385885681143	0.00098446187842162	0.000647375870911965	1385/1956/5594/2002	4
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	13/43	386/3951	0.000143845383290391	0.00125720864995802	0.000826732413437406	1385/1956/5594/9261/5566/6195/6196/6197/9252/6772/6774/10413/2002	13
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	5/43	49/3951	0.000160923718588276	0.00137889539260934	0.000906752841580997	1050/1387/2033/1051/6720	5
R-HSA-8941326	RUNX2 regulates bone development	4/43	27/3951	0.000178036587797144	0.00149619209360292	0.000983886406247376	5594/10413/4089/4086	4
R-HSA-157118	Signaling by NOTCH	7/43	118/3951	0.000234163479652752	0.00193074416241986	0.00126964508332078	1385/1387/1956/2033/4088/6772/7157	7
R-HSA-3371556	Cellular response to heat stress	5/43	55/3951	0.000279737877595352	0.00226380467609572	0.00148866355913316	1387/2033/2932/5594/9261	5
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	7/43	124/3951	0.000318481368578204	0.00253047923761227	0.00166402705496363	1385/5594/5562/5566/6195/6196/6197	7
R-HSA-3214847	HATs acetylate histones	4/43	36/3951	0.00055651390901863	0.00434279604002038	0.00285579505943771	1387/2033/9575/1386	4
R-HSA-556833	Metabolism of lipids	8/43	184/3951	0.000676941277987583	0.00518988313123813	0.00341283414387092	406/1387/2033/9261/5566/6095/9575/6720	8
R-HSA-5663202	Diseases of signal transduction	10/43	285/3951	0.000735589239052181	0.00554228443906557	0.00364457100292641	1385/1387/1956/2033/2932/5594/4088/6772/6774/4089	10
R-HSA-3700989	Transcriptional Regulation by TP53	9/43	242/3951	0.000937758562528287	0.00694577104787901	0.00456749487190406	1387/2033/5371/5562/6794/6872/1386/7157/604	9
R-HSA-112315	Transmission across Chemical Synapses	7/43	149/3951	0.000968760735483521	0.00705580735677165	0.00463985404889476	1385/5594/5562/5566/6195/6196/6197	7
R-HSA-9012852	Signaling by NOTCH3	4/43	42/3951	0.00100852754227553	0.00714985219833601	0.00470169733866248	1387/1956/2033/6772	4
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	3/43	19/3951	0.00103075672424524	0.00714985219833601	0.00470169733866248	2033/5371/7157	3
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	3/43	19/3951	0.00103075672424524	0.00714985219833601	0.00470169733866248	1387/2033/4088	3
R-HSA-5633007	Regulation of TP53 Activity	6/43	114/3951	0.00128956450414453	0.00880530762986185	0.00579031430314895	2033/5371/5562/6794/6872/7157	6
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	3/43	21/3951	0.00139345696503873	0.0093683183649527	0.00616054658227649	406/1387/9575	3
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	3/43	22/3951	0.00160128651973032	0.010602457713972	0.00697210877011766	1387/2033/6772	3
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3/43	24/3951	0.00207288383665212	0.0133213270090732	0.0087600199288859	4088/4089/6720	3
R-HSA-982772	Growth hormone receptor signaling	3/43	24/3951	0.00207288383665212	0.0133213270090732	0.0087600199288859	5594/6772/6774	3
R-HSA-877300	Interferon gamma signaling	4/43	52/3951	0.00225428126432421	0.0142771146740534	0.00938853981938231	5371/6772/3659/3660	4
R-HSA-1912408	Pre-NOTCH Transcription and Translation	3/43	25/3951	0.00233777131270685	0.0145943723378985	0.00959716644163866	1387/2033/7157	3
R-HSA-9006925	Intracellular signaling by second messengers	8/43	230/3951	0.00286849366799559	0.0176553765199165	0.0116100633263572	1385/1956/2932/5594/5371/5566/1386/7157	8
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3/43	27/3951	0.00292834930291477	0.0177734534079688	0.0116877099370721	4088/4089/3726	3
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	3/43	28/3951	0.00325502253182966	0.0194855458412268	0.0128135710337346	1387/1956/2033	3
R-HSA-8939902	Regulation of RUNX2 expression and activity	3/43	29/3951	0.00360323740016572	0.0212785776198976	0.0139926573292353	2932/6772/7291	3
R-HSA-422475	Axon guidance	10/43	356/3951	0.00397698942504245	0.022956122418313	0.0150958001209188	1385/1956/2932/5594/5566/6195/6196/6197/8986/9252	10
R-HSA-112316	Neuronal System	7/43	191/3951	0.0040449002888103	0.022956122418313	0.0150958001209188	1385/5594/5562/5566/6195/6196/6197	7
R-HSA-1257604	PIP3 activates AKT signaling	7/43	191/3951	0.0040449002888103	0.022956122418313	0.0150958001209188	1385/1956/2932/5594/5371/1386/7157	7
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	4/43	64/3951	0.00481361436902659	0.0262554934381731	0.0172654455223925	5562/6794/6872/7157	4
R-HSA-450341	Activation of the AP-1 family of transcription factors	2/43	10/3951	0.0049266600959501	0.0262554934381731	0.0172654455223925	5594/1386	2
R-HSA-9020956	Interleukin-27 signaling	2/43	10/3951	0.0049266600959501	0.0262554934381731	0.0172654455223925	6772/6774	2
R-HSA-9020958	Interleukin-21 signaling	2/43	10/3951	0.0049266600959501	0.0262554934381731	0.0172654455223925	6772/6774	2
R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	2/43	10/3951	0.0049266600959501	0.0262554934381731	0.0172654455223925	1387/2033	2
R-HSA-9009391	Extra-nuclear estrogen signaling	4/43	66/3951	0.00537496275169732	0.0282995026806232	0.0186095730020719	1385/1956/5594/2002	4
R-HSA-1912422	Pre-NOTCH Expression and Processing	3/43	34/3951	0.0056820384909749	0.0295601288161432	0.0194385527322825	1387/2033/7157	3
R-HSA-1059683	Interleukin-6 signaling	2/43	11/3951	0.00598002493104854	0.0300375964927381	0.019752532440124	6772/6774	2
R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	2/43	11/3951	0.00598002493104854	0.0300375964927381	0.019752532440124	1385/2033	2
R-HSA-8984722	Interleukin-35 Signalling	2/43	11/3951	0.00598002493104854	0.0300375964927381	0.019752532440124	6772/6774	2
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	3/43	35/3951	0.00616798547584175	0.0306296551470778	0.0201418664462297	2932/5594/9261	3
R-HSA-6807070	PTEN Regulation	4/43	71/3951	0.00696696661651051	0.0335315781658883	0.0220501525696435	5594/5371/1386/7157	4
R-HSA-1502540	Signaling by Activin	2/43	12/3951	0.00712666869786419	0.0335315781658883	0.0220501525696435	4088/4089	2
R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	2/43	12/3951	0.00712666869786419	0.0335315781658883	0.0220501525696435	7157/604	2
R-HSA-111996	Ca-dependent events	3/43	37/3951	0.00721274221417277	0.0335315781658883	0.0220501525696435	1385/5594/5566	3
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	3/43	37/3951	0.00721274221417277	0.0335315781658883	0.0220501525696435	1387/2033/5591	3
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	3/43	37/3951	0.00721274221417277	0.0335315781658883	0.0220501525696435	1385/1387/1386	3
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3/43	39/3951	0.00835657765735133	0.0361910968785785	0.0237990351628374	4088/4089/3726	3
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	3/43	39/3951	0.00835657765735133	0.0361910968785785	0.0237990351628374	1387/7157/604	3
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	2/43	13/3951	0.00836453268818404	0.0361910968785785	0.0237990351628374	10413/7003	2
R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	2/43	13/3951	0.00836453268818404	0.0361910968785785	0.0237990351628374	1387/2033	2
R-HSA-3371568	Attenuation phase	2/43	13/3951	0.00836453268818404	0.0361910968785785	0.0237990351628374	1387/2033	2
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	2/43	13/3951	0.00836453268818404	0.0361910968785785	0.0237990351628374	6774/4089	2
R-HSA-8941856	RUNX3 regulates NOTCH signaling	2/43	13/3951	0.00836453268818404	0.0361910968785785	0.0237990351628374	1387/2033	2
R-HSA-375165	NCAM signaling for neurite out-growth	3/43	41/3951	0.00960156629975343	0.0395815410970204	0.0260285697205506	1385/5594/9252	3
R-HSA-8943724	Regulation of PTEN gene transcription	3/43	41/3951	0.00960156629975343	0.0395815410970204	0.0260285697205506	5594/1386/7157	3
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	2/43	14/3951	0.00969159015419035	0.0395815410970204	0.0260285697205506	6772/6774	2
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	2/43	14/3951	0.00969159015419035	0.0395815410970204	0.0260285697205506	6774/7157	2
R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	2/43	14/3951	0.00969159015419035	0.0395815410970204	0.0260285697205506	1385/5566	2
R-HSA-918233	TRAF3-dependent IRF activation pathway	2/43	14/3951	0.00969159015419035	0.0395815410970204	0.0260285697205506	1387/2033	2
R-HSA-5621481	C-type lectin receptors (CLRs)	4/43	80/3951	0.0105669205461472	0.0427568914691326	0.0281166599327308	1387/2033/5566/9252	4
R-HSA-1181150	Signaling by NODAL	2/43	15/3951	0.0111058458824068	0.0437230148703765	0.0287519765376678	4088/4089	2
R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress	2/43	15/3951	0.0111058458824068	0.0437230148703765	0.0287519765376678	1051/468	2
R-HSA-6804760	Regulation of TP53 Activity through Methylation	2/43	15/3951	0.0111058458824068	0.0437230148703765	0.0287519765376678	2033/7157	2
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	5/43	128/3951	0.0118389977618795	0.046193232338762	0.0303763758364014	1387/2033/5371/6095/7157	5
R-HSA-9013694	Signaling by NOTCH4	3/43	45/3951	0.0124020017940413	0.0471475535692532	0.0310039314089031	1387/2033/4088	3
R-HSA-9008059	Interleukin-37 signaling	2/43	16/3951	0.0126053357728149	0.0471475535692532	0.0310039314089031	4088/6774	2
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	2/43	16/3951	0.0126053357728149	0.0471475535692532	0.0310039314089031	4088/4089	2
R-HSA-2990846	SUMOylation	5/43	130/3951	0.0126055631618027	0.0471475535692532	0.0310039314089031	1387/2033/5371/6095/7157	5
R-HSA-416476	G alpha (q) signalling events	6/43	181/3951	0.012623029216482	0.0471475535692532	0.0310039314089031	1385/1956/5594/6195/6196/6197	6
R-HSA-1592230	Mitochondrial biogenesis	3/43	46/3951	0.0131678630537717	0.0479529679541521	0.0315335667866639	1385/1387/1386	3
R-HSA-2559580	Oxidative Stress Induced Senescence	3/43	46/3951	0.0131678630537717	0.0479529679541521	0.0315335667866639	5594/9261/7157	3
R-HSA-909733	Interferon alpha/beta signaling	3/43	46/3951	0.0131678630537717	0.0479529679541521	0.0315335667866639	6772/3659/3660	3
