X1	X3	X2
KDM6A	activates	RB1 
Perturbation	inhibits	KDM6A 
CDK1	activates	CHEK1 
CHEK1	activates	RB1 
Perturbation	activates	CTDSPL 
MAPK14	inhibits	CASP3 
Perturbation	activates	ARHGAP11B 
CASP3	inhibits	CTNNB1 
CASP3	inhibits	PPP2R5C 
CASP3	inhibits	RB1 
PRKCD	activates	KLF5 
ARHGAP11B	inhibits	RHOA 
FYN	activates	PRKCD 
Perturbation	activates	KDM6A 
Perturbation	activates	ARHGAP23 
ARHGAP23	inhibits	RHOA 
Perturbation	inhibits	ARHGAP23 
Perturbation	inhibits	ARHGAP11B 
Perturbation	activates	ARHGAP40 
ARHGAP40	inhibits	RHOA 
Perturbation	inhibits	CDK5RAP3 
AKT2	inhibits	SMAD3 
AKT2	inhibits	CHEK1 
Perturbation	inhibits	ARHGAP40 
AKT2	activates	CTNNB1 
AKT2	activates	CREB1 
CSNK2A1	activates	AKT2 
MAPK14	activates	AKT2 
PREX2	activates	RHOA 
Perturbation	activates	PREX2 
RAP1GDS1	activates	RHOA 
Perturbation	activates	RAP1GDS1 
TRIO	activates	RHOA 
Perturbation	activates	TRIO 
Perturbation	inhibits	RAP1GDS1 
Perturbation	inhibits	TRIO 
Perturbation	activates	DUSP14 
Perturbation	inhibits	STARD8 
STARD8	inhibits	RHOA 
Perturbation	inhibits	ARHGAP10 
Perturbation	inhibits	TAGAP 
TAGAP	inhibits	RHOA 
Perturbation	activates	STARD8 
Perturbation	activates	SRGAP1 
SRGAP1	inhibits	RHOA 
MAPK14	inhibits	CCND2 
CCND2	inhibits	RB1 
PLK1	activates	MDM2 
Perturbation	inhibits	ARHGAP21 
ARHGAP21	inhibits	RHOA 
Perturbation	activates	ARHGDIG 
ARHGDIG	inhibits	RHOA 
Perturbation	activates	ARHGAP11A 
ARHGAP11A	inhibits	RHOA 
SRC	activates	AKT2 
SRC	activates	PRKCD 
Perturbation	inhibits	ARHGAP19 
ARHGAP19	inhibits	RHOA 
Perturbation	activates	ARHGAP21 
PRKCA	inhibits	SRF 
PRKCA	inhibits	GSK3B 
PRKCA	activates	MAPK3 
FYN	activates	PRKCA 
PTPN13	activates	FYN 
Perturbation	activates	PTPN13 
MAPK9	activates	STAT3 
MAPK14	activates	SMAD3 
DUSP7	inhibits	MAPK1 
MAPK14	activates	TWIST1 
MAPK14	activates	TP53 
MAPK14	activates	MEF2A 
MAPK14	inhibits	MAPK3 
MAPK14	inhibits	CREB1 
MAPK14	inhibits	RB1 
DUSP10	inhibits	MAPK14 
DUSP10	inhibits	MAPK1 
Perturbation	inhibits	DUSP10 
Perturbation	activates	TAGAP 
Perturbation	activates	DUSP10 
Perturbation	inhibits	PREX2 
AKT2	inhibits	GSK3B 
DUSP10	inhibits	MAPK3 
DUSP2	activates	MAPK14 
Perturbation	inhibits	GMIP 
GMIP	inhibits	RHOA 
Perturbation	activates	GMIP 
Perturbation	inhibits	SRGAP1 
MAPK3	activates	SMAD3 
MAPK1	inhibits	PPARG 
MAPK3	activates	PPARG 
MAPK3	activates	TWIST1 
MAPK3	activates	CIITA 
MAPK3	activates	SP3 
MAPK3	activates	TP53 
PRKCD	inhibits	MAPK3 
Perturbation	inhibits	CLK4 
MAPK1	activates	GABPA 
ABL1	activates	PRKCD 
EP300	activates	STAT3 
MAPK1	activates	EP300 
PRKCD	activates	STAT3 
CLK4	inhibits	ABL1 
MAPK1	activates	STAT5A 
MAPK1	activates	CREB1 
PRKCD	activates	MAPK1 
