X1	X3	X2
Perturbation	activates	KMT2B 
Perturbation	activates	NR0B2 
Perturbation	activates	TLX1 
TP53	activates	ATF3 
ABL1	activates	TP73 
TP53	activates	TP73 
ABL1	activates	CDK5 
RFX1	activates	ABL1 
PPP2CB	activates	TP53 
CDK2	activates	TP53 
CDK5	activates	TP53 
TLX1	inhibits	PPP2CB 
ABL1	activates	PLK1 
MAPK1	activates	TP53 
DUSP8	inhibits	MAPK1 
PLK1	activates	ROCK2 
E2F1	activates	TP53 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	RFX1 
DUSP10	inhibits	MAPK14 
Perturbation	inhibits	DUSP10 
DUSP2	activates	MAPK14 
Perturbation	activates	DUSP2 
CDK1	activates	CSNK2A1 
RB1	inhibits	E2F3 
RPS6KA5	activates	CREB1 
MAPK14	activates	RPS6KA5 
GSK3A	activates	CREB1 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	TWIST1 
RPS6KA5	activates	STAT3 
RPS6KA5	activates	ETV1 
HDAC1	activates	FLI1 
CSNK2A1	activates	HDAC1 
CSNK2A1	activates	AKT1 
GSK3A	activates	MAF 
PRKCH	inhibits	GSK3A 
CSNK2A1	activates	SRF 
RB1	inhibits	SPI1 
PRKCH	inhibits	SRC 
PPP2CA	activates	RB1 
CDK1	inhibits	RB1 
CSNK2A1	inhibits	ARNT 
MAPK14	inhibits	RB1 
RB1	activates	ATF2 
HDAC1	inhibits	SMAD4 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	PRKCH 
DUSP26	inhibits	MAPK14 
Perturbation	inhibits	DUSP26 
Perturbation	inhibits	TLX1 
Perturbation	activates	DUSP26 
RPS6KA3	activates	CREB1 
RPS6KA3	activates	ETV1 
SRC	activates	RPS6KA3 
PRKCH	inhibits	GSK3B 
RPS6KA3	activates	SRF 
EP300	inhibits	FOXO3 
KDM6A	activates	RB1 
EP300	activates	ARNT 
EP300	activates	SMAD4 
MAPK1	activates	EP300 
EP300	activates	TP73 
EP300	activates	RB1 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	PPP2R2C 
Perturbation	inhibits	DUSP2 
CARM1	activates	RELB 
Perturbation	inhibits	CARM1 
EP300	activates	TP53 
PPP2CA	activates	TP53 
CSNK1D	activates	TP53 
Perturbation	activates	PRKCH 
ZC3H12A	activates	GATA2 
Perturbation	inhibits	ZC3H12A 
HDAC1	inhibits	TP53 
AKT2	inhibits	FOXO4 
AKT2	inhibits	FOXO3 
AKT2	inhibits	FOXO1 
AKT2	inhibits	GSK3A 
AKT2	inhibits	CHEK1 
AKT2	inhibits	GATA2 
PTN	activates	SRC 
Perturbation	inhibits	PTN 
AKT1	inhibits	AKT2 
Perturbation	activates	ZC3H12A 
PTPN13	activates	SRC 
Perturbation	inhibits	PTPN13 
Perturbation	inhibits	DUSP8 
PPP2R1B	activates	PPP2CA 
Perturbation	activates	PPP2R1B 
DUSP9	inhibits	MAPK14 
DUSP9	activates	MAPK1 
Perturbation	activates	DUSP9 
Perturbation	inhibits	TIPRL 
TIPRL	inhibits	PPP2CA 
Perturbation	activates	PTN 
DUSP14	inhibits	MAPK14 
Perturbation	inhibits	DUSP14 
MAP3K7	activates	MAPK14 
PPP2CA	inhibits	MAP3K7 
Perturbation	activates	TIPRL 
TLX1	inhibits	PPP2CA 
IGBP1	activates	PPP2CA 
Perturbation	inhibits	IGBP1 
Perturbation	activates	DUSP10 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	PCSK7 
DUSP7	inhibits	MAPK14 
Perturbation	activates	DUSP7 
Perturbation	inhibits	DUSP7 
Perturbation	inhibits	PPP2R1B 
TLX1	inhibits	RB1 
Perturbation	activates	PCSK7 
PTPN21	activates	SRC 
Perturbation	inhibits	PTPN21 
Perturbation	inhibits	DUSP9 
Perturbation	activates	PTPN13 
RPS6KA4	activates	CREB1 
MAPK14	activates	RPS6KA4 
RPS6KA4	activates	ETV1 
Perturbation	activates	PTPN21 
AKT2	activates	EP300 
Perturbation	activates	DUSP14 
