X1	X3	X2
EP300	activates	NR4A1 
EP300	activates	IRF1 
EP300	activates	VDR 
NR4A1	activates	HIF1A 
Perturbation	activates	DUSP10 
Perturbation	activates	GFI1B 
Perturbation	activates	KLF6 
Perturbation	activates	NR0B2 
Perturbation	activates	NR2C2AP 
Perturbation	activates	PEX14 
DUSP10	inhibits	MAPK14 
PIAS2	activates	SUMO1 
DUSP10	inhibits	MAPK3 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	PIAS2 
Perturbation	inhibits	POU2AF1 
STAT1	activates	IRF1 
MAPK3	inhibits	HSF1 
MAPK1	activates	STAT1 
HSF1	inhibits	SUMO1 
RHOA	activates	ROCK2 
ARHGEF3	activates	RHOA 
CTNNB1	inhibits	SOX2 
RHOA	activates	MAPK1 
Perturbation	inhibits	ARHGEF3 
Perturbation	inhibits	DUSP7 
AR	activates	CTNNB1 
DUSP7	inhibits	MAPK14 
DUSP7	inhibits	MAPK3 
Perturbation	activates	PIAS2 
NPM1	inhibits	IRF1 
Perturbation	inhibits	DUSP10 
CDK2	inhibits	NPM1 
E2F6	inhibits	BRCA1 
BRCA1	activates	SOX2 
ARHGAP1	activates	ROCK2 
ARHGEF2	activates	ARHGAP1 
CDK2	activates	BRCA1 
MAPK1	activates	ARHGEF2 
Perturbation	activates	DUSP14 
Perturbation	activates	JAZF1 
JAZF1	inhibits	NR2C2 
RAP1GDS1	activates	RHOA 
Perturbation	activates	RAP1GDS1 
Perturbation	activates	SP2 
STARD8	inhibits	RHOA 
Perturbation	inhibits	STARD8 
ARHGAP30	inhibits	RHOA 
Perturbation	inhibits	ARHGAP30 
Perturbation	inhibits	JAZF1 
ARHGDIG	inhibits	RHOA 
Perturbation	activates	DUSP7 
Perturbation	inhibits	ARHGDIG 
MAPKAPK2	activates	HSF1 
ARHGAP29	inhibits	RHOA 
Perturbation	activates	ARHGAP29 
PIAS2	inhibits	STAT1 
ARHGAP22	inhibits	RHOA 
Perturbation	activates	ARHGAP22 
PREX2	activates	RHOA 
Perturbation	inhibits	PREX2 
Perturbation	inhibits	RAP1GDS1 
ARHGAP20	inhibits	RHOA 
Perturbation	activates	ARHGAP20 
Perturbation	inhibits	ARHGAP29 
ARHGAP31	inhibits	RHOA 
Perturbation	activates	ARHGAP31 
TAGAP	inhibits	RHOA 
Perturbation	activates	TAGAP 
ARHGEF10	activates	RHOA 
Perturbation	inhibits	ARHGEF10 
Perturbation	activates	PREX2 
ARHGAP8	inhibits	RHOA 
Perturbation	inhibits	ARHGAP8 
OPHN1	inhibits	RHOA 
Perturbation	activates	OPHN1 
ARHGEF28	activates	RHOA 
Perturbation	inhibits	ARHGEF28 
ARHGAP10	inhibits	RHOA 
Perturbation	activates	ARHGAP10 
Perturbation	inhibits	ARHGAP22 
ARHGAP11B	inhibits	RHOA 
Perturbation	activates	ARHGAP11B 
STARD13	inhibits	RHOA 
Perturbation	activates	STARD13 
Perturbation	inhibits	ARHGAP31 
Perturbation	inhibits	OPHN1 
Perturbation	inhibits	ARHGAP11B 
Perturbation	activates	ARHGDIG 
Perturbation	activates	ARHGEF10 
Perturbation	inhibits	ARHGAP20 
ARHGEF19	activates	RHOA 
Perturbation	inhibits	ARHGEF19 
ARHGEF5	activates	RHOA 
Perturbation	activates	ARHGEF5 
ARHGAP6	inhibits	RHOA 
Perturbation	activates	ARHGAP6 
ARHGAP23	inhibits	RHOA 
Perturbation	activates	ARHGAP23 
