"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","14/50","136/2914",2.6545626742653e-08,1.119742800781e-06,7.36672895250657e-07,"CREBBP/NCOR2/CDKN1B/EP300/MAPK1/MED1/ESR2/FOS/JUN/SP1/FOXA1/YY1/TBP/FOXO3",14
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","9/50","49/2914",7.47228586502206e-08,2.88928386780853e-06,1.90084464987403e-06,"CREBBP/EP300/MED1/FOS/JUN/SP1/FOXA1/YY1/TBP",9
"R-HSA-5621575","R-HSA-5621575","CD209 (DC-SIGN) signaling","6/50","19/2914",4.30076938714369e-07,1.27360671125315e-05,8.37899152140229e-06,"CREBBP/NFKB1/RELA/EP300/PRKACA/RPS6KA5",6
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","10/50","78/2914",4.55331427680438e-07,1.27360671125315e-05,8.37899152140229e-06,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","10/50","78/2914",4.55331427680438e-07,1.27360671125315e-05,8.37899152140229e-06,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","10/50","78/2914",4.55331427680438e-07,1.27360671125315e-05,8.37899152140229e-06,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-450294","R-HSA-450294","MAP kinase activation","9/50","60/2914",4.66623148519472e-07,1.27360671125315e-05,8.37899152140229e-06,"NFKB1/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",9
"R-HSA-437239","R-HSA-437239","Recycling pathway of L1","6/50","20/2914",6.06425266597723e-07,1.56322957611857e-05,1.02844051060433e-05,"MAPK1/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5",6
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","9/50","64/2914",8.25581823694334e-07,1.91555741112468e-05,1.26023513889782e-05,"NFKB1/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",9
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","10/50","83/2914",8.25671297898571e-07,1.91555741112468e-05,1.26023513889782e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","10/50","84/2914",9.25338881574832e-07,1.95162382295783e-05,1.28396304141962e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","10/50","84/2914",9.25338881574832e-07,1.95162382295783e-05,1.28396304141962e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","8/50","49/2914",1.11409662050968e-06,2.06431931556887e-05,1.35810481287426e-05,"CREBBP/SMAD3/CDKN1B/EP300/STK11/SMAD2/FOXO1/FOXO3",8
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","10/50","86/2914",1.15673065096531e-06,2.06431931556887e-05,1.35810481287426e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","10/50","86/2914",1.15673065096531e-06,2.06431931556887e-05,1.35810481287426e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","10/50","86/2914",1.15673065096531e-06,2.06431931556887e-05,1.35810481287426e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","10/50","87/2914",1.29033841944622e-06,2.06454147111395e-05,1.35825096783813e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","10/50","87/2914",1.29033841944622e-06,2.06454147111395e-05,1.35825096783813e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","10/50","87/2914",1.29033841944622e-06,2.06454147111395e-05,1.35825096783813e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","5/50","13/2914",1.40870080745503e-06,2.17879058219711e-05,1.43341485670862e-05,"CREBBP/EP300/STK11/FOXO1/FOXO3",5
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","10/50","90/2914",1.775535388096e-06,2.57452631273921e-05,1.69376731101264e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","10/50","90/2914",1.775535388096e-06,2.57452631273921e-05,1.69376731101264e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","6/50","24/2914",1.99867234297051e-06,2.81025444587369e-05,1.84885160912743e-05,"MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5",6
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","5/50","14/2914",2.16308308079285e-06,2.95197220437613e-05,1.94208697656324e-05,"SMAD3/CDKN1B/SMAD2/FOXO1/FOXO3",5
"R-HSA-381340","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","7/50","40/2914",3.44496994067558e-06,4.56704586420992e-05,3.00463543698021e-05,"CREBBP/NCOR2/NFKB1/RELA/EP300/MED1/CEBPB",7
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","10/50","110/2914",1.1261814374067e-05,0.000145152274154642,9.54949172070012e-05,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","4/50","10/2914",1.49457947253625e-05,0.000187428344664005,0.000123308121489477,"CREBBP/EP300/FOXO1/FOXO3",4
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","8/50","70/2914",1.77423930303317e-05,0.000216643957001945,0.000142528919080227,"STAT3/MAPK1/MAPKAPK2/RHOA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5",8
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","5/50","21/2914",2.00793369608281e-05,0.000238892624354468,0.000157166200233203,"MAPK1/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5",5
"R-HSA-373760","R-HSA-373760","L1CAM interactions","7/50","53/2914",2.40318041010909e-05,0.000278768927572655,0.000183400610245168,"CSNK2A1/MAPK1/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5",7
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","10/50","127/2914",4.03482409423324e-05,0.000456623995054689,0.000300410523062295,"NFKB1/RELA/MAPK1/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",10
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","8/50","89/2914",0.00010358527720452,0.00114437068149756,0.000752875448353656,"STAT3/MAPK1/MAPKAPK2/RHOA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5",8
"R-HSA-438064","R-HSA-438064","Post NMDA receptor activation events","6/50","47/2914",0.000118079711462481,0.00127416246787421,0.000838264781496192,"MAPK1/PRKAA1/PRKACA/RPS6KA1/RPS6KA2/RPS6KA3",6
"R-HSA-442755","R-HSA-442755","Activation of NMDA receptors and postsynaptic events","6/50","49/2914",0.000149814241077018,0.00157696558165044,0.00103747735634898,"MAPK1/PRKAA1/PRKACA/RPS6KA1/RPS6KA2/RPS6KA3",6
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","8/50","94/2914",0.00015293847235834,0.00157696558165044,0.00103747735634898,"IL2RG/STAT3/FOS/FOXO1/JUNB/HIF1A/IRF4/FOXO3",8
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","4/50","18/2914",0.000196749214011637,0.00198460076742173,0.00130565839961956,"MAPK1/RPS6KA1/RPS6KA2/RPS6KA3",4
"R-HSA-1643685","R-HSA-1643685","Disease","18/50","443/2914",0.000213149070179322,0.00210428018219586,0.0013843948567078,"CREBBP/NCOR2/NFKB1/RELA/SMAD3/STAT3/CDKN1B/EP300/FBXW7/MAPK1/PRKACA/SMAD2/STAT5A/ESR2/JUN/FOXO1/TBP/FOXO3",18
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","4/50","19/2914",0.000246075630361617,0.00237873109349563,0.00156495466677344,"SMAD3/SMAD2/FOXO1/FOXO3",4
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","5/50","36/2914",0.00030633839384746,0.00288152206519614,0.00189573820078694,"NCOR2/SMAD3/SMAD2/SP1/JUNB",5
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","8/50","104/2914",0.000310508843232343,0.00288152206519614,0.00189573820078694,"CREBBP/NCOR2/SMAD3/E2F1/EP300/FBXW7/JUN/HIF1A",8
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","11/50","194/2914",0.000321155402498355,0.00292188444625954,0.00192229239885496,"CREBBP/CDKN1B/CSNK2A1/E2F1/EP300/PRKAA1/SGK1/STK11/FOS/JUN/TBP",11
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","13/50","268/2914",0.000396074450066441,0.00353420278520824,0.00232513341132121,"CREBBP/NCOR2/SMAD3/STAT3/CDKN1B/EP300/FBXW7/MAPK1/SMAD2/STAT5A/ESR2/FOXO1/FOXO3",13
"R-HSA-442742","R-HSA-442742","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling","4/50","22/2914",0.000447083113134164,0.00391408612253305,0.00257505665956122,"MAPK1/RPS6KA1/RPS6KA2/RPS6KA3",4
"R-HSA-2122947","R-HSA-2122947","NOTCH1 Intracellular Domain Regulates Transcription","5/50","40/2914",0.000507733576029804,0.00434431111914539,0.00285809942049039,"CREBBP/NCOR2/EP300/FBXW7/HIF1A",5
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/50","10/2914",0.00052431341093134,0.00434431111914539,0.00285809942049039,"MAPK1/FOS/JUN",3
"R-HSA-9020958","R-HSA-9020958","Interleukin-21 signaling","3/50","10/2914",0.00052431341093134,0.00434431111914539,0.00285809942049039,"IL2RG/STAT3/STAT5A",3
"R-HSA-1912408","R-HSA-1912408","Pre-NOTCH Transcription and Translation","4/50","23/2914",0.00053439454418027,0.00435015909648501,0.00286194677400329,"CREBBP/E2F1/EP300/JUN",4
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","6/50","63/2914",0.000606329785619599,0.00485063828495679,0.00319120939799789,"NCOR2/SMAD3/RHOA/SMAD2/SP1/JUNB",6
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","4/50","24/2914",0.000633205050761072,0.00489678572588563,0.0032215695565037,"SMAD3/SMAD2/SP1/JUNB",4
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","4/50","24/2914",0.000633205050761072,0.00489678572588563,0.0032215695565037,"CDKN1B/MAPK1/FOS/FOXO3",4
"R-HSA-556833","R-HSA-556833","Metabolism of lipids","8/50","119/2914",0.000776837319386825,0.00590905764254896,0.00388753792272958,"CREBBP/NCOR2/CSNK2A1/EP300/MAPKAPK2/MED1/PRKACA/SP1",8
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","5/50","44/2914",0.000795765053049299,0.00595540297765927,0.00391802827477584,"E2F1/MAPK1/MAPKAPK2/FOS/JUN",5
"R-HSA-9020558","R-HSA-9020558","Interleukin-2 signaling","3/50","12/2914",0.000938197929145176,0.00690990220830733,0.00454598829493903,"IL2RA/IL2RG/STAT5A",3
"R-HSA-5617472","R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","4/50","27/2914",0.00100684981688819,0.00707845931872907,0.00465688113074281,"CREBBP/EP300/JUN/YY1",4
"R-HSA-5619507","R-HSA-5619507","Activation of HOX genes during differentiation","4/50","27/2914",0.00100684981688819,0.00707845931872907,0.00465688113074281,"CREBBP/EP300/JUN/YY1",4
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","4/50","27/2914",0.00100684981688819,0.00707845931872907,0.00465688113074281,"STAT3/E2F1/EP300/CEBPB",4
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","5/50","47/2914",0.00108125544007059,0.00748809737601128,0.004926379852639,"CREBBP/NCOR2/EP300/MED1/SP1",5
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)","5/50","48/2914",0.00119149472698959,0.00810293362963239,0.00533087738791605,"CREBBP/NCOR2/EP300/MED1/SP1",5
"R-HSA-1368082","R-HSA-1368082","RORA activates gene expression","3/50","13/2914",0.00120496211302723,0.00810293362963239,0.00533087738791605,"CREBBP/EP300/MED1",3
"R-HSA-5621481","R-HSA-5621481","C-type lectin receptors (CLRs)","6/50","72/2914",0.00123972481815151,0.00821760450888998,0.00540631875584867,"CREBBP/NFKB1/RELA/EP300/PRKACA/RPS6KA5",6
"R-HSA-1912422","R-HSA-1912422","Pre-NOTCH Expression and Processing","4/50","29/2914",0.0013285758381076,0.00868252378706936,0.00571218670201931,"CREBBP/E2F1/EP300/JUN",4
"R-HSA-2426168","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","3/50","14/2914",0.0015151211412743,0.00963035903494896,0.00633576252299274,"CREBBP/MED1/SP1",3
"R-HSA-8983432","R-HSA-8983432","Interleukin-15 signaling","3/50","14/2914",0.0015151211412743,0.00963035903494896,0.00633576252299274,"IL2RG/STAT3/STAT5A",3
"R-HSA-112314","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission","6/50","77/2914",0.00176248091070276,0.0110512316562984,0.00727054714230158,"MAPK1/PRKAA1/PRKACA/RPS6KA1/RPS6KA2/RPS6KA3",6
"R-HSA-1181150","R-HSA-1181150","Signaling by NODAL","3/50","15/2914",0.00187110883972959,0.011429238710134,0.00751923599350924,"SMAD3/SMAD2/FOXO3",3
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","5/50","53/2914",0.00187203047838402,0.011429238710134,0.00751923599350924,"CREBBP/SMAD3/EP300/TCF7/FOXO3",5
"R-HSA-1834949","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ","4/50","34/2914",0.00243539465671902,0.0144874759066362,0.00953123414910279,"CREBBP/NFKB1/RELA/EP300",4
"R-HSA-5687128","R-HSA-5687128","MAPK6/MAPK4 signaling","4/50","34/2914",0.00243539465671902,0.0144874759066362,0.00953123414910279,"PRKACA/JUN/FOXO1/FOXO3",4
"R-HSA-9013695","R-HSA-9013695","NOTCH4 Intracellular Domain Regulates Transcription","3/50","17/2914",0.00272953825212411,0.0160317183415897,0.0105471831194669,"CREBBP/SMAD3/EP300",3
"R-HSA-9006936","R-HSA-9006936","Signaling by TGF-beta family members","6/50","86/2914",0.00310789331051382,0.0180257812009802,0.0118590665795922,"NCOR2/SMAD3/RHOA/SMAD2/SP1/JUNB",6
"R-HSA-112315","R-HSA-112315","Transmission across Chemical Synapses","6/50","88/2914",0.00349014916979441,0.0199929532689458,0.0131532587295696,"MAPK1/PRKAA1/PRKACA/RPS6KA1/RPS6KA2/RPS6KA3",6
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","5/50","63/2914",0.0040305341259702,0.0228069248103679,0.0150045557962947,"CDKN1B/MAPK1/ESR2/FOS/FOXO3",5
"R-HSA-1980143","R-HSA-1980143","Signaling by NOTCH1","5/50","64/2914",0.00431614064461735,0.0240069776321325,0.0157940642316661,"CREBBP/NCOR2/EP300/FBXW7/HIF1A",5
"R-HSA-1655829","R-HSA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)","3/50","20/2914",0.00441313751397954,0.0240069776321325,0.0157940642316661,"CREBBP/MED1/SP1",3
"R-HSA-2173795","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","3/50","20/2914",0.00441313751397954,0.0240069776321325,0.0157940642316661,"NCOR2/SMAD3/SMAD2",3
"R-HSA-9013694","R-HSA-9013694","Signaling by NOTCH4","4/50","40/2914",0.00444956913009352,0.0240069776321325,0.0157940642316661,"CREBBP/SMAD3/EP300/FBXW7",4
"R-HSA-451927","R-HSA-451927","Interleukin-2 family signaling","4/50","41/2914",0.00486889283175773,0.0259674284360412,0.0170838344973955,"IL2RA/IL2RG/STAT3/STAT5A",4
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","6/50","95/2914",0.0051091299866506,0.0269390490205213,0.0177230585661325,"CSNK2A1/EP300/PRKAA1/SGK1/STK11/TBP",6
"R-HSA-1266695","R-HSA-1266695","Interleukin-7 signaling","3/50","22/2914",0.00581952265750311,0.0300028723675716,0.0197387318207708,"IL2RG/STAT3/STAT5A",3
"R-HSA-201722","R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","3/50","22/2914",0.00581952265750311,0.0300028723675716,0.0197387318207708,"CREBBP/EP300/TCF7",3
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","3/50","23/2914",0.00661229187450153,0.0337154223051507,0.0221811988849675,"E2F1/MAPK1/SP1",3
"R-HSA-512988","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling","4/50","45/2914",0.00681176944298074,0.034355011103729,0.0226019809892954,"IL2RA/IL2RG/PRKACA/STAT5A",4
"R-HSA-383280","R-HSA-383280","Nuclear Receptor transcription pathway","4/50","46/2914",0.00736729130069061,0.0357157883572851,0.0234972291824244,"NCOR2/MED1/ESR2/NR2C2",4
"R-HSA-1234174","R-HSA-1234174","Cellular response to hypoxia","3/50","24/2914",0.00746644713503588,0.0357157883572851,0.0234972291824244,"CREBBP/EP300/HIF1A",3
"R-HSA-186712","R-HSA-186712","Regulation of beta-cell development","3/50","24/2914",0.00746644713503588,0.0357157883572851,0.0234972291824244,"CREBBP/EP300/FOXO1",3
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","3/50","24/2914",0.00746644713503588,0.0357157883572851,0.0234972291824244,"CDKN1B/FOXO1/FOXO3",3
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","3/50","24/2914",0.00746644713503588,0.0357157883572851,0.0234972291824244,"STAT3/MAPK1/STAT5A",3
"R-HSA-8848021","R-HSA-8848021","Signaling by PTK6","4/50","47/2914",0.00795203882260874,0.0372701617544491,0.024519843259506,"STAT3/CDKN1B/RHOA/HIF1A",4
"R-HSA-9006927","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","4/50","47/2914",0.00795203882260874,0.0372701617544491,0.024519843259506,"STAT3/CDKN1B/RHOA/HIF1A",4
"R-HSA-112316","R-HSA-112316","Neuronal System","6/50","105/2914",0.0083051646761494,0.0385124545345874,0.0253371411411759,"MAPK1/PRKAA1/PRKACA/RPS6KA1/RPS6KA2/RPS6KA3",6
"R-HSA-8864260","R-HSA-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","3/50","25/2914",0.00838309893964078,0.0385124545345874,0.0253371411411759,"CREBBP/EP300/YY1",3
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","4/50","49/2914",0.00921167962758454,0.0419041112470513,0.0275684942414811,"CREBBP/EP300/MAPK1/MAPKAPK2",4
"R-HSA-422475","R-HSA-422475","Axon guidance","10/50","254/2914",0.00950011779806683,0.0427966471679904,0.0281556889263094,"CSNK2A1/MAPK1/PRKACA/RHOA/ROCK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5",10
"R-HSA-168249","R-HSA-168249","Innate Immune System","14/50","428/2914",0.0103934964833373,0.0451035482979102,0.0296733870380988,"CREBBP/NFKB1/RELA/EP300/MAPK1/MAPKAPK2/PRKACA/RHOA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/FOS/JUN",14
"R-HSA-2644602","R-HSA-2644602","Signaling by NOTCH1 PEST Domain Mutants in Cancer","4/50","51/2914",0.0105954456130867,0.0451035482979102,0.0296733870380988,"CREBBP/NCOR2/EP300/FBXW7",4
"R-HSA-2644603","R-HSA-2644603","Signaling by NOTCH1 in Cancer","4/50","51/2914",0.0105954456130867,0.0451035482979102,0.0296733870380988,"CREBBP/NCOR2/EP300/FBXW7",4
"R-HSA-2644606","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants","4/50","51/2914",0.0105954456130867,0.0451035482979102,0.0296733870380988,"CREBBP/NCOR2/EP300/FBXW7",4
"R-HSA-2894858","R-HSA-2894858","Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer","4/50","51/2914",0.0105954456130867,0.0451035482979102,0.0296733870380988,"CREBBP/NCOR2/EP300/FBXW7",4
"R-HSA-2894862","R-HSA-2894862","Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants","4/50","51/2914",0.0105954456130867,0.0451035482979102,0.0296733870380988,"CREBBP/NCOR2/EP300/FBXW7",4
"R-HSA-1852241","R-HSA-1852241","Organelle biogenesis and maintenance","5/50","80/2914",0.0110773323363382,0.0467262018550995,0.0307409222730918,"CREBBP/MED1/PRKACA/SMO/GABPA",5
"R-HSA-400253","R-HSA-400253","Circadian Clock","4/50","52/2914",0.0113352789004546,0.047383508196495,0.0311733606555888,"CREBBP/EP300/MED1/HIF1A",4
"R-HSA-8957322","R-HSA-8957322","Metabolism of steroids","3/50","28/2914",0.0115175487420068,0.0477155590740281,0.0313918151802816,"CREBBP/MED1/SP1",3
"R-HSA-209560","R-HSA-209560","NF-kB is activated and signals survival","2/50","10/2914",0.0118935577820288,0.0484088667619417,0.0318479386591722,"NFKB1/RELA",2
"R-HSA-5250924","R-HSA-5250924","B-WICH complex positively regulates rRNA expression","2/50","10/2914",0.0118935577820288,0.0484088667619417,0.0318479386591722,"EP300/TBP",2
"R-HSA-2871796","R-HSA-2871796","FCERI mediated MAPK activation","3/50","30/2914",0.0139353639848425,0.0529486464020949,0.0348346357908519,"MAPK1/FOS/JUN",3
