"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-210745","R-HSA-210745","Regulation of gene expression in beta cells","4/23","11/2914",9.39563144151423e-07,1.91827475264249e-05,1.31868511459849e-05,"AKT1/AKT2/AKT3/FOXO1",4
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","4/23","11/2914",9.39563144151423e-07,1.91827475264249e-05,1.31868511459849e-05,"AKT1/AKT2/AKT3/FOXO1",4
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","5/23","29/2914",2.02243268769643e-06,3.53925720346875e-05,2.43300172955961e-05,"AKT1/AKT2/AKT3/PDPK1/TP53",5
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","5/23","29/2914",2.02243268769643e-06,3.53925720346875e-05,2.43300172955961e-05,"AKT1/AKT2/AKT3/PDPK1/TP53",5
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","4/23","14/2914",2.80555785804144e-06,4.1271910527329e-05,2.83716678168534e-05,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","9/23","172/2914",2.81878925207469e-06,4.1271910527329e-05,2.83716678168534e-05,"AKT1/AKT2/AKT3/FOXO1/GSK3A/GSK3B/NR4A1/PDPK1/TP53",9
"R-HSA-389356","R-HSA-389356","CD28 co-stimulation","5/23","31/2914",2.86376522026364e-06,4.1271910527329e-05,2.83716678168534e-05,"AKT1/AKT2/AKT3/PAK1/PDPK1",5
"R-HSA-392451","R-HSA-392451","G beta:gamma signalling through PI3Kgamma","4/23","16/2914",5.04782812084198e-06,6.87065494225713e-05,4.72311403119717e-05,"AKT1/AKT2/AKT3/PDPK1",4
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","9/23","201/2914",1.03554219206571e-05,0.000133530440555841,9.17932137011151e-05,"AKT1/AKT2/AKT3/FOXO1/GSK3A/GSK3B/NR4A1/PDPK1/TP53",9
"R-HSA-389357","R-HSA-389357","CD28 dependent PI3K/Akt signaling","4/23","21/2914",1.61701810008166e-05,0.000198084717260004,0.000136169945270035,"AKT1/AKT2/AKT3/PDPK1",4
"R-HSA-186712","R-HSA-186712","Regulation of beta-cell development","4/23","24/2914",2.8261122084428e-05,0.000329713090984993,0.000226655615714711,"AKT1/AKT2/AKT3/FOXO1",4
"R-HSA-8939902","R-HSA-8939902","Regulation of RUNX2 expression and activity","4/23","26/2914",3.93464913434405e-05,0.000438176835415587,0.000301217158610071,"GSK3B/PPARGC1A/TWIST1/ESRRA",4
"R-HSA-388841","R-HSA-388841","Costimulation by the CD28 family","5/23","53/2914",4.31418178803748e-05,0.000459554146986601,0.000315912625210983,"AKT1/AKT2/AKT3/PAK1/PDPK1",5
"R-HSA-114452","R-HSA-114452","Activation of BH3-only proteins","4/23","29/2914",6.15337751469211e-05,0.000628157287958152,0.000431815965943306,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-1358803","R-HSA-1358803","Downregulation of ERBB2:ERBB3 signaling","3/23","11/2914",6.80593384705043e-05,0.000666981517010942,0.00045850501706445,"AKT1/AKT2/AKT3",3
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","9/23","268/2914",0.000105955726138018,0.000998428957839015,0.000686352881865703,"AKT1/AKT2/AKT3/FOXO1/GSK3A/GSK3B/NR4A1/PDPK1/SMAD4",9
"R-HSA-8876198","R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","3/23","13/2914",0.000116757645866248,0.00105946752730485,0.000728312800725136,"AKT1/AKT2/AKT3",3
"R-HSA-5628897","R-HSA-5628897","TP53 Regulates Metabolic Genes","4/23","35/2914",0.000131450268199446,0.00115018984674515,0.000790678304959071,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","3/23","14/2914",0.000147835488050305,0.00124895498525258,0.000858572707370192,"FOXO1/KLF4/SMAD4",3
"R-HSA-111447","R-HSA-111447","Activation of BAD and translocation to mitochondria ","3/23","15/2914",0.000183842918994591,0.00150138383845583,0.00103210059786437,"AKT1/AKT2/AKT3",3
"R-HSA-389513","R-HSA-389513","CTLA4 inhibitory signaling","3/23","19/2914",0.00038352515580884,0.00293636447416143,0.00201855345162547,"AKT1/AKT2/AKT3",3
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","3/23","19/2914",0.00038352515580884,0.00293636447416143,0.00201855345162547,"FOXO1/PPARGC1A/SMAD4",3
"R-HSA-4420097","R-HSA-4420097","VEGFA-VEGFR2 Pathway","5/23","85/2914",0.000417325570091376,0.00309832620219355,0.00212989126681404,"AKT1/AKT2/AKT3/PAK1/PDPK1",5
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","4/23","49/2914",0.000494231285899061,0.00356137250133147,0.00244820451219349,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-194138","R-HSA-194138","Signaling by VEGF","5/23","92/2914",0.000603182387035908,0.00422227670925136,0.00290253178724046,"AKT1/AKT2/AKT3/PAK1/PDPK1",5
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","5/23","95/2914",0.000699602292669679,0.00476118226955754,0.00327299318208037,"AKT1/AKT2/AKT3/PDPK1/TP53",5
"R-HSA-8863795","R-HSA-8863795","Downregulation of ERBB2 signaling","3/23","24/2914",0.000780688794196529,0.00503338827837236,0.0034601165393752,"AKT1/AKT2/AKT3",3
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","3/23","24/2914",0.000780688794196529,0.00503338827837236,0.0034601165393752,"AKT1/AKT2/AKT3",3
"R-HSA-8948751","R-HSA-8948751","Regulation of PTEN stability and activity","3/23","25/2914",0.000882582506950308,0.00540581785507064,0.00371613687136972,"AKT1/AKT2/AKT3",3
"R-HSA-9007101","R-HSA-9007101","Rab regulation of trafficking","3/23","25/2914",0.000882582506950308,0.00540581785507064,0.00371613687136972,"AKT1/AKT2/AKT3",3
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","4/23","59/2914",0.00100732912493261,0.00601940574654854,0.00413793735530727,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","4/23","63/2914",0.00129096797207331,0.00753064650376098,0.005176813923101,"AKT1/AKT2/AKT3/PDPK1",4
"R-HSA-2151201","R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis","3/23","32/2914",0.00183584060547334,0.0104600220544411,0.0071905629590143,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-69242","R-HSA-69242","S Phase","4/23","71/2914",0.00201910669915804,0.0112328545511722,0.00772183341863607,"AKT1/AKT2/AKT3/GSK3B",4
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","9/23","397/2914",0.00206317736654183,0.0112328545511722,0.00772183341863607,"AKT1/AKT2/AKT3/FOXO1/GSK3B/PAK1/PPARGC1A/KLF4/SMAD4",9
"R-HSA-1592230","R-HSA-1592230","Mitochondrial biogenesis","3/23","38/2914",0.00302735151349633,0.0161239374088392,0.0110841245345404,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-452723","R-HSA-452723","Transcriptional regulation of pluripotent stem cells","2/23","11/2914",0.00313958810459551,0.0163659379920404,0.01125048368948,"KLF4/SMAD4",2
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition ","3/23","39/2914",0.00326278056777549,0.0166537758146874,0.0114483528693877,"AKT1/AKT2/AKT3",3
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","3/23","40/2914",0.00350920922158241,0.017546046107912,0.0120617287959868,"AKT1/AKT2/AKT3",3
"R-HSA-1643685","R-HSA-1643685","Disease","9/23","443/2914",0.00446868198538804,0.0218965417284014,0.0150524024770966,"AKT1/AKT2/AKT3/FOXO1/GSK3A/GSK3B/NR4A1/PDPK1/SMAD4",9
"R-HSA-1227986","R-HSA-1227986","Signaling by ERBB2","3/23","44/2914",0.00460814579109273,0.0221371709572102,0.0152178189179533,"AKT1/AKT2/AKT3",3
"R-HSA-383280","R-HSA-383280","Nuclear Receptor transcription pathway","3/23","46/2914",0.005227662260017,0.0246303318020032,0.0169316996275854,"NR4A1/NR2F1/ESRRA",3
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","3/23","47/2914",0.00555542645520517,0.0254764170579057,0.0175133264415249,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","4/23","94/2914",0.00561521029031391,0.0254764170579057,0.0175133264415249,"AKT1/FOXO1/TP53/TWIST1",4
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)","3/23","48/2914",0.00589536986638939,0.0262611930411891,0.0180528072463599,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-109581","R-HSA-109581","Apoptosis","4/23","101/2914",0.00724632022149764,0.0317026509690521,0.0217934442751809,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","4/23","103/2914",0.00776469238884816,0.0333745550046982,0.0229427660612319,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","4/23","108/2914",0.00916735022788866,0.0387241518247021,0.0266202547452302,"AKT1/AKT2/AKT3/PDPK1",4
"R-HSA-69206","R-HSA-69206","G1/S Transition","3/23","60/2914",0.010965874106554,0.0455362568831479,0.0313031196618847,"AKT1/AKT2/AKT3",3
"R-HSA-201451","R-HSA-201451","Signaling by BMP","2/23","23/2914",0.0136346615261116,0.0556748678982891,0.0382727341083835,"SMAD1/SMAD4",2
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","5/23","191/2914",0.0146408914234057,0.0575680175067677,0.0395741473730734,"AKT1/AKT2/AKT3/GSK3B/TP53",5
"R-HSA-5625740","R-HSA-5625740","RHO GTPases activate PKNs","2/23","24/2914",0.0148032045017403,0.0575680175067677,0.0395741473730734,"PAK1/PDPK1",2
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","2/23","24/2914",0.0148032045017403,0.0575680175067677,0.0395741473730734,"SMAD1/SMAD4",2
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","5/23","194/2914",0.0155910856051362,0.0594447708463461,0.0408642893036107,"AKT1/AKT2/AKT3/PDPK1/TP53",5
"R-HSA-354192","R-HSA-354192","Integrin alphaIIb beta3 signaling","2/23","25/2914",0.0160136933708524,0.0594447708463461,0.0408642893036107,"AKT1/PDPK1",2
"R-HSA-9006921","R-HSA-9006921","Integrin signaling","2/23","25/2914",0.0160136933708524,0.0594447708463461,0.0408642893036107,"AKT1/PDPK1",2
"R-HSA-1445148","R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","2/23","26/2914",0.0172654536673123,0.063134867887933,0.043400983295679,"AKT1/AKT2",2
"R-HSA-5621481","R-HSA-5621481","C-type lectin receptors (CLRs)","3/23","72/2914",0.0179694756778949,0.0647429638394742,0.0445064413074796,"PAK1/PDPK1/NFATC1",3
"R-HSA-165159","R-HSA-165159","mTOR signalling","2/23","27/2914",0.0185578181551061,0.0658937021449419,0.0452974966409912,"AKT1/AKT2",2
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","4/23","136/2914",0.0201269141615228,0.0704441995653298,0.0484256581329872,"AKT1/AKT2/AKT3/PDPK1",4
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","3/23","77/2914",0.0214818348737507,0.0741274583671678,0.0509576512942936,"AKT1/AKT2/AKT3",3
"R-HSA-1280218","R-HSA-1280218","Adaptive Immune System","6/23","296/2914",0.0237386271805866,0.0786630554613514,0.0540755698123146,"AKT1/AKT2/AKT3/PAK1/PDPK1/NFATC1",6
"R-HSA-1852241","R-HSA-1852241","Organelle biogenesis and maintenance","3/23","80/2914",0.0237594534862857,0.0786630554613514,0.0540755698123146,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-5689880","R-HSA-5689880","Ub-specific processing proteases","3/23","80/2914",0.0237594534862857,0.0786630554613514,0.0540755698123146,"TP53/SMAD1/SMAD4",3
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","2/23","31/2914",0.0241202227598991,0.0787927276823372,0.0541647107590718,"AKT1/AKT2",2
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","2/23","33/2914",0.0271282227490365,0.0874528233357099,0.0601179451502195,"AKT1/PDPK1",2
"R-HSA-5687128","R-HSA-5687128","MAPK6/MAPK4 signaling","2/23","34/2914",0.0286867278954608,0.0912759523946479,0.0627460897234959,"FOXO1/PAK1",2
"R-HSA-2454202","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","3/23","87/2914",0.0295721293700443,0.0928868166110367,0.0638534507315397,"PAK1/PDPK1/NFATC1",3
"R-HSA-373755","R-HSA-373755","Semaphorin interactions","2/23","38/2914",0.0352699210423932,0.109381400701093,0.0751923699771207,"GSK3B/PAK1",2
"R-HSA-381340","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","2/23","40/2914",0.0387627118764682,0.118710805121684,0.0816057092136172,"PPARGC1A/KLF4",2
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","5/23","249/2914",0.0410441265659703,0.122958820872476,0.0845259348640008,"AKT1/AKT2/AKT3/GSK3B/TP53",5
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","3/23","99/2914",0.0411535645369104,0.122958820872476,0.0845259348640008,"AKT1/AKT2/AKT3",3
"R-HSA-109704","R-HSA-109704","PI3K Cascade","2/23","42/2914",0.042383456538328,0.125107793396269,0.0860032092090358,"AKT2/PDPK1",2
"R-HSA-195721","R-HSA-195721","Signaling by WNT","4/23","172/2914",0.0430054327863881,0.125432512293632,0.086226431651906,"AKT1/AKT2/GSK3B/NFATC1",4
"R-HSA-112399","R-HSA-112399","IRS-mediated signalling","2/23","46/2914",0.0499908866314302,0.144091379114122,0.0990531499817811,"AKT2/PDPK1",2
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","3/23","108/2914",0.0511581571067276,0.14574126152498,0.100187333379148,"AKT1/AKT2/GSK3B",3
"R-HSA-2428928","R-HSA-2428928","IRS-related events triggered by IGF1R","2/23","50/2914",0.058057351420435,0.163494840206972,0.112391726887715,"AKT2/PDPK1",2
"R-HSA-2404192","R-HSA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)","2/23","51/2914",0.0601417532031435,0.165558758817642,0.113810532377327,"AKT2/PDPK1",2
"R-HSA-2428924","R-HSA-2428924","IGF1R signaling cascade","2/23","51/2914",0.0601417532031435,0.165558758817642,0.113810532377327,"AKT2/PDPK1",2
"R-HSA-400253","R-HSA-400253","Circadian Clock","2/23","52/2914",0.0622522482306625,0.165780443657742,0.113962925822723,"PPARGC1A/BHLHE40",2
"R-HSA-74751","R-HSA-74751","Insulin receptor signalling cascade","2/23","52/2914",0.0622522482306625,0.165780443657742,0.113962925822723,"AKT2/PDPK1",2
"R-HSA-74752","R-HSA-74752","Signaling by Insulin receptor","2/23","52/2914",0.0622522482306625,0.165780443657742,0.113962925822723,"AKT2/PDPK1",2
"R-HSA-5607764","R-HSA-5607764","CLEC7A (Dectin-1) signaling","2/23","53/2914",0.0643883360576683,0.167295924934313,0.1150047174629,"PDPK1/NFATC1",2
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","2/23","53/2914",0.0643883360576683,0.167295924934313,0.1150047174629,"TP53/SMAD4",2
"R-HSA-556833","R-HSA-556833","Metabolism of lipids","3/23","119/2914",0.0648698484439172,0.167295924934313,0.1150047174629,"PPARGC1A/NRF1/ESRRA",3
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","3/23","124/2914",0.0716226348230353,0.182786932621288,0.125653745303571,"TP53/SMAD1/SMAD4",3
"R-HSA-2025928","R-HSA-2025928","Calcineurin activates NFAT","1/23","10/2914",0.0762978187159368,0.186929655854045,0.128501589416315,"NFATC1",1
"R-HSA-381038","R-HSA-381038","XBP1(S) activates chaperone genes","1/23","10/2914",0.0762978187159368,0.186929655854045,0.128501589416315,"GSK3A",1
"R-HSA-5250924","R-HSA-5250924","B-WICH complex positively regulates rRNA expression","1/23","10/2914",0.0762978187159368,0.186929655854045,0.128501589416315,"GSK3B",1
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","1/23","10/2914",0.0762978187159368,0.186929655854045,0.128501589416315,"FOXO1",1
"R-HSA-202403","R-HSA-202403","TCR signaling","2/23","59/2914",0.0777149933167594,0.188516567946595,0.129592484947176,"PAK1/PDPK1",2
"R-HSA-349425","R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"TP53",1
"R-HSA-446353","R-HSA-446353","Cell-extracellular matrix interactions","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"ILK",1
"R-HSA-5607763","R-HSA-5607763","CLEC7A (Dectin-1) induces NFAT activation","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"NFATC1",1
"R-HSA-5627117","R-HSA-5627117","RHO GTPases Activate ROCKs","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"PAK1",1
"R-HSA-6803207","R-HSA-6803207","TP53 Regulates Transcription of Caspase Activators and Caspases","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"TP53",1
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"TP53",1
"R-HSA-75815","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","1/23","11/2914",0.0836136417770708,0.189679094772059,0.130391644096797,"GSK3B",1
"R-HSA-1502540","R-HSA-1502540","Signaling by Activin","1/23","12/2914",0.0908740228446312,0.196962655442755,0.13539860309706,"SMAD4",1
"R-HSA-381070","R-HSA-381070","IRE1alpha activates chaperones","1/23","12/2914",0.0908740228446312,0.196962655442755,0.13539860309706,"GSK3A",1
"R-HSA-389359","R-HSA-389359","CD28 dependent Vav1 pathway","1/23","12/2914",0.0908740228446312,0.196962655442755,0.13539860309706,"PAK1",1
"R-HSA-399954","R-HSA-399954","Sema3A PAK dependent Axon repulsion","1/23","12/2914",0.0908740228446312,0.196962655442755,0.13539860309706,"PAK1",1
"R-HSA-428540","R-HSA-428540","Activation of RAC1","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"PAK1",1
"R-HSA-4839735","R-HSA-4839735","AXIN mutants destabilize the destruction complex, activating WNT signaling","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-4839744","R-HSA-4839744","truncated APC mutants destabilize the destruction complex","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-4839748","R-HSA-4839748","AMER1 mutants destabilize the destruction complex","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-5467337","R-HSA-5467337","APC truncation mutants have impaired AXIN binding","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-5467340","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-5467348","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"GSK3B",1
"R-HSA-6804760","R-HSA-6804760","Regulation of TP53 Activity through Methylation","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"TP53",1
"R-HSA-8964616","R-HSA-8964616","G beta:gamma signalling through CDC42","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"PAK1",1
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","1/23","13/2914",0.0980793631184331,0.196962655442755,0.13539860309706,"FOXO1",1
"R-HSA-199991","R-HSA-199991","Membrane Trafficking","3/23","144/2914",0.101669158251627,0.198318191945585,0.136330443442722,"AKT1/AKT2/AKT3",3
"R-HSA-445355","R-HSA-445355","Smooth Muscle Contraction","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"PAK1",1
"R-HSA-4839743","R-HSA-4839743","phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-5339716","R-HSA-5339716","Misspliced GSK3beta mutants stabilize beta-catenin","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-5358747","R-HSA-5358747","S33 mutants of beta-catenin aren't phosphorylated","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-5358749","R-HSA-5358749","S37 mutants of beta-catenin aren't phosphorylated","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-5358751","R-HSA-5358751","S45 mutants of beta-catenin aren't phosphorylated","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-5358752","R-HSA-5358752","T41 mutants of beta-catenin aren't phosphorylated","1/23","14/2914",0.105230061032351,0.198318191945585,0.136330443442722,"GSK3B",1
"R-HSA-1181150","R-HSA-1181150","Signaling by NODAL","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"SMAD4",1
"R-HSA-2730905","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"PDPK1",1
"R-HSA-5250913","R-HSA-5250913","Positive epigenetic regulation of rRNA expression","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"GSK3B",1
"R-HSA-6803204","R-HSA-6803204","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"TP53",1
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"TP53",1
"R-HSA-69541","R-HSA-69541","Stabilization of p53","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"TP53",1
"R-HSA-9604323","R-HSA-9604323","Negative regulation of NOTCH4 signaling","1/23","15/2914",0.112326512272439,0.200875879611297,0.138088682009914,"AKT1",1
"R-HSA-196299","R-HSA-196299","Beta-catenin phosphorylation cascade","1/23","16/2914",0.119369109794942,0.205953745772963,0.141579374108159,"GSK3B",1
"R-HSA-3232118","R-HSA-3232118","SUMOylation of transcription factors","1/23","16/2914",0.119369109794942,0.205953745772963,0.141579374108159,"TP53",1
"R-HSA-3928664","R-HSA-3928664","Ephrin signaling","1/23","16/2914",0.119369109794942,0.205953745772963,0.141579374108159,"PAK1",1
"R-HSA-5627123","R-HSA-5627123","RHO GTPases activate PAKs","1/23","16/2914",0.119369109794942,0.205953745772963,0.141579374108159,"PAK1",1
"R-HSA-8852276","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","1/23","16/2914",0.119369109794942,0.205953745772963,0.141579374108159,"TP53",1
"R-HSA-5653656","R-HSA-5653656","Vesicle-mediated transport","3/23","160/2914",0.128874283535302,0.220289788234829,0.151434440891827,"AKT1/AKT2/AKT3",3
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","5/23","347/2914",0.129476446962512,0.220289788234829,0.151434440891827,"AKT1/AKT2/AKT3/PAK1/PDPK1",5
"R-HSA-202433","R-HSA-202433","Generation of second messenger molecules","1/23","18/2914",0.133294301970382,0.223678794402353,0.153764155120844,"PAK1",1
"R-HSA-5610783","R-HSA-5610783","Degradation of GLI2 by the proteasome","1/23","18/2914",0.133294301970382,0.223678794402353,0.153764155120844,"GSK3B",1
"R-HSA-1368108","R-HSA-1368108","BMAL1:CLOCK,NPAS2 activates circadian gene expression","1/23","19/2914",0.140177669047275,0.228956859443883,0.157392470509221,"BHLHE40",1
"R-HSA-5218921","R-HSA-5218921","VEGFR2 mediated cell proliferation","1/23","19/2914",0.140177669047275,0.228956859443883,0.157392470509221,"PDPK1",1
"R-HSA-5610785","R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome","1/23","19/2914",0.140177669047275,0.228956859443883,0.157392470509221,"GSK3B",1
"R-HSA-5621575","R-HSA-5621575","CD209 (DC-SIGN) signaling","1/23","19/2914",0.140177669047275,0.228956859443883,0.157392470509221,"PAK1",1
"R-HSA-9006936","R-HSA-9006936","Signaling by TGF-beta family members","2/23","86/2914",0.146275894176134,0.235406131934538,0.161825912393238,"SMAD1/SMAD4",2
