X1	X3	X2
PPP2R1B	activates	PPP2CA 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	PPP2R1B 
GSK3B	inhibits	CTNNB1 
GSK3B	inhibits	CDK1 
DUSP8	activates	MAPK14 
GSK3B	inhibits	SREBF1 
UBE2D3	activates	SMAD2 
Perturbation	activates	DUSP8 
Perturbation	activates	PPP2R1B 
Perturbation	activates	UBE2D3 
GSK3B	activates	SMAD3 
GSK3B	activates	RELA 
MAPK14	inhibits	GSK3B 
GSK3B	activates	CIITA 
DUSP8	inhibits	MAPK3 
UBE2D3	inhibits	NFKB1 
EP300	activates	MYB 
EP300	activates	SMAD2 
EP300	activates	STAT3 
CDK2	inhibits	PAK1 
DUSP9	inhibits	MAPK14 
PRKCD	inhibits	EP300 
EP300	activates	MEF2C 
IGBP1	activates	PPP2CA 
EP300	activates	NR4A1 
EP300	activates	YY1 
EP300	activates	IRF1 
Perturbation	inhibits	IGBP1 
DUSP9	activates	MAPK1 
PPP2CA	inhibits	PRKCD 
CDK2	activates	BRCA1 
MAPK1	activates	CDK2 
PRKCD	activates	RELA 
PRKCD	activates	MAPK1 
Perturbation	activates	DUSP9 
Perturbation	inhibits	DUSP8 
AKT2	inhibits	NR4A1 
NPM1	inhibits	IRF1 
PPP2CA	inhibits	AKT2 
AKT2	activates	BRCA1 
CDK1	inhibits	NPM1 
DUSP8	inhibits	MAPK1 
BRCA1	activates	NPM1 
DUSP26	inhibits	MAPK14 
Perturbation	activates	DUSP26 
PKN1	activates	MAPK14 
CDK1	activates	PKN1 
GADD45B	inhibits	CDK1 
GABPA	activates	TXN 
TXN	activates	NFKB1 
TXN	activates	ARNT 
Perturbation	activates	GADD45B 
AKT1	activates	EP300 
AKT1	activates	TWIST1 
CSNK2A1	activates	AKT1 
AKT1	activates	PAK1 
Perturbation	activates	IGBP1 
RPS6KB1	activates	CREM 
MAPK1	activates	RPS6KB1 
PPP2CA	inhibits	RPS6KB1 
AKT1	inhibits	AKT2 
Perturbation	inhibits	DUSP9 
SET	inhibits	PPP2CB 
PPP2CB	inhibits	AKT2 
CSNK2A1	inhibits	SET 
PPP2CB	inhibits	RPS6KB1 
Perturbation	inhibits	TIPRL 
PCSK7	activates	PPP2CA 
Perturbation	activates	PCSK7 
DUSP14	inhibits	MAPK14 
Perturbation	inhibits	DUSP14 
DUSP10	inhibits	MAPK14 
Perturbation	inhibits	DUSP10 
Perturbation	inhibits	PCSK7 
Perturbation	inhibits	DUSP26 
WEE1	inhibits	CDK1 
Perturbation	inhibits	MEN1 
MEN1	inhibits	NFKB1 
MEN1	inhibits	RELA 
PAK1	inhibits	WEE1 
WEE2	inhibits	CDK1 
Perturbation	inhibits	WEE2 
Perturbation	inhibits	DUSP7 
Perturbation	activates	WEE2 
RPS6KA4	activates	FOS 
MAPK14	activates	RPS6KA4 
RPS6KA4	activates	ATF1 
RPS6KA4	activates	ETV1 
Perturbation	inhibits	UBE2D3 
GADD45G	inhibits	CDK1 
Perturbation	activates	GADD45G 
Perturbation	activates	DUSP14 
CDK1	activates	CHEK1 
CHEK1	inhibits	NFKB1 
MAPK3	activates	STAT3 
MAPK3	activates	SMAD2 
MAPK11	activates	SMAD2 
MAPK3	activates	FOS 
MAPK3	activates	EP300 
MAPK3	activates	SP1 
MAPK3	activates	SREBF1 
MAPK3	activates	CSNK2A1 
MAPK3	activates	TWIST1 
MAPK11	activates	HBP1 
MAPK11	activates	TWIST1 
MAPK3	activates	MAPKAPK2 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MEF2C 
AKT3	activates	CDK2 
RAC3	activates	PAK1 
MAPK11	activates	RPS6KA5 
RPS6KA5	activates	ATF1 
RPS6KA5	activates	STAT3 
RPS6KA5	activates	ETV1 
RPS6KA5	activates	FOS 
DUSP10	inhibits	MAPK11 
Perturbation	activates	RAC3 
PRKCZ	activates	MAPK1 
PRKCZ	activates	NFKB1 
PRKCZ	activates	RELA 
PPP2CA	inhibits	PRKCZ 
Perturbation	inhibits	RAC3 
Perturbation	activates	DUSP10 
DUSP16	inhibits	MAPK11 
MAPK1	activates	DUSP16 
AKT1	activates	CTNNB1 
MAP3K7	activates	NFKB1 
PPP2CA	inhibits	MAP3K7 
MAPK11	activates	STAT1 
RILPL2	activates	PAK1 
Perturbation	inhibits	RILPL2 
PPP2CB	inhibits	AKT3 
FMR1	activates	PAK1 
Perturbation	inhibits	FMR1 
BABAM1	activates	BRCA1 
Perturbation	inhibits	BABAM1 
Perturbation	inhibits	CKS1B 
