"","exp1","exp2","Jc"
"42","benzo(a)pyrene_VCAP_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.147169811320755
"43","benzo(a)pyrene_VCAP_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.21256038647343
"44","benzo(a)pyrene_VCAP_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.258928571428571
"45","benzo(a)pyrene_VCAP_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.193548387096774
"46","benzo(a)pyrene_VCAP_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.123076923076923
"47","benzo(a)pyrene_VCAP_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.136363636363636
"48","benzo(a)pyrene_VCAP_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.170103092783505
"49","benzo(a)pyrene_VCAP_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.137795275590551
"50","benzo(a)pyrene_VCAP_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.104247104247104
"51","benzo(a)pyrene_VCAP_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",1
"52","benzo(a)pyrene_VCAP_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.161870503597122
"53","benzo(a)pyrene_VCAP_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.245454545454545
"54","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.123076923076923
"55","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.176678445229682
"56","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0477021524141943
"57","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.215962441314554
"58","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.143478260869565
"59","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.187214611872146
"60","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.132075471698113
"61","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.189189189189189
"62","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.2
"63","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.177777777777778
"64","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.138888888888889
"65","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0460992907801418
"66","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.126623376623377
"67","benzo(a)pyrene_VCAP_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.124528301886792
"68","benzo(a)pyrene_VCAP_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.207317073170732
"69","benzo(a)pyrene_VCAP_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.138888888888889
"70","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.185654008438819
"71","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.163865546218487
"72","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.142259414225941
"73","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.161073825503356
"74","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.175
"75","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.164835164835165
"76","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.201834862385321
"77","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.156779661016949
"78","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.131386861313869
"79","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.218884120171674
"80","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.224719101123595
"81","benzo(a)pyrene_VCAP_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0402843601895735
"82","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.183206106870229
"83","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.168674698795181
"84","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.235294117647059
"85","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.187214611872146
"86","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.165991902834008
"87","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.145833333333333
"88","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.140794223826715
"89","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.23394495412844
"90","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0424387328153019
"91","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.335907335907336
"92","benzo(a)pyrene_VCAP_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.205761316872428
"93","benzo(a)pyrene_VCAP_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.195571955719557
"94","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.218623481781377
"95","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.170403587443946
"96","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.191836734693878
"97","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.139830508474576
"98","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.169611307420495
"99","brefeldin-a_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.151639344262295
"100","brefeldin-a_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.161870503597122
"101","brefeldin-a_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",1
"102","brefeldin-a_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.185022026431718
"103","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.190871369294606
"104","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.171428571428571
"105","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0369515011547344
"106","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.159817351598174
"107","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.15695067264574
"108","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.164383561643836
"109","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.138996138996139
"110","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.135964912280702
"111","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.154166666666667
"112","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.19815668202765
"113","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.155737704918033
"114","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0364063417498532
"115","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.191637630662021
"116","brefeldin-a_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.176706827309237
"117","brefeldin-a_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.253218884120172
"118","brefeldin-a_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.187192118226601
"119","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.254545454545455
"120","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.162393162393162
"121","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.102880658436214
"122","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.171821305841924
"123","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.178181818181818
"124","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.146520146520147
"125","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.200934579439252
"126","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.218181818181818
"127","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.177606177606178
"128","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.167364016736402
"129","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.133802816901408
"130","brefeldin-a_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0385527876631079
"131","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.224899598393574
"132","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.130434782608696
"133","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.207207207207207
"134","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.202830188679245
"135","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.174273858921162
"136","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.134453781512605
"137","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.219607843137255
"138","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.194570135746606
"139","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0332739156268568
"140","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.171821305841924
"141","brefeldin-a_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.161290322580645
"142","brefeldin-a_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.194756554307116
"143","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.259574468085106
"144","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.153153153153153
"145","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.176229508196721
"146","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.178571428571429
"147","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.194139194139194
"148","brefeldin-a_HEPG2_6 h_100 nM","benzo(a)pyrene_VCAP_24 h_10 µM",0.16
"149","brefeldin-a_HEPG2_6 h_100 nM","benzo(a)pyrene_VCAP_6 h_10 µM",0.245454545454545
"150","brefeldin-a_HEPG2_6 h_100 nM","brefeldin-a_HEPG2_6 h_10 µM",0.185022026431718
"151","brefeldin-a_HEPG2_6 h_100 nM","brefeldin-a_HEPG2_6 h_100 nM",1
"152","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.04 um",0.14975845410628
"153","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.04 µM",0.202586206896552
"154","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.12 um",0.0282519128899353
"155","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.12 µM",0.205882352941176
"156","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.37 um",0.194285714285714
"157","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.37 µM",0.240963855421687
"158","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_1.11 um",0.194174757281553
"159","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_1.11 µM",0.265060240963855
"160","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_10 µM",0.259668508287293
"161","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_10.0 um",0.198863636363636
"162","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_3.33 um",0.201030927835052
"163","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_3.33 µM",0.0343580470162749
"164","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_6 h_10 µM",0.153543307086614
"165","brefeldin-a_HEPG2_6 h_100 nM","mitomycin-c_HCC515_24 h_10 µM",0.226130653266332
"166","brefeldin-a_HEPG2_6 h_100 nM","mitomycin-c_HCC515_6 h_10 µM",0.252577319587629
"167","brefeldin-a_HEPG2_6 h_100 nM","quercetin_HEPG2_6 h_10 µM",0.215189873417722
"168","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.04 um",0.164102564102564
"169","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.12 um",0.17989417989418
"170","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.37 um",0.17741935483871
"171","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_1.11 um",0.201646090534979
"172","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_10.0 um",0.141078838174274
"173","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_3.33 um",0.173333333333333
"174","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_6 h_10 µM",0.260606060606061
"175","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_24 h_10 µM",0.280701754385965
"176","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_24 h_3 µM",0.158371040723982
"177","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_6 h_10 µM",0.204188481675393
"178","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_6 h_3 µM",0.192139737991266
"179","brefeldin-a_HEPG2_6 h_100 nM","temozolomide_HEPG2_6 h_10 µM",0.0315151515151515
"180","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.213270142180095
"181","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.215384615384615
"182","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.265895953757225
"183","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.240963855421687
"184","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.206185567010309
"185","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.214285714285714
"186","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.15929203539823
"187","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.242774566473988
"188","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0292326431181486
"189","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.216666666666667
"190","brefeldin-a_HEPG2_6 h_100 nM","thapsigargin_HEPG2_6 h_10 µM",0.264550264550265
"191","brefeldin-a_HEPG2_6 h_100 nM","VU-0418946-1_HEPG2_6 h_10 µM",0.210762331838565
"192","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_20 µM",0.293193717277487
"193","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_5 µM",0.203488372093023
"194","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_10 µM",0.293478260869565
"195","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_20 µM",0.214689265536723
"196","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_5 µM",0.199134199134199
"197","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.243781094527363
"198","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.123076923076923
"199","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_10 µM",0.190871369294606
"200","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_100 nM",0.14975845410628
"201","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 um",1
"202","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 µM",0.188
"203","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 um",0.02975495915986
"204","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 µM",0.173684210526316
"205","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 um",0.146464646464646
"206","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 µM",0.191489361702128
"207","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 um",0.152838427947598
"208","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 µM",0.175257731958763
"209","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10 µM",0.188405797101449
"210","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10.0 um",0.251366120218579
"211","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 um",0.242574257425743
"212","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 µM",0.03584229390681
"213","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_6 h_10 µM",0.106761565836299
"214","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_24 h_10 µM",0.15929203539823
"215","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_6 h_10 µM",0.202764976958525
"216","geldanamycin_HEPG2_24 h_0.04 um","quercetin_HEPG2_6 h_10 µM",0.147540983606557
"217","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.04 um",0.150234741784038
"218","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.12 um",0.131455399061033
"219","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.37 um",0.139423076923077
"220","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_1.11 um",0.192307692307692
"221","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_10.0 um",0.257510729613734
"222","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_3.33 um",0.220779220779221
"223","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_6 h_10 µM",0.13
"224","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_10 µM",0.117924528301887
"225","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_3 µM",0.274418604651163
"226","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_10 µM",0.164319248826291
"227","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_3 µM",0.110687022900763
"228","geldanamycin_HEPG2_24 h_0.04 um","temozolomide_HEPG2_6 h_10 µM",0.030557219892151
"229","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.186147186147186
"230","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.24390243902439
"231","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.167487684729064
"232","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.125628140703518
"233","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.247524752475248
"234","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.160194174757282
"235","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.238938053097345
"236","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.226315789473684
"237","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0351515151515151
"238","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.11913357400722
"239","geldanamycin_HEPG2_24 h_0.04 um","thapsigargin_HEPG2_6 h_10 µM",0.223809523809524
"240","geldanamycin_HEPG2_24 h_0.04 um","VU-0418946-1_HEPG2_6 h_10 µM",0.195020746887967
"241","geldanamycin_HEPG2_24 h_0.04 um","YC-1_HEPG2_24 h_20 µM",0.167400881057269
"242","geldanamycin_HEPG2_24 h_0.04 um","YC-1_HEPG2_24 h_5 µM",0.130653266331658
