"","exp1","exp2","cor_coef"
"60","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.738101694735636
"61","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.936950105123782
"62","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.551196865127717
"63","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.587844051230501
"64","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.949881647376237
"65","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.639524781852522
"66","benzo(a)pyrene_VCAP_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.121958612200655
"67","benzo(a)pyrene_VCAP_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.754120574833038
"68","benzo(a)pyrene_VCAP_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.675773611855552
"69","benzo(a)pyrene_VCAP_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.906740960996695
"70","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.886382082134844
"71","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.772151042053233
"72","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.601050553976805
"73","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.646668795017815
"74","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.587807159257011
"75","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.768782003818008
"76","benzo(a)pyrene_VCAP_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.468849070746921
"77","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.880427774676854
"78","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.0128212356214063
"79","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.771955328897534
"80","benzo(a)pyrene_VCAP_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.694251371938103
"81","benzo(a)pyrene_VCAP_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.635091953508814
"82","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.636084896447004
"83","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.598303919638939
"84","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.557628973044925
"85","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.469358834459402
"86","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.932993320779741
"87","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.297417840275727
"88","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.364268729872499
"89","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.790496940960998
"90","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.0360090873640564
"91","benzo(a)pyrene_VCAP_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.886260294893385
"92","benzo(a)pyrene_VCAP_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.467503142103839
"93","benzo(a)pyrene_VCAP_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.879143646188385
"94","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.442082057827873
"95","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.20438042989238
"96","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.361813447305716
"97","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",-0.11587374336118
"98","benzo(a)pyrene_VCAP_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.559733277579031
"99","brefeldin-a_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.0720665640239046
"100","brefeldin-a_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.376021637370001
"101","brefeldin-a_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",1
"102","brefeldin-a_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.719364476412823
"103","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.521031169717339
"104","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.468834835348694
"105","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",-0.0589775034476543
"106","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.514341623432956
"107","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.429347692467775
"108","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.0687390271081608
"109","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",-0.0105906468907524
"110","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.286108259517393
"111","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.529023330064047
"112","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.515331426534013
"113","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.270058104845421
"114","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",-0.00108205379309907
"115","brefeldin-a_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",-0.0181891271229169
"116","brefeldin-a_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.00108211069892032
"117","brefeldin-a_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.192195900793311
"118","brefeldin-a_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.511904201714371
"119","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.436635960727107
"120","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.0450847047568284
"121","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.129447668758842
"122","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.607758047393203
"123","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.533196541595543
"124","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.00355146238406426
"125","brefeldin-a_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.825417364682597
"126","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.505487583708546
"127","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",-0.0687679449075481
"128","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.0486297400608046
"129","brefeldin-a_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",-0.0895943112445755
"130","brefeldin-a_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",-0.0569400734527887
"131","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.593642203746279
"132","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.707937885098833
"133","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.723971158180873
"134","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.745896202485963
"135","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.410146046847463
"136","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.28021587434674
"137","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.878642467118705
"138","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.472090658955379
"139","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.446429090754926
"140","brefeldin-a_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.166747694632547
"141","brefeldin-a_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.6498216060548
"142","brefeldin-a_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.284552846931031
"143","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.761808935845292
"144","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.640259265732589
"145","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.782625893695654
"146","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",-0.062716419557069
"147","brefeldin-a_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.528660259289114
"148","brefeldin-a_HEPG2_6 h_100 nM","benzo(a)pyrene_VCAP_24 h_10 µM",0.109454723390782
"149","brefeldin-a_HEPG2_6 h_100 nM","benzo(a)pyrene_VCAP_6 h_10 µM",0.568075919042213
"150","brefeldin-a_HEPG2_6 h_100 nM","brefeldin-a_HEPG2_6 h_10 µM",0.719364476412823
"151","brefeldin-a_HEPG2_6 h_100 nM","brefeldin-a_HEPG2_6 h_100 nM",1
"152","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.04 um",0.231223175982408
"153","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.04 µM",0.464621728734692
"154","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.12 um",-0.0815141232101974
"155","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.12 µM",0.508614001779953
"156","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.37 um",0.812647137729202
"157","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_0.37 µM",0.231895987223232
"158","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_1.11 um",0.0443962465340898
"159","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_1.11 µM",0.430369534116559
"160","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_10 µM",0.79028204918192
"161","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_10.0 um",0.843653200826965
"162","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_3.33 um",0.398151932991317
"163","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_24 h_3.33 µM",-0.0601343836590757
"164","brefeldin-a_HEPG2_6 h_100 nM","geldanamycin_HEPG2_6 h_10 µM",0.164193484499311
"165","brefeldin-a_HEPG2_6 h_100 nM","mitomycin-c_HCC515_24 h_10 µM",0.0598664533474926
"166","brefeldin-a_HEPG2_6 h_100 nM","mitomycin-c_HCC515_6 h_10 µM",0.146858825011222
"167","brefeldin-a_HEPG2_6 h_100 nM","quercetin_HEPG2_6 h_10 µM",0.598797294084831
"168","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.04 um",0.34821331557231
"169","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.12 um",0.0815993131749042
"170","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_0.37 um",0.0814190767513786
"171","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_1.11 um",0.803144214987473
"172","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_10.0 um",0.683956059016049
"173","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_24 h_3.33 um",0.0199107493685229
"174","brefeldin-a_HEPG2_6 h_100 nM","radicicol_HEPG2_6 h_10 µM",0.870793316139091
"175","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_24 h_10 µM",0.549039279566758
"176","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_24 h_3 µM",0.0185012727121323
"177","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_6 h_10 µM",0.073555158470792
"178","brefeldin-a_HEPG2_6 h_100 nM","spiperone_HEPG2_6 h_3 µM",-0.0662810989331946
"179","brefeldin-a_HEPG2_6 h_100 nM","temozolomide_HEPG2_6 h_10 µM",-0.0786550767246491
"180","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.815406440408815
"181","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.845896730191638
"182","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.757013318467228
"183","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.822759915016111
"184","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.550407203850401
"185","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.289318595051712
"186","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.660265522757455
"187","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.608953814354646
"188","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.293613206592024
"189","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.21616117760892
"190","brefeldin-a_HEPG2_6 h_100 nM","thapsigargin_HEPG2_6 h_10 µM",0.65610270486946
"191","brefeldin-a_HEPG2_6 h_100 nM","VU-0418946-1_HEPG2_6 h_10 µM",0.374452471064023
"192","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_20 µM",0.79671656707591
"193","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_5 µM",0.60180630341551
"194","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_10 µM",0.79618488902533
"195","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_20 µM",-0.109468017259077
"196","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_5 µM",0.704679086190559
"197","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.0233535005852813
"198","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.178875421548598
"199","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_10 µM",0.521031169717339
"200","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_100 nM",0.231223175982408
"201","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 um",1
"202","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 µM",0.229296812842221
"203","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 um",-0.0526024583214626
"204","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 µM",0.52791516755496
"205","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 um",0.207066480560024
"206","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 µM",0.199701921275939
"207","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 um",-0.0331783815114403
"208","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 µM",0.108912812107826
"209","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10 µM",0.396423900710449
"210","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10.0 um",0.287639149361999
"211","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 um",0.121863184988427
"212","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 µM",-0.00493410115242086
"213","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_6 h_10 µM",-0.012322847458695
"214","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_24 h_10 µM",-0.0161644728587712
"215","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_6 h_10 µM",-0.0302840255707914
"216","geldanamycin_HEPG2_24 h_0.04 um","quercetin_HEPG2_6 h_10 µM",0.349649383296081
"217","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.04 um",0.369624583563016
"218","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.12 um",0.0201075183139128
"219","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.37 um",-0.0843449583014733
"220","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_1.11 um",0.306728735096721
"221","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_10.0 um",0.287251868884238
"222","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_3.33 um",-0.0217584355368631
"223","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_6 h_10 µM",0.2000314232888
"224","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_10 µM",0.310870940116694
"225","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_3 µM",0.509471361461469
"226","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_10 µM",0.00324893782181978
"227","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_3 µM",-0.0708512271587159
"228","geldanamycin_HEPG2_24 h_0.04 um","temozolomide_HEPG2_6 h_10 µM",-0.0506700334880103
"229","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.297752085599575
"230","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.247497821978689
"231","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.50570517462892
"232","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.328912152834034
"233","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.161254481246732
"234","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",-0.0149854439169214
"235","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.526218255145428
"236","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.290254463426342
"237","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.0266649474554347
"238","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.0626055739823076
"239","geldanamycin_HEPG2_24 h_0.04 um","thapsigargin_HEPG2_6 h_10 µM",0.423261294261712
"240","geldanamycin_HEPG2_24 h_0.04 um","VU-0418946-1_HEPG2_6 h_10 µM",0.121690973267482
