NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
ABR	2407	1	10	18	8	9	0.0162322764715995	1
FOXA1	2569	1	10	15	5	13	0.00828856082174963	1
PITX3	2768	1	10	14	4	13	0.0160940681254001	1
ARHGAP24	2790	1	10	18	8	9	0.0162322764715995	1
CALR	2857	1	10	15	5	13	0.00828856082174963	1
PA2G4	2979	1	10	15	5	13	0.00828856082174963	1
RNF14	3058	1	10	15	5	13	0.00828856082174963	1
FBLN1	3095	1	10	16	6	13	0.0150714174027866	1
NCF2	3097	1	10	18	8	9	0.0162322764715995	1
TCF4	3214	1	10	15	5	13	0.00828856082174963	1
HACD3	3427	1	10	18	8	9	0.0162322764715995	1
FKBP4	4	-1	10	15	5	13	0.00828856082174963	1
TIAM1	183	-1	10	18	8	9	0.0162322764715995	1
CASP10	202	-1	10	16	6	13	0.0150714174027866	1
GSN	283	-1	10	16	6	13	0.0118720061348308	1
KDM3A	404	-1	10	15	5	13	0.00828856082174963	1
KDM4A	407	-1	10	15	5	13	0.00828856082174963	1
MAP3K5	463	-1	10	14	4	18	0.00526053595942645	1
SMARCB1	526	-1	10	16	6	13	0.0214492895000594	1
CREB1	604	-1	10	17	7	12	0.0195299853192066	1
CRTC2	605	-1	10	17	7	9	0.0195299853192066	1
KDM7A	730	-1	10	15	5	13	0.00828856082174963	1
TNF	879	-1	10	16	6	14	0.00882612472140874	1
MAP3K20	1077	-1	10	15	5	14	0.00371705457414677	1
WWOX	1126	-1	10	18	8	6	0.0162322764715995	1
MAP3K13	1255	-1	10	16	6	11	0.00607167273344055	1
MTSS1	1298	-1	10	18	8	9	0.0162322764715995	1
PTK2B	1674	-1	10	16	6	14	0.0150714174027866	1
FN1	1694	-1	10	16	6	13	0.0150714174027866	1
CAMK1G	1831	-1	10	17	7	9	0.0195299853192066	1
RLF	2005	-1	10	18	8	6	0.0162322764715995	1
SMARCA2	2126	-1	10	14	4	12	0.0119132309355206	1
TSSK4	2240	-1	10	17	7	9	0.0195299853192066	1
DOCK3	2423	-1	10	18	8	9	0.0162322764715995	1
DOCK10	2424	-1	10	18	8	9	0.0162322764715995	1
FGD5	2429	-1	10	18	8	9	0.0162322764715995	1
PREX1	2439	-1	10	18	8	9	0.0162322764715995	1
TIAM2	2442	-1	10	18	8	9	0.0162322764715995	1
DIAPH1	2544	-1	10	16	6	13	0.0150714174027866	1
DLK1	2681	-1	10	16	6	13	0.0150714174027866	1
ELMO1	2802	-1	10	18	8	9	0.0162322764715995	1
DOCK1	2807	-1	10	18	8	9	0.0162322764715995	1
HSP90B1	2950	-1	10	15	5	13	0.00828856082174963	1
KALRN	3100	-1	10	18	8	9	0.0162322764715995	1
SVIL	3154	-1	10	15	5	13	0.00828856082174963	1
HES6	3194	-1	10	14	4	12	0.0119132309355206	1
ZMIZ1	3215	-1	10	15	5	13	0.00828856082174963	1
SUGT1	3236	-1	10	17	7	10	0.00602680712299826	1
GTF2A2	3286	-1	10	14	4	12	0.0119132309355206	1
TAGLN	3334	-1	10	15	5	10	0.00828856082174963	1
NCOA6	3353	-1	10	15	5	13	0.00828856082174963	1
BTAF1	3409	-1	10	14	4	12	0.0119132309355206	1
DOCK2	3426	-1	10	18	8	9	0.0162322764715995	1
ACTA1	3467	-1	10	18	8	9	0.0162322764715995	1
GAK	3480	-1	10	15	5	13	0.00828856082174963	1
SGK1	204	1	9	14	5	17	0.0155804057809741	1
GADD45A	721	1	9	16	7	13	0.0122140449459389	1
NANOS1	770	1	9	16	7	8	0.0368644276280392	1
CDK8	1338	1	9	18	9	9	0.0502374289687103	1
PTHLH	1599	1	9	13	4	17	0.0317110305043338	1
PRKCH	1871	1	9	14	5	17	0.0155804057809741	1
DUSP7	1988	1	9	17	8	11	0.0118073119798638	1
FGG	2278	1	9	15	6	14	0.0256903902614752	1
ATXN2L	2281	1	9	15	6	11	0.0121810311809633	1
JAZF1	2633	1	9	13	4	14	0.00476224880942568	1
PPM1L	2783	1	9	13	4	16	0.0106032832353002	1
RICTOR	3033	1	9	14	5	16	0.0155804057809741	1
NR2C2AP	3308	1	9	13	4	14	0.00476224880942568	1
SOSTDC1	3418	1	9	11	2	1	0.0018593263062917	1
CHRD	3504	1	9	11	2	1	0.0018593263062917	1
SMAD4	288	-1	9	18	9	9	0.0216480084754295	1
NOD2	344	-1	9	17	8	11	0.0118073119798638	1
MAP2K6	597	-1	9	15	6	15	0.00501176621380213	1
AR	636	-1	9	15	6	15	0.0210872539319658	1
CFL1	694	-1	9	17	8	9	0.0274937975202835	1
YY1	875	-1	9	16	7	13	0.0497276831709183	1
MAP3K1	925	-1	9	17	8	11	0.0118073119798638	1
TAOK2	1009	-1	9	16	7	12	0.0168900663720818	1
IFNA1	1033	-1	9	15	6	13	0.0165261843096089	1
MAPK8IP2	1080	-1	9	15	6	15	0.00826217468910042	1
SKI	1085	-1	9	18	9	9	0.0720573457171102	1
NR1H3	1179	-1	9	12	3	17	0.0171165544719249	1
IL5	1183	-1	9	15	6	11	0.0121810311809633	1
SCO2	1201	-1	9	13	4	16	0.0106032832353002	1
THPO	1208	-1	9	15	6	11	0.0121810311809633	1
NUP153	1270	-1	9	19	10	6	0.0330212942397317	1
FOXH1	1271	-1	9	17	8	6	0.0220242703961985	1
NR2C2	1403	-1	9	13	4	17	0.00476224880942568	1
NTS	1584	-1	9	17	8	11	0.0274937975202835	1
RBP1	1649	-1	9	15	6	14	0.0165261843096089	1
CARD9	1790	-1	9	17	8	11	0.0167282636745965	1
MAP3K6	1862	-1	9	13	4	16	0.0106032832353002	1
NSD1	1863	-1	9	12	3	19	0.0063918078618297	1
CTNND1	1891	-1	9	17	8	10	0.0274937975202835	1
RUNX2	2061	-1	9	18	9	6	0.0502374289687103	1
PLK2	2092	-1	9	18	9	9	0.0553918007734658	1
HSPA1B	2338	-1	9	16	7	11	0.0122140449459389	1
CCR3	2516	-1	9	17	8	11	0.0118073119798638	1
HNF1B	2609	-1	9	17	8	8	0.0274937975202835	1
NCOA4	2707	-1	9	13	4	16	0.0140048756697143	1
RCC1	3078	-1	9	15	6	9	0.0165261843096089	1
RAN	3087	-1	9	15	6	12	0.0165261843096089	1
RANGAP1	3099	-1	9	15	6	9	0.0165261843096089	1
RANBP1	3102	-1	9	15	6	9	0.0165261843096089	1
UBE2D2	3159	-1	9	17	8	6	0.0220242703961985	1
GSPT1	3228	-1	9	13	4	16	0.0106032832353002	1
RHOG	3321	-1	9	17	8	9	0.0274937975202835	1
MGP	3415	-1	9	11	2	1	0.0018593263062917	1
ELMO2	3420	-1	9	17	8	9	0.0274937975202835	1
HNRNPA0	96	1	8	15	7	12	0.0230312791014134	1
PARN	101	1	8	15	7	12	0.0230312791014134	1
KEAP1	117	1	8	14	6	15	0.029323437291726	1
IL6	440	1	8	15	7	13	0.0777068128273284	1
FBXO5	479	1	8	13	5	15	0.0336927213583709	1
PPP5C	520	1	8	16	8	12	0.0825846688179366	1
HDAC2	562	1	8	17	9	9	0.059673948186559	1
SEC63	1653	1	8	13	5	9	0.0278505075350109	1
L1CAM	1660	1	8	12	4	12	0.0433124871921864	1
ARFGAP1	1696	1	8	15	7	9	0.0299242243354322	1
MAFG	1765	1	8	15	7	8	0.0230312791014134	1
PTPRE	1942	1	8	17	9	10	0.0289229670079885	1
RNF146	2008	1	8	12	4	18	0.0352311543800412	1
STK26	2167	1	8	12	4	12	0.0433124871921864	1
TNKS2	2221	1	8	12	4	18	0.0352311543800412	1
TNKS	2222	1	8	12	4	18	0.0352311543800412	1
EZR	2555	1	8	12	4	18	0.0433124871921864	1
JDP2	2634	1	8	15	7	8	0.0230312791014134	1
SLC9A1	2797	1	8	12	4	12	0.0433124871921864	1
ASAP1	2804	1	8	15	7	9	0.0299242243354322	1
ITGAV	2819	1	8	12	4	19	0.0433124871921864	1
PF4	2853	1	8	13	5	16	0.0278505075350109	1
CD81	3050	1	8	12	4	12	0.0433124871921864	1
ESRRA	3109	1	8	13	5	11	0.0336927213583709	1
NELFB	3362	1	8	15	7	8	0.0230312791014134	1
HNRNPU	3391	1	8	12	4	1	0.0253911965994719	1
ARFIP1	3519	1	8	15	7	9	0.0299242243354322	1
TIA1	94	-1	8	15	7	12	0.0230312791014134	1
HNRNPD	95	-1	8	15	7	12	0.0230312791014134	1
TIAL1	102	-1	8	15	7	12	0.0230312791014134	1
MAPK3	112	-1	8	17	9	10	0.0144666989702818	1
CAPN1	198	-1	8	9	1	26	0.00922166548939094	1
RALGDS	221	-1	8	16	8	10	0.0297587657912265	1
SMAD3	289	-1	8	20	12	4	0.0489895151541678	1
TNFSF10	322	-1	8	17	9	10	0.0144666989702818	1
CXCL9	435	-1	8	16	8	10	0.0225089935672281	1
KMT2E	442	-1	8	15	7	8	0.0230312791014134	1
JUN	508	-1	8	16	8	12	0.0225089935672281	1
PRKD1	567	-1	8	13	5	18	0.0336927213583709	1
PPARA	638	-1	8	12	4	20	0.0395615597187054	1
NR1I3	677	-1	8	16	8	8	0.0773613371190158	1
USP9X	737	-1	8	17	9	6	0.0367000896131401	1
CXCL10	757	-1	8	16	8	10	0.0225089935672281	1
EZH2	764	-1	8	14	6	15	0.0590653717372414	1
ATF3	805	-1	8	15	7	8	0.0230312791014134	1
PIAS3	931	-1	8	18	10	7	0.0596931901842225	1
CXCL11	976	-1	8	16	8	10	0.0225089935672281	1
MEF2C	1041	-1	8	15	7	8	0.0230312791014134	1
LRP5	1071	-1	8	15	7	12	0.0505410005043251	1
PKN1	1184	-1	8	13	5	18	0.0336927213583709	1
MAP4K2	1206	-1	8	16	8	10	0.0225089935672281	1
MPL	1207	-1	8	15	7	13	0.0230312791014134	1
SHC1	1212	-1	8	17	9	10	0.0289229670079885	1
MAP3K12	1215	-1	8	16	8	12	0.0371862415607303	1
MAP3K11	1216	-1	8	16	8	12	0.0518291333326916	1
MBIP	1239	-1	8	15	7	11	0.0369230725883096	1
KSR1	1253	-1	8	18	10	8	0.0355573901870827	1
NUP214	1269	-1	8	16	8	12	0.0654136744245026	1
SPAG9	1274	-1	8	16	8	12	0.0371862415607303	1
SH3RF1	1275	-1	8	15	7	14	0.0369230725883096	1
SMAD5	1283	-1	8	17	9	5	0.0367000896131401	1
WDR83	1290	-1	8	16	8	12	0.0157268865856478	1
ESRRB	1404	-1	8	14	6	10	0.0228849813533361	1
PRKCB	1410	-1	8	13	5	18	0.0278505075350109	1
IAPP	1442	-1	8	15	7	8	0.0230312791014134	1
CCL15	1462	-1	8	16	8	10	0.0225089935672281	1
CCL28	1467	-1	8	16	8	10	0.0225089935672281	1
CCL24	1470	-1	8	16	8	10	0.0225089935672281	1
ARF1	1593	-1	8	16	8	10	0.0297587657912265	1
RAP1A	1634	-1	8	17	9	10	0.0289229670079885	1
CAMK4	1639	-1	8	18	10	6	0.0880586125222771	1
SSTR2	1642	-1	8	17	9	9	0.0445140301954038	1
RAPGEF1	1663	-1	8	16	8	11	0.0297587657912265	1
PSD3	1682	-1	8	15	7	9	0.0299242243354322	1
RIN1	1688	-1	8	17	9	9	0.0367000896131401	1
ARFGEF2	1693	-1	8	15	7	9	0.0299242243354322	1
RALA	1733	-1	8	16	8	12	0.0371862415607303	1
ECSIT	1780	-1	8	16	8	10	0.0225089935672281	1
PRKAA2	1839	-1	8	17	9	10	0.0289229670079885	1
DAB2IP	1893	-1	8	13	5	18	0.0572162446561932	1
RAPGEF5	1976	-1	8	16	8	10	0.0297587657912265	1
RAPGEF6	1977	-1	8	16	8	10	0.0297587657912265	1
PPP1R8	2069	-1	8	13	5	13	0.0446062470629871	1
TAL1	2176	-1	8	11	3	18	0.0175086027946764	1
TBL1XR1	2179	-1	8	12	4	17	0.0202138156130831	1
TNIK	2219	-1	8	15	7	12	0.0165079181293592	1
ERCC2	2276	-1	8	13	5	11	0.0278505075350109	1
FHL1	2564	-1	8	12	4	14	0.0253911965994719	1
MAPK15	2661	-1	8	15	7	8	0.0230312791014134	1
AHR	2714	-1	8	12	4	17	0.0202138156130831	1
DDX21	2766	-1	8	15	7	8	0.0230312791014134	1
CCL18	2879	-1	8	16	8	10	0.0225089935672281	1
NRK	3044	-1	8	16	8	10	0.0225089935672281	1
GTF2H3	3124	-1	8	13	5	11	0.0278505075350109	1
CITED1	3156	-1	8	17	9	5	0.0367000896131401	1
RASGRP2	3197	-1	8	16	8	10	0.0297587657912265	1
GTF2H4	3216	-1	8	13	5	11	0.0278505075350109	1
GTF2E2	3389	-1	8	12	4	1	0.0253911965994719	1
FASTK	3438	-1	8	14	6	6	0.0228849813533361	1
F12	3488	-1	8	11	3	0	0.00583060730392595	1
CYTH1	3518	-1	8	15	7	9	0.0299242243354322	1
ULK2	188	1	7	17	10	8	0.08788752918587	1
TSC2	244	1	7	11	4	19	0.0366022124003837	1
HSPA5	595	1	7	13	6	13	0.0495454723570149	1
HOXA10	635	1	7	10	3	17	0.0542334671659685	1
MTA1	657	1	7	14	7	14	0.0996836666710643	1
LIMK1	692	1	7	12	5	3	0.0226662643514253	1
LIMK2	696	1	7	12	5	3	0.0226662643514253	1
CDC14B	701	1	7	15	8	13	0.122420661848571	1
CEBPA	846	1	7	11	4	20	0.0511528857552672	1
SIRT3	902	1	7	12	5	7	0.0555476955042178	1
PTPN6	1011	1	7	13	6	16	0.0582932113497197	1
NCSTN	1094	1	7	13	6	9	0.108613749569472	1
MFNG	1262	1	7	13	6	12	0.103229256745663	1
TGIF1	1294	1	7	17	10	5	0.057624458971507	1
RAP1GAP	1394	1	7	16	9	9	0.0488925181743492	1
SIPA1	1695	1	7	16	9	9	0.0488925181743492	1
KHDRBS2	1732	1	7	17	10	6	0.12199286310125	1
GADD45GIP1	1772	1	7	14	7	13	0.0596778185438815	1
PRKAA1	1834	1	7	14	7	15	0.0928106332362639	1
LFNG	2026	1	7	13	6	12	0.103229256745663	1
BRSK2	2062	1	7	14	7	14	0.0928106332362639	1
SIK3	2113	1	7	14	7	9	0.0596778185438815	1
TBX2	2180	1	7	13	6	6	0.0884056357069423	1
TESK1	2190	1	7	12	5	3	0.0226662643514253	1
TESK2	2191	1	7	12	5	3	0.0226662643514253	1
TRIM59	2363	1	7	15	8	9	0.0400538262281698	1
CAST	2512	1	7	8	1	26	0.0186409380964118	1
EID2	2550	1	7	19	12	3	0.0743806403762299	1
FBXO32	2561	1	7	13	6	6	0.0884056357069423	1
FHL5	2565	1	7	14	7	9	0.0596778185438815	1
MECOM	2675	1	7	14	7	14	0.0686911789952638	1
NME1	2692	1	7	17	10	7	0.057624458971507	1
NOXA1	2723	1	7	10	3	18	0.0593170071332294	1
ITGA5	2803	1	7	13	6	16	0.0745044293042901	1
ITGA1	2813	1	7	11	4	19	0.057676097016394	1
IL13RA2	2837	1	7	13	6	15	0.040551810903285	1
DCN	2902	1	7	17	10	9	0.057624458971507	1
ENPEP	3006	1	7	9	2	0	0.00664451827242529	1
TIMP2	3064	1	7	16	9	6	0.0591897168069975	1
HNF4A	3096	1	7	10	3	17	0.0542334671659685	1
KHDRBS1	3111	1	7	17	10	6	0.12199286310125	1
CCS	3115	1	7	9	2	4	0.0415168679490859	1
SOCS5	3192	1	7	13	6	15	0.040551810903285	1
CUL4A	3243	1	7	11	4	18	0.0366022124003837	1
NOX1	3256	1	7	9	2	4	0.0415168679490859	1
CD47	3316	1	7	11	4	9	0.0684804325114029	1
KRIT1	3380	1	7	16	9	9	0.0488925181743492	1
KLF1	3399	1	7	10	3	4	0.0574416768404288	1
POLA1	3405	1	7	13	6	6	0.0884056357069423	1
SOD1	3533	1	7	10	3	18	0.0593170071332294	1
TRPC1	10	-1	7	14	7	4	0.0503210350315398	1
NTRK1	47	-1	7	15	8	13	0.0400538262281698	1
TRPM7	79	-1	7	9	2	0	0.00664451827242529	1
MAPK14	92	-1	7	15	8	13	0.0500541117482538	1
CCL2	140	-1	7	16	9	10	0.0385197470318737	1
MAP2K4	177	-1	7	14	7	15	0.031276957864843	1
IKBKE	227	-1	7	11	4	21	0.0440711249527623	1
ELAVL1	291	-1	7	12	5	19	0.0475401792842571	1
MAP3K8	302	-1	7	15	8	13	0.0500541117482538	1
CASP1	316	-1	7	12	5	18	0.0630939485500604	1
CCL3L1	320	-1	7	16	9	10	0.0385197470318737	1
ATF2	340	-1	7	17	10	4	0.0469598729625162	1
AXIN1	389	-1	7	15	8	13	0.0873461891642734	1
CREBBP	392	-1	7	17	10	9	0.12199286310125	1
RIPK2	403	-1	7	15	8	13	0.0400538262281698	1
SMARCA4	428	-1	7	16	9	11	0.120057080572977	1
CCL5	437	-1	7	16	9	10	0.0385197470318737	1
CCL8	438	-1	7	16	9	10	0.0385197470318737	1
CCL4	439	-1	7	16	9	10	0.0385197470318737	1
H2AFX	458	-1	7	14	7	13	0.0596778185438815	1
TAB2	462	-1	7	14	7	15	0.031276957864843	1
EGF	464	-1	7	16	9	11	0.0385197470318737	1
CISD2	472	-1	7	10	3	18	0.0593170071332294	1
MIR22HG	521	-1	7	10	3	15	0.0324522559349559	1
KDM5B	542	-1	7	10	3	10	0.0542334671659685	1
ACAA2	578	-1	7	11	4	9	0.0684804325114029	1
IL4R	582	-1	7	13	6	16	0.040551810903285	1
PHF1	630	-1	7	10	3	10	0.0542334671659685	1
MEF2A	640	-1	7	13	6	6	0.0884056357069423	1
NEDD8	658	-1	7	10	3	4	0.0324522559349559	1
FOXG1	680	-1	7	10	3	17	0.0542334671659685	1
TOP1	719	-1	7	13	6	6	0.0884056357069423	1
ZBTB16	798	-1	7	16	9	11	0.0968944018576458	1
ERBB4	814	-1	7	14	7	15	0.0596778185438815	1
MMP2	822	-1	7	17	10	9	0.057624458971507	1
DUSP6	919	-1	7	17	10	9	0.0259331292762511	1
RET	967	-1	7	14	7	15	0.031276957864843	1
BRCA2	992	-1	7	19	12	3	0.0743806403762299	1
IL2	1004	-1	7	16	9	11	0.0488925181743492	1
MAP3K10	1044	-1	7	14	7	14	0.0503210350315398	1
IL6R	1067	-1	7	13	6	16	0.0495454723570149	1
MAP3K2	1072	-1	7	17	10	9	0.0469598729625162	1
SMAD1	1090	-1	7	14	7	14	0.0686911789952638	1
BMP6	1109	-1	7	16	9	6	0.069225584761028	1
FGF2	1137	-1	7	16	9	11	0.0488925181743492	1
NR0B1	1169	-1	7	14	7	13	0.0503210350315398	1
NR0B2	1170	-1	7	12	5	18	0.0818491095885087	1
RXRB	1172	-1	7	13	6	15	0.0745044293042901	1
NR4A2	1181	-1	7	16	9	9	0.0968944018576458	1
NR4A3	1182	-1	7	15	8	11	0.0694838506107988	1
RANBP3	1309	-1	7	17	10	9	0.0781840259968103	1
STK39	1396	-1	7	15	8	13	0.0500541117482538	1
CCL13	1460	-1	7	16	9	10	0.0385197470318737	1
CCL14	1461	-1	7	16	9	10	0.0385197470318737	1
CCL3	1464	-1	7	16	9	10	0.0385197470318737	1
CCL11	1469	-1	7	16	9	10	0.0385197470318737	1
CCL26	1471	-1	7	16	9	10	0.0385197470318737	1
SST	1611	-1	7	16	9	5	0.0488925181743492	1
MINK1	1637	-1	7	15	8	13	0.0500541117482538	1
RAPGEF3	1687	-1	7	16	9	9	0.0488925181743492	1
HSP90AB1	1767	-1	7	12	5	19	0.0864609961909066	1
TAB3	1777	-1	7	14	7	15	0.031276957864843	1
LMO2	1828	-1	7	8	1	3	0.0186409380964118	1
PRKAG1	1853	-1	7	16	9	9	0.0488925181743492	1
SGK2	2094	-1	7	15	8	12	0.110217451272612	1
CDON	2097	-1	7	17	10	9	0.0469598729625162	1
MNAT1	2130	-1	7	15	8	10	0.0599193643039238	1
SS18L1	2155	-1	7	17	10	6	0.12199286310125	1
SSH1	2156	-1	7	12	5	3	0.0226662643514253	1
SSH2	2157	-1	7	12	5	3	0.0226662643514253	1
SSH3	2158	-1	7	12	5	3	0.0226662643514253	1
CAMK2D	2273	-1	7	12	5	17	0.0763447280078225	1
WNK1	2341	-1	7	14	7	14	0.031276957864843	1
WNK3	2462	-1	7	14	7	11	0.031276957864843	1
WNK2	2463	-1	7	14	7	11	0.031276957864843	1
DHX9	2475	-1	7	14	7	1	0.031276957864843	1
LMO1	2580	-1	7	8	1	3	0.0186409380964118	1
KPNB1	2645	-1	7	19	12	3	0.0743806403762299	1
RAE1	2665	-1	7	14	7	1	0.031276957864843	1
PBX1	2748	-1	7	13	6	6	0.0884056357069423	1
NTN3	2848	-1	7	17	10	8	0.0469598729625162	1
GNA15	3028	-1	7	15	8	13	0.0500541117482538	1
GNA14	3029	-1	7	15	8	13	0.0500541117482538	1
SNCA	3074	-1	7	17	10	9	0.057624458971507	1
XPO5	3131	-1	7	13	6	11	0.040551810903285	1
PLCB2	3226	-1	7	15	8	13	0.0500541117482538	1
RGL2	3253	-1	7	15	8	11	0.0599193643039238	1
DNTTIP1	3338	-1	7	13	6	6	0.0884056357069423	1
CLDN1	3469	-1	7	16	9	6	0.0591897168069975	1
MDM2	135	1	6	15	9	12	0.103532728186861	1
RAD18	231	1	6	13	7	11	0.141871170217344	1
FOXO1	249	1	6	10	4	20	0.105705094907529	1
ATG101	265	1	6	11	5	4	0.0979226219076114	1
TLN1	287	1	6	9	3	23	0.0746141228273955	1
KSR2	313	1	6	13	7	15	0.0925675132817263	1
IL10	333	1	6	12	6	16	0.120765688804689	1
CARD16	337	1	6	11	5	17	0.0881846532265229	1
TAF1	391	1	6	15	9	12	0.11520183110475	1
SOCS3	429	1	6	10	4	22	0.0915045001956824	1
PPM1D	432	1	6	13	7	16	0.103816977142919	1
GLRX	507	1	6	10	4	21	0.0828817264658484	1
FOXO3	553	1	6	15	9	12	0.179426095287669	1
USP17L2	585	1	6	11	5	18	0.0665516986881653	1
ZNF420	722	1	6	15	9	11	0.136629749287677	1
HDAC4	780	1	6	13	7	12	0.149559571065855	1
STK38	812	1	6	14	8	13	0.0670751691258267	1
HSPB2	832	1	6	12	6	18	0.0799862114957423	1
RBPJ	891	1	6	11	5	14	0.0979226219076114	1
CDC25A	897	1	6	11	5	20	0.0665516986881653	1
HUS1	899	1	6	13	7	11	0.141871170217344	1
ATF4	929	1	6	17	11	6	0.174291522233339	1
AGRN	1159	1	6	12	6	10	0.143022801260562	1
DOK7	1160	1	6	12	6	10	0.143022801260562	1
ZRANB2	1193	1	6	13	7	11	0.0925675132817263	1
NOTCH2	1220	1	6	16	10	6	0.217024193366325	1
NOTCH3	1248	1	6	11	5	10	0.0979226219076114	1
SPOP	1306	1	6	12	6	12	0.0912490153769836	1
NOTCH4	1337	1	6	11	5	10	0.0979226219076114	1
BHLHE41	1340	1	6	11	5	10	0.0979226219076114	1
CXCL13	1493	1	6	15	9	10	0.0783261195935515	1
NPY	1600	1	6	14	8	8	0.0670751691258267	1
TCF7	1625	1	6	13	7	10	0.167534599059622	1
SYT1	1676	1	6	12	6	14	0.155766107968857	1
UNC13B	1726	1	6	12	6	14	0.155766107968857	1
GRK2	1731	1	6	12	6	18	0.0912490153769836	1
PYDC1	1791	1	6	11	5	17	0.0881846532265229	1
PTPRJ	1815	1	6	14	8	14	0.0800496222812666	1
PTPN7	1937	1	6	17	11	8	0.0721767974248082	1
RPL10	2024	1	6	15	9	10	0.0649041649036341	1
FST	2036	1	6	14	8	1	0.0537232982099326	1
TIE1	2047	1	6	12	6	17	0.143022801260562	1
EPHB4	2051	1	6	12	6	17	0.143022801260562	1
EPHA7	2052	1	6	12	6	17	0.143022801260562	1
EPHA5	2053	1	6	12	6	17	0.143022801260562	1
EPHA6	2054	1	6	12	6	17	0.143022801260562	1
INSRR	2055	1	6	12	6	17	0.143022801260562	1
MUSK	2057	1	6	12	6	17	0.143022801260562	1
EPHA1	2059	1	6	12	6	17	0.143022801260562	1
SRPK2	2152	1	6	12	6	4	0.0799862114957423	1
STUB1	2170	1	6	13	7	11	0.0925675132817263	1
THBS2	2203	1	6	13	7	15	0.171449690412197	1
TLK1	2209	1	6	12	6	7	0.136495500439066	1
TUBB	2244	1	6	19	13	2	0.104807923231266	1
HES1	2300	1	6	14	8	12	0.125956625222043	1
ADAM9	2355	1	6	12	6	17	0.143022801260562	1
EYA3	2554	1	6	13	7	9	0.0925675132817263	1
FKBP5	2567	1	6	14	8	12	0.125956625222043	1
FOXC1	2570	1	6	11	5	10	0.0979226219076114	1
IRF2BP1	2627	1	6	16	10	0	0.075661353533144	1
PDP1	2754	1	6	13	7	11	0.0925675132817263	1
PDP2	2755	1	6	13	7	11	0.0925675132817263	1
COMP	2949	1	6	13	7	15	0.171449690412197	1
PAIP2	2980	1	6	14	8	1	0.0537232982099326	1
LIG1	2982	1	6	13	7	11	0.141871170217344	1
STXBP1	2995	1	6	12	6	14	0.155766107968857	1
KLK6	3025	1	6	16	10	9	0.088994929066825	1
TIMP3	3068	1	6	15	9	7	0.0912292959305317	1
STRAP	3155	1	6	19	13	2	0.104807923231266	1
TIMP1	3168	1	6	15	9	7	0.0912292959305317	1
SOX9	3190	1	6	15	9	6	0.126232258255108	1
FRS3	3206	1	6	17	11	8	0.0721767974248082	1
PNRC1	3258	1	6	11	5	19	0.0776973294622352	1
SIKE1	3269	1	6	10	4	19	0.0733944135857214	1
PELP1	3344	1	6	14	8	12	0.144988189884921	1
CPLX1	3352	1	6	12	6	14	0.155766107968857	1
POLE	3376	1	6	13	7	11	0.141871170217344	1
PDCD4	3449	1	6	14	8	1	0.0537232982099326	1
SNCB	3536	1	6	16	10	9	0.088994929066825	1
ETS2	3540	1	6	7	1	2	0.0363248377995967	1
LYN	53	-1	6	13	7	16	0.0682095330400305	1
HTR1B	80	-1	6	15	9	11	0.0912292959305317	1
MAPK1	113	-1	6	17	11	8	0.0721767974248082	1
CHUK	126	-1	6	15	9	12	0.155574771836189	1
