pr_gene_id,pr_gene_symbol
9131,AIFM1
6947,TCN1
55786,ZNF415
2626,GATA4
8418,CMAHP
79968,WDR76
6801,STRN
9941,EXOG
1404,HAPLN1
11104,KATNA1
50628,GEMIN4
862,RUNX1T1
27165,GLS2
7410,VAV2
7464,CORO2A
10677,AVIL
10325,RRAGB
23708,GSPT2
26872,STEAP1
22824,HSPA4L
1380,CR2
22826,DNAJC8
7297,TYK2
6876,TAGLN
5121,PCP4
9577,BRE
9899,SV2B
8048,CSRP3
1776,DNASE1L3
4488,MSX2
671,BPI
7189,TRAF6
5125,PCSK5
79734,KCTD17
10557,RPP38
3814,KISS1
9506,PAGE4
2395,FXN
8534,CHST1
366,AQP9
27074,LAMP3
51601,LIPT1
285,ANGPT2
51375,SNX7
10882,C1QL1
3053,SERPIND1
5837,PYGM
4920,ROR2
3269,HRH1
4846,NOS3
2687,GGT5
79868,ALG13
2120,ETV6
7425,VGF
4634,MYL3
10125,RASGRP1
6521,SLC4A1
5152,PDE9A
22834,ZNF652
1830,DSG3
64750,SMURF2
80736,SLC44A4
10293,TRAIP
7185,TRAF1
3215,HOXB5
5676,PSG7
1730,DIAPH2
3235,HOXD9
57147,SCYL3
284,ANGPT1
8736,MYOM1
8742,TNFSF12
22915,MMRN1
51760,SYT17
1357,CPA1
5639,PRRG2
5638,PRRG1
4222,MEOX1
2159,F10
8846,ALKBH1
6610,SMPD2
218,ALDH3A1
1359,CPA3
793,CALB1
978,CDA
1392,CRH
8395,PIP5K1B
211,ALAS1
254359,ZDHHC24
6457,SH3GL3
577,ADGRB3
313,AOAH
221,ALDH3B1
11064,CNTRL
6637,SNRPG
9185,REPS2
5080,PAX6
5893,RAD52
7472,WNT2
2243,FGA
11069,RAPGEF4
25809,TTLL1
1511,CTSG
722,C4BPA
4194,MDM4
27253,PCDH17
23498,HAAO
6621,SNAPC4
9734,HDAC9
54039,PCBP3
22944,KIN
2326,FMO1
7486,WRN
4065,LY75
4685,NCAM2
9514,GAL3ST1
3112,HLA-DOB
7507,XPA
140462,ASB9
486,FXYD2
4547,MTTP
1594,CYP27B1
10301,DLEU1
8120,AP3B2
176,ACAN
4319,MMP10
597,BCL2A1
7177,TPSAB1
55667,DENND4C
56061,UBFD1
7023,TFAP4
80003,PCNX2
8896,BUD31
9143,SYNGR3
952,CD38
7140,TNNT3
7306,TYRP1
10993,SDS
2674,GFRA1
10590,SCGN
5608,MAP2K6
8630,HSD17B6
10526,IPO8
23545,ATP6V0A2
22852,ANKRD26
23765,IL17RA
7226,TRPM2
1040,CDS1
4036,LRP2
509,ATP5C1
1311,COMP
683,BST1
55972,SLC25A40
3695,ITGB7
5053,PAH
5443,POMC
2675,GFRA2
1271,CNTFR
7356,SCGB1A1
7011,TEP1
10178,TENM1
9180,OSMR
22885,ABLIM3
641,BLM
3899,AFF3
2170,FABP3
51427,ZNF107
79171,RBM42
7137,TNNI3
6769,STAC
8448,DOC2A
6868,ADAM17
869,CBLN1
1543,CYP1A1
670,BPHL
6456,SH3GL2
2949,GSTM5
2147,F2
3699,ITIH3
2157,F8
957,ENTPD5
925,CD8A
6820,SULT2B1
4968,OGG1
11062,DUS4L
8557,TCAP
2069,EREG
11001,SLC27A2
2936,GSR
9465,AKAP7
22849,CPEB3
2161,F12
26240,FAM50B
2330,FMO5
1852,DUSP9
5650,KLK7
10266,RAMP2
638,BIK
9605,VPS9D1
2252,FGF7
26085,KLK13
421,ARVCF
3684,ITGAM
9877,ZC3H11A
912,CD1D
8631,SKAP1
8839,WISP2
4857,NOVA1
9369,NRXN3
55346,TCP11L1
3575,IL7R
6519,SLC3A1
25780,RASGRP3
7220,TRPC1
4919,ROR1
6094,ROM1
7286,TUFT1
8976,WASL
11232,POLG2
4143,MAT1A
2913,GRM3
5068,REG3A
6495,SIX1
1620,BRINP1
8685,MARCO
345,APOC3
22914,KLRK1
6002,RGS12
5122,PCSK1
9172,MYOM2
885,CCK
4314,MMP3
3292,HSD17B1
1047,CLGN
914,CD2
51200,CPA4
25859,PART1
2993,GYPA
9256,BZRAP1
2688,GH1
3717,JAK2
8876,VNN1
8912,CACNA1H
5787,PTPRB
64063,PRSS22
2620,GAS2
7381,UQCRB
2562,GABRB3
10201,NME6
8941,CDK5R2
51043,ZBTB7B
7289,TULP3
10168,ZNF197
6563,SLC14A1
6571,SLC18A2
4804,NGFR
9450,LY86
6689,SPIB
9687,GREB1
6283,S100A12
6545,SLC7A4
1820,ARID3A
8547,FCN3
5644,PRSS1
9487,PIGL
3706,ITPKA
3977,LIFR
5587,PRKD1
7625,ZNF74
7704,ZBTB16
5968,REG1B
9832,JAKMIP2
136,ADORA2B
2168,FABP1
22871,NLGN1
415,ARSE
9221,NOLC1
6583,SLC22A4
4776,NFATC4
1524,CX3CR1
8900,CCNA1
3848,KRT1
5368,PNOC
3782,KCNN3
100507436,MICA
2302,FOXJ1
4958,OMD
5427,POLE2
5745,PTH1R
5406,PNLIP
5346,PLIN1
6278,S100A7
9422,ZNF264
6508,SLC4A3
6533,SLC6A6
8875,VNN2
5649,RELN
5865,RAB3B
1510,CTSE
10224,ZNF443
10223,GPA33
2960,GTF2E1
9586,CREB5
4487,MSX1
26040,SETBP1
5334,PLCL1
2294,FOXF1
3101,HK3
10669,CGREF1
22843,PPM1E
4621,MYH3
6999,TDO2
8218,CLTCL1
3570,IL6R
7434,VIPR2
11122,PTPRT
759,CA1
4619,MYH1
3777,KCNK3
9860,LRIG2
6258,RXRG
5365,PLXNB3
1444,CSHL1
4322,MMP13
5166,PDK4
9093,DNAJA3
79088,ZNF426
10538,BATF
6884,TAF13
3790,KCNS3
13,AADAC
4504,MT3
3231,HOXD1
2041,EPHA1
9365,KL
4246,SCGB2A1
3622,ING2
1800,DPEP1
1393,CRHBP
1188,CLCNKB
9625,AATK
911,CD1C
8832,CD84
4340,MOG
5396,PRRX1
3600,IL15
10863,ADAM28
1576,CYP3A4
4224,MEP1A
4852,NPY
10149,ADGRG2
9662,CEP135
7053,TGM3
22832,CEP162
10216,PRG4
7051,TGM1
3680,ITGA9
3026,HABP2
51412,ACTL6B
22887,FOXJ3
28952,CCDC22
9856,KIAA0319
2290,FOXG1
9904,RBM19
9306,SOCS6
4693,NDP
10874,NMU
3242,HPD
7130,TNFAIP6
6274,S100A3
10461,MERTK
27063,ANKRD1
443,ASPA
8078,USP5
1825,DSC3
5271,SERPINB8
5966,REL
883,CCBL1
7182,NR2C2
9363,RAB33A
9914,ATP2C2
673,BRAF
8715,NOL4
2784,GNB3
6403,SELP
6050,RNH1
1996,ELAVL4
7884,SLBP
22869,ZNF510
6627,SNRPA1
6693,SPN
6539,SLC6A12
7644,ZNF91
26191,PTPN22
1807,DPYS
5889,RAD51C
7490,WT1
33,ACADL
2042,EPHA3
7349,UCN
8292,COLQ
3159,HMGA1
10233,LRRC23
3792,KEL
8997,KALRN
1122,CHML
9651,PLCH2
9187,SLC24A1
10866,HCP5
575,ADGRB1
3077,HFE
374819,LRRC37A3
4745,NELL1
4148,MATN3
7584,ZNF35
5003,SLC22A18AS
10773,ZBTB6
5583,PRKCH
1368,CPM
1842,ECM2
9837,GINS1
5881,RAC3
3670,ISL1
2334,AFF2
8786,RGS11
2523,FUT1
6036,RNASE2
56311,ANKRD7
2043,EPHA4
1960,EGR3
6775,STAT4
635,BHMT
945,CD33
270,AMPD1
6665,SOX15
3996,LLGL1
11202,KLK8
643,CXCR5
152,ADRA2C
411,ARSB
433,ASGR2
1208,CLPS
4163,MCC
54739,XAF1
27299,ADAMDEC1
9705,ST18
9699,RIMS2
5298,PI4KB
27304,MOCS3
7694,ZNF135
1811,SLC26A3
9223,MAGI1
6005,RHAG
10389,SCML2
3563,IL3RA
63928,CHP2
939,CD27
23436,CELA3B
116986,AGAP2
57834,CYP4F11
6017,RLBP1
1244,ABCC2
2709,GJB5
5806,PTX3
7555,CNBP
2662,GDF10
10930,APOBEC2
6861,SYT5
4081,MAB21L1
395,ARHGAP6
154,ADRB2
140,ADORA3
3598,IL13RA2
2553,GABPB1
5537,PPP6C
7673,ZNF222
654,BMP6
383,ARG1
11076,TPPP
6504,SLAMF1
7693,ZNF134
8916,HERC3
1414,CRYBB1
4356,MPP3
5739,PTGIR
9831,ZNF623
8633,UNC5C
2840,GPR17
956,ENTPD3
1041,CDSN
3221,HOXC4
2689,GH2
8382,NME5
1087,CEACAM7
311,ANXA11
4223,MEOX2
5957,RCVRN
2888,GRB14
4064,CD180
1178,CLC
762,CA4
1071,CETP
6401,SELE
1358,CPA2
7480,WNT10B
7941,PLA2G7
4978,OPCML
26576,SRPK3
1896,EDA
4113,MAGEB2
7409,VAV1
22821,RASA3
8794,TNFRSF10C
22853,LMTK2
1469,CST1
22847,ZNF507
8483,CILP
5076,PAX2
3975,LHX1
3780,KCNN1
9331,B4GALT6
4326,MMP17
3981,LIG4
2828,GPR4
3084,NRG1
10138,YAF2
6690,SPINK1
7695,ZNF136
3841,KPNA5
9032,TM4SF5
7079,TIMP4
10625,IVNS1ABP
5210,PFKFB4
4277,MICB
5581,PRKCE
9175,MAP3K13
552,AVPR1A
1740,DLG2
1950,EGF
1369,CPN1
26093,CCDC9
29906,ST8SIA5
5624,PROC
8187,ZNF239
126,ADH1C
2329,FMO4
2822,GPLD1
4145,MATK
10637,LEFTY1
8521,GCM1
5582,PRKCG
7098,TLR3
10650,PRELID3A
9696,CROCC
8581,LY6D
5029,P2RY2
5616,PRKY
1016,CDH18
116,ADCYAP1
4760,NEUROD1
6886,TAL1
4867,NPHP1
5229,PGGT1B
3201,HOXA4
6000,RGS7
4922,NTS
6822,SULT2A1
3284,HSD3B2
3606,IL18
11330,CTRC
58504,ARHGAP22
27112,FAM155B
7006,TEC
4608,MYBPH
731,C8A
6263,RYR3
2297,FOXD1
1787,TRDMT1
11061,LECT1
6691,SPINK2
5319,PLA2G1B
2984,GUCY2C
3111,HLA-DOA
55888,ZKSCAN7
9244,CRLF1
9735,KNTC1
11194,ABCB8
57119,EPPIN
4093,SMAD9
5989,RFX1
8224,SYN3
4983,OPHN1
23604,DAPK2
866,SERPINA6
2922,GRP
1013,CDH15
2134,EXTL1
53358,SHC3
4440,MSI1
8513,LIPF
2588,GALNS
6372,CXCL6
1236,CCR7
1995,ELAVL3
9607,CARTPT
9971,NR1H4
3559,IL2RA
5444,PON1
9211,LGI1
325,APCS
5192,PEX10
1339,COX6A2
28234,SLCO1B3
80207,OPA3
5619,PRM1
9021,SOCS3
11251,PTGDR2
4294,MAP3K10
9928,KIF14
6375,XCL1
5972,REN
10814,CPLX2
5294,PIK3CG
2352,FOLR3
4618,MYF6
7545,ZIC1
1850,DUSP8
8988,HSPB3
55117,SLC6A15
2295,FOXF2
4250,SCGB2A2
2140,EYA3
5199,CFP
6326,SCN2A
627,BDNF
10368,CACNG3
6906,SERPINA7
1045,CDX2
5139,PDE3A
5196,PF4
5918,RARRES1
7136,TNNI2
4606,MYBPC2
1608,DGKG
930,CD19
4137,MAPT
9745,ZNF536
2254,FGF9
4184,SMCP
6357,CCL13
8431,NR0B2
27,ABL2
2241,FER
9623,TCL1B
8853,ASAP2
7092,TLL1
7755,ZNF205
1259,CNGA1
6097,RORC
10261,IGSF6
8710,SERPINB7
2641,GCG
10218,ANGPTL7
1592,CYP26A1
7222,TRPC3
2315,MLANA
1044,CDX1
3037,HAS2
50859,SPOCK3
2583,B4GALNT1
758,MPPED1
8698,S1PR4
79867,TCTN2
1833,EPYC
8825,LIN7A
6406,SEMG1
6096,RORB
5153,PDE1B
3276,PRMT1
63036,CELA2A
22891,ZNF365
1621,DBH
55171,TBCCD1
5524,PPP2R4
57447,NDRG2
6010,RHO
2558,GABRA5
1733,DIO1
7482,WNT2B
4496,MT1H
660,BMX
23205,ACSBG1
51603,METTL13
7090,TLE3
51360,MBTPS2
1442,CSH1
4858,NOVA2
9834,KIAA0125
4308,TRPM1
9079,LDB2
5753,PTK6
23639,LRRC6
7512,XPNPEP2
921,CD5
3902,LAG3
948,CD36
9229,DLGAP1
2272,FHIT
3674,ITGA2B
25988,HINFP
2328,FMO3
4948,OCA2
55320,MIS18BP1
2115,ETV1
3642,INSM1
1591,CYP24A1
7363,UGT2B4
8464,SUPT3H
9753,ZSCAN12
970,CD70
5304,PIP
10736,SIX2
9447,AIM2
4051,CYP4F3
268,AMH
1014,CDH16
8787,RGS9
946,SIGLEC6
2957,GTF2A1
8972,MGAM
9265,CYTH3
6862,T
2569,GABRR1
26150,RIBC2
7225,TRPC6
5172,SLC26A4
27314,RAB30
8193,DPF1
1138,CHRNA5
2903,GRIN2A
6514,SLC2A2
331,XIAP
22808,MRAS
66002,CYP4F12
79411,GLB1L
3818,KLKB1
6595,SMARCA2
10388,SYCP2
5475,PPEF1
3641,INSL4
9631,NUP155
6863,TAC1
6419,SETMAR
27098,CLUL1
79986,ZNF702P
6493,SIM2
8190,MIA
57016,AKR1B10
1452,CSNK1A1
4987,OPRL1
7141,TNP1
11009,IL24
5680,PSG11
9448,MAP4K4
7639,ZNF85
3786,KCNQ3
11156,PTP4A3
7432,VIP
1482,NKX2-5
7745,ZKSCAN8
30008,EFEMP2
646,BNC1
55634,KRBOX4
23643,LY96
7681,MKRN3
1269,CNR2
10693,CCT6B
1618,DAZL
2672,GFI1
5896,RAG1
8943,AP3D1
6837,MED22
1474,CST6
4901,NRL
3630,INS
9121,SLC16A5
3232,HOXD3
6517,SLC2A4
5017,OVOL1
8909,ENDOU
3990,LIPC
867,CBL
57096,RPGRIP1
9947,MAGEC1
2160,F11
29798,C2orf27A
786,CACNG1
9015,TAF1A
8200,GDF5
5973,RENBP
8809,IL18R1
27121,DKK4
10750,GRAP
7458,EIF4H
7200,TRH
5145,PDE6A
8287,USP9Y
5961,PRPH2
6756,SSX1
6523,SLC5A1
9719,ADAMTSL2
7299,TYR
5732,PTGER2
9582,APOBEC3B
1134,CHRNA1
6496,SIX3
1141,CHRNB2
5922,RASA2
9934,P2RY14
3357,HTR2B
3346,HTN1
608,TNFRSF17
1828,DSG1
3034,HAL
190,NR0B1
2735,GLI1
3050,HBZ
51276,ZNF571
7030,TFE3
55721,IQCC
1361,CPB2
10622,POLR3G
57136,APMAP
4654,MYOD1
80761,UPK3B
3543,IGLL1
80174,DBF4B
2745,GLRX
6671,SP4
6476,SI
3003,GZMK
9522,SCAMP1
6295,SAG
359,AQP2
11245,GPR176
2322,FLT3
6498,SKIL
1088,CEACAM8
3881,KRT31
2554,GABRA1
320,APBA1
922,CD5L
10462,CLEC10A
7718,ZNF165
11016,ATF7
5163,PDK1
5777,PTPN6
10898,CPSF4
10524,KAT5
40,ASIC2
64714,PDIA2
3766,KCNJ10
3574,IL7
5407,PNLIPRP1
7594,ZNF43
4935,GPR143
3240,HP
7504,XK
8284,KDM5D
1910,EDNRB
7010,TEK
1140,CHRNB1
1184,CLCN5
7287,TULP1
4908,NTF3
3344,FOXN2
2875,GPT
9142,TMEM257
79774,GRTP1
22854,NTNG1
247,ALOX15B
22797,TFEC
7369,UMOD
4004,LMO1
23546,SYNGR4
4249,MGAT5
57821,CCDC181
9170,LPAR2
8535,CBX4
27306,HPGDS
735,C9
9718,ECE2
943,TNFRSF8
2892,GRIA3
22866,CNKSR2
22865,SLITRK3
7288,TULP2
8690,JRKL
7481,WNT11
3222,HOXC5
6847,SYCP1
51066,SSUH2
2277,FIGF
432,ASGR1
3227,HOXC11
631,BFSP1
9721,GPRIN2
910,CD1B
7975,MAFK
9468,PCYT1B
1677,DFFB
8608,RDH16
56548,CHST7
8654,PDE5A
1907,EDN2
2208,FCER2
10225,CD96
3741,KCNA5
8468,FKBP6
65258,MPPE1
3759,KCNJ2
8515,ITGA10
27303,RBMS3
6123,RPL3L
9087,TMSB4Y
23443,SLC35A3
7380,UPK3A
5746,PTH2R
4062,LY6H
22844,FRMPD1
8029,CUBN
1415,CRYBB2
438,ASMT
2572,GAD2
3338,DNAJC4
2249,FGF4
343,AQP8
3347,HTN3
676,BRDT
5451,POU2F1
4707,NDUFB1
5143,PDE4C
5409,PNMT
2151,F2RL2
8840,WISP1
10,NAT2
10647,SCGB1D2
4524,MTHFR
4879,NPPB
5173,PDYN
917,CD3G
10371,SEMA3A
9162,DGKI
10151,HNRNPA3P1
114,ADCY8
155,ADRB3
1489,CTF1
4803,NGF
26206,SPAG8
54805,CNNM2
51716,CES1P1
5021,OXTR
5375,PMP2
55503,TRPV6
7294,TXK
80264,ZNF430
57282,SLC4A10
414,ARSD
98,ACYP2
3045,HBD
6779,STATH
6531,SLC6A3
8092,ALX1
9095,TBX19
25770,C22orf31
173,AFM
5149,PDE6H
3750,KCND1
1413,CRYBA4
8789,FBP2
9810,RNF40
10013,HDAC6
3204,HOXA7
2566,GABRG2
10633,RASL10A
6037,RNASE3
2045,EPHA7
6885,MAP3K7
8692,HYAL2
10990,LILRB5
2281,FKBP1B
3223,HOXC6
5047,PAEP
8545,CGGBP1
9534,ZNF254
8739,HRK
1002,CDH4
2646,GCKR
9754,STARD8
1101,CHAD
5465,PPARA
1991,ELANE
6568,SLC17A1
765,CA6
9748,SLK
6492,SIM1
4084,MXD1
1610,DAO
9542,NRG2
11026,LILRA3
6511,SLC1A6
2815,GP9
8796,SCEL
1238,ACKR2
398,ARHGDIG
3594,IL12RB1
89,ACTN3
269,AMHR2
6299,SALL1
337,APOA4
5506,PPP1R3A
2788,GNG7
8712,PAGE1
28513,CDH19
23620,NTSR2
56242,ZNF253
79173,C19orf57
4146,MATN1
7087,ICAM5
8744,TNFSF9
5010,CLDN11
3080,CFHR2
7706,TRIM25
2304,FOXE1
570,BAAT
56253,CRTAM
4821,NKX2-2
6898,TAT
10672,GNA13
8904,CPNE1
2733,GLE1
3589,IL11
7903,ST8SIA4
2977,GUCY1A2
7678,ZNF124
4782,NFIC
7700,ZNF141
9023,CH25H
10326,SIRPB1
5100,PCDH8
6708,SPTA1
1630,DCC
9723,SEMA3E
5367,PMCH
7046,TGFBR1
3362,HTR6
3938,LCT
10021,HCN4
10317,B3GALT5
10825,NEU3
23623,RUSC1
6335,SCN9A
2538,G6PC
23266,ADGRL2
51352,WT1-AS
364,AQP7
2846,LPAR4
51471,NAT8B
904,CCNT1
3885,KRT34
6900,CNTN2
8499,PPFIA2
4049,LTA
10808,HSPH1
5741,PTH
729230,CCR2
732,C8B
6329,SCN4A
1411,CRYBA1
1235,CCR6
6014,RIT2
3293,HSD17B3
6370,CCL25
9169,SCAF11
7143,TNR
1234,CCR5
1472,CST4
8578,SCARF1
9394,HS6ST1
5544,PRB3
3595,IL12RB2
2980,GUCA2A
29903,CCDC106
9970,NR1I3
3579,CXCR2
8929,PHOX2B
2560,GABRB1
5754,PTK7
4325,MMP16
2555,GABRA2
8854,ALDH1A2
5874,RAB27B
8852,AKAP4
11077,HSF2BP
11055,ZPBP
3948,LDHC
3858,KRT10
1144,CHRND
57165,GJC2
492,ATP2B3
3083,HGFAC
10408,MYCNOS
4254,KITLG
1466,CSRP2
579,NKX3-2
167,CRISP1
2694,GIF
2736,GLI2
7781,SLC30A3
2906,GRIN2D
8792,TNFRSF11A
9120,SLC16A6
1029,CDKN2A
10747,MASP2
1870,E2F2
6536,SLC6A9
7068,THRB
55610,VPS50
6538,SLC6A11
6334,SCN8A
781,CACNA2D1
10050,SLC17A4
26762,HAVCR1
6546,SLC8A1
3617,IMPG1
9283,GPR37L1
9498,SLC4A8
5071,PARK2
5083,PAX9
2020,EN2
2081,ERN1
3375,IAPP
314,AOC2
9119,KRT75
3270,HRC
3067,HDC
7539,ZFP37
4091,SMAD6
5995,RGR
48,ACO1
8807,IL18RAP
8999,CDKL2
6570,SLC18A1
114548,NLRP3
445,ASS1
51032,CELA2B
5297,PI4KA
5454,POU3F2
1438,CSF2RA
4892,NRAP
22835,ZFP30
5027,P2RX7
3952,LEP
4974,OMG
3577,CXCR1
6555,SLC10A2
6291,SAA4
10246,SLC17A2
1121,CHM
6718,AKR1D1
3751,KCND2
10859,LILRB1
5296,PIK3R2
4058,LTK
6121,RPE65
25836,NIPBL
3768,KCNJ12
2015,ADGRE1
2549,GAB1
7124,TNF
80740,LY6G6C
54799,MBTD1
26330,GAPDHS
5592,PRKG1
63934,ZNF667
5597,MAPK6
8785,MATN4
7768,ZNF225
7766,ZNF223
5204,PFDN5
80216,ALPK1
64499,TPSB2
3356,HTR2A
407,ARR3
4796,TONSL
495,ATP4A
3760,KCNJ3
1021,CDK6
4435,CITED1
2660,MSTN
3882,KRT32
1746,DLX2
1010,CDH12
6572,SLC18A3
117,ADCYAP1R1
11146,GLMN
1735,DIO3
6910,TBX5
2787,GNG5
339,APOBEC1
3592,IL12A
774,CACNA1B
207,AKT1
3161,HMMR
2792,GNGT1
9398,CD101
25875,LETMD1
1009,CDH11
2262,GPC5
9370,ADIPOQ
941,CD80
5737,PTGFR
2444,FRK
3195,TLX1
840,CASP7
2559,GABRA6
2842,GPR19
6540,SLC6A13
6554,SLC10A1
3718,JAK3
1018,CDK3
3671,ISLR
1775,DNASE1L2
181,AGRP
3386,ICAM4
27255,CNTN6
10318,TNIP1
7547,ZIC3
7015,TERT
5009,OTC
6580,SLC22A1
8856,NR1I2
25794,FSCN2
1089,CEACAM4
239,ALOX12
27288,RBMXL2
1068,CETN1
2556,GABRA3
6550,SLC9A3
9099,USP2
27290,SPINK4
944,TNFSF8
27035,NOX1
2158,F9
65243,ZFP69B
420,ART4
9002,F2RL3
8399,PLA2G10
27036,SIGLEC7
15,AANAT
8341,HIST1H2BN
10739,RFPL2
5568,PRKACG
50937,CDON
9666,DZIP3
4286,MITF
5991,RFX3
25850,ZNF345
3738,KCNA3
5788,PTPRC
3973,LHCGR
10141,LINC01587
2897,GRIK1
7367,UGT2B17
7544,ZFY
3739,KCNA4
9153,SLC28A2
4990,SIX6
4225,MEP1B
8552,INE1
29855,UBN1
6564,SLC15A1
4153,MBL2
2056,EPO
10281,DSCR4
55018,LINC00483
54738,FEV
1261,CNGA3
319,APOF
55591,VEZT
5937,RBMS1
53820,RIPPLY3
1669,DEFA4
10871,CD300C
10407,SPAG11B
7634,ZNF80
1145,CHRNE
1038,CDR1
30835,CD209
91445,RNF185
51480,VCX2
4656,MYOG
56969,RPL23AP32
80161,ASMTL-AS1
79056,PRRG4
186,AGTR2
6340,SCNN1G
79175,ZNF343
10786,SLC17A3
2911,GRM1
2155,F7
6445,SGCG
5137,PDE1C
22878,TRAPPC8
6939,TCF15
4842,NOS1
8447,DOC2B
5260,PHKG1
10666,CD226
3036,HAS1
845,CASQ2
8621,CDK13
1823,DSC1
4100,MAGEA1
685,BTC
2070,EYA4
246,ALOX15
4317,MMP8
5858,PZP
7037,TFRC
4829,NMBR
7048,TGFBR2
521,ATP5I
6660,SOX5
30848,CTAG2
7752,ZNF200
4050,LTB
5657,PRTN3
1258,CNGB1
57151,LYZL6
10566,AKAP3
9047,SH2D2A
2561,GABRB2
3166,HMX1
6360,CCL16
6512,SLC1A7
1673,DEFB4A
4923,NTSR1
7782,SLC30A4
6247,RS1
1527,TEX28
3787,KCNS1
479,ATP12A
3352,HTR1D
680,BRS3
3381,IBSP
954,ENTPD2
3236,HOXD10
57047,PLSCR2
3601,IL15RA
27287,VENTX
80316,PPP1R2P9
11181,TREH
10085,EDIL3
242,ALOX12B
9028,RHBDL1
8993,PGLYRP1
51270,TFDP3
9420,CYP7B1
2710,GK
2811,GP1BA
6525,SMTN
8394,PIP5K1A
7366,UGT2B15
3062,HCRTR2
696,BTN1A1
10195,ALG3
3239,HOXD13
8419,BFSP2
4889,NPY5R
5629,PROX1
7691,ZNF132
3354,HTR1E
5884,RAD17
1581,CYP7A1
1579,CYP4A11
9389,SLC22A14
3950,LECT2
1057,CELP
6331,SCN5A
5046,PCSK6
22925,PLA2R1
4775,NFATC3
7730,ZNF177
5880,RAC2
10584,COLEC10
763,CA5A
8748,ADAM20
4617,MYF5
7292,TNFSF4
49,ACR
6582,SLC22A2
4477,MSMB
54831,BEST2
3586,IL10
23524,SRRM2
10073,SNUPN
10879,SMR3B
1440,CSF3
7101,NR2E1
9390,SLC22A13
10803,CCR9
10333,TLR6
25834,MGAT4C
11281,POU6F2
26257,NKX2-8
53942,CNTN5
25822,DNAJB5
2899,GRIK3
5028,P2RY1
3174,HNF4G
58530,LY6G6D
78998,RHPN1-AS1
3004,GZMM
2742,GLRA2
5646,PRSS3
6425,SFRP5
8544,PIR
57038,RARS2
4295,MLN
2169,FABP2
4212,MEIS2
27296,TP53TG5
80086,TUBA4B
80168,MOGAT2
7629,ZNF76
2206,MS4A2
1565,CYP2D6
838,CASP5
2981,GUCA2B
6953,TCP10
766,CA7
5593,PRKG2
518,ATP5G3
3904,LAIR2
623,BDKRB1
7743,ZNF189
2779,GNAT1
9533,POLR1C
1143,CHRNB4
8526,DGKE
6532,SLC6A4
10665,C6orf10
10755,GIPC1
9173,IL1RL1
3765,KCNJ9
1670,DEFA5
1030,CDKN2B
1420,CRYGC
1421,CRYGD
6346,CCL1
4112,MAGEB1
4791,NFKB2
3604,TNFRSF9
5207,PFKFB1
3565,IL4
6850,SYK
5394,EXOSC10
5033,P4HA1
130,ADH6
496,ATP4B
2917,GRM7
4986,OPRK1
8525,DGKZ
5308,PITX2
9203,ZMYM3
9154,SLC28A1
9311,ASIC3
1609,DGKQ
8473,OGT
9058,SLC13A2
8973,CHRNA6
6098,ROS1
6473,SHOX
342096,GOLGA6A
5020,OXT
3360,HTR4
4114,MAGEB3
5301,PIN1P1
225,ABCD2
4018,LPA
6166,RPL36AL
6469,SHH
1418,CRYGA
147,ADRA1B
2491,CENPI
610,HCN2
64137,ABCG4
8749,ADAM18
7516,XRCC2
9313,MMP20
3748,KCNC3
27284,SULT1B1
9407,TMPRSS11D
51351,ZNF117
94134,ARHGAP12
430,ASCL2
1544,CYP1A2
30817,ADGRE2
8340,HIST1H2BL
7479,WNT8B
8454,CUL1
750,GAS8-AS1
617,BCS1L
3061,HCRTR1
8573,CASK
10400,PEMT
10061,ABCF2
6103,RPGR
9139,CBFA2T2
6542,SLC7A2
7024,TFCP2
114049,WBSCR22
10230,NBR2
4593,MUSK
5133,PDCD1
3756,KCNH1
5276,SERPINI2
9671,WSCD2
5651,TMPRSS15
8326,FZD9
4917,NTN3
23495,TNFRSF13B
3060,HCRT
7132,TNFRSF1A
8928,FOXH1
9085,CDY1
1821,DRP2
8688,KRT37
5731,PTGER1
29909,GPR171
1240,CMKLR1
2306,FOXD2
29760,BLNK
2515,ADAM2
5606,MAP2K3
10130,PDIA6
3889,KRT83
3891,KRT85
7439,BEST1
4868,NPHS1
9480,ONECUT2
4689,NCF4
11063,SOX30
5077,PAX3
2833,CXCR3
8456,FOXN1
1417,CRYBB3
3626,INHBC
257,ALX3
785,CACNB4
5456,POU3F4
3547,IGSF1
10288,LILRB2
85446,ZFHX2
8202,NCOA3
25775,C22orf24
22829,NLGN4Y
22981,NINL
7399,USH2A
6396,SEC13
59344,ALOXE3
5563,PRKAA2
26239,LCE2B
140710,SOGA1
10616,RBCK1
871,SERPINH1
1419,CRYGB
8687,KRT38
5318,PKP2
9859,CEP170
4014,LOR
55643,BTBD2
3823,KLRC3
5458,POU4F2
2103,ESRRB
4595,MUTYH
1007,CDH9
54900,LAX1
54941,RNF125
10787,NCKAP1
2649,NR6A1
51475,CABP2
55715,DOK4
5542,PRB1
57343,ZNF304
11228,RASSF8
80108,ZFP2
9612,NCOR2
25840,METTL7A
6276,S100A5
80256,FAM214B
8814,CDKL1
1961,EGR4
6524,SLC5A2
56341,PRMT8
83734,ATG10
11262,SP140
1539,CYLC2
7552,ZNF711
120227,CYP2R1
3884,KRT33B
1804,DPP6
5861,RAB1A
4985,OPRD1
55805,LRP2BP
11273,ATXN2L
100131755,ARMCX4
9495,AKAP5
