X1	X3	X2
Perturbation	inhibits	AMER1 
AMER1	inhibits	CTNNB1 
DUSP7	inhibits	MAPK1 
Perturbation	inhibits	BTAF1 
Perturbation	inhibits	DUSP7 
EP300	activates	CTNNB1 
EP300	activates	ARNT 
EP300	activates	STAT5A 
EP300	activates	RUNX2 
MAPK3	activates	EP300 
EP300	activates	SMAD3 
EP300	activates	MYOD1 
PRKACG	activates	CTNNB1 
Perturbation	activates	PRKACG 
Perturbation	activates	DUSP10 
FGF19	activates	MAPK1 
Perturbation	activates	CLK1 
Perturbation	activates	FGF19 
PTPRM	activates	CTNNB1 
Perturbation	activates	PTPRM 
Perturbation	activates	DUSP9 
Perturbation	activates	LAMTOR3 
TUB	activates	MAPK1 
Perturbation	inhibits	TUB 
MAPK1	activates	LRP6 
LRP6	inhibits	CTNNB1 
Perturbation	inhibits	RYBP 
