X1	X3	X2
Perturbation	activates	SLC2A4RG 
WNT1	activates	PAX8 
FRZB	activates	WNT1 
WNT1	activates	CTNNB1 
Perturbation	inhibits	FRZB 
GSK3B	activates	SMAD3 
STK11	activates	GSK3B 
GSK3B	activates	SMAD1 
AKT1	inhibits	GSK3B 
CSNK2A1	inhibits	IKZF1 
TFAP4	activates	HDAC1 
CSNK2A1	inhibits	SPIB 
CSNK2A1	inhibits	MAX 
HDAC1	activates	FLI1 
Perturbation	activates	DUSP10 
Perturbation	activates	FRZB 
CSNK2A1	activates	TFAP2A 
CSNK2A1	activates	AKT1 
MAPK1	activates	CSNK2A1 
GSK3B	inhibits	KLF5 
DUSP10	inhibits	MAPK1 
GSK3B	inhibits	AR 
RELA	activates	EGR1 
RELA	activates	HDAC4 
GSK3B	activates	RELA 
KDM6A	inhibits	FLI1 
KDM6A	activates	RB1 
HDAC4	inhibits	MEF2A 
FGF19	activates	MAPK1 
RELA	inhibits	AR 
Perturbation	inhibits	FGF19 
Perturbation	inhibits	KDM6A 
Perturbation	activates	PTPRE 
PTPRE	inhibits	MAPK1 
CSNK1D	inhibits	WWTR1 
IRF2BP1	activates	IRF2 
Perturbation	inhibits	IRF2BP1 
DUSP2	activates	MAPK1 
Perturbation	activates	CSNK1D 
Perturbation	activates	DUSP2 
Perturbation	activates	KDM6A 
Perturbation	activates	NAB2 
Perturbation	activates	IRF2BP1 
Perturbation	activates	TDGF1 
TDGF1	inhibits	TGFB1 
Perturbation	activates	FKBP1A 
GSK3B	inhibits	NFATC2 
NFATC2	activates	MEF2A 
FKBP1A	inhibits	TGFB1 
Perturbation	inhibits	DUSP8 
Perturbation	inhibits	FKBP1A 
DUSP8	inhibits	MAPK1 
Perturbation	activates	DUSP8 
Perturbation	inhibits	DUSP10 
Perturbation	activates	TJP2 
Perturbation	activates	FMOD 
FMOD	inhibits	TGFB1 
Perturbation	inhibits	PTPRB 
PTPRB	inhibits	MAPK1 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	DUSP2 
CREB1	activates	SMAD3 
SMAD2	activates	CREB1 
CREB1	activates	CTNNB1 
CREB1	activates	TAF1 
PPP2R5C	activates	ATF1 
MAPK1	inhibits	PPP2R5C 
PPP2R5C	inhibits	AKT1 
Perturbation	inhibits	NAB1 
PORCN	activates	WNT1 
Perturbation	activates	PORCN 
Perturbation	activates	PTPRB 
MAPK14	inhibits	GSK3B 
DUSP10	inhibits	MAPK14 
MAPK14	activates	CSNK2A1 
MAPK14	activates	GATA2 
MAPK14	activates	MEF2A 
MAPK14	activates	AR 
MAPK14	activates	ETS1 
Perturbation	inhibits	PORCN 
YWHAZ	inhibits	WWTR1 
YWHAZ	inhibits	FOXO3 
AKT1	activates	YWHAZ 
Perturbation	inhibits	TDGF1 
TUB	activates	MAPK1 
Perturbation	inhibits	TUB 
LAMTOR3	activates	MAPK1 
Perturbation	activates	LAMTOR3 
Perturbation	inhibits	LTBP1 
BMP3	activates	TGFB1 
Perturbation	activates	BMP3 
Perturbation	inhibits	LAMTOR3 
Perturbation	inhibits	BMP3 
DUSP9	activates	MAPK1 
Perturbation	inhibits	DUSP9 
PTP4A3	activates	MAPK1 
Perturbation	inhibits	PTP4A3 
Perturbation	activates	DUSP9 
Perturbation	activates	DUSP7 
DUSP7	inhibits	MAPK1 
DUSP7	inhibits	MAPK14 
Perturbation	activates	FGF19 
Perturbation	activates	TUB 
