V1	6h_3uM
FOXO3	-0.754410386086
FOS	0.0844002589583
FPGS	-0.0111234933138
FUT1	-0.505284428596
FYN	-0.276807546616
SLC37A4	-1.49830341339
GAA	-0.695769965649
GABPB1	1.28034603596
GALE	0.675645172596
GAPDH	2.58728933334
GATA2	0.174066022038
GATA3	-0.47213280201
GFPT1	0.467444479465
GHR	-0.961580455303
GLI2	-0.077115893364
GLRX	-0.477731615305
GNA11	-0.566151976585
GNA15	-1.11782062054
GNAI1	0.31274074316
GNAI2	0.506484687328
GNAS	1.5530487299
SFN	-0.826604425907
GPC1	1.37294578552
GPER1	-0.182008951902
GRB7	0.497913479805
GRB10	-0.10557320714
GRN	0.677412986755
NR3C1	0.348509430885
CXCL2	-0.114671394229
GSTM2	0.39766100049
GSTZ1	0.6089194417
MSH6	-0.186784297228
GTF2A2	-1.9669854641
GTF2E2	-1.28556728363
HSD17B10	-0.660380542278
HADH	-0.000454076158348
HDAC2	-1.26721668243
HIF1A	-0.258427381516
HK1	-0.0436441600323
HLA-DMA	-0.776013553143
HLA-DRA	-1.08700549603
HMGCR	-0.506259918213
HMGCS1	-0.902567446232
HMOX1	0.041069149971
HOXA5	2.09226632118
HOXA10	0.417266637087
HPRT1	-0.215487331152
HES1	-1.18262457848
DNAJB2	0.980398654938
HSPA1A	-0.555260658264
HSPA4	-0.966636538506
HSPA8	0.238493204117
HSPB1	-0.413514584303
HSPD1	0.596545219421
DNAJB1	0.802260696888
ICAM1	-1.35571682453
ICAM3	-0.747716665268
ID2	0.165344133973
IDE	-0.114793263376
IFNAR1	0.132659465075
IGF1R	0.241090238094
IGF2R	0.795453369617
IGFBP3	-0.399321496487
IGHMBP2	-0.419063717127
IKBKB	0.168000340462
IL1B	0.268027722836
IL4R	0.107940122485
IL13RA1	0.127386599779
ILK	0.0279507935047
INPP1	-0.262147128582
INSIG1	-0.0753947496414
ITGAE	-0.830501556396
ITGB5	-0.292315781116
JUN	0.89262598753
KCNK1	-0.519083380699
KIF5C	-2.51206254959
KIT	0.0865985378623
KTN1	-0.390183210373
LAMA3	0.390185534954
STMN1	-0.409160166979
LBR	0.645762383938
LGALS8	-0.204276427627
LIG1	0.924275577068
LIPA	-0.278539508581
LOXL1	0.940229177475
LRPAP1	-1.12513208389
LYN	-0.289299219847
SMAD3	-0.635369777679
MAN2B1	0.656783103943
MAT2A	0.732177853584
MBNL1	0.773763120174
MCM3	-1.19350910187
ME2	-0.64342969656
MEF2C	-1.1676274538
MAP3K4	0.653348505497
MEST	-1.08416807652
MIF	0.310176730156
FOXO4	0.516228616238
MMP1	-0.546219527721
MMP2	1.26439666748
MNAT1	-0.381815314293
MSRA	-0.805652081966
MUC1	-0.135019272566
MYBL2	-0.0246363356709
MYC	1.06669902802
GADD45B	-0.990427017212
MYLK	-1.06938683987
MYO10	0.0554556548595
NCK1	-0.265747010708
NFATC3	-0.154731243849
NFATC4	1.75682651997
NFE2L2	-0.492628782988
NFIL3	-0.757505118847
NFKB2	1.715467453
NFKBIA	-0.472503334284
NFKBIB	-1.08277988434
NFKBIE	0.973743736744
NIT1	-0.597262024879
NMT1	-0.33771020174
NOS3	-0.683927774429
CNOT4	0.238269418478
NOTCH1	-0.580874562263
PNP	1.1489944458
NPC1	1.0502332449
SLC11A2	-1.02345514297
NRAS	1.15856301785
NUCB2	-0.493580192327
NUP88	1.07774555683
NVL	-0.082761593163
ORC1	0.319005936384
OXA1L	-1.06325304508
OXCT1	-0.187361001968
PAFAH1B1	-0.984204888344
PAFAH1B3	-0.319268733263
SERPINE1	0.236062437296
PAK1	0.232745558023
PCBD1	-0.9705773592
PCCB	3.76834750175
PCK2	0.600910544395
PCM1	0.271535396576
PCMT1	-0.156126111746
PCNA	0.954790890217
PDGFA	1.15509879589
PFKL	1.65839672089
PGAM1	-0.14147220552
PGM1	0.108066663146
PHKA1	-0.0849821045995
PHKB	0.167686790228
PHKG2	-0.764883577824
PIK3C2B	0.0611198544502
PIK3C3	2.57343935966
PIK3CA	0.840497612953
PIN1	-0.435566455126
PLA2G4A	-0.0195670649409
PLCB3	0.403240561485
PLK1	0.403085321188
PLP2	0.0282478630543
PLS1	-0.401525080204
PLSCR1	-0.864757061005
PMAIP1	-0.532867193222
PMM2	-0.210776686668
POLB	3.05093741417
POLE2	-0.176081985235
POLR2I	-0.806027412415
POLR2K	0.694836318493
PPARD	-0.0113764107227
PPARG	-2.66574382782
PPIC	1.99231553078
PPOX	-1.30581712723
PPP2R5A	-0.95933008194
PPP2R5E	-1.24668598175
PRCP	1.32490062714
PRKACA	-0.538684844971
PRKCD	-2.43060564995
PRKCH	-0.17946703732
PRKCQ	0.0999907180667
MAPK9	0.0320462249219
MAPK13	0.133962020278
MAP2K5	0.207344383001
PRKX	0.116896510124
PROS1	0.106560669839
LGMN	1.35183525085
HTRA1	-0.0537395477295
PSMB8	-0.595781326294
PSMB10	0.735358417034
PSMD2	-0.0816852748394
PSMD4	0.251225471497
PSMD9	0.644588291645
PSMD10	0.666227340698
PSME1	0.614461064339
PSME2	-0.469937801361
PTGS2	0.303845107555
PTK2	-0.470221340656
PTPN1	0.127875044942
PTPN6	0.184031754732
PTPN12	-0.176449596882
PTPRC	-0.0752879530191
PTPRF	0.760853409767
PTPRK	0.114270441234
PXMP2	0.603068232536
PXN	0.687065899372
PYCR1	1.02176606655
PYGL	0.658637821674
RAB4A	-0.855555653572
RAB27A	-0.108115509152
RAC2	1.26079535484
RAD9A	-0.532209336758
RAD51C	0.444524079561
MOK	0.0367828607559
RALA	-1.72253990173
RALB	0.928439497948
RALGDS	-0.201642423868
RAP1GAP	0.986896336079
RASA1	1.62666416168
RB1	0.0144820362329
KDM5A	-0.673320412636
RELB	0.0396584719419
RFC2	-1.23140728474
RFC5	-0.42135193944
RFNG	-0.0193194895983
RFX5	0.105953581631
RGS2	1.10935664177
RHEB	0.727437198162
RNH1	-0.204830363393
RPA1	2.06442213058
RPA2	-0.816151797771
RPA3	-1.02781927586
MRPL12	0.0979999676347
RPN1	-1.97089707851
RPS5	1.01636445522
RPS6	-0.674446344376
RPS6KA1	-0.66665995121
RSU1	-0.535560071468
RTN2	-0.57620459795
S100A4	-0.293867111206
S100A13	1.09188187122
SATB1	0.0603015124798
SCP2	0.704761445522
CCL2	0.397437989712
SDHB	-0.286115586758
SGCB	-0.0193656422198
SHB	-0.455956161022
SHC1	0.273998558521
SKIV2L	0.348069638014
SKP1	-0.384221583605
SLC1A4	1.11890363693
SMARCA4	0.790477156639
SMARCC1	0.105293050408
SMARCD2	-0.726028501987
SNAP25	-0.127923160791
SNCA	0.581033408642
SOX2	-1.03292143345
SOX4	-0.874366044998
SPAG4	-1.42881810665
SPP1	0.524882793427
SPR	0.132555246353
SPTAN1	-0.885530412197
SRC	1.9891756773
STAT1	0.10118355602
STAT3	-0.681886792183
STAT5B	-0.124889455736
AURKA	0.308590531349
STK10	-0.451740264893
STX1A	0.332212716341
STX4	1.67955636978
STXBP1	-0.553659439087
STXBP2	-0.731415212154
SUPV3L1	0.528847038746
SUV39H1	-0.529457211494
SYK	0.382001280785
SYPL1	-0.465532064438
TARBP1	-0.502767086029
TBP	-0.806703925133
TBX2	0.726949632168
TBXA2R	-0.867311894894
TCEA2	0.991429746151
VPS72	-0.518368959427
TCTA	0.829640030861
DYNLT3	-0.530776143074
TERT	0.274311125278
TESK1	0.111799955368
TFAP2A	-0.767264127731
TFDP1	-1.25575947762
TGFB3	0.580837368965
TGFBR2	-0.0502937287092
TIAM1	0.0463474690914
TIMP2	-0.174018085003
TJP1	-1.03454828262
TLE1	-0.657087385654
TLR4	-1.06705927849
TSPAN6	0.983869850636
TSPAN4	-0.11719456315
TOP2A	1.56847441196
TP53	0.27610629797
TP53BP1	0.580417096615
TP53BP2	-1.497143507
TPD52L2	-0.321594685316
TPM1	-0.263617575169
TSTA3	0.276487350464
TXNRD1	-0.0202458649874
UBE2A	1.97913718224
UGDH	0.366184473038
NR1H2	-0.421981275082
USP1	0.789863348007
VDAC1	2.7367002964
WFS1	-0.105955518782
WRB	-0.376990705729
XBP1	-0.808431744576
XPNPEP1	-0.722117841244
ZFP36	0.0995323136449
ZNF131	0.538053035736
ZMYM2	-0.851914048195
PAX8	-0.538194537163
CXCR4	0.460726380348
IFRD2	-0.112394824624
MAPKAPK3	-0.161417111754
USP7	-1.00241017342
REEP5	0.966843664646
ST7	0.153287440538
KAT6A	-1.10878276825
PDHX	-0.509043931961
FOSL1	-1.24689292908
HMGA2	1.32809829712
NCOA3	-0.309049963951
NRIP1	-0.13651522994
SMC1A	0.0305615738034
LAGE3	2.06472587585
AXIN1	-0.824684500694
CDC45	-0.467417597771
FZD1	0.370477616787
FZD7	0.35828012228
HIST2H2BE	-0.0815634429455
PIP4K2B	0.457953065634
NCK2	-0.251955360174
DYRK3	0.357335865498
DUSP11	1.46378552914
RAE1	-0.742844223976
PIK3R3	-0.565633833408
NIPSNAP1	-0.257993161678
IKBKAP	0.4945499897
HAT1	-0.401671350002
MAPKAPK5	0.465536415577
BHLHE40	0.326554775238
MKNK1	0.662314355373
CASK	0.115624070168
AKR7A2	-0.0152904614806
RUVBL1	-0.70866394043
PSMG1	0.772086501122
BECN1	1.40985584259
MBTPS1	0.208219885826
EED	-0.19402576983
CTNNAL1	0.902798652649
RNMT	2.26079821587
PEX11A	-0.288488537073
CREG1	-1.33735752106
INPP4B	0.531295597553
IQGAP1	-0.136435300112
SOCS2	0.00974380970001
CFLAR	0.23268327117
CDK5R1	0.0421586036682
ST3GAL5	1.27874982357
IER3	-0.830042004585
SQSTM1	0.392277389765
SLC5A6	2.58960962296
CPNE3	0.202931508422
CCNA1	-0.241412863135
TIMELESS	-0.883894562721
P4HA2	-0.782276749611
PLOD3	1.28343296051
NOL3	0.14187990129
SLC25A14	-0.199891328812
MPZL1	0.237326323986
MAP7	0.00149039924145
DNAJA3	-0.344597578049
USP14	0.116769179702
MTA1	0.0419756621122
PDLIM1	0.0523755550385
SMC3	0.886523902416
PRPF4	-0.31406596303
CCNB2	-0.533770740032
CCNE2	0.383178561926
SYNGR3	0.327079951763
LPAR2	0.614844501019
ARHGEF2	0.214431226254
ZW10	-0.0497481822968
AURKB	0.507061064243
VAPB	0.172022968531
NOLC1	0.487060308456
UBE2L6	0.485034584999
MAPKAPK2	0.690001904964
CYTH1	0.47413367033
ITGB1BP1	0.185999199748
BCL7B	3.40100169182
COPB2	0.85432612896
ADGRG1	0.698389828205
TM9SF2	1.78992342949
MAP4K4	-0.107640847564
HOMER2	0.179956033826
SH3BP5	-2.96943902969
PIGB	0.561013460159
PSMF1	-0.732507705688
SPTLC2	0.38410371542
TBPL1	0.829762101173
BAG3	0.432952553034
POLR1C	3.534512043
SPAG7	0.505620598793
FEZ2	0.521580755711
IKBKE	-0.697717487812
MTFR1	-0.248684063554
HS2ST1	-0.905725479126
IPO13	-1.77475118637
VGLL4	-0.182553589344
NUP93	0.890987992287
UBE3C	-0.0299936234951
EDEM1	0.567455232143
TRAM2	-0.470330297947
CEP57	-0.170576930046
KIAA0100	-0.734259903431
HERPUD1	0.660404086113
KIAA0355	0.34780266881
USP6NL	-0.235025435686
CCP110	-0.708360910416
MLEC	-1.2501283884
TATDN2	0.467595040798
MRPL19	-0.873666524887
SCRN1	0.0934715941548
EFCAB14	0.0198921561241
KEAP1	0.00499539077282
MELK	-0.846073448658
PLEKHM1	-0.306823909283
C2CD5	-0.0696107745171
KIAA0753	-0.435945183039
C2CD2L	-1.47856664658
TOMM70A	0.476339429617
KIAA0196	0.170845925808
KLHL21	0.532089471817
ARNT2	0.158579692245
FAM20B	-0.245893135667
NCAPD2	0.255148589611
PAN2	1.099391222
LPGAT1	-0.0740779787302
KIF14	-0.0443209335208
OXSR1	1.112383008
MVP	-3.66050624847
DMTF1	-0.269517630339
GNPDA1	-0.326715886593
HDAC6	-0.0950705036521
PARP2	-0.542411983013
MAMLD1	0.402484059334
DNAJB6	-0.709915161133
SMC4	-0.186678215861
ABCC5	-0.248782545328
ABCB6	-0.686302065849
DNM1L	0.763637125492
TSPAN3	-0.111253201962
KIF20A	0.996862649918
ARL4C	0.0852145254612
TRAP1	-0.080629363656
G3BP1	0.549591422081
MBNL2	-0.447744399309
CEBPZ	-1.01895165443
SLC25A13	0.477183699608
SORBS3	-0.656009495258
RBM6	-3.54048657417
TXNDC9	1.47693037987
TRIM13	0.988659739494
TRIB1	0.555523276329
MFSD10	-1.75110459328
SLC35B1	0.367969334126
TIMM17B	0.132984414697
AKAP8	-0.0170519948006
STUB1	-2.04326486588
NET1	0.808485984802
SMNDC1	0.635268628597
PAK4	0.516115784645
TNIP1	-0.802367329597
IKZF1	0.78160738945
TMEM5	-1.47028636932
HMG20B	1.90065312386
MYL9	0.14167894423
LYPLA1	-1.60391902924
PPIE	0.092007920146
VAV3	0.705319106579
LRRC41	-0.0910473316908
CRTAP	-0.0996544212103
VAT1	0.471165567636
STK25	0.95420306921
APPBP2	0.661502599716
CHERP	1.80029249191
HYOU1	-0.311563700438
RPP38	2.5894742012
SLC35A1	-0.980895757675
DRAP1	0.157283246517
PAICS	-0.293839395046
ST6GALNAC2	0.105086639524
STAMBP	-0.349435806274
NPRL2	-0.841990590096
IGF2BP2	2.23382329941
YKT6	0.837472856045
CGRRF1	-0.440803229809
RRAGA	0.0775024294853
GNB5	0.0439146980643
EBP	0.00621710717678
CNPY3	0.588856935501
YME1L1	0.379288733006
TCFL5	-0.241776749492
KDM5B	-0.233470052481
POP4	-1.07199120522
ARPP19	-0.411821931601
ZNF274	-0.0299792736769
MTHFD2	-0.407961845398
WASF3	0.875047564507
UTP14A	0.685683369637
FRS2	-0.0902214422822
CLPX	-0.72026258707
PGRMC1	0.213417053223
MALT1	-0.0588288158178
CPSF4	0.161176040769
BLCAP	0.621317088604
TCERG1	0.626635551453
RNPS1	0.0954654663801
TOMM34	-0.462910592556
PDIA5	0.34552937746
MLLT11	-0.20797637105
EBNA1BP2	0.488728582859
TMED10	0.19462043047
ASCC3	0.637492120266
SLC27A3	-0.0333212912083
KIF2C	-0.588710844517
CCDC85B	-0.744996190071
TLK2	0.44633859396
KDELR2	-0.847787737846
RAB31	0.569945335388
B4GAT1	0.188969790936
PAPD7	-0.28700658679
UBE2C	0.485715329647
DUSP14	0.362666904926
TOPBP1	-0.105796009302
PRSS23	0.527009725571
PWP1	-0.557505607605
PKIG	0.39178481698
CORO1A	0.0391921401024
LSM6	0.323120713234
PSIP1	-0.430823862553
SLC2A6	0.251252859831
NISCH	-1.68913185596
CHEK2	0.24393427372
PRAF2	0.0172513276339
POLG2	0.723069310188
CHP1	-0.621642827988
PNKP	-1.1292090416
ECD	-0.220464751124
DDX42	-1.20512270927
TWF2	-0.25616273284
CASC3	-0.377605587244
COG2	-0.409627348185
ATF5	-0.378664106131
MTF2	-0.208748757839
PUF60	-1.14166843891
RAB11FIP2	-0.110965535045
CLSTN1	0.76302921772
FOXJ3	-0.0587633028626
KIAA0907	0.0749082118273
EPN2	0.701703369617
SACM1L	-0.0620365254581
ATF6	-0.0620050467551
RPIA	0.257299244404
RAB21	3.74236154556
SPEN	-0.983407914639
FBXO21	0.0719241723418
RBM34	-4.71546697617
WDTC1	-1.07946062088
XPO7	0.0513436868787
TBC1D9B	-0.856417417526
RRP1B	0.338368982077
MYCBP2	-2.40756988525
CDK19	-0.358937859535
GPATCH8	-0.0204636901617
MAST2	-0.5238494277
DCUN1D4	0.392505735159
FCHO1	-0.545922875404
SNX13	1.36312925816
ATP11B	0.0730957314372
JMJD6	1.18355286121
RRS1	-0.948727071285
RRP12	-0.995709836483
SYNE2	0.0245295744389
PDS5A	-0.214087560773
CAMSAP2	0.0806432813406
ATMIN	-0.214154630899
TRIM2	-0.115717962384
KIAA1033	-0.695769965649
USP22	-0.213424578309
WDR7	0.136262565851
JADE2	-1.24651074409
ARHGEF12	-0.394374966621
PPP1R13B	-0.594790101051
RRP8	0.367582261562
NUDCD3	-0.783150911331
SIRT3	0.796854734421
SLC35A3	-0.200949847698
ICMT	0.201925963163
MACF1	0.854599714279
SUZ12	-0.00363682210445
KAT6B	-0.387695074081
NNT	-0.476128190756
ADAT1	0.873514533043
TMEM50A	-0.0150609500706
KLHDC2	0.619489550591
ACOT9	-0.637238025665
SSBP2	0.092811435461
NUP62	-0.502083361149
ARFIP2	1.85375595093
LSM5	1.92319023609
PLA2G15	-0.271981209517
TMEM2	1.4343252182
ZNF318	0.286273688078
FBXO7	0.105237096548
SPDEF	-0.0763845741749
BAMBI	-1.11501228809
BACE2	-0.316590756178
COG4	-0.626224994659
MPC2	0.36145144701
CLIC4	0.0967593193054
C2CD2	-0.767543613911
TIPARP	-0.368793785572
TSKU	0.439115583897
RNF167	-0.0958556681871
LRP10	-0.119059741497
ZNF451	-0.229176521301
SENP6	-0.799071133137
RAI14	-1.30146896839
KIF1BP	-0.317390084267
TES	-0.464282423258
PHGDH	-0.315105497837
MYCBP	-0.542023181915
CHIC2	0.0245073772967
TIMM9	0.807587087154
AKAP8L	0.546559393406
ATP2C1	1.02613055706
TRAPPC3	1.58712434769
ATP5S	0.00655546784401
TNFRSF21	-0.545827448368
SESN1	0.2173781991
HTATSF1	2.12105202675
TMEM97	0.0695978403091
BZW2	0.244372397661
CHMP4A	0.164904534817
GTPBP8	-0.0471818745136
DNAJC15	0.770290613174
PACSIN3	0.162697017193
RBM15B	0.712459862232
HOOK2	-0.42900878191
SNX11	-0.63747882843
TIMM22	-0.940054118633
NENF	-1.06820166111
UBQLN2	2.07669901848
ERO1A	-0.802944779396
DNTTIP2	-1.5709400177
PIK3R4	-0.135768890381
HDGFRP3	-1.23749732971
COPS7A	-0.399178922176
NSDHL	-0.118814632297
HEBP1	-0.1248780936
MTERF3	0.278921693563
AMDHD2	0.0631880313158
ISOC1	0.155340656638
MRPS16	-0.00306801684201
FIS1	0.212109386921
GOLT1B	-0.0618562735617
GLOD4	-0.178245216608
GMNN	0.422219216824
LAP3	1.0730432272
NOSIP	-0.508703410625
DERA	1.65624964237
SCCPDH	-1.16173279285
MRPS2	-0.803517878056
VPS28	0.0802251845598
HSD17B11	0.750620901585
NUSAP1	1.26787614822
SCAND1	3.089884758
CD320	-0.687978386879
NGRN	-0.433701813221
SNX7	-0.0250715315342
ATP6V1D	-0.0637840852141
ZNF589	0.0185857340693
PRKAG2	-1.35001218319
UBE2J1	-0.970194101334
EVL	0.780758082867
HACD3	-0.0347889363766
UFM1	-0.3023416996
LSR	-0.184049382806
DHRS7	0.00690902769566
CAB39	-0.529451608658
ARID4B	0.127245262265
NUDT9	0.0505470335484
CYCS	0.107674047351
TERF2IP	1.09835362434
GFOD1	-0.38089209795
KCTD5	-0.252769112587
TMCO1	-0.127238765359
DHX29	0.402687579393
EXOSC4	0.251154273748
DDIT4	0.526022434235
PAF1	-0.191157013178
P4HTM	-0.152036070824
SLC35F2	0.0458185859025
ZNF586	-0.29566937685
FBXL12	-0.546627283096
TEX10	1.2639991045
YTHDF1	-0.410487562418
TXNL4B	0.0797987878323
HERC6	0.70796841383
PIH1D1	-0.0582821071148
PPP2R3C	0.735253214836
FKBP14	0.280466675758
CDCA4	0.193322509527
PLEKHJ1	0.291359603405
HEATR1	-0.400393724442
ANO10	0.0486449450254
UBR7	0.366055905819
FAIM	-1.17772734165
ADI1	0.0309520065784
ABCF3	1.5139529705
ENOSF1	-1.55274486542
LRRC16A	0.0784017592669
ANKRD10	-1.16409015656
STAP2	-0.106790781021
IARS2	-0.461825281382
NUP133	0.332752585411
CNDP2	0.675373673439
FAM63A	-1.95530855656
KDM3A	0.357470244169
PECR	-1.49441099167
EAPP	0.0383162796497
CISD1	-0.249743193388
ZNF395	0.34710419178
KLHL9	0.1735894382
NPDC1	-0.786866188049
TM9SF3	1.2420321703
PAK6	-0.416418194771
DUSP22	0.602014124393
ADCK3	-0.0897081792355
CIAPIN1	-0.147524356842
PLSCR3	0.224171504378
SCYL3	-0.0886877477169
LYRM1	-0.1787802279
ZMIZ1	0.236858770251
MCOLN1	0.421823143959
THAP11	1.2597938776
ABHD6	0.0627352595329
TRIB3	0.662568330765
POLD4	-1.5568100214
SQRDL	0.589358329773
ENOPH1	0.847460925579
PRUNE	1.38238406181
SNX6	-0.937163829803
FASTKD5	-0.418811261654
ELAC2	-0.632024765015
ABHD4	0.704709649086
MCUR1	0.352860420942
RBKS	-0.307064950466
ATG3	0.81480050087
NARFL	-0.596710801125
ZDHHC6	1.12566781044
ACBD3	-0.803191244602
CERK	-0.556691169739
NT5DC2	1.53852772713
ACD	0.394529342651
INTS3	0.402048051357
TRAK2	0.34070083499
METRN	-0.355259269476
ELOVL6	-0.565354466438
TMEM109	-1.12183189392
CCDC86	-0.152921527624
TRAPPC6A	-0.582005798817
CHAC1	-0.322594940662
MBOAT7	1.33099484444
PRR15L	-0.661895871162
CRELD2	-1.11273121834
FSD1	-0.330375134945
TCTN1	-0.210754469037
CHMP6	-0.104701094329
NPEPL1	0.196958243847
FAM57A	0.24416488409
NUP85	1.32926380634
TCEAL4	0.679629206657
DHDDS	2.12476539612
DENND2D	0.469787895679
FBXO11	-0.626519918442
CCDC92	0.812189698219
COASY	2.28291010857
WDR61	0.636228978634
TSEN2	2.20957899094
PRR7	-0.339818477631
ITFG1	-0.286554813385
GDPD5	0.579116344452
GRWD1	-0.0460444018245
ARID5B	-0.0641766041517
TUBB6	0.194824635983
PSRC1	-0.612591087818
ADO	0.0239312425256
HIST1H2BK	0.837951540947
MICALL1	0.644825100899
UBE3B	0.315325737
HN1L	-0.349574267864
SLC25A46	-0.205510795116
COG7	0.560142636299
MAPK1IP1L	-0.941083312035
TBC1D31	-0.793605327606
H2AFV	-1.44337701797
RPL39L	-2.0955851078
CANT1	0.434772104025
WIPF2	-0.37787014246
TICAM1	0.317607343197
TXLNA	-0.551929891109
SPRED2	-1.05422580242
EML3	-1.56311810017
TMEM110	0.0548819303513
FAM69A	0.818912982941
