V1	6h_10uM_1
EIF4G1	-1.42736852169
EIF5	-0.169838637114
ELAVL1	-0.407988220453
CTTN	-0.335649192333
EPB41L2	1.01824879646
EPHA3	-0.743069648743
EPHB2	0.588610291481
EPRS	0.843061506748
NR2F6	0.15930557251
ERBB2	0.326897531748
ERBB3	-0.336996197701
ETFB	-6.77887583151e-05
ETS1	-0.198333650827
ETV1	-0.504375874996
EXT1	-4.44611120224
EZH2	-0.0165428519249
FAH	0.628132879734
PTK2B	-1.11029672623
FAT1	0.0405677109957
FDFT1	0.520995914936
FGFR2	-0.859706401825
FGFR4	0.822781920433
FHL2	0.226591616869
FKBP4	-0.00118379073683
FOXO3	0.3922508955
FOS	-1.32205474377
FPGS	0.434984862804
FUT1	-1.62414228916
FYN	0.498470127583
SLC37A4	1.23154497147
GAA	2.75733351707
GABPB1	0.282850027084
GALE	0.443159252405
GAPDH	0.00111600197852
GATA2	0.0559035129845
GATA3	-1.29733777046
GFPT1	-1.31251680851
GHR	-1.42755389214
GLI2	-0.5743663311
GLRX	0.565515697002
GNA11	-0.186378419399
GNA15	-0.733019292355
GNAI1	0.258079081774
GNAI2	-0.789272844791
GNAS	0.68442851305
SFN	2.29918193817
GPC1	-1.02829301357
GPER1	0.16121442616
GRB7	-1.32101249695
GRB10	0.988246440887
GRN	0.776720643044
NR3C1	0.476341515779
CXCL2	0.396334141493
GSTM2	-0.613627195358
GSTZ1	0.293309956789
MSH6	-3.54026937485
GTF2A2	-1.27922141552
GTF2E2	0.41337069869
HSD17B10	0.719145834446
HADH	0.345109909773
HDAC2	0.387432157993
HIF1A	0.780919313431
HK1	0.79415422678
HLA-DMA	-0.0949396789074
HLA-DRA	-0.729815244675
HMGCR	0.85980206728
HMGCS1	1.31522667408
HMOX1	0.654225766659
HOXA5	-0.110698521137
HOXA10	-0.649765014648
HPRT1	1.64193427563
HES1	-0.0930691957474
DNAJB2	3.05203795433
HSPA1A	0.119563236833
HSPA4	-0.560461819172
HSPA8	0.337500810623
HSPB1	0.630632698536
HSPD1	-0.235773742199
DNAJB1	0.583776414394
ICAM1	-0.294006645679
ICAM3	0.114609330893
ID2	-0.259753167629
IDE	-0.675295352936
IFNAR1	-1.14559566975
IGF1R	1.07065439224
IGF2R	-0.249223336577
IGFBP3	0.275540202856
IGHMBP2	-0.452720016241
IKBKB	0.0694420486689
IL1B	-0.520069122314
IL4R	0.278809845448
IL13RA1	-0.727286458015
ILK	-0.196097075939
INPP1	0.470085084438
INSIG1	-0.553393185139
ITGAE	-0.986671805382
ITGB5	1.03077280521
JUN	-0.492253899574
KCNK1	0.297718137503
KIF5C	0.027828335762
KIT	-1.09039020538
KTN1	-0.120824880898
LAMA3	1.31287240982
STMN1	-0.0794971585274
LBR	-1.65460908413
LGALS8	-0.581677854061
LIG1	0.00209541246295
LIPA	0.129070699215
LOXL1	0.207414776087
LRPAP1	-1.10665285587
LYN	-0.298846721649
SMAD3	0.663313925266
MAN2B1	1.44097709656
MAT2A	-0.00171362236142
MBNL1	-0.446847617626
MCM3	1.80755257607
ME2	-0.854998230934
MEF2C	-0.74622130394
MAP3K4	-0.0130678415298
MEST	-0.325445979834
MIF	-0.508926212788
FOXO4	0.783645927906
MMP1	-0.610851824284
MMP2	1.12986636162
MNAT1	-0.067315608263
MSRA	0.506637692451
MUC1	-0.694506824017
MYBL2	2.70321774483
MYC	1.82422626019
GADD45B	0.163905873895
MYLK	1.27683615685
MYO10	1.70820903778
NCK1	0.75302785635
NFATC3	2.32669520378
NFATC4	-0.708862662315
NFE2L2	-0.801615774632
NFIL3	0.298229366541
NFKB2	-0.890158295631
NFKBIA	0.3285818398
NFKBIB	0.324906945229
NFKBIE	0.097921282053
NIT1	-0.340445101261
NMT1	0.876878798008
NOS3	-1.03841924667
CNOT4	-1.06751215458
NOTCH1	0.635886371136
PNP	0.295321196318
NPC1	1.03117215633
SLC11A2	0.348930388689
NRAS	-0.913348257542
NUCB2	0.988132476807
NUP88	0.349098801613
NVL	-1.10998463631
ORC1	-2.18338894844
OXA1L	0.00711781904101
OXCT1	-0.0410343408585
PAFAH1B1	-0.883318781853
PAFAH1B3	0.28202599287
SERPINE1	0.463626682758
PAK1	0.380072176456
PCBD1	-0.0333327129483
PCCB	-0.709562063217
PCK2	0.701425850391
PCM1	1.0697426796
PCMT1	0.705728709698
PCNA	0.00118379073683
PDGFA	2.37326669693
PFKL	1.97785878181
PGAM1	0.523926377296
PGM1	0.833345651627
PHKA1	0.25707834959
PHKB	-0.650777578354
PHKG2	-0.433462321758
PIK3C2B	-1.53207087517
PIK3C3	-0.851665437222
PIK3CA	-0.669214367867
PIN1	1.58211290836
PLA2G4A	-0.410178482533
PLCB3	1.22844052315
PLK1	-0.252813965082
PLP2	-0.831673443317
PLS1	-0.410350680351
PLSCR1	-0.0313350260258
PMAIP1	-0.0277181789279
PMM2	-0.199417725205
POLB	-0.29088512063
POLE2	0.428639948368
POLR2I	0.593995213509
POLR2K	-0.428797602654
PPARD	-0.608208596706
PPARG	0.693158328533
PPIC	0.894039213657
PPOX	-0.487566590309
PPP2R5A	0.446665465832
PPP2R5E	0.139732003212
PRCP	0.159942373633
PRKACA	-1.05860042572
PRKCD	0.105223074555
PRKCH	-0.370457738638
PRKCQ	0.143497481942
MAPK9	-2.20515155792
MAPK13	0.500095069408
MAP2K5	-0.0263497754931
PRKX	-0.136684015393
PROS1	0.154515564442
LGMN	3.60844063759
HTRA1	1.41067826748
PSMB8	1.43436169624
PSMB10	1.46583628654
PSMD2	0.337850093842
PSMD4	-1.31346690655
PSMD9	0.186174213886
PSMD10	0.427344113588
PSME1	0.639246046543
PSME2	-0.536708712578
PTGS2	-0.497449606657
PTK2	-0.599209547043
PTPN1	-0.400899976492
PTPN6	-1.52888250351
PTPN12	0.665783345699
PTPRC	-0.333809614182
PTPRF	-1.89924633503
PTPRK	-1.00015079975
PXMP2	0.106400340796
PXN	-0.722371459007
PYCR1	1.51924717426
PYGL	1.3543356657
RAB4A	0.046181358397
RAB27A	-1.69160652161
RAC2	-0.638258576393
RAD9A	-1.50184690952
RAD51C	0.954997181892
MOK	-0.590859174728
RALA	0.196811169386
RALB	1.73074686527
RALGDS	-0.168612346053
RAP1GAP	0.584355831146
RASA1	0.792106509209
RB1	-0.306272685528
KDM5A	-0.0311138816178
RELB	1.46970391273
RFC2	0.00761820748448
RFC5	0.271311700344
RFNG	-1.24648332596
RFX5	-0.284129202366
RGS2	0.208927705884
RHEB	0.72077524662
RNH1	0.804771959782
RPA1	0.971607327461
RPA2	-0.522936284542
RPA3	-0.192899003625
MRPL12	-0.0061715207994
RPN1	0.313073426485
RPS5	-1.12450361252
RPS6	0.0887885242701
RPS6KA1	0.397323727608
RSU1	-1.01370882988
RTN2	-1.41791117191
S100A4	-0.515976309776
S100A13	-0.552014231682
SATB1	-1.01610589027
SCP2	0.56109380722
CCL2	-0.496606498957
SDHB	-0.0431902557611
SGCB	0.535031676292
SHB	-0.688182353973
SHC1	-0.630289256573
SKIV2L	1.28281450272
SKP1	0.166199266911
SLC1A4	0.408901482821
SMARCA4	0.498881876469
SMARCC1	-0.344265699387
SMARCD2	1.47935426235
SNAP25	-0.388530373573
SNCA	0.434707641602
SOX2	-0.590460240841
SOX4	-0.497095882893
SPAG4	3.29075026512
SPP1	-0.108645647764
SPR	-0.80648624897
SPTAN1	0.589239120483
SRC	0.223347306252
STAT1	0.389718860388
STAT3	-0.749664187431
STAT5B	-0.528195261955
AURKA	0.730038940907
STK10	0.336879432201
STX1A	-0.249134331942
STX4	-0.327846974134
STXBP1	2.02922010422
STXBP2	1.92863821983
SUPV3L1	0.304841041565
SUV39H1	0.911339819431
SYK	-1.03472828865
SYPL1	-0.734294652939
TARBP1	-4.14347267151
TBP	0.000526905059814
TBX2	-0.0585403814912
TBXA2R	-0.644529938698
TCEA2	-0.833785831928
VPS72	-1.13638579845
TCTA	0.0354365259409
DYNLT3	0.945779979229
TERT	-0.775684118271
TESK1	-0.627115428448
TFAP2A	-1.62161231041
TFDP1	-1.48824810982
TGFB3	-0.090578623116
TGFBR2	-0.550963461399
TIAM1	-0.389659762383
TIMP2	-0.914995789528
TJP1	-0.262936770916
TLE1	1.22911047935
TLR4	-0.804978847504
TSPAN6	0.263092458248
TSPAN4	1.43647658825
TOP2A	-0.0281489640474
TP53	1.31802392006
TP53BP1	-0.487650543451
TP53BP2	0.438005656004
TPD52L2	4.17141628265
TPM1	0.782222211361
TSTA3	0.570901870728
TXNRD1	0.549347996712
UBE2A	-0.338231891394
UGDH	1.35791003704
NR1H2	-0.740853130817
USP1	0.0189438983798
VDAC1	-0.191189169884
WFS1	5.634953022
WRB	0.199205726385
XBP1	0.549311161041
XPNPEP1	1.21477818489
ZFP36	-1.0256819725
ZNF131	4.57617950439
ZMYM2	3.09083938599
PAX8	-0.409615159035
CXCR4	-0.896164238453
IFRD2	0.0344867706299
MAPKAPK3	-0.539500713348
USP7	-0.0863029062748
REEP5	-0.843845963478
ST7	0.819086909294
KAT6A	0.25209569931
PDHX	-0.886745035648
FOSL1	1.07815301418
HMGA2	-0.114136993885
NCOA3	-1.22626149654
NRIP1	0.589189887047
SMC1A	-0.410109609365
LAGE3	0.177377477288
AXIN1	0.453502863646
CDC45	-1.17109656334
FZD1	-1.01097762585
FZD7	0.16147595644
HIST2H2BE	-1.16290950775
PIP4K2B	1.74093544483
NCK2	0.177692621946
DYRK3	-0.094606757164
DUSP11	-1.45628499985
RAE1	0.540064930916
PIK3R3	-1.81206536293
NIPSNAP1	1.01528871059
IKBKAP	0.0384848751128
HAT1	-1.32944989204
MAPKAPK5	-0.772916197777
BHLHE40	0.345167994499
MKNK1	-0.286112636328
CASK	-0.240735292435
AKR7A2	1.3351752758
RUVBL1	0.670544743538
PSMG1	0.734795451164
BECN1	0.122681543231
MBTPS1	-0.474017500877
EED	0.25684311986
CTNNAL1	0.178803414106
RNMT	0.699830055237
PEX11A	-0.501007676125
CREG1	-1.24121081829
INPP4B	-0.0276178456843
IQGAP1	-0.525768995285
SOCS2	5.42765665054
CFLAR	1.96645367146
CDK5R1	-0.813230216503
ST3GAL5	0.210745587945
IER3	0.907977342606
SQSTM1	0.703976392746
SLC5A6	1.19656825066
CPNE3	1.49300646782
CCNA1	1.96322512627
TIMELESS	0.447236657143
P4HA2	1.17465031147
PLOD3	1.47086703777
NOL3	-1.77044487
SLC25A14	0.150616943836
MPZL1	1.31957256794
MAP7	-0.606382846832
DNAJA3	0.000690315850079
USP14	-0.137320935726
MTA1	-0.865371465683
PDLIM1	-0.276759207249
SMC3	-0.857360959053
PRPF4	-0.568857967854
CCNB2	0.635244309902
CCNE2	-0.957374095917
SYNGR3	-0.693385243416
LPAR2	-0.735910058022
ARHGEF2	-0.505201816559
ZW10	3.51906991005
AURKB	-0.276275038719
VAPB	-0.454135537148
NOLC1	1.23186898232
UBE2L6	-1.29468762875
MAPKAPK2	0.192833572626
CYTH1	0.293894827366
ITGB1BP1	-0.634375214577
BCL7B	0.791730821133
COPB2	0.493520826101
ADGRG1	0.470296233892
TM9SF2	0.956144988537
MAP4K4	1.59973835945
HOMER2	-2.76487922668
SH3BP5	-0.485157012939
PIGB	0.0212052743882
PSMF1	0.0630180165172
SPTLC2	1.52304840088
TBPL1	-0.52168738842
BAG3	-1.02829515934
POLR1C	-0.425297230482
SPAG7	0.761500597
FEZ2	-0.0131202191114
IKBKE	0.599016308784
MTFR1	-0.297879099846
HS2ST1	0.196966931224
IPO13	-0.915160298347
VGLL4	2.38010859489
NUP93	-0.222767606378
UBE3C	0.700631260872
EDEM1	1.37989068031
TRAM2	0.330544680357
CEP57	-0.504383206367
KIAA0100	0.433688014746
HERPUD1	-1.28539562225
KIAA0355	0.257687449455
USP6NL	-0.355794340372
CCP110	-0.34670227766
MLEC	0.529228687286
TATDN2	1.90772604942
MRPL19	0.631245791912
SCRN1	0.1577026546
EFCAB14	0.175934687257
KEAP1	0.713148057461
MELK	0.0764207988977
PLEKHM1	-0.458447903395
C2CD5	1.12813866138
KIAA0753	1.170748353
C2CD2L	-0.426557183266
TOMM70A	0.376097530127
KIAA0196	-0.432977706194
KLHL21	0.481136023998
ARNT2	-3.58894753456
FAM20B	-0.917449355125
NCAPD2	-1.0508980751
PAN2	1.14143371582
LPGAT1	0.748519659042
KIF14	-0.613912165165
OXSR1	0.407845556736
MVP	0.0796763971448
DMTF1	-0.805947601795
GNPDA1	0.224226236343
HDAC6	0.177987039089
PARP2	0.376075208187
MAMLD1	-2.35303258896
DNAJB6	-0.943398118019
SMC4	0.832976460457
ABCC5	-0.156952351332
ABCB6	0.73306953907
DNM1L	-0.232011780143
TSPAN3	1.52921688557
KIF20A	0.417291283607
ARL4C	-0.012449990958
TRAP1	0.63869613409
G3BP1	1.46352410316
MBNL2	-1.18392646313
CEBPZ	0.0611019916832
SLC25A13	2.98386669159
SORBS3	-0.706562519073
RBM6	0.698952317238
TXNDC9	-0.825039625168
TRIM13	-0.457202106714
TRIB1	0.029059143737
MFSD10	5.06756925583
SLC35B1	1.53011739254
TIMM17B	0.37504902482
AKAP8	-0.519027531147
STUB1	0.00230989092961
NET1	-0.0592182576656
SMNDC1	-0.752136826515
PAK4	-1.35537111759
TNIP1	-0.137163355947
IKZF1	-0.196902692318
TMEM5	0.801331698895
HMG20B	0.758173406124
MYL9	0.682061433792
LYPLA1	0.906316041946
PPIE	3.75019407272
VAV3	-1.31389474869
LRRC41	0.155130892992
CRTAP	2.75877737999
VAT1	0.597080290318
STK25	0.729959964752
APPBP2	0.449513584375
CHERP	0.767259418964
HYOU1	0.616672754288
RPP38	0.571516633034
SLC35A1	-0.186410546303
DRAP1	1.2734951973
PAICS	0.641544878483
ST6GALNAC2	-0.343950629234
STAMBP	0.752473473549
NPRL2	-3.15175700188
IGF2BP2	0.663590013981
YKT6	0.956413984299
CGRRF1	1.19856417179
RRAGA	0.329830229282
GNB5	0.357392132282
EBP	2.0707449913
CNPY3	0.398229002953
YME1L1	-0.0192521773279
TCFL5	0.00757797434926
KDM5B	-0.360787451267
POP4	0.490216135979
ARPP19	-0.447317481041
ZNF274	0.118911959231
MTHFD2	0.678121864796
WASF3	0.104308076203
UTP14A	0.791311383247
FRS2	-0.747615277767
CLPX	0.0554411560297
PGRMC1	0.120795756578
MALT1	-0.203035801649
CPSF4	-0.308407396078
BLCAP	0.896620988846
TCERG1	-2.27779531479
RNPS1	0.367038965225
TOMM34	-0.77950066328
PDIA5	2.7492017746
MLLT11	2.08192920685
EBNA1BP2	1.55825996399
TMED10	0.0672475844622
ASCC3	1.95683598518
SLC27A3	0.562468588352
KIF2C	-0.0161112844944
CCDC85B	0.613802492619
TLK2	-8.09607410431
KDELR2	0.745995402336
RAB31	-0.474293857813
B4GAT1	-0.0731756538153
PAPD7	-0.668405711651
UBE2C	0.130048274994
DUSP14	0.687210798264
TOPBP1	0.129406794906
PRSS23	0.164670750499
PWP1	0.9050360322
PKIG	0.714665770531
CORO1A	-0.33646696806
LSM6	0.352641820908
PSIP1	-0.314340412617
SLC2A6	-3.26453828812
NISCH	-0.860383331776
CHEK2	0.215850889683
PRAF2	-1.76965379715
POLG2	1.18977022171
CHP1	-1.26765286922
PNKP	0.441432386637
ECD	1.4327147007
DDX42	0.92837625742
TWF2	1.00107300282
CASC3	1.30684566498
COG2	0.764818429947
ATF5	-1.72430360317
MTF2	-0.105684071779
PUF60	0.85722130537
RAB11FIP2	0.173796549439
CLSTN1	0.623200237751
FOXJ3	0.0462183766067
KIAA0907	0.372456789017
EPN2	-0.515262186527
SACM1L	0.778092384338
ATF6	-0.358811706305
RPIA	0.479249060154
RAB21	-1.51058852673
SPEN	-4.14959907532
FBXO21	-8.13995456696
RBM34	-0.3580532372
WDTC1	1.68478143215
XPO7	1.91898262501
TBC1D9B	-0.474142760038
RRP1B	1.22320055962
MYCBP2	-0.848591506481
CDK19	0.0990405380726
GPATCH8	-0.0932147502899
MAST2	1.26607847214
DCUN1D4	-0.744094133377
FCHO1	-0.29925480485
SNX13	-1.52316975594
ATP11B	-0.656898975372
JMJD6	0.61968177557
RRS1	0.670049607754
RRP12	0.7883644104
SYNE2	-0.196437820792
PDS5A	0.438203394413
CAMSAP2	-0.59168690443
ATMIN	0.00242732465267
TRIM2	-0.105020143092
KIAA1033	0.18946158886
USP22	0.569804608822
WDR7	-0.182167351246
JADE2	0.520234823227
ARHGEF12	-1.21186244488
PPP1R13B	-0.0700042843819
RRP8	1.18269729614
NUDCD3	0.700169742107
SIRT3	-0.693540275097
SLC35A3	-2.03157114983
ICMT	-0.359418302774
MACF1	-0.107762716711
SUZ12	1.63586509228
KAT6B	-0.334825336933
NNT	-0.528161048889
ADAT1	-0.208349153399
TMEM50A	0.0589231476188
KLHDC2	0.630735218525
ACOT9	0.140263423324
SSBP2	-1.07224678993
NUP62	0.906670868397
ARFIP2	0.776214361191
LSM5	0.690221130848
PLA2G15	0.81674093008
TMEM2	0.874795198441
ZNF318	-1.15310764313
FBXO7	0.595643877983
SPDEF	-0.834140121937
BAMBI	0.351412236691
BACE2	8.3082742691
COG4	0.47379386425
MPC2	-0.484717309475
CLIC4	-0.515348374844
C2CD2	1.81839716434
TIPARP	0.175663813949
TSKU	-0.108332030475
RNF167	1.21930265427
LRP10	0.135103002191
ZNF451	-0.515840649605
SENP6	1.49599182606
RAI14	-1.43401420116
KIF1BP	-0.607051610947
TES	-8.0361995697
PHGDH	0.31988042593
MYCBP	1.15201199055
CHIC2	0.710033535957
TIMM9	-0.00666266679764
AKAP8L	0.206521123648
ATP2C1	-0.221907898784
TRAPPC3	1.27557003498
ATP5S	-0.00545938313007
TNFRSF21	-0.650226593018
SESN1	-0.665589690208
HTATSF1	-1.16558206081
TMEM97	1.3122189045
BZW2	-0.0306602921337
CHMP4A	1.15346729755
GTPBP8	0.764996349812
DNAJC15	0.458075165749
PACSIN3	-0.146694496274
RBM15B	-0.586739838123
HOOK2	1.16802287102
SNX11	1.56238603592
TIMM22	0.0889791101217
NENF	0.471759945154
UBQLN2	-0.305248320103
ERO1A	-0.46208178997
DNTTIP2	0.441344350576
PIK3R4	-1.10992944241
HDGFRP3	-0.117534294724
COPS7A	-0.0325442254543
NSDHL	0.217910051346
HEBP1	1.0294367075
MTERF3	-0.300188660622
AMDHD2	-1.53769910336
ISOC1	0.985277473927
MRPS16	-8.00761127472
FIS1	1.36354553699
GOLT1B	-0.736729681492
GLOD4	0.345885872841
GMNN	-0.0318537801504
LAP3	-0.276656657457
NOSIP	3.08329105377
DERA	-1.92965555191
SCCPDH	-0.982055306435
MRPS2	-2.80504584312
VPS28	-0.515847027302
HSD17B11	-0.182613879442
NUSAP1	-0.460811436176
SCAND1	0.887365758419
CD320	2.45646643639
NGRN	-0.0971129834652
SNX7	-0.179446130991
ATP6V1D	0.691747844219
ZNF589	-1.21373450756
PRKAG2	-0.0481461212039
UBE2J1	1.4878115654
EVL	3.13746714592
HACD3	-0.936752796173
UFM1	0.850576758385
LSR	-0.394102215767
DHRS7	-1.74766981602
CAB39	1.299010396
ARID4B	0.340438038111
NUDT9	-2.40256071091
CYCS	-0.275896281004
TERF2IP	0.593855023384
GFOD1	0.0798728317022
KCTD5	1.99217283726
TMCO1	1.01139891148
DHX29	-0.162526726723
EXOSC4	0.186172485352
DDIT4	-0.182846978307
PAF1	1.25257945061
P4HTM	-0.33442735672
SLC35F2	1.04710292816
ZNF586	-0.717361032963
FBXL12	1.25773310661
TEX10	0.534668326378
YTHDF1	-0.81500005722
TXNL4B	0.294783294201
HERC6	-0.130610212684
PIH1D1	0.151084989309
PPP2R3C	0.829080224037
FKBP14	2.032995224
CDCA4	-0.339821457863
PLEKHJ1	1.59887826443
HEATR1	-0.931078851223
ANO10	0.816483139992
UBR7	0.0952741131186
FAIM	-0.701361238956
ADI1	0.396258115768
ABCF3	0.738069415092
ENOSF1	0.440748691559
LRRC16A	0.167107462883
ANKRD10	0.0302642434835
STAP2	1.16020464897
IARS2	0.0383605435491
NUP133	-0.36197245121
CNDP2	-0.600812613964
FAM63A	-0.346301853657
KDM3A	-0.264497935772
PECR	0.220606967807
EAPP	-0.158539116383
CISD1	0.453542053699
ZNF395	-0.890960633755
KLHL9	-0.591146349907
NPDC1	0.519700527191
TM9SF3	1.22845208645
PAK6	0.376853406429
DUSP22	1.91153359413
ADCK3	-0.21146184206
CIAPIN1	-0.230863109231
PLSCR3	1.01423168182
SCYL3	0.449594765902
LYRM1	1.36312687397
ZMIZ1	-3.19498372078
MCOLN1	-0.226147428155
THAP11	1.91303730011
ABHD6	-1.63148200512
TRIB3	-0.13735665381
POLD4	-0.113209299743
SQRDL	-0.368022233248
ENOPH1	-0.714381217957
PRUNE	-0.322969704866
SNX6	0.471198767424
FASTKD5	0.0535898432136
ELAC2	0.569386839867
ABHD4	-0.368193656206
MCUR1	0.6788880229
RBKS	2.29173970222
ATG3	1.21764552593
NARFL	-1.18667817116
ZDHHC6	-1.45512616634
ACBD3	1.40410399437
CERK	0.891725838184
NT5DC2	1.30307722092
ACD	-0.308493435383
INTS3	-0.138294145465
TRAK2	0.63940423727
METRN	0.180696889758
ELOVL6	1.29684650898
TMEM109	-0.238114774227
CCDC86	-0.0317453369498
TRAPPC6A	-0.435047984123
CHAC1	-0.57809317112
MBOAT7	0.193491354585
PRR15L	-0.363074421883
CRELD2	1.14915847778
FSD1	-0.209643363953
TCTN1	0.667069852352
CHMP6	1.26820015907
NPEPL1	-0.681030571461
FAM57A	0.651675283909
NUP85	0.959791183472
TCEAL4	0.241223543882
DHDDS	-0.472598314285
DENND2D	-0.701297283173
FBXO11	1.09492373466
CCDC92	-0.204571589828
COASY	0.227952510118
WDR61	0.233203887939
TSEN2	-0.0875295475125
PRR7	1.27820324898
ITFG1	-0.119540214539
GDPD5	0.172070503235
GRWD1	1.45729494095
ARID5B	-0.536653518677
TUBB6	1.77032589912
PSRC1	-0.636206865311
ADO	1.22501111031
HIST1H2BK	-0.204586490989
MICALL1	1.23629641533
UBE3B	-0.115425229073
HN1L	0.688206851482
SLC25A46	0.645926177502
COG7	1.24024951458
MAPK1IP1L	0.314696967602
TBC1D31	-0.107457399368
H2AFV	-1.13690447807
RPL39L	-0.898119091988
CANT1	1.5125194788
WIPF2	0.718949198723
TICAM1	-0.0562868118286
TXLNA	0.84649258852
SPRED2	-0.592179358006
EML3	-0.0118501223624
TMEM110	0.858698248863
FAM69A	-1.48091459274
