V1	24h_10uM
DNM1	1.82465386391
DNMT1	-1.61426532269
DNMT3A	-0.041041508317
DPH2	0.512900829315
DSG2	0.599880635738
TSC22D3	0.860077619553
DUSP3	-0.430662989616
DUSP4	1.35620880127
DUSP6	0.332005560398
TOR1A	-0.591909766197
E2F2	0.661059558392
ECH1	0.519374907017
EDN1	-0.266060173512
EGF	-2.40198683739
EGFR	-0.302143931389
EGR1	-0.238539248705
EIF4EBP1	0.318119704723
EIF4G1	-0.925507068634
EIF5	-1.80300951004
ELAVL1	-0.587500035763
CTTN	-2.30950832367
EPB41L2	-0.338803499937
EPHA3	-0.563255131245
EPHB2	0.702685832977
EPRS	0.867006838322
NR2F6	-1.18700528145
ERBB2	1.05027329922
ERBB3	0.122146070004
ETFB	-2.28093504906
ETS1	1.63534128666
ETV1	3.54589700699
EXT1	-0.91753333807
EZH2	1.95922505856
FAH	-1.76936483383
PTK2B	-0.436453223228
FAT1	-2.7519800663
FDFT1	-0.850830197334
FGFR2	-4.39080286026
FGFR4	1.33856701851
FHL2	3.53116750717
FKBP4	-1.80917847157
FOXO3	0.578750729561
FOS	-1.65849471092
FPGS	-0.0758092850447
FUT1	-0.851858317852
FYN	-1.36545419693
SLC37A4	-2.04881596565
GAA	-0.569777011871
GABPB1	0.711490094662
GALE	2.09008097649
GAPDH	9.36388301849
GATA2	-0.178117632866
GATA3	-0.106534302235
GFPT1	1.55286002159
GHR	-0.480492055416
GLI2	-0.495303869247
GLRX	-3.19467020035
GNA11	1.78457403183
GNA15	0.117602705956
GNAI1	4.32136249542
GNAI2	4.87194919586
GNAS	1.43410968781
SFN	0.453596830368
GPC1	2.02261018753
GPER1	-1.38781225681
GRB7	1.1104362011
GRB10	0.651613116264
GRN	0.136631906033
NR3C1	-1.89386498928
CXCL2	2.64977693558
GSTM2	0.116742134094
GSTZ1	2.08803939819
MSH6	-1.25364089012
GTF2A2	-3.12275934219
GTF2E2	-5.23197364807
HSD17B10	-2.02403688431
HADH	-0.000239036002313
HDAC2	1.41063666344
HIF1A	1.19243657589
HK1	0.444745332003
HLA-DMA	1.88259553909
HLA-DRA	-0.38605594635
HMGCR	-0.670125305653
HMGCS1	-0.43257817626
HMOX1	0.818474054337
HOXA5	1.79377627373
HOXA10	-0.146845251322
HPRT1	-0.676789402962
HES1	-8.67559146881
DNAJB2	2.28160905838
HSPA1A	0.64215105772
HSPA4	-4.09673881531
HSPA8	-0.568737983704
HSPB1	1.34781873226
HSPD1	-0.629316687584
DNAJB1	1.86196303368
ICAM1	0.245165258646
ICAM3	-1.52389991283
ID2	1.67740368843
IDE	0.777446687222
IFNAR1	3.63846492767
IGF1R	0.323398172855
IGF2R	3.15077972412
IGFBP3	-3.75566458702
IGHMBP2	0.554467201233
IKBKB	-1.38826072216
IL1B	-1.45194482803
IL4R	0.346223592758
IL13RA1	-1.1032640934
ILK	2.367623806
INPP1	1.80912673473
INSIG1	-2.72747063637
ITGAE	-3.25843763351
ITGB5	-0.868576407433
JUN	1.58363747597
KCNK1	0.376687645912
KIF5C	-0.602512955666
KIT	1.63754320145
KTN1	0.0179569721222
LAMA3	1.28857564926
STMN1	0.944957494736
LBR	3.30863618851
LGALS8	1.1786544323
LIG1	1.71198940277
LIPA	0.303190946579
LOXL1	1.47620582581
LRPAP1	-1.66951775551
LYN	0.044867772609
SMAD3	1.63153457642
MAN2B1	-0.687148809433
MAT2A	2.64411258698
MBNL1	1.00136625767
MCM3	-3.25775432587
ME2	1.62103641033
MEF2C	-1.51765620708
MAP3K4	-0.154001861811
MEST	0.669083237648
MIF	1.83032488823
FOXO4	-2.05947613716
MMP1	-0.812617242336
MMP2	0.546990573406
MNAT1	-2.77307605743
MSRA	-2.27274656296
MUC1	-1.45922732353
MYBL2	1.44728434086
MYC	4.23832654953
GADD45B	-1.58496260643
MYLK	0.841039001942
MYO10	-0.878776669502
NCK1	0.640363693237
NFATC3	-3.05817961693
NFATC4	1.74083781242
NFE2L2	1.12009084225
NFIL3	-2.40179252625
NFKB2	1.42432081699
NFKBIA	-1.61012268066
NFKBIB	1.04325723648
NFKBIE	1.01250243187
NIT1	-1.30877304077
NMT1	0.640407443047
NOS3	0.640637516975
CNOT4	0.879172205925
NOTCH1	-3.22348237038
PNP	-3.20102143288
NPC1	1.54169178009
SLC11A2	1.31167888641
NRAS	0.268953442574
NUCB2	-0.00847846269608
NUP88	2.3047208786
NVL	-3.22637701035
ORC1	-0.205890968442
OXA1L	-1.55571937561
OXCT1	0.361114442348
PAFAH1B1	0.318703651428
PAFAH1B3	-1.59642219543
SERPINE1	-1.73089587688
PAK1	0.812773406506
PCBD1	-0.666223227978
PCCB	0.856219112873
PCK2	2.06870651245
PCM1	0.888481795788
PCMT1	-0.132266819477
PCNA	4.51570701599
PDGFA	1.04506826401
PFKL	2.30603170395
PGAM1	-1.60383999348
PGM1	-1.30078923702
PHKA1	-0.209369927645
PHKB	0.0903977155685
PHKG2	0.877235949039
PIK3C2B	0.872873902321
PIK3C3	5.37247610092
PIK3CA	0.103206068277
PIN1	-0.283645510674
PLA2G4A	0.467822104692
PLCB3	0.292555987835
PLK1	-0.396521389484
PLP2	0.684907376766
PLS1	-1.01312530041
PLSCR1	-1.54280865192
PMAIP1	-2.32775497437
PMM2	0.43968129158
POLB	2.1859395504
POLE2	-1.21644413471
POLR2I	1.60914933681
POLR2K	1.21765744686
PPARD	-3.97285890579
PPARG	-0.509994149208
PPIC	4.11903381348
PPOX	-0.261750936508
PPP2R5A	-2.23937821388
PPP2R5E	0.655498981476
PRCP	4.3432598114
PRKACA	-0.818099141121
PRKCD	-0.791166007519
PRKCH	0.647850036621
PRKCQ	0.56952059269
MAPK9	0.197748839855
MAPK13	-1.01261305809
MAP2K5	-0.620335698128
PRKX	0.428391754627
PROS1	-1.06628286839
LGMN	-1.76248133183
HTRA1	-0.993680119514
PSMB8	0.482618480921
PSMB10	0.45331248641
PSMD2	-1.4492328167
PSMD4	-0.73186224699
PSMD9	-1.41728377342
PSMD10	2.7683839798
PSME1	-0.186323925853
PSME2	0.302081793547
PTGS2	1.2861495018
PTK2	0.0616278573871
PTPN1	-1.02203381062
PTPN6	0.213517785072
PTPN12	-6.54590511322
PTPRC	-2.62602949142
PTPRF	1.04526674747
PTPRK	-0.888908028603
PXMP2	-1.0035122633
PXN	1.43972194195
PYCR1	0.2259978652
PYGL	-0.129911467433
RAB4A	0.480506122112
RAB27A	0.845297992229
RAC2	2.00609970093
RAD9A	-1.87704575062
RAD51C	-0.452447891235
MOK	-0.276722848415
RALA	2.19340276718
RALB	-2.84972429276
RALGDS	-0.338012695312
RAP1GAP	1.56368386745
RASA1	1.00090324879
RB1	0.851629734039
KDM5A	-0.920064508915
RELB	0.110005110502
RFC2	-1.01581144333
RFC5	-2.2362613678
RFNG	-0.373306453228
RFX5	1.12236952782
RGS2	-0.65845990181
RHEB	-2.42064189911
RNH1	-0.551248550415
RPA1	1.08441245556
RPA2	2.14114046097
RPA3	-2.4320640564
MRPL12	-0.295976042747
RPN1	-2.58367729187
RPS5	6.415102005
RPS6	3.79876184464
RPS6KA1	-0.601913034916
RSU1	-1.35539841652
RTN2	2.18641042709
S100A4	-0.391336202621
S100A13	3.12794971466
SATB1	-1.4238256216
SCP2	-0.246320128441
CCL2	1.50256609917
SDHB	-0.258045136929
SGCB	-1.20786714554
SHB	-0.79455780983
SHC1	1.89603078365
SKIV2L	-0.700254499912
SKP1	0.130183547735
SLC1A4	0.0208695307374
SMARCA4	-0.633460998535
SMARCC1	0.398751556873
SMARCD2	1.7086442709
SNAP25	-1.51809930801
SNCA	-2.38891220093
SOX2	0.618736326694
SOX4	-2.61665272713
SPAG4	-5.25991868973
SPP1	-1.02819418907
SPR	1.02291035652
SPTAN1	-4.00857639313
SRC	1.18459057808
STAT1	-0.732344865799
STAT3	-3.5147819519
STAT5B	0.974189043045
AURKA	2.66969108582
STK10	-1.18174290657
STX1A	-0.373308867216
STX4	4.12234640121
STXBP1	-2.67456102371
STXBP2	1.1850618124
SUPV3L1	0.606743216515
SUV39H1	1.45929217339
SYK	1.42663693428
SYPL1	-2.43060970306
TARBP1	-0.93105661869
TBP	1.36160063744
TBX2	1.19562542439
TBXA2R	-0.215081959963
TCEA2	0.736528158188
VPS72	-0.184795454144
TCTA	-0.780996799469
DYNLT3	-4.70962285995
TERT	1.06851518154
TESK1	1.25304818153
TFAP2A	-1.70881104469
TFDP1	0.678389430046
TGFB3	1.13696599007
TGFBR2	2.21449971199
TIAM1	-0.0451386123896
TIMP2	0.778307318687
TJP1	-0.470473140478
TLE1	-3.63654637337
TLR4	1.67352509499
TSPAN6	0.717066049576
TSPAN4	-0.131824433804
TOP2A	2.53560304642
TP53	2.05447554588
TP53BP1	-0.00302673876286
TP53BP2	1.30910468102
TPD52L2	-1.79815530777
TPM1	-0.478096038103
TSTA3	1.19721269608
TXNRD1	-0.201040834188
UBE2A	2.33345198631
UGDH	1.03378033638
NR1H2	-1.65464091301
USP1	2.40373802185
VDAC1	5.86467838287
WFS1	0.852401554585
WRB	1.20232391357
XBP1	-0.770662248135
XPNPEP1	-1.49464702606
ZFP36	-1.27988290787
ZNF131	-0.524024903774
ZMYM2	0.355681568384
PAX8	-3.60495901108
CXCR4	1.16532123089
IFRD2	-0.192787393928
MAPKAPK3	0.058802947402
USP7	-2.46266746521
REEP5	-0.457699179649
ST7	-0.250260353088
KAT6A	-1.46582841873
PDHX	-5.83324146271
FOSL1	-0.145799070597
HMGA2	-1.89495301247
NCOA3	-0.607690691948
NRIP1	-0.420226275921
SMC1A	1.49829554558
LAGE3	3.6450381279
AXIN1	-0.864248394966
CDC45	-2.75995874405
FZD1	-0.0490577220917
FZD7	1.08470118046
HIST2H2BE	-1.01997113228
PIP4K2B	-1.0650677681
NCK2	0.921842515469
DYRK3	-0.36844843626
DUSP11	1.55899858475
RAE1	-3.41606998444
PIK3R3	0.768636584282
NIPSNAP1	1.07772421837
IKBKAP	-0.0367652475834
HAT1	-2.45796251297
MAPKAPK5	-1.83693635464
BHLHE40	-4.2109875679
MKNK1	0.246134132147
CASK	0.434861719608
AKR7A2	2.06033849716
RUVBL1	3.15782117844
PSMG1	0.193260625005
BECN1	0.234762609005
MBTPS1	-1.2784538269
EED	-0.0919669121504
CTNNAL1	1.92244136333
RNMT	3.4992480278
PEX11A	-0.96028393507
CREG1	1.51007270813
INPP4B	0.639238238335
IQGAP1	0.169246122241
SOCS2	-3.28329706192
CFLAR	-0.46555262804
CDK5R1	-2.22241735458
ST3GAL5	1.78019785881
IER3	-0.994946300983
SQSTM1	0.0062846057117
SLC5A6	1.01227962971
CPNE3	2.22220635414
CCNA1	1.86038720608
TIMELESS	-3.99541282654
P4HA2	1.00925338268
PLOD3	1.27611470222
NOL3	-1.35308277607
SLC25A14	0.265121817589
MPZL1	-2.95474267006
MAP7	0.0869512110949
DNAJA3	-0.29217043519
USP14	-0.244123503566
MTA1	1.20344746113
PDLIM1	-0.211684912443
SMC3	-0.992131590843
PRPF4	-0.467478722334
CCNB2	-1.99660587311
CCNE2	-1.29545640945
SYNGR3	0.985096514225
LPAR2	0.557217895985
ARHGEF2	0.182477772236
ZW10	1.67585492134
AURKB	0.882527709007
VAPB	1.84263586998
NOLC1	-0.967356383801
UBE2L6	1.00917184353
MAPKAPK2	0.200490906835
CYTH1	2.81794309616
ITGB1BP1	3.60177350044
BCL7B	-0.131506055593
COPB2	0.844547569752
ADGRG1	1.3486995697
TM9SF2	0.512132167816
MAP4K4	-1.18465971947
HOMER2	-0.867858946323
SH3BP5	0.0405720472336
PIGB	2.42702913284
PSMF1	0.432487517595
SPTLC2	2.67089319229
TBPL1	-0.266530513763
BAG3	0.386199057102
POLR1C	1.60922837257
SPAG7	-1.78002715111
FEZ2	-0.0921333506703
IKBKE	-1.07760262489
MTFR1	1.45291614532
HS2ST1	0.50995862484
IPO13	-1.16208279133
VGLL4	2.03291940689
NUP93	-1.87557864189
UBE3C	1.40460216999
EDEM1	0.848230957985
TRAM2	-1.03526580334
CEP57	-1.38756978512
KIAA0100	-0.100884594023
HERPUD1	1.21620810032
KIAA0355	-0.403758704662
USP6NL	-0.13736474514
CCP110	-2.07236003876
MLEC	-2.42108511925
TATDN2	-0.644450902939
MRPL19	1.07508683205
SCRN1	1.59675419331
EFCAB14	0.454885274172
KEAP1	0.499541044235
MELK	0.889758825302
PLEKHM1	0.225145429373
C2CD5	-0.391616553068
KIAA0753	1.50700604916
C2CD2L	-0.472871303558
TOMM70A	2.26131248474
KIAA0196	-0.0504231229424
KLHL21	2.1795899868
ARNT2	1.77227663994
FAM20B	-0.160523623228
NCAPD2	-7.71949481964
PAN2	-0.774812042713
LPGAT1	0.788001298904
KIF14	1.81294202805
OXSR1	0.979760050774
MVP	-0.0576390177011
DMTF1	-0.883437335491
GNPDA1	-2.69945955276
HDAC6	-0.666294038296
PARP2	-3.80198383331
MAMLD1	0.650907099247
DNAJB6	0.361315071583
SMC4	-0.640361905098
ABCC5	0.34486618638
ABCB6	-1.13874590397
DNM1L	-0.606158316135
TSPAN3	0.173031270504
KIF20A	0.718715488911
ARL4C	0.0555639863014
TRAP1	0.248155355453
G3BP1	1.55630338192
MBNL2	-1.21445846558
CEBPZ	-0.646810531616
SLC25A13	-0.327538222075
SORBS3	-0.673079133034
RBM6	0.131955295801
TXNDC9	-0.260730832815
TRIM13	1.83684825897
TRIB1	1.9103615284
MFSD10	0.156469345093
SLC35B1	3.32797217369
TIMM17B	0.880473315716
AKAP8	1.8547192812
STUB1	-0.514869987965
NET1	0.109193325043
SMNDC1	1.45122480392
PAK4	-1.73377084732
TNIP1	1.01518571377
IKZF1	0.463687002659
TMEM5	-3.34436702728
HMG20B	3.0007648468
MYL9	0.306429207325
LYPLA1	-1.94143593311
PPIE	0.591209769249
VAV3	0.959821939468
LRRC41	2.59643983841
CRTAP	-0.810686171055
VAT1	-0.394626408815
STK25	-1.03125965595
APPBP2	1.81609892845
CHERP	2.89799189568
HYOU1	1.66571688652
RPP38	-0.412026494741
SLC35A1	-0.462550580502
DRAP1	0.777052342892
PAICS	0.0907291322947
ST6GALNAC2	0.781874656677
STAMBP	-2.08020687103
NPRL2	0.308078080416
IGF2BP2	3.85945630074
YKT6	-1.68040585518
CGRRF1	-1.37431573868
RRAGA	0.31456014514
GNB5	1.76420128345
EBP	0.968536436558
CNPY3	1.02928423882
YME1L1	2.34813547134
TCFL5	0.412247776985
KDM5B	-2.11817550659
POP4	-3.15725564957
ARPP19	-1.95864987373
ZNF274	-1.87313568592
MTHFD2	-3.39173316956
WASF3	0.996192038059
UTP14A	-0.0744103044271
FRS2	-0.191160529852
CLPX	-5.16408252716
PGRMC1	0.0791560038924
MALT1	2.53642678261
CPSF4	0.817618250847
BLCAP	-0.152941524982
TCERG1	0.582338452339
RNPS1	-0.712376594543
TOMM34	-1.14276731014
PDIA5	1.55094099045
MLLT11	-0.503129601479
EBNA1BP2	1.74359762669
TMED10	-0.836340725422
ASCC3	-0.794445574284
SLC27A3	-0.283573448658
KIF2C	-1.19487941265
CCDC85B	0.509649276733
TLK2	1.19397187233
KDELR2	-0.0197683367878
RAB31	0.894424200058
B4GAT1	1.33423781395
PAPD7	0.806175947189
UBE2C	1.8152256012
DUSP14	-0.0154392719269
TOPBP1	0.240797832608
PRSS23	0.5979834795
PWP1	-0.0884545743465
PKIG	-0.643149554729
CORO1A	-4.96694993973
LSM6	-0.302155315876
PSIP1	0.80489128828
SLC2A6	-0.869873285294
NISCH	-2.96259069443
CHEK2	-0.79934245348
PRAF2	4.08610391617
POLG2	-3.14654803276
CHP1	-0.732639670372
PNKP	1.3610574007
ECD	-0.831290006638
DDX42	-0.237155422568
TWF2	-0.577947556973
CASC3	1.1753077507
COG2	-0.537114560604
ATF5	0.631826281548
MTF2	-4.56531429291
PUF60	-3.59396362305
RAB11FIP2	0.221737235785
CLSTN1	0.903488099575
FOXJ3	-0.43755120039
KIAA0907	0.812829256058
EPN2	-0.460480034351
SACM1L	0.475300401449
ATF6	-3.20029449463
RPIA	1.01269006729
RAB21	0.866829872131
SPEN	1.61981582642
FBXO21	0.538124620914
RBM34	-1.19662237167
WDTC1	0.909011900425
XPO7	-0.877217710018
TBC1D9B	-0.154040277004
RRP1B	0.597263097763
MYCBP2	-2.93966531754
CDK19	0.821607291698
GPATCH8	0.488872468472
MAST2	0.677644610405
DCUN1D4	-1.21091902256
FCHO1	1.18078494072
SNX13	0.0984360128641
ATP11B	1.92127931118
JMJD6	2.21881699562
RRS1	-3.07746005058
RRP12	-2.88739466667
SYNE2	1.21652305126
PDS5A	1.17365181446
CAMSAP2	-2.42972588539
ATMIN	-0.760981559753
TRIM2	0.857959628105
KIAA1033	0.0171399414539
USP22	-0.609317064285
WDR7	0.523914456367
JADE2	-0.316361010075
ARHGEF12	0.43315282464
PPP1R13B	-1.873742342
RRP8	-4.36063098907
NUDCD3	-3.01711392403
SIRT3	-0.523934006691
SLC35A3	1.89073514938
ICMT	0.141240105033
MACF1	0.0108902677894
SUZ12	-1.64379477501
KAT6B	-1.75488114357
NNT	-0.120135463774
ADAT1	2.10685491562
TMEM50A	-0.87587761879
KLHDC2	2.01933145523
ACOT9	3.74659371376
SSBP2	-0.471431344748
NUP62	0.116252824664
ARFIP2	0.299034237862
LSM5	1.75009405613
PLA2G15	-1.26011157036
TMEM2	3.07665634155
ZNF318	3.15915679932
FBXO7	1.29779994488
SPDEF	0.0310825556517
BAMBI	-0.825678110123
BACE2	-0.373083949089
COG4	2.27873587608
MPC2	-1.16806781292
CLIC4	-0.954967856407
C2CD2	-1.56617319584
TIPARP	-1.16561508179
TSKU	1.84212064743
RNF167	0.41721957922
LRP10	-1.48117113113
ZNF451	-0.590034365654
SENP6	0.174510702491
RAI14	0.259038448334
KIF1BP	0.941550195217
TES	1.09663534164
PHGDH	0.919739127159
MYCBP	1.159116745
CHIC2	-2.20432186127
TIMM9	-1.15080797672
AKAP8L	1.49583661556
ATP2C1	0.633168339729
TRAPPC3	0.490102678537
ATP5S	-2.10971570015
TNFRSF21	-0.964106678963
SESN1	0.994511067867
HTATSF1	2.80102777481
TMEM97	0.589134275913
BZW2	-0.705482959747
CHMP4A	-0.366266936064
GTPBP8	0.21794565022
DNAJC15	-0.246031671762
PACSIN3	0.761641740799
RBM15B	1.8775343895
HOOK2	0.0732206702232
SNX11	-0.306025862694
TIMM22	-3.02123951912
NENF	-3.59750461578
UBQLN2	0.817523598671
ERO1A	0.326029419899
DNTTIP2	-1.60467433929
PIK3R4	1.6107506752
HDGFRP3	-0.329890966415
COPS7A	0.563304901123
NSDHL	0.289926201105
HEBP1	-1.73068881035
MTERF3	1.67943501472
AMDHD2	0.820145249367
ISOC1	-1.29316151142
MRPS16	1.09986650944
FIS1	-0.196160525084
GOLT1B	-0.0730844438076
GLOD4	-1.15933418274
GMNN	-1.54480302334
LAP3	2.33605289459
NOSIP	-1.87056934834
DERA	0.802311658859
SCCPDH	1.28080523014
MRPS2	1.79408884048
VPS28	-0.103240504861
HSD17B11	2.94929766655
NUSAP1	2.20536351204
SCAND1	2.49510931969
CD320	-1.2921243906
NGRN	-2.5066049099
SNX7	-0.934320509434
ATP6V1D	0.721393287182
ZNF589	-0.114325433969
PRKAG2	-3.65245294571
UBE2J1	-0.688032567501
EVL	-0.106612302363
HACD3	-0.618754863739
UFM1	1.2483355999
LSR	0.469242423773
DHRS7	1.96831393242
CAB39	0.386577010155
ARID4B	4.23862695694
NUDT9	-4.81880474091
CYCS	-1.67133784294
TERF2IP	-1.01324403286
GFOD1	1.46045732498
KCTD5	2.1464009285
TMCO1	1.20635354519
DHX29	-1.53401565552
EXOSC4	1.21603941917
DDIT4	-1.30963027477
PAF1	-0.974568247795
P4HTM	-0.194216668606
SLC35F2	-1.15637421608
ZNF586	-1.22544622421
FBXL12	-0.0070268958807
TEX10	3.26088285446
YTHDF1	1.61972105503
TXNL4B	-0.443817764521
HERC6	-2.62116146088
PIH1D1	1.63707029819
PPP2R3C	1.52941608429
FKBP14	1.61440825462
CDCA4	-3.18686199188
PLEKHJ1	-1.58959031105
HEATR1	-2.21049356461
ANO10	-0.177427768707
UBR7	-1.48317825794
FAIM	-2.7265868187
ADI1	1.80326271057
ABCF3	1.68073248863
ENOSF1	-2.23500537872
LRRC16A	-1.60495221615
ANKRD10	0.218069821596
STAP2	1.71667385101
IARS2	0.0834370851517
NUP133	-0.308440208435
CNDP2	0.850652456284
FAM63A	-1.08023536205
KDM3A	-1.15864884853
PECR	0.919117510319
EAPP	1.21066153049
CISD1	-0.666791677475
ZNF395	1.78388190269
KLHL9	-0.478922963142
NPDC1	0.02763864398
TM9SF3	-1.08019161224
PAK6	-2.56399178505
DUSP22	0.957479417324
ADCK3	0.670841932297
CIAPIN1	2.68282651901
PLSCR3	3.48776578903
SCYL3	1.05093312263
LYRM1	1.37604677677
ZMIZ1	-3.38303947449
MCOLN1	0.674573302269
THAP11	0.332691729069
ABHD6	-1.56526279449
TRIB3	0.526188850403
POLD4	-0.728338003159
SQRDL	0.677020013332
ENOPH1	0.629403352737
PRUNE	0.496110618114
SNX6	-0.276166200638
FASTKD5	-0.472083032131
ELAC2	-0.766385018826
ABHD4	1.99259495735
MCUR1	-0.319528371096
RBKS	-4.97086191177
ATG3	1.33733034134
NARFL	-0.171134114265
ZDHHC6	0.264355838299
ACBD3	-4.24325466156
CERK	1.09429860115
NT5DC2	0.428068876266
ACD	1.53998756409
INTS3	0.990333616734
TRAK2	-0.0759768188
METRN	-2.26257419586
ELOVL6	0.822527766228
TMEM109	0.759605526924
CCDC86	-0.181492000818
TRAPPC6A	-0.83126616478
CHAC1	0.454222500324
MBOAT7	1.39878129959
PRR15L	-0.49289894104
CRELD2	0.220610290766
FSD1	-1.98164200783
TCTN1	-1.81404149532
CHMP6	-1.60863208771
NPEPL1	1.40194511414
FAM57A	-1.23745238781
NUP85	1.40541446209
TCEAL4	-2.11229276657
DHDDS	2.16317915916
DENND2D	1.89032971859
FBXO11	4.09968280792
CCDC92	0.154672861099
COASY	2.75644612312
WDR61	-1.86329543591
TSEN2	-1.22104525566
PRR7	-1.98584878445
ITFG1	0.41566747427
GDPD5	1.08621692657
GRWD1	-2.13306069374
ARID5B	-1.65250468254
TUBB6	-1.2277456522
PSRC1	1.07809460163
ADO	-1.93658804893
HIST1H2BK	0.37233158946
MICALL1	2.32326769829
UBE3B	0.332503974438
HN1L	-0.700279891491
SLC25A46	0.216715082526
COG7	-2.88280344009
MAPK1IP1L	0.392333298922
TBC1D31	0.547367215157
H2AFV	-3.16374945641
RPL39L	-3.26869392395
CANT1	0.469945073128
WIPF2	-0.0504642426968
TICAM1	-1.65798485279
TXLNA	-1.90514719486
SPRED2	0.194316715002
EML3	1.1787302494
TMEM110	-0.615307927132
FAM69A	1.1667214632
