X1	X3	X2
Perturbation	inhibits	ARHGDIG 
Perturbation	inhibits	ARAP2 
SRGAP1	inhibits	RHOA 
Perturbation	inhibits	SRGAP1 
MYO9B	inhibits	RHOA 
Perturbation	inhibits	MYO9B 
Perturbation	activates	MYO9B 
ARHGAP21	inhibits	RHOA 
Perturbation	activates	ARHGAP21 
TAGAP	inhibits	RHOA 
Perturbation	inhibits	TAGAP 
Perturbation	inhibits	STARD8 
ARHGAP29	inhibits	RHOA 
Perturbation	inhibits	ARHGAP29 
ARHGEF3	activates	RHOA 
Perturbation	activates	ARHGEF3 
ARHGAP23	inhibits	RHOA 
Perturbation	inhibits	ARHGAP23 
Perturbation	inhibits	ARHGAP20 
ARHGEF17	activates	RHOA 
Perturbation	inhibits	ARHGEF17 
TRIO	activates	RHOA 
Perturbation	inhibits	TRIO 
Perturbation	inhibits	ARHGAP21 
ARHGAP19	inhibits	RHOA 
Perturbation	inhibits	ARHGAP19 
