"","exp1","exp2","Jc"
"182","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.242236024844721
"183","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.0784313725490196
"184","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.145695364238411
"185","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.103092783505155
"186","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.167883211678832
"187","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.198630136986301
"188","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.126050420168067
"189","brefeldin-a_HEPG2_6 h_100 nM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.100840336134454
"190","brefeldin-a_HEPG2_6 h_100 nM","thapsigargin_HEPG2_6 h_10 µM",0.058252427184466
"191","brefeldin-a_HEPG2_6 h_100 nM","VU-0418946-1_HEPG2_6 h_10 µM",0.278145695364238
"192","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_20 µM",0.161490683229814
"193","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_24 h_5 µM",0.194029850746269
"194","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_10 µM",0.13
"195","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_20 µM",0.208333333333333
"196","brefeldin-a_HEPG2_6 h_100 nM","YC-1_HEPG2_6 h_5 µM",0.263513513513513
"197","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.261437908496732
"198","geldanamycin_HEPG2_24 h_0.04 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.150326797385621
"199","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_10 µM",0.145454545454545
"200","geldanamycin_HEPG2_24 h_0.04 um","brefeldin-a_HEPG2_6 h_100 nM",0.142857142857143
"201","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 um",1
"202","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.04 µM",0.212328767123288
"203","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 um",0.217687074829932
"204","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.12 µM",0.145038167938931
"205","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 um",0.184466019417476
"206","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_0.37 µM",0.192307692307692
"207","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 um",0.128205128205128
"208","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_1.11 µM",0.0909090909090909
"209","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10 µM",0.17741935483871
"210","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_10.0 um",0.183098591549296
"211","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 um",0.153374233128834
"212","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_24 h_3.33 µM",0.194690265486726
"213","geldanamycin_HEPG2_24 h_0.04 um","geldanamycin_HEPG2_6 h_10 µM",0.0927835051546392
"214","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_24 h_10 µM",0.14018691588785
"215","geldanamycin_HEPG2_24 h_0.04 um","mitomycin-c_HCC515_6 h_10 µM",0.23728813559322
"216","geldanamycin_HEPG2_24 h_0.04 um","quercetin_HEPG2_6 h_10 µM",0.0446428571428571
"217","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.04 um",0.142105263157895
"218","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.12 um",0.0784313725490196
"219","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_0.37 um",0.19774011299435
"220","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_1.11 um",0.184931506849315
"221","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_10.0 um",0.168224299065421
"222","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_24 h_3.33 um",0.158333333333333
"223","geldanamycin_HEPG2_24 h_0.04 um","radicicol_HEPG2_6 h_10 µM",0.189393939393939
"224","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_10 µM",0.164835164835165
"225","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_24 h_3 µM",0.142857142857143
"226","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_10 µM",0.194285714285714
"227","geldanamycin_HEPG2_24 h_0.04 um","spiperone_HEPG2_6 h_3 µM",0.164473684210526
"228","geldanamycin_HEPG2_24 h_0.04 um","temozolomide_HEPG2_6 h_10 µM",0.1
"229","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.162011173184358
"230","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.248275862068966
"231","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.234567901234568
"232","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.1
"233","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.20979020979021
"234","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0490196078431373
"235","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.259842519685039
"236","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.19047619047619
"237","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.218181818181818
"238","geldanamycin_HEPG2_24 h_0.04 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.149122807017544
"239","geldanamycin_HEPG2_24 h_0.04 um","thapsigargin_HEPG2_6 h_10 µM",0.09
"240","geldanamycin_HEPG2_24 h_0.04 um","VU-0418946-1_HEPG2_6 h_10 µM",0.198757763975155
"241","geldanamycin_HEPG2_24 h_0.04 um","YC-1_HEPG2_24 h_20 µM",0.198717948717949
"242","geldanamycin_HEPG2_24 h_0.04 um","YC-1_HEPG2_24 h_5 µM",0.212121212121212
