"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","15/88","99/2914",1.31746910068403e-07,7.46166590660139e-06,5.00512184661781e-06,"E2F1/MAPK11/MAPK14/RB1/TP53/CDK2/JUN/ATM/CDKN1A/CDKN1B/MAP3K5/TFDP1/STAT3/NFKB1/RELA",15
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","12/88","62/2914",1.69746032380322e-07,8.8126481810784e-06,5.91133112763052e-06,"ESR1/SRC/ABL1/CDK1/RB1/RUNX1/AKT1/NR3C1/CDKN1A/WWTR1/YAP1/AR",12
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","6/88","11/2914",2.61886580988523e-07,1.25504107658346e-05,8.41854029574441e-06,"E2F1/TP53/CDK2/CDKN1A/CDKN1B/ARID3A",6
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","10/88","53/2914",2.53254229292887e-06,0.000107087778450915,7.18321332178987e-05,"SRC/RUNX1/TP53/CTNNB1/CDKN1A/FOXO3/SMAD3/WWTR1/YAP1/TCF7",10
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","14/88","108/2914",2.57835742658704e-06,0.000107087778450915,7.18321332178987e-05,"EGFR/ESR1/PIK3CA/SRC/RUNX1/AKT1/ESR2/JUN/NRIP1/CDKN1B/FOXO3/TBP/ELK1/GATA3",14
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","13/88","97/2914",4.18961664245993e-06,0.000163133198015783,0.000109426171516881,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/AKT1/ESR2/FOXO1/CDKN1A/CDKN1B/FOXO3",13
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","17/88","172/2914",8.99329251629726e-06,0.000329577719861953,0.000221073506437772,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/CSNK2A1/TP53/AKT1/ESR2/FOXO1/JUN/PPARG/CDKN1A/CDKN1B/FOXO3",17
"R-HSA-8939236","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","7/88","27/2914",9.79596443235308e-06,0.000339049213408665,0.000227426776587379,"ABL1/RUNX1/YAP1/TP73/GATA2/SPI1/GATA3",7
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","9/88","49/2914",1.05559807900849e-05,0.00034612505432752,0.000232173095493833,"E2F1/TP53/AKT1/CASP3/YWHAH/YWHAQ/TFDP1/TP73/STAT3",9
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","6/88","19/2914",1.2650697005027e-05,0.000374694079987887,0.000251336571352862,"SRC/ABL1/RB1/WWTR1/YAP1/AR",6
"R-HSA-4090294","R-HSA-4090294","SUMOylation of intracellular receptors","7/88","28/2914",1.27435627018931e-05,0.000374694079987887,0.000251336571352862,"ESR1/NR3C1/PPARA/PPARG/RARA/VDR/AR",7
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","11/88","77/2914",1.32315726480474e-05,0.000374694079987887,0.000251336571352862,"E2F1/SRC/ABL1/CDK1/RB1/AKT1/CDK2/CDKN1A/CDKN1B/MYBL2/TFDP1",11
"R-HSA-114452","R-HSA-114452","Activation of BH3-only proteins","7/88","29/2914",1.63897601455031e-05,0.000443948720462974,0.000297791065343923,"E2F1/TP53/AKT1/YWHAH/YWHAQ/TFDP1/TP73",7
"R-HSA-381340","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","8/88","40/2914",1.75225787208162e-05,0.000454856939294521,0.00030510805930544,"NCOR2/NR2F2/PPARA/PPARG/CEBPA/KLF4/NFKB1/RELA",8
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","18/88","201/2914",1.89617120696042e-05,0.000455202123978579,0.000305339601621181,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/PRKCD/SRC/CSNK2A1/TP53/AKT1/ESR2/FOXO1/JUN/PPARG/CDKN1A/CDKN1B/FOXO3",18
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","12/88","95/2914",1.89971993955747e-05,0.000455202123978579,0.000305339601621181,"CDK5/MAPK11/MAPK14/CDK1/CSNK2A1/TP53/AKT1/CDK2/ATM/STK11/TBP/TP73",12
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","14/88","130/2914",2.34784089828499e-05,0.000541742548011685,0.000363389020124422,"GRB2/MAPK11/MAPK14/PRKCD/SRC/ABL1/PLK1/ROCK2/CTNNB1/CDKN1B/RHOA/YWHAH/YWHAQ/AR",14
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","24/88","332/2914",2.46919107629263e-05,0.000549395014475109,0.000368522126800065,"FYN/GRB2/LCK/MAPK11/MAPK14/PIK3CA/SOCS3/SYK/TP53/AKT1/CASP3/FOXO1/JUN/CDKN1A/FOXO3/SMAD3/ELK1/ATF1/IRF4/BCL6/STAT3/NFKB1/RELA/GATA3",24
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","17/88","187/2914",2.76720199146633e-05,0.000594471324373629,0.000398758326900956,"E2F1/MAPK11/MAPK14/RB1/TP53/CDK2/JUN/NR3C1/ATM/CDKN1A/CDKN1B/MAP3K5/TFDP1/AR/STAT3/NFKB1/RELA",17
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","17/88","189/2914",3.18387514030744e-05,0.000637006077015591,0.000427289706133631,"E2F1/MAPK11/MAPK14/RB1/TP53/CDK2/JUN/NR3C1/ATM/CDKN1A/CDKN1B/MAP3K5/TFDP1/AR/STAT3/NFKB1/RELA",17
"R-HSA-525793","R-HSA-525793","Myogenesis","6/88","22/2914",3.23352881189048e-05,0.000637006077015591,0.000427289706133631,"MAPK11/MAPK14/ABL1/CTNNB1/MYOD1/TCF4",6
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","9/88","56/2914",3.27194132656483e-05,0.000637006077015591,0.000427289706133631,"CDK5/MAPK11/MAPK14/CSNK2A1/TP53/CDK2/ATM/STK11/TBP",9
"R-HSA-1227986","R-HSA-1227986","Signaling by ERBB2","8/88","44/2914",3.65761477967085e-05,0.000690513335677254,0.000463181201763741,"EGFR/FYN/GRB2/PIK3CA/PRKCD/SRC/AKT1/RHOA",8
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","11/88","86/2914",3.87489290039245e-05,0.000710017140277793,0.000476263926147308,"ESR1/SOCS3/SRC/ABL1/CSNK2A1/RUNX1/YAP1/TP73/GATA2/SPI1/GATA3",11
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","11/88","89/2914",5.36912700616267e-05,0.000935436992159099,0.000627470619054088,"CDK5/FYN/GRB2/MAPK11/MAPK14/PIK3CA/SRC/RHOA/ELK1/ATF1/STAT3",11
"R-HSA-2559586","R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","6/88","24/2914",5.55556480094489e-05,0.000935436992159099,0.000627470619054088,"RB1/TP53/CDK2/ATM/CDKN1A/CDKN1B",6
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","6/88","24/2914",5.55556480094489e-05,0.000935436992159099,0.000627470619054088,"SRC/ABL1/RB1/WWTR1/YAP1/AR",6
"R-HSA-8848021","R-HSA-8848021","Signaling by PTK6","8/88","47/2914",6.02532686885604e-05,0.000962507343409567,0.000645628816986734,"EGFR/SOCS3/AKT1/CDK2/NR3C1/CDKN1B/RHOA/STAT3",8
"R-HSA-9006927","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","8/88","47/2914",6.02532686885604e-05,0.000962507343409567,0.000645628816986734,"EGFR/SOCS3/AKT1/CDK2/NR3C1/CDKN1B/RHOA/STAT3",8
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","9/88","63/2914",8.5919376377299e-05,0.00133819428707643,0.000897631379520729,"EGFR/ESR1/PIK3CA/SRC/AKT1/ESR2/CDKN1B/FOXO3/ELK1",9
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition ","7/88","39/2914",0.000126289188216611,0.00191897961607191,0.00128720944087277,"E2F1/RB1/AKT1/CDK2/CDKN1A/CDKN1B/TFDP1",7
"R-HSA-1362300","R-HSA-1362300","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","4/88","10/2914",0.000142005118755577,0.00206781858892691,0.00138704735964177,"E2F1/CDK1/MYBL2/TFDP1",4
"R-HSA-69231","R-HSA-69231","Cyclin D associated events in G1","7/88","40/2914",0.000149360893261173,0.00206781858892691,0.00138704735964177,"E2F1/SRC/ABL1/RB1/CDKN1A/CDKN1B/TFDP1",7
"R-HSA-69236","R-HSA-69236","G1 Phase","7/88","40/2914",0.000149360893261173,0.00206781858892691,0.00138704735964177,"E2F1/SRC/ABL1/RB1/CDKN1A/CDKN1B/TFDP1",7
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","7/88","40/2914",0.000149360893261173,0.00206781858892691,0.00138704735964177,"E2F1/RB1/AKT1/CDK2/CDKN1A/CDKN1B/TFDP1",7
"R-HSA-109581","R-HSA-109581","Apoptosis","11/88","101/2914",0.000173437653398183,0.00232947759128334,0.00156256247991803,"E2F1/PRKCD/TP53/AKT1/CASP3/CTNNB1/YWHAH/YWHAQ/TFDP1/TP73/STAT3",11
"R-HSA-1433557","R-HSA-1433557","Signaling by SCF-KIT","7/88","41/2914",0.000175739079920252,0.00232947759128334,0.00156256247991803,"FYN/GRB2/LCK/PIK3CA/SRC/GRB10/STAT3",7
"R-HSA-4420097","R-HSA-4420097","VEGFA-VEGFR2 Pathway","10/88","85/2914",0.000183594707365231,0.00237208933868308,0.00159114550554564,"FYN/MAPK11/MAPK14/PIK3CA/PRKCD/SRC/ROCK2/AKT1/CTNNB1/RHOA",10
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","5/88","19/2914",0.000186568824390804,0.00237208933868308,0.00159114550554564,"E2F1/CDK1/CDK2/MYBL2/TFDP1",5
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","9/88","70/2914",0.000198448975163926,0.00247267423054251,0.00165861564505428,"GRB2/MAPK11/MAPK14/PIK3CA/SRC/RHOA/ELK1/ATF1/STAT3",9
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","11/88","103/2914",0.00020709219334131,0.00252977326375757,0.00169691642428277,"E2F1/PRKCD/TP53/AKT1/CASP3/CTNNB1/YWHAH/YWHAQ/TFDP1/TP73/STAT3",11
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","4/88","11/2914",0.000218019859880698,0.00256276174916367,0.00171904437681503,"E2F1/CDK1/RB1/TFDP1",4
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","4/88","11/2914",0.000218019859880698,0.00256276174916367,0.00171904437681503,"AKT1/FOXO1/FOXO3/YWHAQ",4
"R-HSA-389356","R-HSA-389356","CD28 co-stimulation","6/88","31/2914",0.000256301672847463,0.00295696189229574,0.001983465187533,"FYN/GRB2/LCK/PIK3CA/SRC/AKT1",6
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","19/88","268/2914",0.000276708770061786,0.00309568876109983,0.00207652012867557,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/AKT1/CTNNB1/ESR2/FOXO1/NCOR2/CDKN1A/CDKN1B/FOXO3/RAF1/SMAD3/CUX1/STAT3",19
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","7/88","44/2914",0.000278264158301108,0.00309568876109983,0.00207652012867557,"E2F1/MAPK11/MAPK14/TP53/JUN/MAP3K5/TFDP1",7
"R-HSA-3108232","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","11/88","107/2914",0.000291264142387506,0.00318346597732309,0.00213539916025558,"ESR1/TP53/NCOR2/NR3C1/NRIP1/PPARA/PPARG/RARA/VDR/AR/RELA",11
"R-HSA-1839117","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","4/88","12/2914",0.000319515773915699,0.00339512935735979,0.00227737831354539,"GRB2/PIK3CA/CUX1/STAT3",4
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","7/88","45/2914",0.000321529104469065,0.00339512935735979,0.00227737831354539,"CDK2/JUN/CDKN1A/CDKN1B/STAT3/NFKB1/RELA",7
"R-HSA-2990846","R-HSA-2990846","SUMOylation","11/88","109/2914",0.000343197540738959,0.00356353446467286,0.00239034076619942,"ESR1/TP53/NCOR2/NR3C1/NRIP1/PPARA/PPARG/RARA/VDR/AR/RELA",11
"R-HSA-69206","R-HSA-69206","G1/S Transition","8/88","60/2914",0.000355489800815617,0.00357240852000073,0.00239629328789438,"E2F1/CDK1/RB1/AKT1/CDK2/CDKN1A/CDKN1B/TFDP1",8
"R-HSA-194138","R-HSA-194138","Signaling by VEGF","10/88","92/2914",0.000355520591075514,0.00357240852000073,0.00239629328789438,"FYN/MAPK11/MAPK14/PIK3CA/PRKCD/SRC/ROCK2/AKT1/CTNNB1/RHOA",10
"R-HSA-69563","R-HSA-69563","p53-Dependent G1 DNA Damage Response","5/88","22/2914",0.000393282434046708,0.00382835869392343,0.00256797905125894,"TP53/CDK2/ATM/CDKN1A/CDKN1B",5
"R-HSA-69580","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","5/88","22/2914",0.000393282434046708,0.00382835869392343,0.00256797905125894,"TP53/CDK2/ATM/CDKN1A/CDKN1B",5
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","10/88","94/2914",0.000424163350925377,0.00406544257886938,0.00272700972173886,"SOCS3/TP53/AKT1/FOXO1/CDKN1A/FOXO3/IRF4/BCL6/STAT3/GATA3",10
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","4/88","13/2914",0.000450926518574848,0.00425647304654743,0.00285514876992368,"FOXO1/FOXO3/STK11/BCL6",4
"R-HSA-1912408","R-HSA-1912408","Pre-NOTCH Transcription and Translation","5/88","23/2914",0.000490667993147602,0.00456247999598442,0.00306041152049643,"E2F1/RUNX1/TP53/JUN/TFDP1",5
"R-HSA-2172127","R-HSA-2172127","DAP12 interactions","5/88","24/2914",0.000605171241868166,0.00523641227338705,0.0035124705120126,"FYN/GRB2/LCK/PIK3CA/SYK",5
"R-HSA-2424491","R-HSA-2424491","DAP12 signaling","5/88","24/2914",0.000605171241868166,0.00523641227338705,0.0035124705120126,"FYN/GRB2/LCK/PIK3CA/SYK",5
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","5/88","24/2914",0.000605171241868166,0.00523641227338705,0.0035124705120126,"AKT1/FOXO1/CDKN1A/CDKN1B/FOXO3",5
"R-HSA-69615","R-HSA-69615","G1/S DNA Damage Checkpoints","5/88","24/2914",0.000605171241868166,0.00523641227338705,0.0035124705120126,"TP53/CDK2/ATM/CDKN1A/CDKN1B",5
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","5/88","24/2914",0.000605171241868166,0.00523641227338705,0.0035124705120126,"EGFR/AKT1/CDKN1B/FOXO3/ELK1",5
"R-HSA-9006115","R-HSA-9006115","Signaling by NTRK2 (TRKB)","5/88","25/2914",0.000738628938404622,0.00630364148802849,0.00422834446354196,"CDK5/FYN/GRB2/PIK3CA/SRC",5
"R-HSA-1433559","R-HSA-1433559","Regulation of KIT signaling","4/88","15/2914",0.000821827818185858,0.00673682540433934,0.00451891473434606,"FYN/GRB2/LCK/SRC",4
"R-HSA-2730905","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization","4/88","15/2914",0.000821827818185858,0.00673682540433934,0.00451891473434606,"FYN/GRB2/PIK3CA/SYK",4
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","4/88","15/2914",0.000821827818185858,0.00673682540433934,0.00451891473434606,"CDK1/TP53/GADD45A/TFDP1",4
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","17/88","249/2914",0.000951788010097273,0.00762827144761626,0.00511687718966572,"E2F1/SRC/ABL1/CDK1/CSNK2A1/PLK1/RB1/TP53/AKT1/CDK2/ATM/CDKN1A/CDKN1B/YWHAH/YWHAQ/MYBL2/TFDP1",17
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","10/88","104/2914",0.000955064483008135,0.00762827144761626,0.00511687718966572,"E2F1/EGFR/RUNX1/TP53/AKT1/JUN/NCOR2/SMAD3/TFDP1/IKZF1",10
"R-HSA-8852276","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","4/88","16/2914",0.00107066973998143,0.00844338288618269,0.00566363606625754,"CDK1/PLK1/TP53/CDKN1A",4
"R-HSA-2219530","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","8/88","72/2914",0.00123646842140624,0.0096289978317011,0.00645892056971418,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/ESR2",8
"R-HSA-114604","R-HSA-114604","GPVI-mediated activation cascade","5/88","28/2914",0.00127202865276539,0.00978362778608444,0.00656264295188903,"FYN/LCK/PIK3CA/SYK/RHOA",5
"R-HSA-180292","R-HSA-180292","GAB1 signalosome","4/88","17/2914",0.00136805941686534,0.0103939148378915,0.00697201012189395,"EGFR/GRB2/PIK3CA/SRC",4
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","14/88","191/2914",0.00143618750110008,0.010780057990185,0.00723102647985711,"E2F1/SRC/ABL1/CDK1/CSNK2A1/PLK1/RB1/TP53/AKT1/CDK2/CDKN1A/CDKN1B/MYBL2/TFDP1",14
"R-HSA-1912422","R-HSA-1912422","Pre-NOTCH Expression and Processing","5/88","29/2914",0.00150086843274027,0.0108725701581068,0.00729308161319321,"E2F1/RUNX1/TP53/JUN/TFDP1",5
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","5/88","29/2914",0.00150086843274027,0.0108725701581068,0.00729308161319321,"CDK1/TP53/AKT1/CDK2/ATM",5
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","5/88","29/2914",0.00150086843274027,0.0108725701581068,0.00729308161319321,"CDK1/TP53/AKT1/CDK2/ATM",5
"R-HSA-6811558","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","9/88","92/2914",0.00153634770475315,0.0110016622995542,0.00737967379052634,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/AKT1/ESR2",9
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","5/88","30/2914",0.00175868559518322,0.012450694611354,0.00835165288621699,"MAPK11/MAPK14/JUN/ELK1/ATF1",5
"R-HSA-1236394","R-HSA-1236394","Signaling by ERBB4","6/88","44/2914",0.00179253727417961,0.0125477609192572,0.00841676283677473,"EGFR/ESR1/GRB2/PIK3CA/SRC/YAP1",6
"R-HSA-389513","R-HSA-389513","CTLA4 inhibitory signaling","4/88","19/2914",0.00212727427760035,0.0144053464667937,0.0096627904829215,"FYN/LCK/SRC/AKT1",4
"R-HSA-5621575","R-HSA-5621575","CD209 (DC-SIGN) signaling","4/88","19/2914",0.00212727427760035,0.0144053464667937,0.0096627904829215,"FYN/RAF1/NFKB1/RELA",4
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","4/88","19/2914",0.00212727427760035,0.0144053464667937,0.0096627904829215,"FOXO1/NR3C1/FOXO3/SMAD3",4
"R-HSA-1643685","R-HSA-1643685","Disease","24/88","443/2914",0.00219329046630999,0.0146926877474314,0.00985553271222486,"CDK5/EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/AKT1/CTNNB1/ESR2/FOXO1/JUN/NCOR2/CDKN1A/CDKN1B/FOXO3/RAF1/SMAD3/TBP/CUX1/STAT3/NFKB1/RELA",24
"R-HSA-2029480","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","7/88","62/2914",0.00229694500224861,0.0152233695361796,0.0102115024176114,"FYN/GRB2/PIK3CA/PRKCD/SRC/SYK/ABL1",7
"R-HSA-8853659","R-HSA-8853659","RET signaling","5/88","32/2914",0.00236977840309957,0.0155407573171687,0.0104243991803937,"GRB2/PIK3CA/RET/SRC/GRB10",5
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","9/88","99/2914",0.00257382099865491,0.0165182282602947,0.0110800652519,"EGFR/ESR1/FYN/GRB2/LCK/PIK3CA/SRC/AKT1/ESR2",9
"R-HSA-167044","R-HSA-167044","Signalling to RAS","4/88","20/2914",0.00259837298476546,0.0165182282602947,0.0110800652519,"GRB2/MAPK11/MAPK14/SRC",4
"R-HSA-912631","R-HSA-912631","Regulation of signaling by CBL","4/88","20/2914",0.00259837298476546,0.0165182282602947,0.0110800652519,"FYN/GRB2/PIK3CA/SYK",4
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","20/88","347/2914",0.00270611155821614,0.0165671207983257,0.0111128612941376,"CDK5/EGFR/ESR1/FYN/GRB2/LCK/MAPK11/MAPK14/PIK3CA/PRKCD/SRC/ROCK2/AKT1/CTNNB1/GRB10/RHOA/YAP1/ELK1/ATF1/STAT3",20
"R-HSA-113501","R-HSA-113501","Inhibition of replication initiation of damaged DNA by RB1/E2F1","3/88","10/2914",0.00273902639201854,0.0165671207983257,0.0111128612941376,"E2F1/RB1/TFDP1",3
"R-HSA-2029481","R-HSA-2029481","FCGR activation","3/88","10/2914",0.00273902639201854,0.0165671207983257,0.0111128612941376,"FYN/SRC/SYK",3
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/88","10/2914",0.00273902639201854,0.0165671207983257,0.0111128612941376,"MAPK11/MAPK14/JUN",3
"R-HSA-6804759","R-HSA-6804759","Regulation of TP53 Activity through Association with Co-factors","3/88","10/2914",0.00273902639201854,0.0165671207983257,0.0111128612941376,"TP53/AKT1/TP73",3
"R-HSA-389357","R-HSA-389357","CD28 dependent PI3K/Akt signaling","4/88","21/2914",0.00313651980664195,0.0184928052627674,0.0124045682002512,"FYN/LCK/PIK3CA/AKT1",4
"R-HSA-3928663","R-HSA-3928663","EPHA-mediated growth cone collapse","4/88","21/2914",0.00313651980664195,0.0184928052627674,0.0124045682002512,"FYN/SRC/ROCK2/RHOA",4
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","6/88","49/2914",0.00314644840746925,0.0184928052627674,0.0124045682002512,"ESR1/RUNX1/JUN/NRIP1/TBP/GATA3",6
"R-HSA-210990","R-HSA-210990","PECAM1 interactions","3/88","11/2914",0.00368440384157023,0.0210585650761308,0.0141256236127801,"FYN/LCK/SRC",3
"R-HSA-6803207","R-HSA-6803207","TP53 Regulates Transcription of Caspase Activators and Caspases","3/88","11/2914",0.00368440384157023,0.0210585650761308,0.0141256236127801,"TP53/ATM/TP73",3
"R-HSA-75035","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","3/88","11/2914",0.00368440384157023,0.0210585650761308,0.0141256236127801,"CDK1/YWHAH/YWHAQ",3
"R-HSA-453274","R-HSA-453274","Mitotic G2-G2/M phases","7/88","68/2914",0.00390995932699706,0.0221445878247197,0.0148541038547161,"E2F1/CDK1/PLK1/TP53/CDK2/CDKN1A/MYBL2",7
